readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
RMRDY-20260802-d7270caf8b67cff5977b,readiness_lane_002,1,pdf,pdf,RMSRD-20260802-d248ae3ebd63865068bc,RMV-20260801-03427,BRM5C-BRM5-20260731-16741-02,BRM5-20260731-16741,MO,Midwest,Jackson,"Ordinance amending pay plan (“Wage and Salary Administration Plan”) for the City of Jackson, Missouri for officers and employees; establishing the City Pay Plan for fiscal year 2026",https://mccmeetingspublic.blob.core.usgovcloudapi.net/jacksonmo-meet-17885d53d2904e29b22f18daaeea80bc/ITEM-Attachment-001-3250fcc4341246e8a37f52579caa21c6.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/jacksonmo-meet-17885d53d2904e29b22f18daaeea80bc/ITEM-Attachment-001-3250fcc4341246e8a37f52579caa21c6.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal;fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-d248ae3ebd63865068bc.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-d248ae3ebd63865068bc.pdf,sha256:f1f9052dc8b3b9cc2263475bf33ce8157463c1b2d9418794f213ca682affb559,locally_available,local_only_not_replicated,local_research_workspace,204894,f1f9052dc8b3b9cc2263475bf33ce8157463c1b2d9418794f213ca682affb559
RMRDY-20260802-160d80544d69a97d7859,readiness_lane_002,2,pdf,pdf,RMSRD-20260802-ddf097246318c1a499fa,RMV-20260801-01613,BRM5C-BRM5-20260731-08743-02,BRM5-20260731-08743,MI,Midwest,Three Oaks,Village of Three Oaks Regular Council Meeting – Date: 06-12-24 (proposed minutes) (includes note re: police wage amounts),https://www.threeoaksvillage.org/06-12-24%20Regular%20Council%20mtg.%20minutes-proposed.pdf,https://webgen1files1.revize.com/villagethreeoaksmi/06-12-24%20Regular%20Council%20mtg.%20minutes-proposed.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-ddf097246318c1a499fa.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-ddf097246318c1a499fa.pdf,sha256:479585906b8cf7ca7f5550fcf5cf76d7c57c7ea6d3bf8fbad232ea53f773f2cf,locally_available,local_only_not_replicated,local_research_workspace,141029,479585906b8cf7ca7f5550fcf5cf76d7c57c7ea6d3bf8fbad232ea53f773f2cf
RMRDY-20260802-fcfd76b10db8ea4b1e0f,readiness_lane_002,3,html,html,RMSRD-20260802-30989cc6b5ee3270baca,RMV-20260801-03679,BRM5C-BRM5-20260731-02301-01,BRM5-20260731-02301,OH,Midwest,Killbuck,"Ordinance 2024-012 (Village of Killbuck) — Salaries and Wages for Elective Offices, Salaried and Hourly Employees (effective Jan 1, 2025; pay rates starting Dec 23, 2024)",https://killbuckvillage.com/ordinance-2024-012/,https://killbuckvillage.com/ordinance-2024-012,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-30989cc6b5ee3270baca.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-30989cc6b5ee3270baca.html,sha256:b384c7d884cf306966b16ef9b0c36efb7b2cbde1f1f8bae34fde47428a3f732a,locally_available,local_only_not_replicated,local_research_workspace,105411,b384c7d884cf306966b16ef9b0c36efb7b2cbde1f1f8bae34fde47428a3f732a
RMRDY-20260802-c112709ca1931e089e98,readiness_lane_002,4,pdf,pdf,RMSRD-20260802-a999cdb7dfc73e38e337,RMV-20260801-00085,BRM5C-BRM5-20260731-11047-01,BRM5-20260731-11047,NC,South,Hamilton,"Minutes (June 23, 2022) — Motion to institute plan to implement a salary increase ($750.00 per certification)",https://town-of-hamilton.org/images/Documents/Minutes/Minutes062322.pdf,https://town-of-hamilton.org/images/Documents/Minutes/Minutes062322.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,strike_or_no_strike_constraint;fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-a999cdb7dfc73e38e337.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-a999cdb7dfc73e38e337.pdf,sha256:29156237a86769c5587139893a6098a4732269291015ee124626a2c556cf359b,locally_available,local_only_not_replicated,local_research_workspace,34075,29156237a86769c5587139893a6098a4732269291015ee124626a2c556cf359b
RMRDY-20260802-40c04aa96e2f6eaa02a9,readiness_lane_002,5,pdf,pdf,RMSRD-20260802-4bfa6918e5847f35161d,RMV-20260801-02166,BRM5C-BRM5-20260731-09787-01,BRM5-20260731-09787,OH,Midwest,Lake,Agreement Between the City of Avon Lake and the Fraternal Order of Police Lodge #25/Avon Lake Division (Police Officers and Detectives),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1175.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1175.pdf,personnel_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-4bfa6918e5847f35161d.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-4bfa6918e5847f35161d.pdf,sha256:932659cc373b708f1c442cd423ed1c8a68c6759edae62022c82ad7775670a1be,locally_available,local_only_not_replicated,local_research_workspace,2441197,932659cc373b708f1c442cd423ed1c8a68c6759edae62022c82ad7775670a1be
RMRDY-20260802-900d0b964553d889b767,readiness_lane_002,6,pdf,pdf,RMSRD-20260802-0bbfbe4e1f7e7c7fdd16,RMV-20260801-03140,BRM5C-BRM5-20260731-15364-02,BRM5-20260731-15364,IL,Midwest,Oregon-Nashua,"Monthly Meeting Minutes — March 10, 2021",https://oregon-nashuatownship.org/wp-content/uploads/2024/01/Monthly-Meeting-Minutes-2021-March.pdf,https://oregon-nashuatownship.org/wp-content/uploads/2024/01/Monthly-Meeting-Minutes-2021-March.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_unresolved_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0bbfbe4e1f7e7c7fdd16.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-0bbfbe4e1f7e7c7fdd16.pdf,sha256:330180a4e029be9f3ad6536322fb27be77e2f4c93ff050954bc2998e7ef044df,locally_available,local_only_not_replicated,local_research_workspace,56958,330180a4e029be9f3ad6536322fb27be77e2f4c93ff050954bc2998e7ef044df
RMRDY-20260802-21cfa7f41f4bdfaa4f5d,readiness_lane_002,7,pdf,pdf,RMSRD-20260802-d81f4467cc4247bc3cab,RMV-20260801-02038,BRM5C-BRM5-20260731-06734-01,BRM5-20260731-06734,NY,Northeast,Gilboa,Schoharie County Civil Service Rules (serving classified civil service employees in towns including Town of Gilboa),https://www4.schohariecounty-ny.gov/PdfFiles/Personnel/2025CivilServiceRules.pdf,https://www4.schohariecounty-ny.gov/PdfFiles/Personnel/2025CivilServiceRules.pdf,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-d81f4467cc4247bc3cab.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-d81f4467cc4247bc3cab.pdf,sha256:bbf867e269cc86af6095c2a7e2d4cc9bc02f3ee5ef74dc99608231fd8f13526c,locally_available,local_only_not_replicated,local_research_workspace,305961,bbf867e269cc86af6095c2a7e2d4cc9bc02f3ee5ef74dc99608231fd8f13526c
RMRDY-20260802-5905598deaba6a0aa3ad,readiness_lane_002,8,pdf,pdf,RMSRD-20260802-68cc49c2ed377db14320,RMV-20260801-02181,BRM5C-BRM5-20260731-04372-01,BRM5-20260731-04372,IN,Midwest,Kirklin,"The Regular Meeting of the Kirklin Town Council was held on Monday, June 12, 2023 (minutes) — includes “SALARY ORDINANCE AMENDMENT 2023-6-1”",https://kirklinindiana.municipalimpact.com/documents/244/June_2023_Council_Meeting_Minutes-1.pdf?1747157449=,https://kirklinindiana.municipalimpact.com/documents/244/June_2023_Council_Meeting_Minutes-1.pdf,salary_ordinance,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-68cc49c2ed377db14320.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_002/RMSRD-20260802-68cc49c2ed377db14320.pdf,sha256:0bef9ba6a19317204f044b5056a44c6b93f8c3d39b54702a72fa4004d20b4eba,locally_available,local_only_not_replicated,local_research_workspace,608323,0bef9ba6a19317204f044b5056a44c6b93f8c3d39b54702a72fa4004d20b4eba
RMRDY-20260802-e01a8445fb4f90354348,readiness_lane_002,9,pdf,pdf,RMSRD-20260802-33d8ad57022c32b5e88e,RMV-20260801-00682,BRM5C-BRM5-20260731-08636-01,BRM5-20260731-08636,MI,Midwest,James,"James Township Schedule of Wages (Proposed for Adoption: May 1, 2019) — 2018–2019 Fiscal Year",https://webgen1files1.revize.com/stjamestwpmi/Document%20Center/New%20node/Government/Board%20of%20Trustees/Board%20Agendas%20%26%20Minutes/2019%20Board%20Meeting%20Packets/StJTwp%20-%20Schedule%20of%20Wages%202019.pdf,https://webgen1files1.revize.com/stjamestwpmi/Document%20Center/New%20node/Government/Board%20of%20Trustees/Board%20Agendas%20%26%20Minutes/2019%20Board%20Meeting%20Packets/StJTwp%20-%20Schedule%20of%20Wages%202019.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-33d8ad57022c32b5e88e.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_004/RMSRD-20260802-33d8ad57022c32b5e88e.pdf,sha256:810cf2fcf9b93c81483d324d05031c1d72e59ecf829b86e3980c6256e4c9c7ac,locally_available,local_only_not_replicated,local_research_workspace,304585,810cf2fcf9b93c81483d324d05031c1d72e59ecf829b86e3980c6256e4c9c7ac
RMRDY-20260802-f7b8bd087391d1ca08a6,readiness_lane_002,10,pdf,pdf,RMSRD-20260802-b4cfe9ffbbbc117209f9,RMV-20260801-02558,BRM5C-BRM5-20260731-02853-01,BRM5-20260731-02853,WI,Midwest,Trade Lake,Regular Monthly Board Meeting of the Town of Trade Lake — 1/12/2023 (Any Action Deemed Necessary: Motion to increase wages),https://tradelakewi.org/wp-content/uploads/2024/06/01-12-2023-Monthly-board-meeting-minutes.pdf,https://tradelakewi.org/wp-content/uploads/2024/06/01-12-2023-Monthly-board-meeting-minutes.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-b4cfe9ffbbbc117209f9.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_005/RMSRD-20260802-b4cfe9ffbbbc117209f9.pdf,sha256:e0bc95d5fbcd7ee04500e64702c186060e4459a2df72440871af4f076ee97055,locally_available,local_only_not_replicated,local_research_workspace,565188,e0bc95d5fbcd7ee04500e64702c186060e4459a2df72440871af4f076ee97055
