candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-88afcea7e1c00cf0c69a,lane_1,tier_a,verification_ready_high,https://www.albanyschools.org/hr/files/documents/APSTA.contract.pdf,APSTA 2011-2022 Agreement Between The City Sch,Albany,NY,non_safety_comparator,School employees represented by APSTA (administrative/professional/technical staff),APSTA,2011-2022 (includes years 2016-2022),2016,2022,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Same-city (Albany; Albany City School District),Overlaps expected period (2016-2022) within a longer agreement term,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:07Z,HEAD only; attempts=2; elapsed_seconds=0.535; identity_score=0; final_host_hash=55d0d1b546ef; final_locator_hash=502d199ba690b1514b8c; no body or raw headers retained.
TS4L-dc44283cbbe324dc5b93,lane_4,tier_b,verification_ready_high,https://www.exeternh.gov/sites/default/files/fileattachments/human_resources/page/13581/police_agreement_2018-21.pdf,"Exeter Police Association CBA 2018-21 (Town of Exeter, NH)",Exeter,NH,safety_and_non_safety_compensation_units,Safety - Police,Exeter Police Association,2018-21,2018-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Exeter, NH) implied by source host and Town-of-Exeter CBA filename",Overlaps target window 2014-2024 (covers 2018-2021 portion),blocked_by_transport,RemoteProtocolError_bounded_head_failure,,,,,,RemoteProtocolError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=2; elapsed_seconds=0.734; identity_score=0; final_host_hash=58a12baa5f2a; final_locator_hash=e4e8808cfb1d2973d2e4; no body or raw headers retained.
TS4L-13cfc74c847ade5592cb,lane_4,tier_b,verification_ready_high,https://www.dca.ga.gov/sites/default/files/2020_muni_emp_final_0.pdf,2020 Municipal Wage and Salary Survey (Georgia) (statewide; includes Riverdale among participating municipalities/counts),Riverdale,GA,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,,Survey year 2020 (statewide instrument),2020-01-01,2020-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same city mentioned/contained as a participant or reference (Riverdale),overlaps expected window (within 2014-2024),blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=2; elapsed_seconds=0.476; identity_score=0; final_host_hash=8cde2b836fbb; final_locator_hash=5794c0a91b2d101e1c23; no body or raw headers retained.
TS4L-4c5f921d0036533c03e4,lane_2,tier_b,verification_ready_high,https://www.ctdol.state.ct.us/medarb/fairfield%20gomola%202023-A-0096%20final%20award%20WITHOUT%20TRANS.pdf,Connecticut State Board of Mediation and Arbitration — Award (Town of Fairfield v. IAFF Local 1426) Case No. 2023-A-0096,Fairfield,CT,safety_and_non_safety_bargaining_units,Firefighters (IAFF),"IAFF, Local 1426","Award dated January 31, 2024 (Case No. 2023-A-0096)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Likely same municipality (Town of Fairfield, CT shown in document header)",Award date falls within 2014-2024 target window,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:15Z,HEAD only; attempts=2; elapsed_seconds=0.411; identity_score=0; final_host_hash=2fb86997c18d; final_locator_hash=f3422b1142951e0e5b81; no body or raw headers retained.
TS4L-9ca5ae705577a193a647,lane_2,tier_b,verification_ready_medium,https://www.legislature.mi.gov/Publications/JCAR/JCAR%20Files/Rules%20before%20JCAR/Past%20Rules%20Before%20JCAR/21-78%20Public%20Health%20Code%20-%20General%20Rules/Affidavit.pdf,"JCAR (Michigan Legislature) rules affidavit PDF referencing Georgetown Charter Township; includes ""Police Department Supervisor Unit Collective Bargaining Agreement – approved""",Georgetown charter,MI,safety_and_non_safety_bargaining_units,Public safety (Police - Supervisor unit),Police Department Supervisor Unit (collective bargaining agreement),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Likely same municipality (Georgetown Charter Township, Michigan)",target_window_not_yet_confirmed,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:23Z,HEAD only; attempts=2; elapsed_seconds=0.501; identity_score=0; final_host_hash=1af6ea2088de; final_locator_hash=fc4404de114c63993218; no body or raw headers retained.
TS4L-52fea35ce2c5d8ad9e72,lane_2,tier_b,verification_ready_medium,https://www.ctdol.state.ct.us/medarb/awards/2025/AWARD%20Fairfield%20and%20UPSEU%202025-A-0012.pdf,Connecticut State Board of Mediation and Arbitration — Award (Town of Fairfield v. UPSEU Local Fairfield DPW) Case No. 2025-A-0012,Fairfield,CT,safety_and_non_safety_bargaining_units,Non-safety public works/DPW (UPSEU),"UPSEU, Local Fairfield DPW","Hearing date October 28, 2024; Award dated March 12, 2025 (Case No. 2025-A-0012)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Likely same municipality (Town of Fairfield, CT shown in document header)",Hearing in 2024 (within 2014-2024 target window),blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:24Z,HEAD only; attempts=2; elapsed_seconds=0.327; identity_score=0; final_host_hash=2fb86997c18d; final_locator_hash=b8845d049d5330e198dc; no body or raw headers retained.
TS4L-d459e003834aaebb3386,lane_2,tier_b,verification_ready_medium,https://www.ctdol.state.ct.us/medarb/awards/2024/Award%202023-A-0086%20Fairfield%20and%20IAFF%20L.%201426%20G.%20Gomola%20without%20transmittal.pdf,Connecticut State Board of Mediation and Arbitration — Award (Town of Fairfield v. IAFF Local 1426) Case No. 2023-A-0086,Fairfield,CT,safety_and_non_safety_bargaining_units,Firefighters (IAFF),"IAFF, Local 1426","Award dated June 28, 2024 (Case No. 2023-A-0086)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Likely same municipality (Town of Fairfield, CT shown in document header)",Award date falls within 2014-2024 target window,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:27Z,HEAD only; attempts=2; elapsed_seconds=0.399; identity_score=0; final_host_hash=2fb86997c18d; final_locator_hash=b3abfb60dd7673c136f6; no body or raw headers retained.
TS4L-df0b2865a4298382492f,lane_4,tier_b,verification_ready_medium,https://www.ci.durham.nh.us/sites/default/files/fileattachments/town_council/meeting/39031/november_18_2013_council_packet.pdf,"Town of Durham NH Council Packet (Agenda Item to Ratify DPOA Contract) — Nov 18, 2013 (proposed for Jan 1, 2014–Dec 31, 2016)",Durham,NH,safety_and_non_safety_compensation_units,Police (sworn),"Durham Police Officers Association (DPOA), NEPBA Local #21","January 1, 2014 through December 31, 2016 (document/paper set references the proposed agreement period)",2014-01-01,2016-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_2014_2024_window,blocked_by_transport,RemoteProtocolError_bounded_head_failure,,,,,,RemoteProtocolError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:28Z,HEAD only; attempts=2; elapsed_seconds=0.415; identity_score=0; final_host_hash=eadd71d29f71; final_locator_hash=ab8a10ff71cbed32b663; no body or raw headers retained.
TS4L-461d8bee4f55e1984343,lane_4,tier_b,verification_ready_medium,https://www.salisburytownshippa.org/wp-content/uploads/2020/12/meetings_boc_062421.pdf,"Salisbury Township (Lehigh County, PA) Board of Commissioners—document referencing the “Salisbury Township Police Officers’ Association (STPOA) Collective Bargaining Agreement” (CBA timing shown in the packet)",Salisbury,PA,safety_and_non_safety_compensation_units,Safety (police / sworn police officers),Salisbury Township Police Officers’ Association (STPOA) (referenced in document),Police CBA covering 2021–2024 (document packet references the STPOA CBA and its timeframe),2021,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Salisbury Township, Lehigh County, PA (municipality match)",Overlaps expected 2014-2024 window (2021–2024),blocked_by_transport,ConnectTimeout_bounded_head_failure,,,,,,ConnectTimeout_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:54Z,HEAD only; attempts=2; elapsed_seconds=16.259; identity_score=0; final_host_hash=39b13e40a0bb; final_locator_hash=da970761e5840ff35613; no body or raw headers retained.
TS4L-6ccad2f2ef45c89de178,lane_4,tier_b,verification_ready_medium,https://bedford.in.us/Docs/MeetingMinutes/CityCouncil/Council%20Minutes%20-%2010-18-2021.pdf,"City of Bedford (IN) City Council meeting minutes (contains Ordinance 20-2021: base salaries for Police, Firefighters, Appointive Officers and Employees; Year 2022)",Bedford,IN,safety_and_non_safety_compensation_units,"Police, Firefighters, Dispatchers and other city employee classifications included in base salary ordinance",,Ordinance 20-2021 (approving base salaries for Year 2022),2022-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality match (Bedford, IN).",Overlaps target window (2014-2024) for the 2022 compensation cycle.,blocked_by_transport,ConnectError_bounded_head_failure,,,,,,ConnectError_bounded_head_failure,not_reported,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:31:55Z,HEAD only; attempts=2; elapsed_seconds=0.455; identity_score=0; final_host_hash=622307b3de93; final_locator_hash=2e506e0069db84948ed1; no body or raw headers retained.
