candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,content_type_hint,download_status,extraction_status,rating_status,causal_status,verification_timestamp,notes
TS4L-4a9cba00da47bbd008a6,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-CON-01-2025.pdf,"Collective Bargaining Agreement — Ontario Local School District (SERB contract PDF, includes Salary Schedule / teacher contract content, filename indicates 2022 SERB upload)",Ontario,OH,non_safety_comparator,Classroom teachers,Ontario Local School District (teacher bargaining unit / district teacher contract context),Contract year spanning 2022–2023 (filename indicates 2022 SERB upload; likely includes teacher wage/salary schedule and contract articles),2022-08-01,2023-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same municipality match (Ontario, OH)",overlaps expected period (2020-2022) via 2022 portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Ontario,OH,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,Contract year spanning 2022–2023 (filename indicates 2022 SERB upload; likely includes teacher wage/salary schedule and contract articles),head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.33; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=6b0814d8a4ba4217299e; no body or raw headers retained.
TS4L-c02b04de6ef106a65708,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2013/13-MED-03-0199B.pdf,Addendum to Collective Bargaining Agreement (Springboro Classified Employees Association & Springboro Board of Education) – 01-09-2019 (SERB DAM),Springboro,OH,non_safety_comparator,Classified/support staff (education classified bargaining unit),Springboro Classified Employees Association,"2019-2021 (amendment states contract remains in force through June 30, 2021; includes salary schedule changes effective 7/1/2019)",2019-07-01,2021-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same city (Springboro, OH)",Overlaps expected period (2019-2021),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Springboro,OH,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"2019-2021 (amendment states contract remains in force through June 30, 2021; includes salary schedule changes effective 7/1/2019)",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.424; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=2e79b01ab6146bb029a2; no body or raw headers retained.
TS4L-2e528e2f29ee07b45ad8,lane_1,tier_a,verification_ready_high,https://www.cleat.org/wp-content/uploads/2023/02/Weslaco-CBA-Police-2019-2021-final.pdf,COLLECTIVE BARGAINING LABOR AGREEMENT between THE CITY OF WESLACO and WMPU (FISCAL YEARS 2019-2021),Weslaco,TX,non_safety_comparator,Police officers,Weslaco Municipal Police Union (WMPU/WMPU),FISCAL YEARS 2019-2021,2019,2021,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same-city match (City of Weslaco, TX). Unit-type match to 'non_safety_comparator' not established from lead alone.",Overlaps expected period 2019-2021 (stated fiscal years).,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.252; identity_score=13; final_host_hash=ffa6af5139b9; final_locator_hash=2177a5f18c531b4ea23c; no body or raw headers retained.
TS4L-3bce83ddc6608ba09d91,lane_1,tier_a,verification_ready_high,https://www.musicalartists.org/wp-content/uploads/AtlantaBallet.2022-2024.pdf,"Atlanta Ballet — Collective Bargaining Agreement (August 1, 2022 - July 31, 2024) (American Guild of Musical Artists)",Atlanta,GA,non_safety_comparator,Ballet dancers / artists (union-represented performing arts personnel),AGMA bargaining unit for Atlanta Ballet (dancers and apprentices; contract text indicates exclusions for certain clerical/professional/managerial roles),"August 1, 2022 - July 31, 2024",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Likely same-city (Atlanta, GA stated in agreement header)",Unknown (cycle overlap requires confirming dates of target period and contract effective dates),unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=2.102; identity_score=0; final_host_hash=a57d008e3b9f; final_locator_hash=9ba22f72857177a7c3db; no body or raw headers retained.
TS4L-484473bc94e0578dae56,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-08-0685.pdf,"Memorandum of Understanding re: Wage Schedule Revision (OPBA/City of Findlay) — effective Jan 1, 2016 to Dec 31, 2018 (PDF, SERB-hosted)",Findlay,OH,non_safety_comparator,Police (OPBA Patrolmen’s Unit) — includes wage schedule provisions; snippet references dispatch/training pay and non-uniformed officers,Ohio Patrolmen’s Benevolent Association (OPBA) — Patrolmen’s Unit,"Collective bargaining agreement effective January 1, 2016 and expiring December 31, 2018 (MOU addresses wage schedule revision/payment issues within that window)",2016-01-01,2018-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_target_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Findlay,OH,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"Collective bargaining agreement effective January 1, 2016 and expiring December 31, 2018 (MOU addresses wage schedule revision/payment issues within that window)",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.423; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=842263a0fa8640629f68; no body or raw headers retained.
TS4L-55bc47b7d0349ccd5d41,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-CON-01-2025.pdf,"Collective Bargaining Agreement — Ontario Local School District (SERB contract PDF, includes Salary Schedule for Teachers, effective beginning of the 2020-2021 contract)",Ontario,OH,non_safety_comparator,Classroom teachers,Ontario Local School District (teacher bargaining unit / district teacher contract context),Contract year spanning 2020–2021 (salary schedule effective beginning of the 2020-2021 contract; filename indicates 2020 SERB upload),2020-08-01,2021-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same municipality match (Ontario, OH)",overlaps expected period (2020-2022),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Ontario,OH,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,Contract year spanning 2020–2021 (salary schedule effective beginning of the 2020-2021 contract; filename indicates 2020 SERB upload),head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.528; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=e98d3d482902989bb587; no body or raw headers retained.
TS4L-694ca99c1ea9ca72985c,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-03-0286.pdf,"Collective Bargaining Agreement (Negotiated Agreement) — Groveport Madison Local School District Board of Education and Local #312 (Ohio Association of Public School Employees/AFSCME Local 4/AFLCIO), July 1, 2021 through June 30, 2024",Groveport,OH,non_safety_comparator,"Non-teaching school district employees (classified: e.g., cafeteria/custodial/maintenance/clerical/aides as described in the bargaining unit recognition)",Local #312 (OAPSE/AFSCME Local 4/AFLCIO),"July 1, 2021 through June 30, 2024",2021-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_municipality_match_not_a_city_police_unit (Groveport Madison Local School District / Groveport community),overlaps_target_period_2021_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Groveport,OH,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"July 1, 2021 through June 30, 2024",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.518; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=4b7982dec0d77e438699; no body or raw headers retained.
TS4L-734c4413f1b5547f379b,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-03-0443.pdf,"Collective Bargaining Agreement (Upper Sandusky Support Staff OEA/NEA; Upper Sandusky Exempted Village School District) — July 1, 2021 through June 30, 2024",Upper Sandusky,OH,non_safety_comparator,"support staff (custodians, bus drivers, secretaries, educational assistants, mechanics, maintenance, food service, delivery drivers, clerks — per document scope)",Upper Sandusky Support Staff OEA/NEA,"JULY 1, 2021 through JUNE 30, 2024",2021-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city (Upper Sandusky; Upper Sandusky Exempted Village School District),overlaps expected period (covers 2021-2022 portion of 2020-2022 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Upper Sandusky,OH,non_safety_comparator,collective_bargaining_agreement_or_moa_or_wage_schedule,"JULY 1, 2021 through JUNE 30, 2024",head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.327; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=8c4b01592c9b45d2dc50; no body or raw headers retained.
TS4L-846b53d0f1148d53cf7f,lane_1,tier_a,verification_ready_high,https://www.okcps.org/cms/lib/OK01913268/Centricity/Domain/110/Teacher%20CBA%2024-25.pdf,2024-2025 American Federation of Teachers Collective Bargaining Agreement (Teacher CBA 24-25),Oklahoma City,OK,non_safety_comparator,Teachers (OKCPS),American Federation of Teachers (OKCPS teacher unit),FY 2024-2025 (Teacher CBA 24-25),2024-07-01,2025-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_expected_match,overlapping_with_2023-2025,unavailable,head_http_404,,,,,,head_http_404,text/html,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=3.795; identity_score=0; final_host_hash=87c70df6ea84; final_locator_hash=e7f4e3288b8260f42fd1; no body or raw headers retained.
TS4L-a599061d5ed5aeb54dea,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-08-0743.pdf,"Collective Bargaining Agreement (City of Findlay, OH / IAFF Local 381) — effective Jan 1, 2016 to Dec 31, 2018 (PDF, SERB-hosted; includes Appendix/health-related MOU)",Findlay,OH,non_safety_comparator,Fire service (IAFF Local 381),"International Association of Fire Fighters (IAFF), Local 381","effective January 1, 2016; expiring December 31, 2018 (as stated in the document/appendix)",2016-01-01,2018-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_target_period,wrong_unit,candidate_metadata_identifies_only_a_safety_unit_for_non_safety_target,,,,,,head_http_200,application/pdf,not_downloaded,not_extracted,not_rated,not_causal_evidence,2026-07-27T01:30:59Z,HEAD only; attempts=1; elapsed_seconds=0.514; identity_score=13; final_host_hash=38f5c35142de; final_locator_hash=e3b5743edaf9c1658f5b; no body or raw headers retained.
