canonical_payload_id,terminal_outcome,local_outcome_pointer
EXTPAYLOAD-001ba8bdc409337d8c467913,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0048c78471b3515ec2731089,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-00577fa21ff20d5b617e10e7,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0062f64da9060a0cd6ed8c7f,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-00700bc266d4ba049ff71656,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-008a9556aebdcc3e0251c7de,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-00dbee82ff0988263847740a,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-00f2cebf3d25f4244f906c33,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-01009107b6b3f35ff8ac0e3d,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-011bdf92fe9ea9db342bcc2a,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0120dcc4ce68394357826d36,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0131240c6fc2b7daa962e497,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0140ed1317b38ef289281c58,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0148fafad63e2f30869c71b6,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-015bb9284b0e40d8f62470a3,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-016c0799eba7b9299bad6051,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-017124dafa9d641286861c32,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-01760aae4b62693451352815,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0189a45b5f7a4d4449e8ec0f,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-0194fc273034576c253be7d3,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
EXTPAYLOAD-01999dd50a9bdec7a4bac0dd,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_001/outcomes.jsonl
