canonical_payload_id,terminal_outcome,local_outcome_pointer
EXTPAYLOAD-001335100368c5fa28d271eb,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-00695731fb429c889ad66e00,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-006a99166d964f8c2aaab706,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-00771192db7aa066f7c1f3c5,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-008873b5b51a2c3bfd49fcc1,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-00b6f11cdc648372e82e9fda,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-00e01a90a7df1d6736e6c30d,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-00e979ffd516b3681b9e0036,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-00f3b6b4ae9d675d81b9530d,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-013cee2a9104b3a6839ff324,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01458188e8f051054827d6b8,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01688dcc9fe6d17506bec03f,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-016fd9b7fb0f792e5aebd5d8,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-0180f01f8b12a283560fb016,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-0183b310d99d88dd29b84196,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01bba12e584f97460402278d,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01d8737db796473b1bd18824,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01ec37d12ffab733808936a7,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01f373ea2ae582d16e236e3d,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-01fc3efc54aaa8c8686e6c42,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-021ac0465b5acd8a3ae92cb3,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-022f9ef86e445bac7aa2a16a,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-02342c7ff8d2f7aefe40b68b,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-023a4a2a71cc295ae54dacd3,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-025ca2fa2e15b35677d62205,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-0281ef687d09691d8ff25df5,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-028faf008329224b1d746ff1,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-02b5039cd46839e0f6a70184,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-02c529d86a6a042391e38790,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-02c9ed367b5d9c17787a3832,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-02ef688acc1c2719e7179425,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-03074e23e3c341049405af8a,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
EXTPAYLOAD-033426ae3fcb42c5625892d3,classification_compaction_repair_generation_001_complete,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/classified_observations/repair_generation_001/lanes/classification_lane_004/outcomes.jsonl
