post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,population_percentile,population_log_scale,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_adjustment,total_priority_score,national_priority_rank,priority_tier,priority_confidence,priority_reason_summary,state_successful_scout_count,state_candidate_positive_rate,state_candidate_rows_per_covered,state_parseable_empty_rate,state_failure_rate,state_score_confidence,scout_coverage_status,candidate_positive_flag,candidate_row_count,later_verification_row_count,failure_only_flag,retry_flag,retry_priority,prior_failure_run_ids,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,score_version,score_stage_disclaimer,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
301,322,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,1,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_202339,202339,OH,Newton Falls,VILLAGE OF NEWTON FALLS,municipal,place,4534,2023,1,no,Trumbull County (39155; primary),0.784070,0.528646,18.924,10.000,19.353,15.076,4.590,5.000,0.000,0.000,72.944,1433,Tier 1,high,population percentile 78.4; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,179,0.966480,3.206704,0.033520,0.011050,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF NEWTON FALLS"" OH official website","""VILLAGE OF NEWTON FALLS"" OH collective bargaining agreement","""VILLAGE OF NEWTON FALLS"" OH police union contract","""VILLAGE OF NEWTON FALLS"" OH fire union contract","""VILLAGE OF NEWTON FALLS"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF NEWTON FALLS (Census government ID 202339; locked municipality ID cog_2025_202339). County context: Trumbull County (39155; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
302,323,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,2,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_213288,213288,CA,Goleta,CITY OF GOLETA,municipal,place,32665,2023,1,no,Santa Barbara County (06083; primary),0.956502,0.652621,23.225,10.000,18.043,13.079,3.596,5.000,0.000,0.000,72.943,1434,Tier 1,high,population percentile 95.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF GOLETA"" CA official website","""CITY OF GOLETA"" CA collective bargaining agreement","""CITY OF GOLETA"" CA police union contract","""CITY OF GOLETA"" CA fire union contract","""CITY OF GOLETA"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GOLETA (Census government ID 213288; locked municipality ID cog_2025_213288). County context: Santa Barbara County (06083; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
303,324,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,3,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_161262,161262,CA,Burlingame,CITY OF BURLINGAME,municipal,place,29910,2023,1,no,San Mateo County (06081; primary),0.952119,0.647088,23.073,10.000,18.043,13.079,3.746,5.000,0.000,0.000,72.941,1435,Tier 1,high,population percentile 95.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF BURLINGAME"" CA official website","""CITY OF BURLINGAME"" CA collective bargaining agreement","""CITY OF BURLINGAME"" CA police union contract","""CITY OF BURLINGAME"" CA fire union contract","""CITY OF BURLINGAME"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BURLINGAME (Census government ID 161262; locked municipality ID cog_2025_161262). County context: San Mateo County (06081; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
304,325,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,4,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_201865,201865,ME,Brewer,CITY OF BREWER,municipal,place,9646,2023,1,no,Penobscot County (23019; primary),0.871867,0.576039,20.831,10.000,16.731,11.464,8.912,5.000,0.000,0.000,72.938,1437,Tier 1,low,population percentile 87.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,2,1.000000,3.000000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF BREWER"" ME official website","""CITY OF BREWER"" ME collective bargaining agreement","""CITY OF BREWER"" ME police union contract","""CITY OF BREWER"" ME fire union contract","""CITY OF BREWER"" ME salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BREWER (Census government ID 201865; locked municipality ID cog_2025_201865). County context: Penobscot County (23019; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
305,326,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,5,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_204761,204761,MN,Faribault,CITY OF FARIBAULT,municipal,place,24642,2023,1,no,Rice County (27131; primary),0.941272,0.634924,22.724,10.000,16.681,10.550,7.981,5.000,0.000,0.000,72.937,1438,Tier 1,medium,population percentile 94.1; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,25,0.880000,2.000000,0.120000,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF FARIBAULT"" MN official website","""CITY OF FARIBAULT"" MN collective bargaining agreement","""CITY OF FARIBAULT"" MN police union contract","""CITY OF FARIBAULT"" MN fire union contract","""CITY OF FARIBAULT"" MN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FARIBAULT (Census government ID 204761; locked municipality ID cog_2025_204761). County context: Rice County (27131; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
306,327,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,6,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_161226,161226,CA,Fountain Valley,CITY OF FOUNTAIN VALLEY,municipal,place,55468,2023,1,no,Orange County (06059; primary),0.975891,0.685866,24.056,10.000,18.043,13.079,2.758,5.000,0.000,0.000,72.936,1439,Tier 1,high,population percentile 97.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF FOUNTAIN VALLEY"" CA official website","""CITY OF FOUNTAIN VALLEY"" CA collective bargaining agreement","""CITY OF FOUNTAIN VALLEY"" CA police union contract","""CITY OF FOUNTAIN VALLEY"" CA fire union contract","""CITY OF FOUNTAIN VALLEY"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FOUNTAIN VALLEY (Census government ID 161226; locked municipality ID cog_2025_161226). County context: Orange County (06059; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
307,328,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,7,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_172510,172510,OH,Ottawa Hills,VILLAGE OF OTTAWA HILLS,municipal,place,4786,2023,1,no,Lucas County (39095; primary),0.791601,0.532041,19.076,10.000,19.353,15.076,4.431,5.000,0.000,0.000,72.936,1440,Tier 1,high,population percentile 79.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,179,0.966480,3.206704,0.033520,0.011050,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF OTTAWA HILLS"" OH official website","""VILLAGE OF OTTAWA HILLS"" OH collective bargaining agreement","""VILLAGE OF OTTAWA HILLS"" OH police union contract","""VILLAGE OF OTTAWA HILLS"" OH fire union contract","""VILLAGE OF OTTAWA HILLS"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF OTTAWA HILLS (Census government ID 172510; locked municipality ID cog_2025_172510). County context: Lucas County (39095; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
308,329,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,8,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_208796,208796,NM,Lovington,CITY OF LOVINGTON,municipal,place,11237,2023,1,no,Lea County (35025; primary),0.885917,0.585624,21.172,10.000,17.299,11.771,7.691,5.000,0.000,0.000,72.934,1441,Tier 1,low,population percentile 88.6; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,12,1.000000,2.416667,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF LOVINGTON"" NM official website","""CITY OF LOVINGTON"" NM collective bargaining agreement","""CITY OF LOVINGTON"" NM police union contract","""CITY OF LOVINGTON"" NM fire union contract","""CITY OF LOVINGTON"" NM salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LOVINGTON (Census government ID 208796; locked municipality ID cog_2025_208796). County context: Lea County (35025; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
309,330,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,9,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_100677,100677,CA,Culver City,CITY OF CULVER CITY,municipal,place,39041,2023,1,no,Los Angeles County (06037; primary),0.964117,0.663816,23.518,10.000,18.043,13.079,3.289,5.000,0.000,0.000,72.930,1442,Tier 1,high,population percentile 96.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF CULVER CITY"" CA official website","""CITY OF CULVER CITY"" CA collective bargaining agreement","""CITY OF CULVER CITY"" CA police union contract","""CITY OF CULVER CITY"" CA fire union contract","""CITY OF CULVER CITY"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CULVER CITY (Census government ID 100677; locked municipality ID cog_2025_100677). County context: Los Angeles County (06037; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
310,331,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_2,10,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE2,cog_2025_192092,192092,MN,Ramsey,CITY OF RAMSEY,municipal,place,28560,2023,1,no,Anoka County (27003; primary),0.950152,0.644189,22.997,10.000,16.681,10.550,7.695,5.000,0.000,0.000,72.924,1443,Tier 1,medium,population percentile 95.0; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,25,0.880000,2.000000,0.120000,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF RAMSEY"" MN official website","""CITY OF RAMSEY"" MN collective bargaining agreement","""CITY OF RAMSEY"" MN police union contract","""CITY OF RAMSEY"" MN fire union contract","""CITY OF RAMSEY"" MN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RAMSEY (Census government ID 192092; locked municipality ID cog_2025_192092). County context: Anoka County (27003; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,301,600,rank_ordered_disjoint_parallel_lane
