evidence_id,source_lane,source_file,row_document_id,case_id,source_review_id,text_table_detection_id,retained_content_hash,unit_type,state,source_family,evidence_span_or_summary_pointer,bounded_evidence_pointer,primary_category,secondary_tags,reason_code,confidence_tier,qa_status,provenance_status,source_corpus,source_cite,retrieval_date,retrieval_method,artifact_pointer,allowed_attribute_set,disallowed_attribute_set,allowed_claim_types,exclude_from_causal_claims,category_rule_version,phase_close_notes
non_base:nobs_00058dfb6aaf3b1602323d8f,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_00058dfb6aaf3b1602323d8f,cexrem_c6f4c0fc8679e7e37f3cd915,sr_d805035b64eb0305e27da0ed,ttd_20a86ca2f4ccc329c4d54b75,2e3ba65d32ab78948edf0a8fdfe1c4fe93bddeb64f9ae8e783a5dc86fcba3397,police,WI,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=9,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,low,needs_review,complete_structured_provenance,causal,https://allthingsappleton.com/wp-content/uploads/2023/11/HRIT-Agenda-Packet-11-15-23-Special.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_002c1605061ebac04849affa,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_002c1605061ebac04849affa,cex_e41c7293b5969c7e91e1d912,sr_9d36d1f7ba0c515cd33376e1,ttd_21eba94afa5e8a2f7ff8dc3b,59ecdc4d5b3029b6aa19162c873e2464fa259882d289dc3917cba6231bb591df,non_safety,NE,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0187_sr_9d36d1f7ba0c515cd33376e1.pdf#page=10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0187_sr_9d36d1f7ba0c515cd33376e1.pdf#page=10,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,low,needs_review,complete_structured_provenance,causal,https://www.lincoln.ne.gov/files/sharedassets/public/v/10/hr/class-and-comp/city-contracts/page-contract-2024-2026-final.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0187_sr_9d36d1f7ba0c515cd33376e1.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_00404927aa0bcef6e91e9a53,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_00404927aa0bcef6e91e9a53,cexrem_9912821b51d9e593a00167ac,sr_27e4f78bb051a0b5d663a0c9,ttd_a1e979df1c2ef43b41f6b365,1bc40aab49cb30db2ff1ad30afadfd9492b8bdb8833a7bae69e6dee4a31b1569,non_safety,CA,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf#page=3,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,medium,provisional_unverified,complete_structured_provenance,causal,https://www.lagunahillsca.gov/DocumentCenter/View/8122/2023-2025-LHCEA-MOU,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0254_sr_27e4f78bb051a0b5d663a0c9.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_00489aa6f9cfcae4f7c474e6,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_00489aa6f9cfcae4f7c474e6,cex1000_84ba578428f8becba948f3d3,sr_542ddb5f8820deec60464aa0,ttd_e8560274394a5e4462c05c5d,6e9ed09b452366155452f6b052ea7731f2e9a8a23f6fbe8033299cddcb9ebb3d,fire,OH,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0044_sr_542ddb5f8820deec60464aa0.pdf#page=24,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0044_sr_542ddb5f8820deec60464aa0.pdf#page=24,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,medium,provisional_unverified,complete_structured_provenance,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-04-0549.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0044_sr_542ddb5f8820deec60464aa0.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_0061a38083343d2a88d16061,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_0061a38083343d2a88d16061,cexrem_887a521e2988f42588be8222,sr_32b02ef52fac44686f8dccf2,ttd_6fed83850b0ba4f7b6c6fd0e,7c35644c553c51f06ee8d0f0140ef8dd0198d28e722fbcd5e6cb0a0e2f6988c0,non_safety,DE,cba,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0073_sr_32b02ef52fac44686f8dccf2.pdf#page=11,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0073_sr_32b02ef52fac44686f8dccf2.pdf#page=11,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,high,provisional_unverified,complete_structured_provenance,causal,https://smyrna.delaware.gov/DocumentCenter/View/3123/2023-2025-AFSCME-2466-contract,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0073_sr_32b02ef52fac44686f8dccf2.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_0061e768a4924ce0613c5725,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_0061e768a4924ce0613c5725,cex_55a4686f305f50ca82689d7b,sr_276eadd5967a39a172cde88e,ttd_726010162891f9249fa001eb,2212c6a365839373c04d06fec97aa3022c2bff3a7d55898dc21bbc92fd76b564,police,NE,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0128_sr_276eadd5967a39a172cde88e.pdf#page=6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0128_sr_276eadd5967a39a172cde88e.pdf#page=6,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,high,provisional_unverified,complete_structured_provenance,causal,https://cityoflavista.org/DocumentCenter/View/23119/Agenda-Item-B,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0128_sr_276eadd5967a39a172cde88e.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_00697658fd6d20ede8f8c01e,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_00697658fd6d20ede8f8c01e,cex_470cfefab424214bb4fbdc85,sr_25ce75fc274bb14776ba5d6d,ttd_53591d16961a80c4e322d24f,65f917c6eb90e47320428a2c8cb3afa513d16b662a14414497a9657fa4df9741,police,NE,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0374_sr_25ce75fc274bb14776ba5d6d.pdf#page=15,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0374_sr_25ce75fc274bb14776ba5d6d.pdf#page=15,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,medium,provisional_unverified,complete_structured_provenance,causal,https://www.beatrice.ne.gov/media/230f20ru/fraternal_order_of_police_lodge_84_union_contract_-_2025-2027.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0374_sr_25ce75fc274bb14776ba5d6d.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_007c3b7b0fd3b5f7a941b808,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_007c3b7b0fd3b5f7a941b808,cexrem_a69df6dc79896f76b34ad21a,sr_a0cf04650a1978eb5668a094,ttd_7466918efa7c45e8bf1a2132,d01ea31ec331016dfc070e5549df3a680f7ec6eddf0ab523048721cf8a5face6,fire,FL,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0093_sr_a0cf04650a1978eb5668a094.pdf#page=7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0093_sr_a0cf04650a1978eb5668a094.pdf#page=7,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,low,needs_review,complete_structured_provenance,causal,https://www.cityofsafetyharbor.com/Archive/ViewFile/Item/4128,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0093_sr_a0cf04650a1978eb5668a094.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_00848f42d3cdcc9d6936b272,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_00848f42d3cdcc9d6936b272,cex1000_f6735823d5bfb128eb36a560,sr_f2497585ca023bd785a0016b,ttd_d1053e241aa924b0ce5890d5,72c2d1b4a3f5cf52909c9b78322e2e4983a7bb955587fdee95e5add4eca87d6d,police,IL,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0083_sr_f2497585ca023bd785a0016b.pdf#page=16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0083_sr_f2497585ca023bd785a0016b.pdf#page=16,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,medium,provisional_unverified,complete_structured_provenance,causal,https://www.wheelingil.gov/DocumentCenter/View/1031/Police-Contract-MAP-05012023_04302027-PDF,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0083_sr_f2497585ca023bd785a0016b.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
non_base:nobs_00959b096eae80067342ca30,non_base_companion,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_non_base_companion_view.csv,nobs_00959b096eae80067342ca30,cex1000_2139099a94743615c84f3e5e,sr_495e6e1b596e518b95fae043,ttd_ce2aada1b11dc71cbdc9cc27,e0fc7d45d3ba1a640f5c55a9ed41c7e80ad9e89b67bf7411db5a55ec89caf11e,police,CA,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf#page=1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf#page=1,companion_context_only,non_base_compensation|not_base_wage_outcome,non_base_companion,low,needs_review,complete_structured_provenance,causal,https://www.prcity.com/ArchiveCenter/ViewFile/Item/1549,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,retained as companion context only
