source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,verification_status,http_status_code_from_verification,content_type_header_from_verification,candidate_review_status,source_review_download_status,final_download_url,download_http_status,final_content_type,final_content_length,file_extension,retained_file_type,retained_file_path,retained_file_size_bytes,retained_file_sha256,duplicate_file_hash,duplicate_of_source_review_download_id,redirect_count,download_attempt_count,download_started_at,download_completed_at,transport_error_type,source_review_reason,exclusion_or_defer_reason,verification_status_preserved,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
CBSRD-20260728-a5b12d5430882f4857cb,CBCR-20260728-04657,B4XPAR-20260727-005076,BCV-20260728-00699,broad_4x1000_deduped,source_review_lane_004,1,MT,West,Culbertson,Roosevelt County (30085; primary),Town Council Minutes (Library Assistant Contract & Wage; Resolution #498 amends personnel wages for FY 2021-2022),https://culbertsonmt.com/documents/393/2021_Minutes.pdf,https://culbertsonmt.com/documents/393/2021_Minutes.pdf,culbertsonmt.com,agenda_packet_or_minutes,meeting_minutes,medium,verified_reachable,200,application/pdf,source_review_ready_medium,retained_pdf,https://culbertsonmt.com/documents/393/2021_Minutes.pdf,200,application/pdf,1023064,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-a5b12d5430882f4857cb.pdf,1023064,45051aa825fde56a16ad94fe96da08d8527e77a45c6e128043fb8ac849e61805,,,0,1,2026-07-28T19:41:04Z,2026-07-28T19:41:04Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-981496c8b8ba3f2448e8,CBCR-20260728-07034,BSSC-20260727-00644,BCV-20260728-07132,broad_490_preserved_review_queue,source_review_lane_004,2,MT,West,Cut Bank,,"City Council meeting summary (Oct. 20, 2025) noting city approval of a contract between City of Cut Bank and IUOE Local 400",https://www.cutbankpioneerpress.com/story/2025/11/05/news/cut-bank-city-council-meeting-summary-from-oct-20/3187.html,https://cutbankpioneerpress.com/story/2025/11/05/news/cut-bank-city-council-meeting-summary-from-oct-20/3187.html,cutbankpioneerpress.com,cba,context_only,medium,verified_reachable,200,text/html,source_review_ready_medium,retained_html,https://www.cutbankpioneerpress.com/story/2025/11/05/news/cut-bank-city-council-meeting-summary-from-oct-20/3187.html,200,text/html,44807,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-981496c8b8ba3f2448e8.html,44807,59247be83266c9e89c3d8b8f63785c38ca91bac4b5d19a6634114fca8de367dc,,,1,1,2026-07-28T19:41:04Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-86586ae2515c510e257e,CBCR-20260728-03068,B4XPAR-20260727-003330,BCV-20260728-02887,broad_4x1000_deduped,source_review_lane_004,3,MT,West,Darby,Ravalli County (30081; primary),Council Meeting Agenda (2026-02-10) — possible attachments for wage/pay policy,https://www.darbymt.net/a/wp-content/uploads/2026/02/2026-02-10-Council-Agenda.pdf,https://darbymt.net/a/wp-content/uploads/2026/02/2026-02-10-Council-Agenda.pdf,darbymt.net,agenda_packet_or_minutes,agenda_cover_sheet,medium,verified_reachable,200,application/pdf,source_review_ready_medium,retained_pdf,https://darbymt.net/a/wp-content/uploads/2026/02/2026-02-10-Council-Agenda.pdf,200,application/pdf,213492,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-86586ae2515c510e257e.pdf,213492,584fabba68bb1c516a2f60e3e71993ebea97b89cb25fde0ed95038fdd788a79e,,,0,1,2026-07-28T19:41:04Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-1965172822f3dff95286,CBCR-20260728-03067,B4XPAR-20260727-003329,BCV-20260728-07173,broad_4x1000_deduped,source_review_lane_004,4,MT,West,Darby,Ravalli County (30081; primary),ORDINANCE 150 — Compensation for Elected Officials (amending Town Code § 1-5-7),https://www.darbymt.net/a/wp-content/uploads/2022/10/Ord-150-Compensation-for-Elected-Officials.pdf,https://darbymt.net/a/wp-content/uploads/2022/10/Ord-150-Compensation-for-Elected-Officials.pdf,darbymt.net,other_local_government_pay_policy,ordinance_or_policy,medium,verified_reachable,200,application/pdf,source_review_ready_medium,retained_pdf,https://darbymt.net/a/wp-content/uploads/2022/10/Ord-150-Compensation-for-Elected-Officials.pdf,200,application/pdf,77164,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-1965172822f3dff95286.pdf,77164,833c218e7d27cbd6949840cb3c4e6da63c6e924cd7e543c597943a4ca90e23b7,,,0,1,2026-07-28T19:41:05Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-5a69bee819cb0439adfe,CBCR-20260728-07036,BSSC-20260727-00646,BCV-20260728-00625,broad_490_preserved_review_queue,source_review_lane_004,5,MT,West,Deer Lodge,,"Deer Lodge, MT Code of Ordinances — Chapter 2.02: Hours of Labor, Holidays, Leave and Overtime Compensation of Employees (includes overtime rule)",https://codelibrary.amlegal.com/codes/deerlodgemt/latest/deerlodge_mt/0-0-0-162,https://codelibrary.amlegal.com/codes/deerlodgemt/latest/deerlodge_mt/0-0-0-162,codelibrary.amlegal.com,other_local_government_pay_policy,ordinance_or_policy,medium,verified_reachable,200,text/html,source_review_ready_medium,blocked_by_transport,https://codelibrary.amlegal.com/codes/deerlodgemt/latest/deerlodge_mt/0-0-0-162,403,text/html,0,,,,,,,,0,1,2026-07-28T19:41:05Z,2026-07-28T19:41:05Z,,GET access blocked with 403,GET access blocked with 403,true,not_downloaded,source_reviewed_not_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-672b708fbbe2669b82f1,CBCR-20260728-06272,B4XPAR-20260727-006827,BCV-20260728-01901,broad_4x1000_deduped,source_review_lane_004,6,MT,West,Dutton,Teton County (30099; primary),Town of Dutton Council Meeting Minutes (index / landing page),https://townofdutton.com/council-meeting-minutes,https://townofdutton.com/council-meeting-minutes,townofdutton.com,agenda_packet_or_minutes,index_page,medium,verified_reachable,200,text/html,source_review_ready_medium,retained_html,https://townofdutton.com/council-meeting-minutes,200,text/html,64418,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-672b708fbbe2669b82f1.html,64418,724bf41cbe459f78262214535f0844b532cf6b4ff780aa4c719373977f8a318c,,,0,1,2026-07-28T19:41:05Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-d54967bcb7635177fecf,CBCR-20260728-01405,B4XPAR-20260727-001515,BCV-20260728-00921,broad_4x1000_deduped,source_review_lane_004,7,MT,West,East Helena,Lewis and Clark County (30049; primary),City of East Helena v. East Helena Police Officers Association — Election Certification (Unit Determination No. 2021002203),https://erd.dli.mt.gov/_docs/labor-standards/collective-bargaining/BOPA-UDs/2021/2021002203-City-of-East-Helena-vs-East-Helena-Police-Officers-Association.pdf,https://erd.dli.mt.gov/_docs/labor-standards/collective-bargaining/BOPA-UDs/2021/2021002203-City-of-East-Helena-vs-East-Helena-Police-Officers-Association.pdf,erd.dli.mt.gov,unknown_or_needs_review,index_page,medium,verified_reachable,200,application/pdf,source_review_ready_medium,retained_pdf,https://erd.dli.mt.gov/_docs/labor-standards/collective-bargaining/BOPA-UDs/2021/2021002203-City-of-East-Helena-vs-East-Helena-Police-Officers-Association.pdf,200,application/pdf,76422,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-d54967bcb7635177fecf.pdf,76422,8f296cc54349feb643fb71ff58a9e18eccab1eb490c71db6383beda934d21141,,,0,1,2026-07-28T19:41:05Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-683a4536c231dcd422b4,CBCR-20260728-04660,B4XPAR-20260727-005079,BCV-20260728-01905,broad_4x1000_deduped,source_review_lane_004,8,MT,West,Fairfield,Teton County (30099; primary),"Reference Documents – Fairfield, MT (includes link list such as Budget and policies)",https://www.townoffairfield.com/reference-documents,https://townoffairfield.com/reference-documents,townoffairfield.com,budget_or_pay_plan,index_page,medium,verified_reachable,200,text/html,source_review_ready_medium,retained_html,https://www.townoffairfield.com/reference-documents,200,text/html,205781,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-683a4536c231dcd422b4.html,205781,531253c5086d324fb73b69686ec91f9f833c7e64513ee1c0f1f8aae71bccb994,,,1,1,2026-07-28T19:41:05Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-efe502352dede86fa0c2,CBCR-20260728-04661,B4XPAR-20260727-005080,BCV-20260728-03082,broad_4x1000_deduped,source_review_lane_004,9,MT,West,Fairview,Richland County (30083; primary),"Regular Meeting – September 13, 2023 (includes reference: Resolution 567 – Setting Wages for Town Employees)",https://fairviewmt.com/documents/562/September_Council_Minutes-W.pdf?1705619329=,https://fairviewmt.com/documents/562/September_Council_Minutes-W.pdf,fairviewmt.com,budget_or_pay_plan,meeting_minutes,medium,verified_reachable,200,application/pdf,source_review_ready_medium,retained_pdf,https://fairviewmt.com/documents/562/September_Council_Minutes-W.pdf,200,application/pdf,162873,.pdf,pdf,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-efe502352dede86fa0c2.pdf,162873,5d8aa0d505135c9cdb21e26f863ec98f6e72aab8bec586b0d387fe9718a2e4c7,,,0,1,2026-07-28T19:41:05Z,2026-07-28T19:41:05Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
CBSRD-20260728-fb5baabc262c836d20ef,CBCR-20260728-04664,B4XPAR-20260727-005083,BCV-20260728-05260,broad_4x1000_deduped,source_review_lane_004,10,MT,West,Forsyth,Rosebud County (30087; primary),Forsyth City Council Meeting Recordings / documents hub (includes 'Council Agenda' and 'Meeting Minutes' links),https://www.forsythmt.info/,https://forsythmt.info,forsythmt.info,agenda_packet_or_minutes,index_page,medium,verified_reachable,200,text/html,source_review_ready_medium,retained_html,https://www.forsythmt.info/,200,text/html,574015,.html,html,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-fb5baabc262c836d20ef.html,574015,1218d6200536226bb0ef114106cda7497433ba435145d9e1bb0d030fd5a95d09,,,1,1,2026-07-28T19:41:05Z,2026-07-28T19:41:06Z,,bounded GET retained supported source file,,true,downloaded_retained,source_reviewed_retained,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,bounded source retrieval metadata only
