lane_id,scout_target_id,scheduled_offset_minutes,request_started_utc,request_finished_utc,elapsed_seconds,request_attempted,request_status,candidate_count,input_tokens,output_tokens,total_tokens,response_id_hash,backend,model,retry_count,secrets_redacted,raw_prompt_saved,raw_response_saved,error_type,error_detail_redacted
lane_1,TS4-1-fe8a77939646e0a2,0,2026-07-26T21:13:44Z,2026-07-26T21:14:10Z,26.111,yes,completed,3,34117,2350,36467,03572c884442815c,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-3b25eeabdfa9d810,0,2026-07-26T21:14:10Z,2026-07-26T21:14:33Z,22.583,yes,completed,3,18124,2227,20351,272edd3c75bf2e19,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-c563fe0ca6e8ab82,0,2026-07-26T21:14:33Z,2026-07-26T21:14:59Z,26.682,yes,completed,3,26268,2707,28975,02b0d4de6fb00755,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-1ac8622167c0e80e,0,2026-07-26T21:14:59Z,2026-07-26T21:15:22Z,22.69,yes,completed,3,18089,2037,20126,2f676a5b812fd8c0,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-1a0035ea9b2cc4a7,0,2026-07-26T21:15:22Z,2026-07-26T21:16:01Z,38.771,yes,completed,3,33756,2339,36095,6e9fba6995b3c0d0,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-ab8594900c394513,0,2026-07-26T21:16:01Z,2026-07-26T21:16:16Z,15.086,yes,completed,0,17518,922,18440,866f79ba6e9349d4,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-b48bd2c683c5d44c,0,2026-07-26T21:16:16Z,2026-07-26T21:16:26Z,9.89,yes,completed,3,9174,1176,10350,3d899b4c15d832d3,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-ac5a5e4ec364e4e2,0,2026-07-26T21:16:26Z,2026-07-26T21:16:53Z,27.372,yes,completed,3,22342,2487,24829,5d43cbf7f34e5779,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-f6f8ca5199539bb1,0,2026-07-26T21:16:53Z,2026-07-26T21:17:22Z,28.378,yes,completed,2,22086,1669,23755,232d7c297998ac4f,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-96a67be842029337,0,2026-07-26T21:17:22Z,2026-07-26T21:17:38Z,16.007,yes,completed,3,17094,1636,18730,7090ca2f1e339e53,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-4a1e280c7ed373c4,0,2026-07-26T21:17:38Z,2026-07-26T21:17:58Z,20.881,yes,completed,0,35509,1881,37390,cc5ea79f2b22cbf7,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-95d9ea9171a3b30f,0,2026-07-26T21:17:58Z,2026-07-26T21:18:41Z,42.664,yes,completed,3,30498,3077,33575,e107eaced793d893,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-1debe54cd8c59c45,0,2026-07-26T21:18:41Z,2026-07-26T21:18:55Z,13.826,yes,completed,3,13639,1640,15279,416b8826f9a414a2,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-3c3d71be7971a94f,0,2026-07-26T21:18:55Z,2026-07-26T21:19:12Z,17.52,yes,completed,3,17685,1670,19355,f568296a05e117bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-c20a8e81df938237,0,2026-07-26T21:19:12Z,2026-07-26T21:19:48Z,36.061,yes,completed,3,29972,2314,32286,43d15c6edfbe4306,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-572854261d8b8d43,0,2026-07-26T21:19:48Z,2026-07-26T21:20:01Z,12.665,yes,completed,3,13370,1430,14800,7f6e220b6d88a999,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-4b7176fc4f9b032f,0,2026-07-26T21:20:01Z,2026-07-26T21:20:32Z,31.03,yes,completed,0,25506,1353,26859,99379ff7e8a73136,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-83de2a162462e3d6,0,2026-07-26T21:20:32Z,2026-07-26T21:21:00Z,27.726,yes,completed,3,22082,2432,24514,379a9b0d95f34144,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-234069385ee80ad8,0,2026-07-26T21:21:00Z,2026-07-26T21:21:42Z,42.206,yes,completed,3,36800,3055,39855,c8dbc6330c7cbc5d,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
lane_1,TS4-1-d5af3b1e19d915bd,0,2026-07-26T21:21:42Z,2026-07-26T21:22:00Z,17.608,yes,completed,3,23503,2043,25546,eb987ea454eec100,huit_openai_responses_direct_sdk,gpt-5.4-nano,0,yes,no,no,,
