pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_c6f42fa49ee7dc3ddb6b5c1a,sr_a72e083524458d0c5609eb25,NSCQ-CA-20260720-0058,TRI-9c8b194da1a8bdb58098,VER-3efff7b6290613843fa0,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Berkeley,CITY OF BERKELEY,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf,5d4fdd6d777f72ee528050d95999e84de4ef0dd2cf4995a0da3263e100854bf6,4059634,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,1,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_fe95e10f66f327508a27239f,sr_a7f9d97071b761d1975ad5f8,NSCQ-CA-20260720-0155,TRI-1fb5258a1f39163f8613,VER-a56e596bb1d2b764d480,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Murrieta,CITY OF MURRIETA,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0218_sr_a7f9d97071b761d1975ad5f8.pdf,7c13206e8843ded835d2ad382fdec3302acfa624a6930a340d875c3837609cb7,1524051,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,2,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_ed10e89451d9f45d12190340,sr_5e5d78dc1fd735cb75c047d9,NSCQ-CA-20260720-0204,TRI-f41fe2b91377e3c2c7f8,VER-1a5f0100b33b952ae861,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Merced,CITY OF MERCED,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0135_sr_5e5d78dc1fd735cb75c047d9.pdf,633945b1405878225f847fe1f11380f2602e0fc13f913d76136e0a9481c6f8c4,315041,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,3,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
pr_c61333073044f3ceeb269296,sr_1bf0f3ce63fda0c1577d01c3,NSCQ-CT-20260720-0043,TRI-aad8cb74e1dd1043b0df,VER-b89edc214eba5ec01b76,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,Norwich,CITY OF NORWICH,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0041_sr_1bf0f3ce63fda0c1577d01c3.pdf,eaf443f33e31253209d8b724cfdf1b6caeb50ea8e775e6b0b9c505e15ecaf576,636706,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,4,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_f9dfb8fd2ad4ef67c3c505cd,sr_336a24e4225681b067dacd8c,NSCQ-FL-20260720-0085,TRI-0818235285854af757e0,VER-ad7aabee24b5d4902d6b,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Daytona Beach,CITY OF DAYTONA BEACH,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0220_sr_336a24e4225681b067dacd8c.pdf,61b08937cfac4109d65803ccc4acf9c7e09f5095be864cf591fe89a5d2627b76,2660425,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,5,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_5efd69fbdd63a6123dcab82f,sr_3283b5fca0e170f8265f266b,NSCQ-FL-20260720-0112,TRI-b450a05b49505954fc90,VER-6e9063ad95d6c4d1f5c2,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Pensacola,CITY OF PENSACOLA,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0216_sr_3283b5fca0e170f8265f266b.pdf,d9cfa0346ee8d2c10b9db93cabeb0ffc348c0b6e7bf1e13af5c3d1026c96e06d,1085481,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,6,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_5ec06880d7fe9e92e82e1567,sr_4e428f3d2ca4ea1e80714277,NSCQ-IA-20260720-0050,TRI-a6594bf2190fe0774370,VER-d7a9e9c7c00e8a027614,SOURCE-REVIEW-BATCH2-500-2026-07-24,IA,Clinton,CITY OF CLINTON,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0148_sr_4e428f3d2ca4ea1e80714277.pdf,328af5f533afd1a0a59e61ab3aa43c18fc70b9af4d91d239460d2ac0c5348d38,1079594,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,7,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_bd5537daaf363d5a85149292,sr_bc9b295228d24d1405ee8985,NSCQ-IA-20260720-0034,TRI-3872104e70e9a5445237,VER-1f90f2e77cf71711e5a9,SOURCE-REVIEW-BATCH2-500-2026-07-24,IA,Marion,CITY OF MARION,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0096_sr_bc9b295228d24d1405ee8985.pdf,6d32983aed768b45edacda3ae2f56b052935ecf876b01db4cdc36a1cfb555d09,627529,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,8,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_31ee8b4b43cc637f390c769d,sr_9767f548b69a4f2eb7c30837,NSCQ-IL-20260720-0066,TRI-ebcfc3b60758dd3208b7,VER-aa4ccf656c8063119fb1,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Moline,CITY OF MOLINE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0248_sr_9767f548b69a4f2eb7c30837.pdf,04854c63291cfc4ef25e64951b69eda75219b3d7311e7533ae526656e9b55e89,1784054,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,9,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_4e2a07216521bad2042c4547,sr_2ef657f0685400d54c815303,NSCQ-IL-20260720-0203,TRI-1ee23e087c834ffef279,VER-a34fd070c15b9cb4bbce,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,East Moline,CITY OF EAST MOLINE,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0215_sr_2ef657f0685400d54c815303.pdf,7c46f0fe07398040be8b66f94958f036d1f03ade28114779f44f5321ed042e7d,1315974,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_1,10,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
