pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_540daa1db2e9cfcc4b3b64d9,sr_6c7f8e55645600b7b8f9d7a1,NSCQ-CA-20260720-0090,TRI-11a98892c3f42798ce8c,VER-c1199b10d7e3bc6be7f5,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Roseville,CITY OF ROSEVILLE,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0178_sr_6c7f8e55645600b7b8f9d7a1.pdf,dd931a476e994ad7341895a6ef63fa42309aa7a870abe33886c32204f98416b8,1376426,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,989,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_62c205d0a499c485978464da,sr_f926eaf6f141e1a21261e95d,NSCQ-CA-20260720-0294,TRI-5736c42e66c630e2c08b,VER-5e216a55d42f040639dd,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Redlands,CITY OF REDLANDS,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0032_sr_f926eaf6f141e1a21261e95d.pdf,1784571fb77be3a06fe96eb6c0ee84a5d3f231d49124b4b72d20b31902708968,8457197,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,990,very_large_gt_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_d409edb9267bd01516d3b231,sr_c17c393257b3cfce47e18781,NSCQ-CT-20260720-0061,TRI-25955895f6892a3ce9e6,VER-0b402f95f9707a895938,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,Manchester,TOWN OF MANCHESTER,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0227_sr_c17c393257b3cfce47e18781.pdf,ae2c942c317267ca0982ec3ac4e20b27f54f569e1faf9d990b571f2e881181b3,2946853,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,991,large_2_to_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_4f39a417eb868f1bf9fd7b42,sr_89c699b658e78a0160fd07ec,NSCQ-CT-20260720-0038,TRI-f6cd5ebaf751fd10bee0,VER-9076842bb5c09855e5ee,SOURCE-REVIEW-BATCH2-500-2026-07-24,CT,Middletown,CITY OF MIDDLETOWN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0095_sr_89c699b658e78a0160fd07ec.pdf,0c0ed2c3d9fa415ee0ff918c898f76ba49909c3fcd35d1fd1bf522ea0939bd7c,1534694,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,992,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_05c202b2c3a4cef0fb3e1db3,sr_71042446012fa8bf2412a54b,NSCQ-FL-20260720-0061,TRI-ca5e4a739b4ff6806b23,VER-15923ace258190cdd086,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Fort Myers,CITY OF FORT MYERS,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0140_sr_71042446012fa8bf2412a54b.pdf,aedeb27abeaed20c7a3509022252bf72b03d0e99bc1bb47fbb3f63fa099ef63b,1596046,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,993,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_6df19d019d55922b5bcb5ef7,sr_b60c97c3cf8fb9ae5f06d54d,NSCQ-FL-20260720-0053,TRI-fcf2b4d984cad92a0fe7,VER-1aa7497f41ed45b50774,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Pompano Beach,CITY OF POMPANO BEACH,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0180_sr_b60c97c3cf8fb9ae5f06d54d.pdf,5ec5c7bd8dbf49acd745b32ecc448bf62c0131cc436b825a13cbf4204a4f435d,839135,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,994,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_4bc024c328db122d0a4c81af,sr_1a3510e82a45e3b81d4bc947,NSCQ-IA-20260720-0010,TRI-721fd004bb9b3648802b,VER-cc7f02893d7d401100a0,SOURCE-REVIEW-BATCH2-500-2026-07-24,IA,Cedar Rapids,CITY OF CEDAR RAPIDS,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0042_sr_1a3510e82a45e3b81d4bc947.pdf,02a297b55b6ca8adf4e62b0bb4a1020db87f676d34a2bc9593055f753334f5d8,1567572,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,995,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_357eb5e8a684d181d2962f49,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,TRI-2ace17abac7b823706df,VER-39bd5d2560d3b8ece02b,SOURCE-REVIEW-BATCH2-500-2026-07-24,ID,Lewiston,CITY OF LEWISTON,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0067_sr_d52b4b96c793e8aab32ecf55.pdf,ff4e7fdbd83e80982ea53268da52e74817bd198218add88dd7eaa1faf82b9ef3,1070172,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,996,medium_512_kib_to_2_mib,complete retained-PDF remainder after readiness identity exclusion
pr_e58e49ddb4f6790fdfdad98c,sr_14ba1599bde2a0716912c91b,NSCQ-IL-20260720-0031,TRI-c68a19135522f776b633,VER-df9e9a86b0e3a68e5682,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Waukegan,CITY OF WAUKEGAN,fire,cba,p1,official_municipal,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0033_sr_14ba1599bde2a0716912c91b.pdf,6944ad586f7aa9599c6fafef1a2698c7162a26b779b246c49777af1becb16d9a,5346715,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,997,very_large_gt_5_mib,complete retained-PDF remainder after readiness identity exclusion
pr_aaa9ee174d642d199de07728,sr_38811c8693c9cc27a6409ebe,NSCQ-IL-20260720-0193,TRI-609f3a986682e82381f3,VER-bbc22c30494e2ae23f6c,SOURCE-REVIEW-BATCH2-500-2026-07-24,IL,Jacksonville,CITY OF JACKSONVILLE,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0179_sr_38811c8693c9cc27a6409ebe.pdf,4289f73a471b1515973cac9b94a2ce5fee1405269c1815fa38e221288f25e498,162135,application/pdf,PDF-READINESS-REMAINDER-ALL-RETAINED-2026-07-24,lane_3,998,small_le_512_kib,complete retained-PDF remainder after readiness identity exclusion
