extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_type,retained_file_size_bytes,retained_file_sha256,readiness_status,page_count,retained_file_path_resolved,retained_file_path_source,original_retained_file_path,local_artifact_file_path,artifact_root_lineage,source_review_status,download_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,extraction_status,extraction_method,text_artifact_group,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,char_count,line_count,chars_per_page,low_text_density_flag,repeated_garbage_flag,encoding_issue_flag,suspected_scanned_pdf_flag,html_shell_flag,extraction_warning_flag,extraction_error_type,extraction_reason
CBTXT-20260728-bbea33abcf9130451706,CBRDY-20260728-cc804fff8d57ee93860b,CBSRD-20260728-74d1b2c3b872fb346d35,CBCR-20260728-04504,B4XPAR-20260727-004910,BCV-20260728-07096,broad_4x1000_deduped,extraction_lane_001,1,AK,West,Akutan,Aleutians East Borough (02013; primary),City of Akutan Municipal Code (includes reference to Employee Handbook/Pers. policies),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Akutan%20Municipal%20Code.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Akutan%20Municipal%20Code.pdf,commerce.alaska.gov,wage_schedule,context_only,high,pdf,1617863,3a368297b641debe207edbbcac2569313bed6a462aa4c643435cc38e4b978416,parse_text_layer_later,154,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-74d1b2c3b872fb346d35.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-74d1b2c3b872fb346d35.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-74d1b2c3b872fb346d35.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-bbea33abcf9130451706.txt,297225,f1ab3173a3cf09d13c789a0588958f22b43b720df8a16edc35047e3c2a4331a7,296527,6200,1925.50,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-cce48cca0cfea426aee8,CBRDY-20260728-a0ed61cd6d3ea865d1d2,CBSRD-20260728-15aa5c8d716745d26632,CBCR-20260728-02896,B4XPAR-20260727-003142,BCV-20260728-07094,broad_4x1000_deduped,extraction_lane_001,2,AK,West,Anaktuvuk Pass,North Slope Borough (02185; primary),City of Anaktuvuk Pass Code of Ordinances (Chapter 2.04.060 and 2.08.060 Council Compensation; plus employment/HR-related chapters),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Anaktuvuk%20Pass%20Code%20of%20Ordinances.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Anaktuvuk%20Pass%20Code%20of%20Ordinances.pdf,commerce.alaska.gov,cba,ordinance_or_policy,high,pdf,820662,686df24325d7b0ae248f5898453d52029c10664eccfee50c132c3b47e15c55ee,parse_text_layer_later,159,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-15aa5c8d716745d26632.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-15aa5c8d716745d26632.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-15aa5c8d716745d26632.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-cce48cca0cfea426aee8.txt,405207,14745ec5de7367b405d4a103d7c9ebb875d38a7daec7a5525954dd235a26a20e,404527,5748,2544.19,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,broad_4x1000_deduped,extraction_lane_001,3,AK,West,Atqasuk,North Slope Borough (02185; primary),City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Atqasuk%20Ordinance.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Atqasuk%20Ordinance.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,pdf,3273406,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,parse_text_layer_later,355,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-b8f26c9c257ba0c2703c.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-b8f26c9c257ba0c2703c.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-b8f26c9c257ba0c2703c.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-2441fe84cbb3ef0e09e5.txt,563316,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,562979,13894,1585.86,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-245c7cd3e3b60ae3f415,CBRDY-20260728-44fecf4dc7dde1f79423,CBSRD-20260728-bb27a58b1984f6fb461f,CBCR-20260728-02897,B4XPAR-20260727-003143,BCV-20260728-05040,broad_4x1000_deduped,extraction_lane_001,4,AK,West,Delta Junction,Southeast Fairbanks Census Area (02240; primary),City of Delta Junction Employee Policy Plan (with Employee Salary Schedule / Pay Schedule attachments),https://deltajunction.us/wp-content/uploads/20220222-EMPLOYEE-POLICY.pdf,https://deltajunction.us/wp-content/uploads/20220222-EMPLOYEE-POLICY.pdf,deltajunction.us,wage_schedule,wage_schedule_or_compensation_plan,high,pdf,845421,85a2f3129155fce9ea08d276ea9e4f517ac0dc3b5c2e62f2991773e38fff1700,parse_text_layer_later,21,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-bb27a58b1984f6fb461f.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-bb27a58b1984f6fb461f.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-bb27a58b1984f6fb461f.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-245c7cd3e3b60ae3f415.txt,52210,1bb32aada75d1930d66f0bce26a62f08ff102fdc03d0c9b481316c6f2c1d3462,52062,872,2479.14,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-9b715c13510450bc7eaf,CBRDY-20260728-4f5dacf386016568826b,CBSRD-20260728-e001077890bf66646130,CBCR-20260728-02898,B4XPAR-20260727-003144,BCV-20260728-00752,broad_4x1000_deduped,extraction_lane_001,5,AK,West,Delta Junction,Southeast Fairbanks Census Area (02240; primary),Delta Junction City Council Minutes (includes discussion/actions related to Employee Salary Schedule step placement),https://deltajunction.us/wp-content/uploads/20180703m.pdf,https://deltajunction.us/wp-content/uploads/20180703m.pdf,deltajunction.us,wage_schedule,meeting_minutes,high,pdf,403146,39ecd2dd5f532af4b25ce0fef9e7171959569d0e25e8b5f093e44af66314dcb4,parse_text_layer_later,4,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e001077890bf66646130.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e001077890bf66646130.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e001077890bf66646130.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9b715c13510450bc7eaf.txt,16360,25939fe6ec8144d1391c3316e55123c38739b6b866973ddde5356df72340639f,16250,206,4062.50,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-417c49254de4d856b1ab,CBRDY-20260728-4ae0bc63b39a72b29d01,CBSRD-20260728-e35d851c8521dd2f465e,CBCR-20260728-01280,B4XPAR-20260727-001377,BCV-20260728-02806,broad_4x1000_deduped,extraction_lane_001,6,AK,West,Elim,Nome Census Area (02180; primary),City of Elim Codebook (municipal code; includes provisions referencing compensation plans/salary schedules),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Elim%20Codebook.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20Elim%20Codebook.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,pdf,1360197,f9869d8e7a0e89b103b1c69897084eeb6fa5cab687e0a79045c84991e2f4f427,parse_text_layer_later,188,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e35d851c8521dd2f465e.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e35d851c8521dd2f465e.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e35d851c8521dd2f465e.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-417c49254de4d856b1ab.txt,410500,64fc4b0dc6514e7c2c20c31b49559ba1366f571d1888acf6d0c086cd442e965b,409765,8324,2179.60,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-16ea414db5e15fa613d2,CBRDY-20260728-80a6d9b2560a71a932ba,CBSRD-20260728-20d3f3646924027aac77,CBCR-20260728-06115,B4XPAR-20260727-006664,BCV-20260728-00663,broad_4x1000_deduped,extraction_lane_001,7,AK,West,False Pass,Aleutians East Borough (02013; primary),"City of False Pass Municipal Code (2013 Code of Ordinances) — Title 9, Chapter 75 Personnel Policies (Classification, compensation, salary schedules; pay based on city-adopted schedules)",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20False%20Pass%20Municipal%20Code.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City%20of%20False%20Pass%20Municipal%20Code.pdf,commerce.alaska.gov,budget_or_pay_plan,ordinance_or_policy,high,pdf,1696515,c7ddddcd718a34af8deb2e75a5e85a309ff7eb783b2dc3d0c6dd29a498e3b6cd,parse_text_layer_later,257,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-20d3f3646924027aac77.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-20d3f3646924027aac77.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-20d3f3646924027aac77.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-16ea414db5e15fa613d2.txt,550297,50dbdf38676867f28c26271bba16e2be6b532f2cceb8ad7739fd9f7e8c09b1bc,549848,9859,2139.49,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-a4b1e9b6d0327f68e4df,CBRDY-20260728-f812873e7229d12c6465,CBSRD-20260728-a97302bcebc62758229d,CBCR-20260728-06116,B4XPAR-20260727-006665,BCV-20260728-02170,broad_4x1000_deduped,extraction_lane_001,8,AK,West,False Pass,Aleutians East Borough (02013; primary),"Aleutians East Borough “In the Loop” newsletter (Sept. 8, 2022) — City of False Pass job postings with stated starting wages",https://www.aleutianseast.org/wp-content/uploads/2022/09/In-the-Loop-Sept.-8-2022.pdf,https://aleutianseast.org/wp-content/uploads/2022/09/In-the-Loop-Sept.-8-2022.pdf,aleutianseast.org,wage_schedule,context_only,high,pdf,294722,ce1cfba5dca2979617f866fba0093aab62bcf7db4ea460cbcfde3e285788f56e,parse_text_layer_later,4,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-a97302bcebc62758229d.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-a97302bcebc62758229d.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-a97302bcebc62758229d.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-a4b1e9b6d0327f68e4df.txt,3182,eb3a5e82c64cf0d82aeb775f3288278312436fb76533c0a2c878f0935c470299,3182,88,795.50,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-02803e696a48759999b8,CBRDY-20260728-4f89f5ae7ec040dbbdec,CBSRD-20260728-24ee60cf560706a2c9f2,CBCR-20260728-02899,B4XPAR-20260727-003145,BCV-20260728-02808,broad_4x1000_deduped,extraction_lane_001,9,AK,West,Fort Yukon,Yukon-Koyukuk Census Area (02290; primary),Fort Yukon Municipal Code of Ordinances (2013 codification) — personnel/compensation framework (may set salaries by separate ordinances; chief of police/fire appointment provisions),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Fort%20Yukon%20ordinances.pdf?ver=2018-05-29-143331-663,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Fort%20Yukon%20ordinances.pdf,commerce.alaska.gov,other_local_government_pay_policy,ordinance_or_policy,high,pdf,1571787,fae4c3dc32b6e3cef8849cb1ab7e70bc631f51c5e8b25d35d16fb9f45e2d1a07,parse_text_layer_later,203,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-24ee60cf560706a2c9f2.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-24ee60cf560706a2c9f2.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-24ee60cf560706a2c9f2.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-02803e696a48759999b8.txt,513793,ae2b881043e7071e06418906eb50d3021bea72e7bf2feb65637024350d2b888f,512139,9572,2522.85,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-622774dd2b41cdd1318b,CBRDY-20260728-8e6eb6becafc78818a49,CBSRD-20260728-d9ef08f23426860da2bd,CBCR-20260728-02900,B4XPAR-20260727-003146,BCV-20260728-04953,broad_4x1000_deduped,extraction_lane_001,10,AK,West,Gambell,Nome Census Area (02180; primary),City of Gambell Code 2018 (personnel policies: work week/pay/overtime/classification; pay-days; payroll deductions; termination pay),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Gambell%20Code%202018.pdf?ver=2018-06-06-113243-910,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Gambell%20Code%202018.pdf,commerce.alaska.gov,wage_schedule,ordinance_or_policy,high,pdf,803316,219841f1e53a9b55048bc800f6202473c8398bf5f34c814a94b191b3d1045572,parse_text_layer_later,208,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-d9ef08f23426860da2bd.pdf,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-d9ef08f23426860da2bd.pdf,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-d9ef08f23426860da2bd.pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,pdftotext_text_layer,pdf_text_layer,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-622774dd2b41cdd1318b.txt,462018,acc4ee84ed0f3ba5581f2613327c5d6f08b37c8dd8a40199e109f36f3b2cbf7b,461916,7727,2220.75,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
