extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_type,retained_file_size_bytes,retained_file_sha256,readiness_status,page_count,retained_file_path_resolved,retained_file_path_source,original_retained_file_path,local_artifact_file_path,artifact_root_lineage,source_review_status,download_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,extraction_status,extraction_method,text_artifact_group,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,char_count,line_count,chars_per_page,low_text_density_flag,repeated_garbage_flag,encoding_issue_flag,suspected_scanned_pdf_flag,html_shell_flag,extraction_warning_flag,extraction_error_type,extraction_reason
CBTXT-20260728-b33385dfedf1b8e4bf1c,CBRDY-20260728-842f10f216245498c1e1,CBSRD-20260728-c4a30d6e8a62f2cf970e,CBCR-20260728-02450,B4XPAR-20260727-002647,BCV-20260728-00439,broad_4x1000_deduped,extraction_lane_004,973,AL,South,Pleasant Grove,Jefferson County (01073; primary),"JANUARY 06, 2025 Minutes Council Meeting (DOCX attachment referenced by City of Pleasant Grove website)",https://www.cityofpg.com/_files/ugd/e5a158_04c9e99c90324cd2b83962d6fe0af748.docx?dn=JANUARY+06%2C+2025+Minutes+Council+Meeting.docx,https://95988510-e366-47ed-ba13-9719cf1a9801.filesusr.com/ugd/e5a158_04c9e99c90324cd2b83962d6fe0af748.docx,cityofpg.com,salary_ordinance,agenda_cover_sheet,high,docx,27514,6fa971002ae859884239a2675a9d04283bbe2e59df1a79d928f6a73ace6640be,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-c4a30d6e8a62f2cf970e.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-c4a30d6e8a62f2cf970e.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-c4a30d6e8a62f2cf970e.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-b33385dfedf1b8e4bf1c.txt,3627,a8484da531469defd945c08f855fbe8611eb343e3f76980611e1e4a7a964d702,3605,77,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-471b7f47c914f5304e62,CBRDY-20260728-d9b38484e99aa7b128ee,CBSRD-20260728-dfbf21e33e3340caac6a,CBCR-20260728-02451,B4XPAR-20260727-002648,BCV-20260728-02583,broad_4x1000_deduped,extraction_lane_004,974,AL,South,Pleasant Grove,Jefferson County (01073; primary),1-2-2024 (DOCX attachment referenced by City of Pleasant Grove website),https://www.cityofpg.com/_files/ugd/e5a158_ec415e0376804e14b744f2e405b7cb7e.docx?dn=1-2-2024.docx,https://95988510-e366-47ed-ba13-9719cf1a9801.filesusr.com/ugd/e5a158_ec415e0376804e14b744f2e405b7cb7e.docx,cityofpg.com,salary_ordinance,agenda_cover_sheet,high,docx,26339,71f4eaa24c9872920576136c9c3a8b6d4ea2ce7e897bfca3f26c2731cac4748e,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-dfbf21e33e3340caac6a.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-dfbf21e33e3340caac6a.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-dfbf21e33e3340caac6a.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-471b7f47c914f5304e62.txt,7246,7d781ce8fa0bf4e1bf26b99fc18b024ff6a642891bc3d0d49f7bc519ac07e570,7234,100,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-80ee772576139cca3908,CBRDY-20260728-729bbc1f308ed050d43b,CBSRD-20260728-2abbee68545c9b997fd3,CBCR-20260728-02474,B4XPAR-20260727-002674,BCV-20260728-06780,broad_4x1000_deduped,extraction_lane_004,975,AR,South,Gosnell,Mississippi County (05093; primary),June agenda 2026 (Gosnell City Council meeting agenda document),https://cityofgosnell.com/wp-content/uploads/2026/06/June-agenda-2026-1-1.docx,https://cityofgosnell.com/wp-content/uploads/2026/06/June-agenda-2026-1-1.docx,cityofgosnell.com,agenda_packet_or_minutes,agenda_cover_sheet,high,docx,4751993,ffa52bc76c13cffb29c885bab2b8af0e6ea7c9a8c1348899d693022a45ea1238,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2abbee68545c9b997fd3.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2abbee68545c9b997fd3.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2abbee68545c9b997fd3.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-80ee772576139cca3908.txt,519,586d110a296fef66fa8a9d7d14bbc4c1bf57cdb22eb20652d2e014a3b2253d58,503,14,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-7887e09f807afb5aaafc,CBRDY-20260728-491ea60e788eb6c49f60,CBSRD-20260728-e99caac612abc21d8279,CBCR-20260728-02925,B4XPAR-20260727-003173,BCV-20260728-03398,broad_4x1000_deduped,extraction_lane_004,976,AZ,West,Litchfield Park,Maricopa County (04013; primary),Personnel Policy Amendment HR-2043 (Overtime Compensation),https://www.litchfieldpark.gov/Archive/ViewFile/Item/4888,https://litchfieldpark.gov/Archive/ViewFile/Item/4888,litchfieldpark.gov,civil_service_or_hr_pay_plan,memorandum_or_settlement,high,docx,29391,35e58685d0e5b59f46e127d86fda805036eeab07b6e576b2121adb10429cd1f5,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e99caac612abc21d8279.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e99caac612abc21d8279.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-e99caac612abc21d8279.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-7887e09f807afb5aaafc.txt,1974,d7b411fce82c305163609990c67a00a9d05d3f8a36004ce16662392c7954b3ab,1972,41,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-1e192866fe46d555a0e1,CBRDY-20260728-d3f008a6022f980251a3,CBSRD-20260728-cfd4abaf9549b1b4ed40,CBCR-20260728-02926,B4XPAR-20260727-003174,BCV-20260728-01254,broad_4x1000_deduped,extraction_lane_004,977,AZ,West,Litchfield Park,Maricopa County (04013; primary),Personnel Policy Amendments HR-2030 (Hours of Work and Paydays),https://www.litchfieldpark.gov/Archive/ViewFile/Item/4915,https://litchfieldpark.gov/Archive/ViewFile/Item/4915,litchfieldpark.gov,civil_service_or_hr_pay_plan,ordinance_or_policy,high,docx,18954,a2347d21cd6b7d8c24ab13da700fa8f1da44cf7734bef8158cc5e00486aa8df5,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-cfd4abaf9549b1b4ed40.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-cfd4abaf9549b1b4ed40.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-cfd4abaf9549b1b4ed40.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-1e192866fe46d555a0e1.txt,9795,acb182dfa9dce12786ae5a914e85542a8d12d9720b3db4124385f6231970f969,9731,167,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-ebcd73220b95943fec8a,CBRDY-20260728-5c93d98fcb3328bd6c9d,CBSRD-20260728-2fbcc181c49ef197f7b1,CBCR-20260728-00987,B4XPAR-20260727-001061,BCV-20260728-06205,broad_4x1000_deduped,extraction_lane_004,978,LA,South,Jena,LaSalle Parish (22059; primary),"Agenda July 6, 2026 (Council item: amendment to a personnel policy to allow police officers to earn overtime pay)",https://www.townofjena.com/wp-content/uploads/2026/07/AGENDA-2026-7-6.docx,https://townofjena.com/wp-content/uploads/2026/07/AGENDA-2026-7-6.docx,townofjena.com,personnel_policy,agenda_cover_sheet,high,docx,96521,966547ce74827b0a42f0b59b89485c85861bfbe6e7f40a4c9d8002746a3f70a7,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2fbcc181c49ef197f7b1.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2fbcc181c49ef197f7b1.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2fbcc181c49ef197f7b1.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-ebcd73220b95943fec8a.txt,565,8b033a2bc3f4d67114edd025a2c866d207ce477a50f9b2b73dca9aea3d379b8d,529,33,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-65b1509bcdc98f218df9,CBRDY-20260728-4fa914096ea44f9da591,CBSRD-20260728-97f9d53619956871aa06,CBCR-20260728-06277,B4XPAR-20260727-006832,BCV-20260728-08337,broad_4x1000_deduped,extraction_lane_004,979,MT,West,Froid,Roosevelt County (30085; primary),Town Ordinances - Title 2: Administration and Personnel (Chapter 2 .doc),https://townoffroid.com/documents/69/Chapter_2.doc,https://townoffroid.com/documents/69/Chapter_2.doc,townoffroid.com,other_local_government_pay_policy,ordinance_or_policy,high,doc,47104,9b7f13f277e9eb79aa8fc914bbef14dbf7ba91d172c581f6deb95c8a6baa1561,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-97f9d53619956871aa06.doc,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-97f9d53619956871aa06.doc,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-97f9d53619956871aa06.doc,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-65b1509bcdc98f218df9.txt,14622,0e80f399b31cc2fdc0c5f7809423c3c4e7e12e650f849ee1b3b2d7fa25ae7197,14622,343,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-7efc849d974f3b68297d,CBRDY-20260728-07affd799a2ea312f6c8,CBSRD-20260728-e5b75f1480527f6fa5d6,CBCR-20260728-01412,B4XPAR-20260727-001522,BCV-20260728-08344,broad_4x1000_deduped,extraction_lane_004,980,MT,West,Hot Springs,Sanders County (30089; primary),"Town Ordinances, Title 2: Administrative Personnel (2021 version referenced by Town Ordinances page; source file is a .doc not directly readable here)",https://townofhotspringsmt.com/wp-content/uploads/2019/10/title-2-adm-pers-2019.doc,https://townofhotspringsmt.com/wp-content/uploads/2019/10/title-2-adm-pers-2019.doc,townofhotspringsmt.com,other_local_government_pay_policy,ordinance_or_policy,high,doc,117760,a0a9177bf6ada3d2a3070ad9c70cab21b685aca3e408d42d5bd59e1501307ebd,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-e5b75f1480527f6fa5d6.doc,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-e5b75f1480527f6fa5d6.doc,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-e5b75f1480527f6fa5d6.doc,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-7efc849d974f3b68297d.txt,42782,2612d1c9db13bedf04398bcc8471a83cadabeae7c17fd342bc292d98f013e05e,42650,654,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-cb0203046d0e5a0d92d0,CBRDY-20260728-1b928a74d5443527dd86,CBSRD-20260728-570c814caa216cb92086,CBCR-20260728-01054,B4XPAR-20260727-001131,BCV-20260728-07438,broad_4x1000_deduped,extraction_lane_004,981,NC,South,Gibsonville,Guilford County (37081; primary); Alamance County (37001),Town Policies: I. 3 | Longevity Pay (link target docx),https://www.gibsonvillenc.org/s/I3-Longevity-Pay.docx,https://static1.squarespace.com/static/606342d01f37ad2029c30ca8/t/62026d43a0c3ee15429fc3be/1644326211308/I.3+Longevity+Pay.docx,gibsonvillenc.org,wage_schedule,wage_schedule_or_compensation_plan,high,docx,76084,a0e895e5e032f778d3f3ac56769c21c1e865950993f67e737ca30a1131937e33,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-570c814caa216cb92086.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-570c814caa216cb92086.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-570c814caa216cb92086.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-cb0203046d0e5a0d92d0.txt,2110,12d1cf7608d503fabcfa5918ab128aeeac67a962788480383ccd2140c91e6aef,2090,73,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
CBTXT-20260728-e61afec47da655dbc567,CBRDY-20260728-aafd803e48a645492eaf,CBSRD-20260728-8c90b58c3ac542a736e3,CBCR-20260728-00276,B4XPAR-20260727-000305,BCV-20260728-02417,broad_4x1000_deduped,extraction_lane_004,982,ND,Midwest,Argusville,Cass County (38017; primary),Apr_Final_2025_Meeting_Minutes.docx (council minutes repository attachment),https://www.cityofargusville.com/vertical/sites/%7B7F42D340-F6F2-447A-8307-17EE6182BBD5%7D/uploads/Apr_Final_2025_Meeting_Minutes.docx,https://cityofargusville.com/vertical/sites/%7B7F42D340-F6F2-447A-8307-17EE6182BBD5%7D/uploads/Apr_Final_2025_Meeting_Minutes.docx,cityofargusville.com,wage_schedule,meeting_minutes,high,docx,35669,c5adfa8adfc1fec1f39ae5675ce3b8833b0a1514e3361e5877b00b6e0e70c7b1,other_document_text_later,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8c90b58c3ac542a736e3.docx,original_operational_path,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8c90b58c3ac542a736e3.docx,artifacts/local_retained_sources/combined_broad_source_review_download_5589_2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8c90b58c3ac542a736e3.docx,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,downloaded_or_retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,"Locked machine-readable text-only extraction row; no OCR, rendering, span extraction, rating, ingestion, codification, or analysis.",extracted_ok,macos_textutil,other_document_text,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-e61afec47da655dbc567.txt,1225,b8c63065276523d7a4e0531277b25fd5234b00ddca1839fc7cc95c1b35b7f705,1217,21,,false,false,false,false,false,false,,machine-readable text extracted and passed bounded quality checks
