broader_result,claim_id,depends_on_broader_evidence,final_adjudication,language_boundary,recommendation,strict_result,strongest_counterexample,strongest_support,tier_composition,uncertainty,what_would_strengthen
stronger_but_same_claim_class,CLAIM-F,True,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_mechanism_supported_only,candidate_for_mechanism_supported_only,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
unchanged,CLAIM-B,False,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_conditional,candidate_for_conditional,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
stronger_but_same_claim_class,CLAIM-E,True,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_mechanism_supported_only,candidate_for_mechanism_supported_only,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
unchanged,UNSUP-06,False,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_unsupported,candidate_for_unsupported,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
unchanged,UNSUP-05,False,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_unsupported,candidate_for_unsupported,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
unchanged,UNSUP-03,False,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_unsupported,candidate_for_unsupported,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
unchanged,UNSUP-04,False,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_unsupported,candidate_for_unsupported,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
stronger_but_same_claim_class,CLAIM-A,True,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_mechanism_supported_only,candidate_for_mechanism_supported_only,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
stronger_but_same_claim_class,CLAIM-D,True,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_mechanism_supported_only,candidate_for_mechanism_supported_only,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
unchanged,UNSUP-02,False,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_unsupported,candidate_for_unsupported,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
more_mixed,CLAIM-G,True,False,"local, bounded, directional, non-prevalence, noncausal",candidate_for_mixed,candidate_for_mixed,cross-examined counterexample/local or growth countervailing evidence,cross-examined bounded documentary or mechanism evidence,"{""tier_1"": ""strict reviewed"", ""tier_2"": {""bounded_numeric_growth_units"": 6, ""direct_staffing_channel_evidence"": 7, ""local_comparison_units"": 9, ""new_likely_implemented_sequences"": 0, ""new_total_compensation_sums"": 0}, ""tier_3"": {""descriptive_staffing_channel_evidence"": 216, ""directional_growth_records"": 423, ""mechanism_categories"": 38, ""separate_from_point_estimates"": true}}",no compatible external wage/growth panel; storage/search incompleteness remains,matched same-city same-cycle safety/non-safety compensation records or targeted held-source recovery after gap reassessment
