request_phase,extraction_case_id,started_at,finished_at,local_packet_seconds,gabriel_elapsed_seconds,request_status
preflight_remaining_duplicate_hash_selection_provenance,cexrem_6379e1ca68979bb9e5bf6b80,,2026-07-26T01:09:37Z,0.000000,5.601524,success
preflight_remaining_quantitative_base_wage,cexrem_f2550aa548eddcebbd97b945,,2026-07-26T01:09:37Z,0.000000,10.169563,success
preflight_remaining_qualitative_mechanism,cexrem_e8b84612368498979344249c,,2026-07-26T01:09:37Z,0.000000,20.481367,success
preflight_remaining_mixed_quant_qual,cexrem_fc1c4886f0b9cb3ed32d8198,,2026-07-26T01:09:37Z,0.000000,30.703246,success
preflight_remaining_non_base_wage,cexrem_2891b7fb41e14ba86f2c6c62,,2026-07-26T01:09:37Z,0.000000,39.307477,success
preflight_remaining_reference_exclusion,cexrem_f38178c6808bfbeae47dbe6d,,2026-07-26T01:09:37Z,0.000000,42.335988,success
preflight_remaining_effective_date_or_classification_conflict,cexrem_951efbf491ce6ccbbcc45d5e,,2026-07-26T01:09:37Z,0.000000,49.935327,success
live_remaining,cexrem_007edd0a114bf284d65c985c,,2026-07-26T01:12:38Z,0.000000,8.122745,success
live_remaining,cexrem_00c51bb8a1a79e2787e2a729,,2026-07-26T01:12:38Z,0.000000,3.626228,success
live_remaining,cexrem_01153898e2ab36319d9c1a75,,2026-07-26T01:12:38Z,0.000000,8.392597,success
live_remaining,cexrem_0167e5cbc056715d4589725d,,2026-07-26T01:12:38Z,0.000000,10.653952,success
live_remaining,cexrem_01cd5622b306c209234f0dc2,,2026-07-26T01:12:38Z,0.000000,21.368914,success
live_remaining,cexrem_0240c3e41c60845c5d3dbba9,,2026-07-26T01:12:38Z,0.000000,12.626668,success
live_remaining,cexrem_02568b99a95ebceab2658c4b,,2026-07-26T01:12:38Z,0.000000,15.557633,success
live_remaining,cexrem_0302535fbb5097ab14230f65,,2026-07-26T01:12:38Z,0.000000,22.589741,success
live_remaining,cexrem_0303ce19c75dfebe4219f5a5,,2026-07-26T01:12:38Z,0.000000,32.368736,success
live_remaining,cexrem_0311ca501c5f15922e950614,,2026-07-26T01:12:38Z,0.000000,26.130535,success
live_remaining,cexrem_03c643199b449f6402adc069,,2026-07-26T01:12:38Z,0.000000,29.863154,success
live_remaining,cexrem_03dd643c301e670fbb2d5445,,2026-07-26T01:12:38Z,0.000000,37.880919,success
live_remaining,cexrem_04324078d3497f0194032ef5,,2026-07-26T01:12:38Z,0.000000,44.932350,success
live_remaining,cexrem_04eb2e2683cdc89f773985a9,,2026-07-26T01:12:38Z,0.000000,41.670548,success
live_remaining,cexrem_0534af0c055b670d8bd2f194,,2026-07-26T01:12:38Z,0.000000,44.532961,success
live_remaining,cexrem_0550f238cc65adc9463866c0,,2026-07-26T01:12:38Z,0.000000,51.351575,success
live_remaining,cexrem_058b6d1546a652696ceada65,,2026-07-26T01:12:38Z,0.000000,51.546614,success
live_remaining,cexrem_059e4767d812683ef95a5fed,,2026-07-26T01:12:38Z,0.000000,55.084150,success
live_remaining,cexrem_0602049f097d26cc6cf3a960,,2026-07-26T01:12:38Z,0.000000,61.125765,success
live_remaining,cexrem_0636b633e843cdd493028599,,2026-07-26T01:12:38Z,0.000000,67.373788,success
live_remaining,cexrem_063dd66522a960f84895d42c,,2026-07-26T01:12:38Z,0.000000,65.290673,success
live_remaining,cexrem_06793183fc66b16266a50be9,,2026-07-26T01:12:38Z,0.000000,82.927261,success
live_remaining,cexrem_068a858f024fe200e93c887e,,2026-07-26T01:12:38Z,0.000000,73.823549,success
live_remaining,cexrem_06a6c2f877d5523991bffc4e,,2026-07-26T01:12:38Z,0.000000,82.665817,success
live_remaining,cexrem_06c8cda9c68a90b167e7e0fd,,2026-07-26T01:12:38Z,0.000000,89.940124,success
live_remaining,cexrem_06fa41bf90fd22e63ae80ddf,,2026-07-26T01:14:02Z,0.000000,7.634926,success
live_remaining,cexrem_0701d0f266570a34979bc903,,2026-07-26T01:14:02Z,0.000000,2.931557,success
live_remaining,cexrem_07d235701ae6600791a52854,,2026-07-26T01:14:02Z,0.000000,10.593603,success
live_remaining,cexrem_07d677ea9ec6c813d8f00db4,,2026-07-26T01:14:02Z,0.000000,11.837765,success
live_remaining,cexrem_07f9e3b172b378400733c169,,2026-07-26T01:14:02Z,0.000000,16.135552,success
live_remaining,cexrem_0913c9f6e21143d8302dbe82,,2026-07-26T01:14:02Z,0.000000,16.135657,success
