span_id,rating_id,source_id,retained_source_id,municipality,state,region,source_family,source_title,source_locator,cba_non_cba_hint,evidence_category,exact_span_text,short_paraphrase,side_classification,rating_direction_bucket,evidence_quality_score,report_usability_bucket,line_offset,character_start_offset,character_end_offset,claim_boundary,audit_universe,market_or_comparability_pressure_strength,primary_mechanism_subtype,mechanism_subtypes,wage_pressure_pathway,audit_disposition
B4X2500SPAN-20260730-3b051025860ae210f321e64d,B4X2500-RATING-20260730-3afe815c7d2e41607d18559c,B4X2500LIVE-20260729-009820,B4X2500SRD-20260730-e6a08d78cc5f671a5832,Atka,AK,West,budget_or_pay_plan,"City of Atka Code of Ordinances — Title 6 (Personnel Policies), Chapter 6.6 Work and Pay Schedules (policy framework for pay; no disclosed wage table here)",https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/City_of_Atka_Code_of_Ordinances.pdf,non_cba_or_other_hint,market_or_comparability_context,6.5 Recruitment and Hiring of Personnel 6-7,"The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,2,pi_report_context_only,69,1475,1519,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-16bbff8cf1550dc2c118c836,B4X2500-RATING-20260730-ac472c1675b0d44f5714668d,B4X2500LIVE-20260729-002309,B4X2500SRD-20260730-2b77082dc1df6eca4452,Port Lions,AK,West,cba,"City of Port Lions Code of Ordinance (includes Title 3: Personnel Policies and Procedures; Title 2: Combination of Police Chief, Fire Chief, and Harbormaster)",https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Port%20Lions%20Code%20of%20Ordinance%207.19.19.pdf,cba_hint,market_or_comparability_context,Coordinate the recruitment of volunteer personnel and agencies to augment the,"The passage references market, comparison, recruitment, or retention context.",safety,not_applicable,2,pi_report_context_only,3537,218419,218498,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-319b09f5f134294434114d95,B4X2500-RATING-20260730-b82672c99ec066abc910a865,B4X2500LIVE-20260729-009207,B4X2500SRD-20260730-d4a575fbfba2363ef784,Marion,AL,South,budget_or_pay_plan,Marion Ordinance Chapter 2 (personnel system; includes reference to a pay plan for classified service positions),https://cityofmarional.com/documents-resources/marion-ordinance-chapter-2,non_cba_or_other_hint,market_or_comparability_context,"(1) Recruiting,selecting and advancing emp],oyees on the","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1075,49401,49458,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-07d72eefd58d964dc3e7b05a,B4X2500-RATING-20260730-370f5a2aef3e1f50a5c23fa6,B4X2500LIVE-20260729-009230,B4X2500SRD-20260730-b3751c739a08b7117ec2,Cammack Village,AR,South,wage_schedule,Council packet (12.12.23) containing Ordinance 23-06: 2024 maximum salary schedule (includes Marshal/Full Time Patrolman/Part Time Patrolman),https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/3538/Cammack/3809577/Council_packet_12.12.23_final.pdf,non_cba_or_other_hint,market_or_comparability_context,"the ""City"") has determined that in order to attract and retain qualified employees, it is necessary","The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,2,pi_report_context_only,372,13195,13295,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment|retention,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-c0405fe571a7d21b23bfc97a,B4X2500-RATING-20260730-fe8b11d2dcc58821e1dcdcaf,B4X2500LIVE-20260729-002317,B4X2500SRD-20260730-db91cd5af8f3b665ba3a,Big Bear Lake,CA,West,mou_or_memorandum,"Memorandum of Understanding (MOU) — Teamsters Local 1932, General Employees Unit (Effective July 1, 2023 to June 30, 2026)",https://teamsters1932.org/app/uploads/2023/10/BBL-MOU-7-1-23-to-6-30-26.pdf,non_cba_or_other_hint,qualitative_mechanism,Vacancies occurring in classified positions may be filled by recruitment at the #1 step of the,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,neutral_or_general,3,pi_report_supporting_example,546,38080,38175,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,recruitment,recruitment|staffing_shortage,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-28a3fcd9bf9a469e9d2a6403,B4X2500-RATING-20260730-3871530bb631f6ad2c1195ee,B4X2500LIVE-20260729-009835,B4X2500SRD-20260730-bce5913b4b435b4b9c8b,Colma,CA,West,wage_schedule,"Town of Colma Pay Schedule (Effective December 26, 2021) (approved)",https://storage.googleapis.com/proudcity/colmaca/uploads/2017/03/Attachment-E-Exhibit-A-Proposed-Pay-Schedule-Dec-2021-thru-June-2024-approved.pdf,non_cba_or_other_hint,market_or_comparability_context,(11) These positions may receive retention pay (2.5% @ 10 years;,"The passage references market, comparison, recruitment, or retention context.",unclear,non_safety_advantage,3,pi_report_supporting_example,116,9906,9970,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,report_usable_direct
B4X2500SPAN-20260730-c087761d29a80f3e42bfd582,B4X2500-RATING-20260730-11d6ea3be452d360abd65182,B4X2500LIVE-20260729-009835,B4X2500SRD-20260730-bce5913b4b435b4b9c8b,Colma,CA,West,wage_schedule,"Town of Colma Pay Schedule (Effective December 26, 2021) (approved)",https://storage.googleapis.com/proudcity/colmaca/uploads/2017/03/Attachment-E-Exhibit-A-Proposed-Pay-Schedule-Dec-2021-thru-June-2024-approved.pdf,non_cba_or_other_hint,market_or_comparability_context,(11) These positions may receive retention pay (2.5% @ 10 years;,"The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,3,pi_report_supporting_example,58,4914,4978,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,report_usable_direct
B4X2500SPAN-20260730-e60f0b1816a4bc4585689d5a,B4X2500-RATING-20260730-bee2e12530c47c82fb91d6d6,B4X2500LIVE-20260729-009835,B4X2500SRD-20260730-bce5913b4b435b4b9c8b,Colma,CA,West,wage_schedule,"Town of Colma Pay Schedule (Effective December 26, 2021) (approved)",https://storage.googleapis.com/proudcity/colmaca/uploads/2017/03/Attachment-E-Exhibit-A-Proposed-Pay-Schedule-Dec-2021-thru-June-2024-approved.pdf,non_cba_or_other_hint,market_or_comparability_context,(11) These positions may receive retention pay (2.5% @ 10 years;,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,3,pi_report_supporting_example,174,14903,14967,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,report_usable_direct
B4X2500SPAN-20260730-25eb5df7088482f765609ec9,B4X2500-RATING-20260730-e30a3a068d07f1270c91ba8b,B4X2500LIVE-20260729-002335,B4X2500SRD-20260730-d9587e315fd0a0258918,Lakeport,CA,West,mou_or_memorandum,"Memorandum of Understanding between Lakeport Police Officers’ Association and City of Lakeport (July 1, 2018 through June 30, 2022)",https://cms7files.revize.com/lakeportca/Human%20Resources/Salary%20%26%20Benefits%20HR/Lakeport%20Police%20Officers%27%20Association%20MOU%202018-2022.pdf,non_cba_or_other_hint,market_or_comparability_context,"6.11 Recruitment Incentives – In order to recruit qualified candidates, the City Manager or","The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,2,pi_report_context_only,683,38219,38311,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-a5c899a7fc19700c241be4f9,B4X2500-RATING-20260730-97301f537c07864e6b8d7f86,B4X2500LIVE-20260729-002335,B4X2500SRD-20260730-d9587e315fd0a0258918,Lakeport,CA,West,mou_or_memorandum,"Memorandum of Understanding between Lakeport Police Officers’ Association and City of Lakeport (July 1, 2018 through June 30, 2022)",https://cms7files.revize.com/lakeportca/Human%20Resources/Salary%20%26%20Benefits%20HR/Lakeport%20Police%20Officers%27%20Association%20MOU%202018-2022.pdf,non_cba_or_other_hint,market_or_comparability_context,6.11 Recruitment Incentives,"The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,2,pi_report_context_only,32,3013,3041,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-391b7532281121bce6dc247a,B4X2500-RATING-20260730-1bb967d9e9104b0900e3b4e7,B4X2500LIVE-20260729-009856,B4X2500SRD-20260730-b6b9455b235a6e7ef14d,San Juan Bautista,CA,West,wage_schedule,Employee Compensation and Benefits (Adopt “Salary Resolution” / Salary and Benefits Plan; includes classification pay ranges),https://cms6.revize.com/revize/sanjuanbautistaca/document_center/City%20Council/packet/2019/Packet%20052119.pdf,non_cba_or_other_hint,market_or_comparability_context,retention.,"The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,2,pi_report_context_only,2108,103639,103650,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-9080a04699a5d8c603e426d7,B4X2500-RATING-20260730-0ae73898705d7d4894a52ab8,B4X2500LIVE-20260729-009857,B4X2500SRD-20260730-f4a59b5a5873bb858408,San Juan Bautista,CA,West,other_local_government_pay_policy,Resolution establishing a new City employment class “Recreation” and adopting “Recreation Technician” job description (authorizes per-hour pay rate range),https://cms6.revize.com/revize/sanjuanbautistaca/document_center/City%20Council/packet/2023/Agenda%20Packet_04182023.pdf,non_cba_or_other_hint,market_or_comparability_context,"$26.72 per hour, and authorize the recruitment of this position.","The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,4,pi_report_core_finding_ready,1004,40498,40563,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,4,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-2c98141c728fbe58e15d4365,B4X2500-RATING-20260730-22e155bd991ccaf845728ca8,B4X2500LIVE-20260729-007352,B4X2500SRD-20260730-3195a91641718aea6513,Westmorland,CA,West,wage_schedule,City of Westmorland Salary Schedule Resolution 2024-12 (FY 2024-2025) — Exhibit A (salary schedule for all employees),https://cityofwestmorland.net/wp-content/uploads/2024/06/full-agenda-offic-june-18th-meeting-CP-edits.pdf,non_cba_or_other_hint,market_or_comparability_context,10% retention held by Bidding & Construction Management -,"The passage references market, comparison, recruitment, or retention context.",unclear,non_safety_advantage,3,pi_report_supporting_example,1179,47048,47106,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-cdea9cc222c484ecb8901d88,B4X2500-RATING-20260730-313533e9bc59c1fded597eed,B4X2500LIVE-20260729-007352,B4X2500SRD-20260730-3195a91641718aea6513,Westmorland,CA,West,wage_schedule,City of Westmorland Salary Schedule Resolution 2024-12 (FY 2024-2025) — Exhibit A (salary schedule for all employees),https://cityofwestmorland.net/wp-content/uploads/2024/06/full-agenda-offic-june-18th-meeting-CP-edits.pdf,non_cba_or_other_hint,market_or_comparability_context,10% retention held by,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1195,47763,47785,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-eace486b5f3267949e8dded3,B4X2500-RATING-20260730-aebd21df4048e5a92b50067c,B4X2500LIVE-20260729-009883,B4X2500SRD-20260730-0f8af83e06899f05b028,Mountain Village,CO,West,budget_or_pay_plan,COMPENSATION PLAN FY2016,https://townofmountainvillage.com/site/assets/files/26152/august-20-2015-town-council-packet.pdf,non_cba_or_other_hint,quantitative_compensation,Every position was assigned to a salary grade based on the average prevailing rate of comparator employers.,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",unclear,gap_narrowing,3,downstream_normalization_needed,7592,318750,318858,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,general_market_or_staffing_context,general_market_or_staffing_context,"the record was rated as market/staffing context, but the bounded text does not establish a specific labor-market pressure pathway",exclude_false_positive
B4X2500SPAN-20260730-bd0f5e6001ca3150f64a28d2,B4X2500-RATING-20260730-654005728df2c51c38932565,B4X2500LIVE-20260729-002383,B4X2500SRD-20260730-5f1ca0f10aed1b479741,Norwood,CO,West,wage_schedule,Personnel Policy (Compensation and Time Allowance provisions; includes pay/overtime-related sections) — Town of Norwood (amended supporting docs PDF),https://norwoodtown.com/files/e9b73ffec/08%2BAMENDED%2BSUPPORTING%2BDOCS%2B-%2BPUBLIC.pdf,non_cba_or_other_hint,market_or_comparability_context,"to the retention, promotion, demotion, compensation, or benefits of a family member or a person","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1595,74017,74113,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,report_usable_direct
B4X2500SPAN-20260730-ad52ab85f7d0fe22a97735e4,B4X2500-RATING-20260730-6a703770ca258ce0b8170e9d,B4X2500LIVE-20260729-009898,B4X2500SRD-20260730-8ed9ba4ef7c37e17bdeb,Yampa,CO,West,wage_schedule,Resolution 2025-14 – 2026 Salary Schedule (A Resolution Adopting an Updated Employee Salary Schedule; included as Appendix R in the Town of Yampa Personnel Policies & Procedures Handbook),https://townofyampa.com/vertical/sites/%7B23C43B37-68F4-4698-8614-E6D418B8FFB3%7D/uploads/Board_Packet_12-3-2025_v3.pdf,non_cba_or_other_hint,market_or_comparability_context,competitive salary schedule;,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,205,9437,9466,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,general_market_or_staffing_context,general_market_or_staffing_context,"the record was rated as market/staffing context, but the bounded text does not establish a specific labor-market pressure pathway",exclude_false_positive
B4X2500SPAN-20260730-4dcae9ee13f18d51305634f9,B4X2500-RATING-20260730-67c38b829b884e995566d2d2,B4X2500LIVE-20260729-004276,B4X2500SRD-20260730-2f750534eaa24e955e2b,Bristol,FL,South,budget_or_pay_plan,Personnel Policy and Procedures (Classification & Pay Plan / Salary Schedule referenced),https://cityofbristolfl.gov/uploads/personnel-policy-adopted-march-11-2019_last-amended-oct-7-2024.pdf,non_cba_or_other_hint,quantitative_compensation,the salary schedule shall be reviewed and modified to consider the prevailing pay rates and,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",unclear,neutral_or_general,3,downstream_normalization_needed,1050,60490,60582,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,general_market_or_staffing_context,general_market_or_staffing_context,"the record was rated as market/staffing context, but the bounded text does not establish a specific labor-market pressure pathway",exclude_false_positive
B4X2500SPAN-20260730-20692a2bfdff400667fb784a,B4X2500-RATING-20260730-90d42a5ec2afbefc9fb2ceba,B4X2500LIVE-20260729-006753,B4X2500SRD-20260730-ebc84fb2291c47b7b1d6,Dunnellon,FL,South,wage_schedule,"Resolution #RES2024-21 (Exhibit A): Personnel Manual Amendment — Article X, Section 6 (Salary Plan/Pay Classifications for Non-Bargaining Unit Personnel)",https://d3n9y02raazwpg.cloudfront.net/dunnellon/9884c3b7-7f34-11ee-852f-0050569183fa-9d1c9d12-5944-4646-8b73-67ee507091b3-1722549076.pdf,non_cba_or_other_hint,market_or_comparability_context,recruitment and replacement.,"The passage references market, comparison, recruitment, or retention context.",unclear,not_applicable,2,pi_report_context_only,571,23179,23209,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-b418d1431b73e4708ed8eb70,B4X2500-RATING-20260730-27ac8d5d0f72e57c8bd7c831,B4X2500LIVE-20260729-006753,B4X2500SRD-20260730-ebc84fb2291c47b7b1d6,Dunnellon,FL,South,wage_schedule,"Resolution #RES2024-21 (Exhibit A): Personnel Manual Amendment — Article X, Section 6 (Salary Plan/Pay Classifications for Non-Bargaining Unit Personnel)",https://d3n9y02raazwpg.cloudfront.net/dunnellon/9884c3b7-7f34-11ee-852f-0050569183fa-9d1c9d12-5944-4646-8b73-67ee507091b3-1722549076.pdf,non_cba_or_other_hint,market_or_comparability_context,Facilitated recruitment efforts following Council resignations.,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,616,25430,25495,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-e7f8ccbd75bac1f47b3f0e83,B4X2500-RATING-20260730-773749aea4a7b702c3ec199b,B4X2500LIVE-20260729-009265,B4X2500SRD-20260730-d45e9de02a20c787fd12,Eagle Lake,FL,South,wage_schedule,Ordinance exhibit – fee schedule with job classifications & hourly rates (effective date stated),https://eaglelakefl.gov/media/351,non_cba_or_other_hint,market_or_comparability_context,"B Crime 6807H35081A 2/27/2023 2/27/2024 Retention 10,000","The passage references market, comparison, recruitment, or retention context.",unclear,non_safety_advantage,4,pi_report_core_finding_ready,630,29049,29106,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,4,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-f0209e237fa0afb7be768dd4,B4X2500-RATING-20260730-a1b116344b697ad3de1ba74d,B4X2500LIVE-20260729-004281,B4X2500SRD-20260730-4666cfe712a71c92c825,Golden Beach,FL,South,cba,"Agreement Between Town of Golden Beach, Florida and Florida State Lodge, Fraternal Order of Police, Inc. (FOP) — October 1, 2020 to September 30, 2022",https://goldenbeach.us/wp-content/uploads/2020/09/FOP-2020-2022-FINAL-9-2-2020.pdf,cba_hint,qualitative_mechanism,"In order to attract quality employees when a vacancy occurs, the Chief of Police may",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,neutral_or_general,2,pi_report_context_only,1171,42231,42317,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment|staffing_shortage,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-20f5287363524648cb3a93ef,B4X2500-RATING-20260730-c4da6e6264dbeb9a4b58d56d,B4X2500LIVE-20260729-009268,B4X2500SRD-20260730-afa1d5940dccfccac895,Howey-in-the-Hills,FL,South,classification_study,Consideration and Approval: Salary Study (Staff Report to Mayor and Town Council),https://mccmeetingspublic.blob.core.usgovcloudapi.net/hwyhllsfl-meet-54cffc6a190c434f836cc0c9994c0d44/ITEM-Attachment-001-aebc3168a79a485688ea82537aa3a81d.pdf,non_cba_or_other_hint,market_or_comparability_context,establish market-competitive pay rates and inform long-term budgeting for Town staff.,"The passage references market, comparison, recruitment, or retention context.",unclear,non_safety_advantage,3,pi_report_supporting_example,11,252,338,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,report_usable_direct
B4X2500SPAN-20260730-7ec23c5dfa7e86556751cf03,B4X2500-RATING-20260730-0ab940329d64d0eb8b9028f6,B4X2500LIVE-20260729-009268,B4X2500SRD-20260730-afa1d5940dccfccac895,Howey-in-the-Hills,FL,South,classification_study,Consideration and Approval: Salary Study (Staff Report to Mayor and Town Council),https://mccmeetingspublic.blob.core.usgovcloudapi.net/hwyhllsfl-meet-54cffc6a190c434f836cc0c9994c0d44/ITEM-Attachment-001-aebc3168a79a485688ea82537aa3a81d.pdf,non_cba_or_other_hint,market_or_comparability_context,"The intent is to identify both short-term and long-range adjustments needed to improve retention, recruitment, and","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,20,817,932,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment|retention,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-0a3a64b09b5932cf3c5f1554,B4X2500-RATING-20260730-4838041139b17294ef7c4dc5,B4X2500LIVE-20260729-006765,B4X2500SRD-20260730-ee45535c2aa9665b608e,Melbourne Beach,FL,South,cba,Town of Melbourne Beach — Chapter 9 Wage and Salary (policy; wage and salary plan administration),https://melbournebeachfl.prelive.opencities.com/files/assets/city/v/1/boards-amp-commission/town-commission/240821_rtcm_agenda_packet.pdf,cba_hint,market_or_comparability_context,"retention, obtaining a new audiovisual system to live stream public meetings, and automating the","The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,1633,64051,64148,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-4147ee04bdf234082051a52a,B4X2500-RATING-20260730-899119a965af74541e5bfceb,B4X2500LIVE-20260729-001793,B4X2500SRD-20260730-f840e7d7aa98385f1a45,Mexico Beach,FL,South,budget_or_pay_plan,Ordinance 644 - Personnel Policies for the City of Mexico Beach (includes compensation plan section referencing job classification and pay plan),https://mexicobeachfl.gov/uploads/2022/05/Ordinance-644-PPolicy.pdf,non_cba_or_other_hint,market_or_comparability_context,To attract and retain employees of the highest caliber.,"The passage references market, comparison, recruitment, or retention context.",unclear,neutral_or_general,2,pi_report_context_only,10,200,257,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,recruitment,recruitment|retention,difficulty attracting qualified personnel is offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-790341c55f0e07811fadddfb,B4X2500-RATING-20260730-87773fbccc32a980594de85a,B4X2500LIVE-20260729-001807,B4X2500SRD-20260730-789b45b6fa276ddba4e7,Sewall's Point,FL,South,mou_or_memorandum,Memorandum of Understanding with Palm Beach County Police Benevolent Association (Town Commission agenda staff recommendation packet PDF),https://d3n9y02raazwpg.cloudfront.net/tsp/f0abfa28-3650-11f0-856f-005056a89546-191033d9-b239-4ea1-aba2-8273359ed904-1763143153.pdf,non_cba_or_other_hint,market_or_comparability_context,- On-site retention.,"The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,2,pi_report_context_only,2434,99625,99647,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,1,retention,retention,turnover or retention concerns are offered as a justification for changing compensation,documentary_context_only
B4X2500SPAN-20260730-0409cd4882683edbc6c55e02,B4X2500-RATING-20260730-37080429c9f445930298bb6f,B4X2500LIVE-20260729-006783,B4X2500SRD-20260730-a8ff69487c5219d16945,Adel,GA,South,agenda_packet_or_minutes,City Council Meeting Minutes (COLA + market rate adjustments in the police department; 3% across-the-board COLA for remaining employees),https://cityofadelga.gov/sites/default/files/uploads/minutes/10-19-2020_minutes.pdf,non_cba_or_other_hint,market_or_comparability_context,"made a motion to approve the market rate adjustments in the police department totaling $83,188.62","The passage references market, comparison, recruitment, or retention context.",safety,neutral_or_general,3,pi_report_supporting_example,69,4525,4623,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
B4X2500SPAN-20260730-1034e6041880a57b80a8ecdd,B4X2500-RATING-20260730-5c4bfb7c163c9105b1777f45,B4X2500LIVE-20260729-006783,B4X2500SRD-20260730-a8ff69487c5219d16945,Adel,GA,South,agenda_packet_or_minutes,City Council Meeting Minutes (COLA + market rate adjustments in the police department; 3% across-the-board COLA for remaining employees),https://cityofadelga.gov/sites/default/files/uploads/minutes/10-19-2020_minutes.pdf,non_cba_or_other_hint,market_or_comparability_context,plus the cost of market rate adjustments in the police department to bring the rate of officers closer to,"The passage references market, comparison, recruitment, or retention context.",safety,gap_narrowing,3,pi_report_supporting_example,59,3533,3639,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_market_positive,2,market_comparability,market_comparability,external wage benchmarks or comparable jurisdictions are used to frame compensation decisions,documentary_context_only
