pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,source_review_pilot_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,extraction_readiness_rating,content_artifact_path,content_hash,content_byte_size,content_type_observed,pdf_readiness_pilot_id,pdf_readiness_lane_id,pilot_selection_rank,artifact_byte_size_bin,sample_selection_reason
pr_47ceee1bfcd4e884d87da768,sr_ce890863b7372813765466de,NSCQ-MO-20260720-0024,TRI-22b522edf3cc6d4c45f3,VER-7c4c34951b870868f193,SOURCE-REVIEW-BATCH2-500-2026-07-24,MO,Republic,CITY OF REPUBLIC,fire,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0010_sr_ce890863b7372813765466de.pdf,6b117fd8f92e9afab49ce48d599506d754d3b52aaaa40dab6757912dfbab14ed,341522,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,101,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_4cd6c162aacd9e46cc05f77f,sr_279ea3aa5da579ac54fed046,NSCQ-NJ-20260720-0031,TRI-1046cbfab7357060c0cd,VER-9d826fa95a548c7cc923,SOURCE-REVIEW-BATCH2-500-2026-07-24,NJ,Morristown,TOWN OF MORRISTOWN,fire,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0152_sr_279ea3aa5da579ac54fed046.pdf,cc59044e97bf72814721687c018b0f97d14af6cecb9019032ee1cb364ae403a3,3080360,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,102,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_b68ae4323fded1fd1263baae,sr_0c39899118ec6a5846bec1c9,NSCQ-CA-20260720-0295,TRI-bdb0abef152e2c1ac19c,VER-0a024faf69bc62a85e00,SOURCE-REVIEW-BATCH2-500-2026-07-24,CA,Redlands,CITY OF REDLANDS,non_safety,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0150_sr_0c39899118ec6a5846bec1c9.pdf,ef86523d1697ff7e13124df9161c6c2d37ae6d0654a3c575f8e2f3e7ad72f94e,2511492,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,103,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_7a6cc0bfc9777e4c4687b166,sr_54a1dd075ebaefd3532b8b67,NSCQ-FL-20260720-0019,TRI-53ca1041b371efc3601d,VER-02032203bb789f1dd65b,SOURCE-REVIEW-BATCH2-500-2026-07-24,FL,Cape Coral,CITY OF CAPE CORAL,non_safety,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0192_sr_54a1dd075ebaefd3532b8b67.pdf,a22b5a2c34b1ae24735269c355fee72c5437e70a50dede9d2f957dde8edbece9,707548,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,104,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_b96409442b35c8ab7f3d94b5,sr_c06b0fe06e93a9a82314b8e2,NSCQ-MI-20260720-0112,TRI-93e8cc915a1baad603d9,VER-c26eb6bc55309b11f67a,SOURCE-REVIEW-BATCH2-500-2026-07-24,MI,Romulus,CITY OF ROMULUS,non_safety,cba,p1,uncertain,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0169_sr_c06b0fe06e93a9a82314b8e2.pdf,fba61fdbff1fcf78b414f26b1e6e35302ff9aac86e1abb5b05766d6c26428e13,8001454,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,105,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_552db40dc170db5f81941d4d,sr_064dbd6fc3ae02129a2b5528,NSCQ-RI-20260720-0009,TRI-3b1bfba9d7eed556d928,VER-f344fae3373d8002f347,SOURCE-REVIEW-BATCH2-500-2026-07-24,RI,Cranston,CITY OF CRANSTON,non_safety,cba,p1,official_state_repository,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0185_sr_064dbd6fc3ae02129a2b5528.pdf,587634c1e001e4b5f1fdae7d29c455edaae2b6b5d3c73d7b941367941def6468,9254092,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,106,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_3c1060100d37efc23367e6e2,sr_9c5d52dc460ebd5cfc4ce342,NSCQ-AK-20260720-0028,TRI-e7d8c176b91518472af0,VER-da2f78a845a8ff70a216,SOURCE-REVIEW-BATCH2-500-2026-07-24,AK,Soldotna,CITY OF SOLDOTNA,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_9c5d52dc460ebd5cfc4ce342.pdf,957fa719f739534d6893d9f7ebee910a6ce1ebc7471f73b6f80572803b7ed2d4,696566,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,107,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_d5f23c592a744b92e056f7eb,sr_fe40278a3d486e04f76aefa4,NSCQ-IN-20260720-0009,TRI-7e404b0f5235612c89c5,VER-1948a01d5e917bc8f836,SOURCE-REVIEW-BATCH2-500-2026-07-24,IN,Bloomington,CITY OF BLOOMINGTON,police,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0103_sr_fe40278a3d486e04f76aefa4.pdf,aed9c6d1f2355004bf99b16489bfe972df6039541852d031e2d0ccad749669f8,293113,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,108,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_9569496bf953c53a8a9c3029,sr_0c3104b168ea0c2dcbe9f57e,NSCQ-MT-20260720-0048,TRI-a46b7cbe1d4ccb57185f,VER-835da11fa8721132b4b5,SOURCE-REVIEW-BATCH2-500-2026-07-24,MT,Dillon,CITY OF DILLON,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0123_sr_0c3104b168ea0c2dcbe9f57e.pdf,45ca65240012852dddb9a0ac563bca83cdecf38ead80b5c1811796ad2e07d2d0,4799788,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,109,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_8c7430c7c7adfecb17bb6078,sr_bb3b9a563be65aa30898cb84,NSCQ-PA-20260720-0056,TRI-9edcaefab0c0b8f97062,VER-774a62888473760a45e9,SOURCE-REVIEW-BATCH2-500-2026-07-24,PA,Harrisburg,CITY OF HARRISBURG,police,cba,p1,official_union,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0015_sr_bb3b9a563be65aa30898cb84.pdf,f68108f3ba28985c77ad43a082fde868141e570d0b50be74434366dfe18d6509,2111128,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,110,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_265cf64aad0432dd8c5226f1,sr_c2fa07c25160023207207105,NSCQ-CA-20260720-0248,TRI-249a5c3fdad41a90147f,VER-160bdddcfd03e9ce09b2,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,CA,Newport Beach,CITY OF NEWPORT BEACH,fire,cba,p1,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0181_sr_c2fa07c25160023207207105.pdf,8abe5840197817a5146882928ebb383251cb843e33d24e073eb17358ce094fe8,8755761,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,111,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_1431475d7d8c71970b16c692,sr_66f1bcfc906b687ba2b5f6b1,NSCQ-AK-20260720-0005,TRI-ea0c45fb36707f775668,VER-4a1fbac1b71fd7324c8d,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AK,Fairbanks,CITY OF FAIRBANKS,fire,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf,46c1e7b4a56098753b7dc4ef91022ad8e2b1d75c13c57e7f91d4b394431b4862,2988151,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,112,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_0d10632ef442bead610a12ce,sr_9ef5847a5c33cc40d13e8424,NSCQ-CO-20260720-0006,TRI-e1f24a4f2593dda22ee1,VER-9a73737d8c6bd9e6ff17,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,CO,Thornton,CITY OF THORNTON,fire,cba,p2,unknown,possible,cba_candidate,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0382_sr_9ef5847a5c33cc40d13e8424.pdf,9a867bf43d113b94bac5a13b240a29ea97b8d4232676dfa4528cdc52f6ca8c7a,2237931,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,113,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_3d651fccac96bfb37399adf3,sr_affa8169efa94c6aed02a8b8,NSCQ-IL-20260720-0074,TRI-fb3a2a15a25842b25a3e,VER-e47e1cf846a4ca7adce0,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,IL,Quincy,CITY OF QUINCY,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0479_sr_affa8169efa94c6aed02a8b8.pdf,454f23fd79491d6f67030d99ac75b6b22efcf2aa05dc8486c7b31269eaf2bafa,1864060,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,114,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_dc288b2f7069a9624aba2e17,sr_5f0368a2840df9c86be0eb1f,NSCQ-MA-20260720-0044,TRI-e9abc703c3c32ca2e6a0,VER-869e1bfedbb7eff7b9ca,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MA,New Bedford,CITY OF NEW BEDFORD,fire,memorandum_or_settlement,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0479_sr_5f0368a2840df9c86be0eb1f.pdf,4e2305023ff6780fc98c1494528fec5aaa76e02656a7746976c3a04bc4651b81,2456438,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,115,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_c85d5d48ba43fb818b34cfcb,sr_29f9947a9564b665e638555b,NSCQ-MT-20260720-0028,TRI-6881b371ab973446910e,VER-1be61f9144fc77e9b702,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,MT,Havre,CITY OF HAVRE,fire,factfinding,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0485_sr_29f9947a9564b665e638555b.pdf,afeb64f8e4430dda0bdcdb688d559e7df6b9f432a9d66513eb888c5c742ecfaf,572502,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,116,medium_512_kib_to_2_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_89e691087a988e961274ba4b,sr_fe93ab5d7c7911c062d11d69,NSCQ-NY-20260720-0107,TRI-da55f90aa5509f32f211,VER-98d505256a3a1a2dcf68,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,NY,Batavia,CITY OF BATAVIA,fire,arbitration_award,p2,official_state_repository,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0477_sr_fe93ab5d7c7911c062d11d69.pdf,5f9cf4fa110e107cb1696c2110c028c9a1030e237f8be2290b1741576b90ff5d,184187,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,117,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_d7168b20a7adeeab788bafe1,sr_a724c985853a24a9760bfe50,NSCQ-SD-20260720-0037,TRI-a4959e0b2ee9805a4ecf,VER-515db9469c650a7862eb,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,SD,Madison,CITY OF MADISON,fire,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0484_sr_a724c985853a24a9760bfe50.pdf,f65a111df57235d3e9edb235a71db8ae1dbe2dbc919ba224cd9ed8e67c5315bf,305138,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,118,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_868ed246c64ce4c5c1c8e735,sr_8685c843b921e528f02463ba,NSCQ-AL-20260720-0007,TRI-5689d8c34eb7ded065f3,VER-0c92ba99c02bf461bbae,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AL,Tuscaloosa,CITY OF TUSCALOOSA,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0471_sr_8685c843b921e528f02463ba.pdf,bdc1deaf2d1f9d065e62815228c74edf2b46698fb714372d641f7ad8be63e0b3,182299,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,119,small_le_512_kib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_14c7a8e620c9d29a2fb152a3,sr_a7e1de777ac8369111c110dd,NSCQ-AZ-20260720-0005,TRI-5045aaba82f16647ccfb,VER-cc8580a925602528e8c4,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,AZ,Mesa,CITY OF MESA,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0496_sr_a7e1de777ac8369111c110dd.pdf,fb4c986a9153478f208b74a38aa9dba155421203c15f92238ad0bc72b5e7ffcf,5379454,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,120,very_large_gt_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_3c0a3d868598bb30c9218449,sr_3d68f4097ccc84a3acb89761,NSCQ-GA-20260720-0004,TRI-8520e7233f227842c4eb,VER-ce1528b995209315771f,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,GA,Athens-Clarke County,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0474_sr_3d68f4097ccc84a3acb89761.pdf,de7b7f54e3c856cd59a930a7fa77daaa60bc23c26ea1034bb65cfc71f6d16aa6,4531325,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,121,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
pr_b3f02bdc7284604509c80d90,sr_982e3d978294d76b87e6eecc,NSCQ-KS-20260720-0034,TRI-73c7c802b947fb25ef1b,VER-749a0172968ba64025cc,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,KS,Pittsburg,CITY OF PITTSBURG,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,medium,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,75e5acf6696831fd90e3012c9b750c81ba14f54a35f7678b2cfc081b9efaea28,3944209,application/pdf,PDF-READINESS-PILOT1-150-2026-07-24,lane_3,122,large_2_to_5_mib,deterministic diversity sample from retained hash-addressed PDF artifacts
