path,bytes,sha256
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-across-the-board-raise.csv,25767,d0b654f1e436b61295c4c1a3c54fb864755731be5587753e2eb0d3cde7152834
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-bargaining-leverage.csv,1828,adc389eb669efc11d316e663375201c343069afef8242dad6579a7130fc0cf4c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-base-wage-change.csv,9263,4068b84e5eb7895949837abae7d3204b8f9fa276bee4f2660ea23751f1d18b75
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-benefit-cost-change.csv,6014,68e6668ea255d64708ed2a3890e5435cceca2574dd46e1104ad103010cae5069
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-budget-appropriation.csv,7055,83533f30335109e0c5e8b9fd0afa55207cd39da083d97cdc0705900ace35c590
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-budget-pay-plan-process.csv,36012,7a1086a605d682377846349d1e0fd340d7491ae3eced04843155ba8414cc12a1
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-classification-band-change.csv,4475,2f5b5d12e66413f46a76e47c2d00b07e2d2b99aa915d50eb6c3e6174fdc8c521
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-classification-civil-service.csv,616,847816f17527a2cf634b4bf3395b606e6a065a9201c63fdbe291d07472f0cc27
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-cola-cpi-adjustment.csv,7213,0ac418e2b97fbe4055c2ab5c403d3ce0229e46e40100c7321e89b7973a4457f0
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-collective-bargaining.csv,1860,4d9066a6ece5c03915e9eb25e2dc108f86ff408b25c54b0fef9c95ddc6b50a9d
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-comparability-parity.csv,812,30841cc8495cd50c73b455c588beb294a7921896c0cfbfbf5d4907f12859f417
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-contract-ratification.csv,1019,d8a01302e199e20f4e2984f4b52641a6d2aedc8d78872f4f84e01bb4725f0c3c
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-fiscal-constraint.csv,34270,7e3a6fb051e4471d2b3094b5cc5b60199293a2b93bff9732c822c2d0baf58cec
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-holiday-pay.csv,1897,d6d794e5c5f623d617474f857672c9feaf626dc7d9c6f6a777c6dde982dd7b70
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/data/corrected-category-map-inflation-indexing.csv,2552,2dfa0aa7115a5117b6f7563210b1ae0d859c4db2cda9294fe6e78b49d44583a3
