asset,extension,bytes,sha256
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/Codex_execution_evolution_visual.png,.png,103537,5f1a9f83d81db79aece9b082c70092de3689371342fdf207145e3af1d4f2e9f3
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/Codex_execution_evolution_visual.svg,.svg,79703,bb99df11ce4b5c3e1083e01fc8f7ae2f1303177a59c9b5a6d06c2cbca910098d
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-a.png,.png,145113,e2018ee225cdc1c869217156d80a58684df692361be03a9b42aa459581f88800
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-a.svg,.svg,102353,02bc41515ef9fab225ad37ba4c0a32cb02b081ef5d3be48fea993e4dd8820996
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-b.png,.png,165731,f57bb1230933683ba7ffd13620dac4e67634f11e61b73fafb35817e38a73337e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-b.svg,.svg,103958,55b916cac2b51f8e6dc717c0fd30c35b141d0c3279aff21af2b97db153b0c341
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-c.png,.png,157364,d36abae80df429a8087797ccd178f550baa2d0a445618cd73aad95f65ed5bfd9
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-c.svg,.svg,107642,0c864f102f78cc0734bd1b6c3320bd3752a10c2569d6dc79dae95f5b4b9f41b4
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-d.png,.png,160098,99e9473e65633c43e35ac21482cfa02b03b004f92a1d12c6295e4d35b89161bb
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-d.svg,.svg,105724,012db7b3dc16f29fa39d23fee4369ba6e924ca2c1e535dd2af04321c0e3245aa
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-e.png,.png,150103,b22ec6e1d2637983dd6f4a1268cef8faf0f0774bbc04b88f8f942daee256c299
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-e.svg,.svg,103470,818e07365c888be65cb7780be59d8cc78f143436db765ff73a7fc6c62b405a39
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-f.png,.png,150221,0d1894a169fb2eda6a43b24df548b0ebcc3465c78dc0cd16ea860a7968d4c53e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-f.svg,.svg,100394,a4d01f44ea87b80012df9a6f3844a158f7343949663eb48189cb80dd77a7a7fa
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-g.png,.png,162327,69610fc180d9c930c762d420ee935254b037dda978957d229d636eb900db4bd5
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-g.svg,.svg,107218,9b878ae66b2c9559ced896a4b4879f4149498ad60ff480bcacc5b3b31f60a422
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-h.png,.png,140320,20186ddc37555a9e06508fe14ca2fd6622924dac5c7e55119490856d5aae776f
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-claim-h.svg,.svg,98262,167dcb0b5082ff30bd10425592f49929b39e68780aaa307cef1873755bb76719
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-01.png,.png,95251,2c0fb6867bfde4cfb799dbc71eb5f1c2adb2181ed140dc79b75fc0ec8db9cec4
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-01.svg,.svg,69889,4be7a7611b87630d8b134adddf3b54f3b077f007aeb1bf6c345b704ecc850b73
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-02.png,.png,102948,5b7d6959a63e9d0da8e40e24959dcfbfed28e450c0aafb37f6e5151e399b8505
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-02.svg,.svg,74784,5f1cab090c062fd7600235e8b72620fe7f40a7b11dbfc02dcd518085c02b589a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-03.png,.png,94586,de4b1dc05dcb9ffaa141f5ff2076e55800f29b5cceeb4eded94b4eca862989e5
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-03.svg,.svg,74257,d5749b92337023c677f91b3b1e72512a9013fd75527103406f1a50d8433da8c3
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-04.png,.png,116485,4b67ccf22620fbb1e0c1cbeb483253197b0afe642da94c6e398ba59bfcd2abf3
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-04.svg,.svg,77306,a68b3a98fcbb0dac67963cbdf8356e0a80b6f8eea0dba574550df99dec132b15
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-05.png,.png,115902,ee6d0be11dfb654abf7dbed4b89545a8928987885b82bf19df6bd9d917bb0bcc
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-05.svg,.svg,78659,8d407dd51b89c66423132a9fa3243d02b5a63d0edab0d58bd8680926b192badd
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-06.png,.png,97545,4fa9b70491b8f57c9ac5d8504ac2df960efb00ce2b0f8bc42bd5e670a3bf8011
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/claim-card-unsup-06.svg,.svg,74518,7084078d83c1c4e5e807b12b4831bb31c6c7c70763af2f2c72be32244bd12067
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/errors_failures_repairs_visual.png,.png,146857,206d6b825dc00263c87376274536d6efbc4aeab9b68c6ebbb83e0d67d57f133a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/errors_failures_repairs_visual.svg,.svg,110232,3549bcf30aaefdb849fdb502dae0ce66d6ee81880c1d4286f292a0c3ff455dbd
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/evidence_tier_redesign_visual.png,.png,109524,0e809e38e23a49676068d904c9850ace654d537d8fff2a196003ae5c5f545a37
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/evidence_tier_redesign_visual.svg,.svg,82063,d8c80fc684e115ec76092c8a53266816d3684f7e0306d8457f04ab444bb9d1bc
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/full_project_workflow_visual.png,.png,125578,1a41ffab444f7429e6b81ee76c5ce3b374edfc3248cfa1ab4fd1a351a05371a3
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/full_project_workflow_visual.svg,.svg,95206,87357f8d52ab59421b3c340dea239a88ca6a14be44806d253253c1166cc4e8c2
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/human_ai_roles_expanded_visual.png,.png,106603,6ceb46e53adf3447f86fb993afe9a5e67bdea12df0005c126f94efd022c07119
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/human_ai_roles_expanded_visual.svg,.svg,82978,24dff54ee7e0dad0bcf80b10e5e49854435aad029cba3ad079af004f594e7f4a
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-analytical-framing.png,.png,79929,14a117720ed8aed4f924de3569bf2e2a2752f526eb441995c513f710ec78a01e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-analytical-framing.svg,.svg,59773,ac05d083c5b7f6cd2c113a960cb72930e4dd8f8a1eb1b0a72063e8c8317ca26e
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-comparability.png,.png,88147,d5608ed9b092e98a6592cec50f4882dd4c1aff73237cfcd20953c95d6dd212b7
docs/dashboard/public/reports/gabriel_wages_visual_atlas_revised_2026-08-06/assets/figures/limitation-comparability.svg,.svg,69065,3d139cfbd1d5244c77afd5969aa2e923d627be7c3612268b26e43fae944c4c3e
