span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256,rating_id,rating_lane_id,rating_lane_sequence,rating_input_sha256
B4X2500SPAN-20260730-60e7f3b8fb938de274370ff5,B4X2500LIVE-20260729-000048,B4X2500TXT-20260730-0c9a47ff79a091360482,B4X2500SRD-20260730-e76d668610542a03ab93,B4X2500LIVE-20260729-000048,B4X2500-20260729-00041,B4X2500V-20260730-00155,B4X2500RDY-20260730-26bbfa585d63fc610f83,B4X2500SRD-20260730-e76d668610542a03ab93,B4X2500SPQ-20260730-89099d85cb41d769056a,span_extraction_lane_004,449,Madrid,IA,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,5-19-2025 Council Minutes (Resolution Approving Collective Bargaining Agreement Between the City of Madrid and IUOE Local 234 — Revision to Section 1 in Appendix “B”),https://madridiowa.org/wp-content/uploads/2025/06/5-19-2025_COUNCIL-MINUTES.pdf,https://madridiowa.org/wp-content/uploads/2025/06/5-19-2025_COUNCIL-MINUTES.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-0c9a47ff79a091360482.txt,30525601389c4dd0b023e5d98963b40e19ceabc5abccba5d6a9e940d0c30d4e4,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"63-24-25, Resolution Approving Collective Bargaining Agreement Between the City of Madrid
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,3008,3098,65,18,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:24Z,bounded_deterministic_rule_match_M002,M002,64ed5ea09416daee14f67a8e840e40b0ade43d3df2d0b44a7fd5a45a550fec12,B4X2500-RATING-20260730-2d5dcf3600ba6704c699dbc0,rating_lane_001,1,630fcb65ff943dab4196ab9b8a7c165a324d2c1145cfaa23d4861175f36c54ff
B4X2500SPAN-20260730-4bb9b3facd7faa7e26af0407,B4X2500LIVE-20260729-007625,B4X2500TXT-20260730-b10a46a7e4c113609c5f,B4X2500SRD-20260730-0f6af7318aff20ef0249,B4X2500LIVE-20260729-007625,B4X2500-20260729-07627,B4X2500V-20260730-00192,B4X2500RDY-20260730-b239ab1363a250d19228,B4X2500SRD-20260730-0f6af7318aff20ef0249,B4X2500SPQ-20260730-9a4ef81df6a536f1926b,span_extraction_lane_004,567,Manteno,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Manteno Village Board Meeting Minutes — April 7, 2025 (Consent item: CBA with Illinois Fraternal Order of Police Labor Council; Patrol Officer & Sergeant; term May 1, 2025 through April 30, 2029)",https://villageofmanteno.com/wp-content/uploads/April-7-2025-corrected.pdf,https://villageofmanteno.com/wp-content/uploads/April-7-2025-corrected.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-b10a46a7e4c113609c5f.txt,5ac1025f83e3942ddd728975d24fdce19eb195c04443d380e84869f229d305a3,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"• Consideration Re: A Motion to approve a Collective
Bargaining Agreement between the Village of Manteno
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,2624,2729,102,16,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:28Z,bounded_deterministic_rule_match_M002,M002,e1583009a872f116fef6c0175b4b00c578ce269c2c78137ab4d8f11c4e82b2c6,B4X2500-RATING-20260730-d00e34c358734a74a3d4fa14,rating_lane_001,2,358200f3911cca73684f00ef96074b5ff74427d65978b1266efdcec35a14d8d6
B4X2500SPAN-20260730-8e13dce5d84db038ecc7cc7f,B4X2500LIVE-20260729-005090,B4X2500TXT-20260730-5dd47156eafe55105610,B4X2500SRD-20260730-fc79cf1b80e1246c7e8b,B4X2500LIVE-20260729-005090,B4X2500-20260729-05117,B4X2500V-20260730-01634,B4X2500RDY-20260730-528187e24b3e6f849500,B4X2500SRD-20260730-fc79cf1b80e1246c7e8b,B4X2500SPQ-20260730-64ddebd8a50696046ddf,span_extraction_lane_002,442,Justice,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"Board Meeting 08-26-2024 (motion to approve collective bargaining agreement with Metropolitan Alliance of Police, Justice Police Sergeants Chapter #61)",https://webgen1files1.revize.com/justiceil/Board%20Meeting%2008-26-2024.pdf,https://webgen1files1.revize.com/justiceil/Board%20Meeting%2008-26-2024.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-5dd47156eafe55105610.txt,24da1681dd3d3a60ddcf31e919eae618e00fff811c30dfcea1f93eeacf87a06e,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"MOTION: Trustee Obrochta Moves: To approve the collective bargaining agreement
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,3997,4076,122,37,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:23Z,bounded_deterministic_rule_match_M002,M002,13b1d19b28b8af89d4b4d1948eff8c97b0f75c2fe52142404552e530e3d400ca,B4X2500-RATING-20260730-10956e9c2a92c4213465713b,rating_lane_001,3,1fe76ff76bba78aedff6930a8243808bcc8721e70ecbac385359fccc8b41be35
B4X2500SPAN-20260730-eb832a73b96c0ac6857cd1c4,B4X2500LIVE-20260729-000211,B4X2500TXT-20260730-886272884c30d46bd953,B4X2500SRD-20260730-8a493108079348779ea3,B4X2500LIVE-20260729-000211,B4X2500-20260729-00147,B4X2500V-20260730-00186,B4X2500RDY-20260730-c56c648c901ba873c098,B4X2500SRD-20260730-8a493108079348779ea3,B4X2500SPQ-20260730-9699d5df7e1229722282,span_extraction_lane_002,78,Pinckneyville,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"Minutes, Regular Meeting of the Pinckneyville City Council (Resolution No. R-2024-38 to enter into collective bargaining agreement)",https://cms5.revize.com/revize/pinckneyvilleil/Document_Center/GOVERNMENT/AGENDAS%20%26%20CITY%20COUNCIL%20MINUTES/2024/Minutes/08-26-24%20Minutes.pdf,https://cms5.revize.com/revize/pinckneyvilleil/Document_Center/GOVERNMENT/AGENDAS%20%26%20CITY%20COUNCIL%20MINUTES/2024/Minutes/08-26-24%20Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-886272884c30d46bd953.txt,bd072d2401e6cd366ed8b23be0f8982bca16ab1b309c2674dab982fd80de93a5,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"meeting, to enter into a Collective Bargaining Agreement with the Laborers’ International Union of North America, the
","The passage references bargaining, impasse, factfinding, or arbitration context.",,"DOWNSTATE LABORERS’ DISTRICT COUNCIL, AND LABORERS’ LOCAL 773",9625,9743,143,39,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:12Z,bounded_deterministic_rule_match_M002,M002,38008f9097d1dbe2b01da531355f6eb20326b68b06bad5217b314cf709701e4d,B4X2500-RATING-20260730-3501d798a2075d285d375c9f,rating_lane_001,4,98e5f9844a7558f7e44e90521e83b6a6c177735d5e2b282dea52bff2ab186714
B4X2500SPAN-20260730-5e2a3bf73de3a17e297d1e66,B4X2500LIVE-20260729-007707,B4X2500TXT-20260730-af4d99ccf9e9f7f433b4,B4X2500SRD-20260730-63931ff1c919f6be1104,B4X2500LIVE-20260729-007707,B4X2500-20260729-07694,B4X2500V-20260730-04610,B4X2500RDY-20260730-1e2eb5683c287f314758,B4X2500SRD-20260730-63931ff1c919f6be1104,B4X2500SPQ-20260730-b84c99479a35eb092682,span_extraction_lane_004,297,Green,IN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Minutes (Regular Meeting) — Resolution approving Collective Bargaining Agreement with Green Township Patrol Officers Bargaining Unit (3-year term expiring Dec 31, 2028)",https://www.egovlink.com/public_documents300/greentwp/published_documents/Agendas%20and%20Minutes/Minutes/2025/11-10-25.pdf,https://egovlink.com/public_documents300/greentwp/published_documents/Agendas%20and%20Minutes/Minutes/2025/11-10-25.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-af4d99ccf9e9f7f433b4.txt,24483b2e08a688d0ec678d8756690da33f413f18ca6b88805868b0af19f2de50,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"Chairman Callos moved to approve Collective Bargaining Agreement with Green Township
","The passage references bargaining, impasse, factfinding, or arbitration context.",,RESOLUTION #25-1110-G,2229,2314,50,14,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:19Z,bounded_deterministic_rule_match_M002,M002,595ba6ec1c3a3bdf73bd8299bb6c8bc052386714107659543345ce3b19506ba0,B4X2500-RATING-20260730-dabe31e9b76c1ab147a62228,rating_lane_001,5,9c863c44c6155135b486a8150825951ad48bc3c8b804e8febd183329bb050ec9
B4X2500SPAN-20260730-32ebf10ddd3c9d42dfab9644,B4X2500LIVE-20260729-002870,B4X2500TXT-20260730-3fac9a3afa382a4a71ce,B4X2500SRD-20260730-3c841a11246efe0eeb2a,B4X2500LIVE-20260729-002870,B4X2500-20260729-02812,B4X2500V-20260730-04660,B4X2500RDY-20260730-d44ee4a0bc076c044d02,B4X2500SRD-20260730-3c841a11246efe0eeb2a,B4X2500SPQ-20260730-622540589229f0eebeeb,span_extraction_lane_004,119,Overbrook,KS,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,MINUTES - Council Meeting (Maintenance pay raise / hourly wage increase motion),https://overbrookks.com/documents/138/CCMinutes_2017.pdf,https://overbrookks.com/documents/138/CCMinutes_2017.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-3fac9a3afa382a4a71ce.txt,147222da149beddacd13a012695acdf238d12cca7a72af50ee07d36d87705182,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"(H.1) satisfied are the customers, negotiations effect on customers.","The passage references bargaining, impasse, factfinding, or arbitration context.",,ACTION/DISCUSSION ITEMS:,11133,11201,347,41,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:13Z,bounded_deterministic_rule_match_M002,M002,56508d0faf1555d45c15385a40afacfd10eae57eb00726df23e6ef5379340edf,B4X2500-RATING-20260730-945b868471645bd12bb748c2,rating_lane_001,6,abe4b8082c24a06b0b746303f35f43821a9f0a3dfdd00356e47d83066d058421
B4X2500SPAN-20260730-4bfa993264ef283b08d53b2b,B4X2500LIVE-20260729-000400,B4X2500TXT-20260730-3f475c2c1363f0fc3edc,B4X2500SRD-20260730-02048d927c70a599ec11,B4X2500LIVE-20260729-000400,B4X2500-20260729-00353,B4X2500V-20260730-01972,B4X2500RDY-20260730-f28988900267fbacae45,B4X2500SRD-20260730-02048d927c70a599ec11,B4X2500SPQ-20260730-2d1d58e9095237c55a0e,span_extraction_lane_003,527,DeWitt charter,MI,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"DeWitt Charter Township Board Minutes (April 14, 2025) - CCLP Non-Supervisory Police Officers Agreement Ratification / Wages Summary",https://www.dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_04142025-514,https://dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_04142025-514,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-3f475c2c1363f0fc3edc.txt,8064823a482d2d82e2e41aa1d16ef41204dcf2f00b3e00f6f009c03d9fed861e,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"continue to be governed by the collective bargaining agreement.
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,3641,3705,82,21,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:29Z,bounded_deterministic_rule_match_M002,M002,a485d0c1d06de4d2a1a765505df7e2ea772f82b74a2ae3168154876044c83189,B4X2500-RATING-20260730-c39697be27809baf8a066dc7,rating_lane_001,7,c361c65635b02d5d49ff96829f4240d137fc4376055e9fb1c302705ddd1a4b8c
B4X2500SPAN-20260730-173fe8948cf17e2a459c6cdd,B4X2500LIVE-20260729-000486,B4X2500TXT-20260730-d1e28ffa90a6c970a568,B4X2500SRD-20260730-50b6af70be8f938d37dd,B4X2500LIVE-20260729-000486,B4X2500-20260729-00420,B4X2500V-20260730-02033,B4X2500RDY-20260730-5e236fc192960abc122a,B4X2500SRD-20260730-50b6af70be8f938d37dd,B4X2500SPQ-20260730-2e4cdad3a0328f453439,span_extraction_lane_001,518,Albany,MN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,pdf,Albany City Council Minutes (2026-01-07) — police officers join LELS union; negotiation committee discussion,https://ci.albany.mn.us/vertical/sites/%7BA3F99320-343E-475A-9648-8007C3CCDF40%7D/uploads/2026-01-07_Approved_Minutes.pdf,https://ci.albany.mn.us/vertical/sites/%7BA3F99320-343E-475A-9648-8007C3CCDF40%7D/uploads/2026-01-07_Approved_Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-d1e28ffa90a6c970a568.txt,a8a0faecb39e3b7a57892b6c66e37bebd43f9136b9bf4e1003f239d264f1c649,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"decision would be made once negotiation dates are provided.
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,18192,18252,250,33,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:27Z,bounded_deterministic_rule_match_M002,M002,1ae0f83b9497a4f8905a1109dd87d03ee9ae2c11b265351504ff31158ef84059,B4X2500-RATING-20260730-309bd4c6f22201357d7ba1ae,rating_lane_001,8,14de5caee0cd1f0975c2b2e7d2575fdaf1d5a55423de6ece04b9825f89a38009
B4X2500SPAN-20260730-58cba45eddc7f362ad7b870b,B4X2500LIVE-20260729-005542,B4X2500TXT-20260730-b5ff9920e18e61f0db4e,B4X2500SRD-20260730-46deed792cd06beeeb35,B4X2500LIVE-20260729-005542,B4X2500-20260729-05471,B4X2500V-20260730-04920,B4X2500RDY-20260730-0e54988e17d644459f0d,B4X2500SRD-20260730-46deed792cd06beeeb35,B4X2500SPQ-20260730-7c3bca696fbaa3397b13,span_extraction_lane_003,367,Mountain Lake,MN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Special City Council Meeting — Union Agreement Negotiations (AFSCME); includes General Wage Adjustment and Appendix A wage scale incorporation,https://cityofmountainlakemn.gov/wp-content/uploads/11-12-19_Special_City_Council_Minutes.pdf,https://cityofmountainlakemn.gov/wp-content/uploads/11-12-19_Special_City_Council_Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-b5ff9920e18e61f0db4e.txt,1db7a35ab0c7642ba73c2a999b7915952f2232ba825e8dec156751ca2f9242b2,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,discuss negotiation strategies.,"The passage references bargaining, impasse, factfinding, or arbitration context.",,(AFSCME),1214,1245,30,8,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:23Z,bounded_deterministic_rule_match_M002,M002,05c27067db7424165a037852d12b1197cb289ee326e5078d635952989a760d1e,B4X2500-RATING-20260730-28e1a2645b307190f58dce89,rating_lane_001,9,841de52884aa5cb9c0479527097bcd8290bffd977138716f4e65c369e2b3f2b9
B4X2500SPAN-20260730-9d74aab1b166dbf97db5e011,B4X2500LIVE-20260729-003066,B4X2500TXT-20260730-ef2ab4864d3aa2efdd0e,B4X2500SRD-20260730-f66b785d442c070c1f45,B4X2500LIVE-20260729-003066,B4X2500-20260729-02977,B4X2500V-20260730-04924,B4X2500RDY-20260730-5a81c6e23b44d1291731,B4X2500SRD-20260730-f66b785d442c070c1f45,B4X2500SPQ-20260730-8e40da770cdbc8ec63f3,span_extraction_lane_004,275,Pelican Rapids,MN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Pelican Rapids City Council Meeting Minutes (08/29/2023) — Police Union Agreement / Resolutions 2023-27, 2023-28, 2023-29",https://pelicanrapids.com/wp-content/uploads/2023/09/8-29-23-Agenda-and-Minutes-1.pdf,https://pelicanrapids.com/wp-content/uploads/2023/09/8-29-23-Agenda-and-Minutes-1.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-ef2ab4864d3aa2efdd0e.txt,e0b20859d3be65a3ea2da703ed04285c87729a3f394e96648c857c95c4f92bd9,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,Department had requested this item during negotiations.,"The passage references bargaining, impasse, factfinding, or arbitration context.",,APPROVING MEMORANDUM OF AGREEMENT BETWEEN THE CITY OF PELICAN RAPIDS AND LAW ENFORCEMENT,12007,12062,220,39,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:18Z,bounded_deterministic_rule_match_M002,M002,c3e8ebf7a44fff7ac5b096b61ebaa29d6be901c31e5f8b67ab528d5f34f320f9,B4X2500-RATING-20260730-2736efe8fef2823402c4e6c0,rating_lane_001,10,bd2ee81ed01f72848678520a6ac8bd237814f85309d0e469e927534fc2cae892
