rating_id,span_id,source_id,retained_source_id,extraction_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,source_family,evidence_category,rating_lane_id,rating_lane_sequence,rating_validity_status,quarantine_reason,failure_stage,attempt_count,last_status,error_type,error_code,raw_prompt_saved,raw_response_saved,claim_boundary
B4X2500-RATING-20260730-126d96944a017c84eb65c05d,B4X2500SPAN-20260730-dce5290ad306fe87e6075879,B4X2500LIVE-20260729-006765,B4X2500SRD-20260730-ee45535c2aa9665b608e,B4X2500TXT-20260730-1a61abddfccd031ca6f9,B4X2500LIVE-20260729-006765,B4X2500-20260729-06665,B4X2500V-20260730-04437,B4X2500RDY-20260730-c5076c8344af7179003e,B4X2500SRD-20260730-ee45535c2aa9665b608e,B4X2500SPQ-20260730-5920862baa4d4991a82a,span_extraction_lane_001,98,Melbourne Beach,FL,cba,quantitative_compensation,rating_lane_003,3968,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,unsupported_family_strength_invalid,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-393f63c64964eb90fe26dcd8,B4X2500SPAN-20260730-9253001467237796d5750781,B4X2500LIVE-20260729-007977,B4X2500SRD-20260730-543156ff7fbda09c2900,B4X2500TXT-20260730-6b697268b6f559c2900c,B4X2500LIVE-20260729-007977,B4X2500-20260729-07924,B4X2500V-20260730-03496,B4X2500RDY-20260730-d5fb99af4e95e7465a36,B4X2500SRD-20260730-543156ff7fbda09c2900,B4X2500SPQ-20260730-4530077a91c48959be07,span_extraction_lane_001,191,Bemidji,MN,cba,non_base_compensation,rating_lane_002,1092,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-804de4e029684712c2a7cd9e,B4X2500SPAN-20260730-d764531f7bc13af3816b2aa7,B4X2500LIVE-20260729-008695,B4X2500SRD-20260730-2180c2d3fe3562b4bb2f,B4X2500TXT-20260730-f0df2c550e8e690ae88f,B4X2500LIVE-20260729-008695,B4X2500-20260729-08674,B4X2500V-20260730-02227,B4X2500RDY-20260730-25f5d7a9d30d6e0f2c2b,B4X2500SRD-20260730-2180c2d3fe3562b4bb2f,B4X2500SPQ-20260730-2d936e86413abe76a0ca,span_extraction_lane_001,318,Stark,NH,wage_schedule,bargaining_or_arbitration_context,rating_lane_003,358,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-ae6a06d628182f70a363e0e2,B4X2500SPAN-20260730-245e7a7047267b26a3a2c254,B4X2500LIVE-20260729-003705,B4X2500SRD-20260730-d9cb4c2629bd2a015255,B4X2500TXT-20260730-93932c27f82618e12a35,B4X2500LIVE-20260729-003705,B4X2500-20260729-03666,B4X2500V-20260730-05104,B4X2500RDY-20260730-4a51530109fd90189bdf,B4X2500SRD-20260730-d9cb4c2629bd2a015255,B4X2500SPQ-20260730-a537728efa028687c840,span_extraction_lane_001,324,Kensington,NH,budget_or_pay_plan,quantitative_compensation,rating_lane_001,3343,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-9b4511050b3e48761ad6c8d2,B4X2500SPAN-20260730-4403fcdc3240f61946cc34b3,B4X2500LIVE-20260729-005495,B4X2500SRD-20260730-17b82f7c86047c12a811,B4X2500TXT-20260730-117fe73ce64b94f75ed0,B4X2500LIVE-20260729-005495,B4X2500-20260729-05438,B4X2500V-20260730-00638,B4X2500RDY-20260730-f14f139447c8d7208a12,B4X2500SRD-20260730-17b82f7c86047c12a811,B4X2500SPQ-20260730-9a61b2d579381a386de4,span_extraction_lane_001,365,Crosby,MN,wage_schedule,qualitative_mechanism,rating_lane_004,2823,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-41030938de5887b0f35df1c1,B4X2500SPAN-20260730-26bb6416345d93b6b2363849,B4X2500LIVE-20260729-005743,B4X2500SRD-20260730-472167b64de7f043c495,B4X2500TXT-20260730-a69f9d78355f504528ec,B4X2500LIVE-20260729-005743,B4X2500-20260729-05769,B4X2500V-20260730-03963,B4X2500RDY-20260730-298f93ceb34813ae89bc,B4X2500SRD-20260730-472167b64de7f043c495,B4X2500SPQ-20260730-a64578f65ef37149da74,span_extraction_lane_001,368,Coventry,OH,cba,bargaining_or_arbitration_context,rating_lane_004,179,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,lineage_id_changed,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-b5289b936099ff98adb02c31,B4X2500SPAN-20260730-15c93e56b1b5b9c8edcc2d02,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,non_base_compensation,rating_lane_004,909,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-9e992023156ee32de137cafc,B4X2500SPAN-20260730-868dbeebb772c4303b1b0888,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,non_base_compensation,rating_lane_001,912,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-13dbce85c60264655ce3c747,B4X2500SPAN-20260730-74b704d4bb329090ec08cdc4,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,quantitative_compensation,rating_lane_001,3387,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
B4X2500-RATING-20260730-97e893c9d67a9f6118c5245a,B4X2500SPAN-20260730-ce4bdab47bb7f9326dbaf2dc,B4X2500LIVE-20260729-001860,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500TXT-20260730-4131e9b37a45011beb2c,B4X2500LIVE-20260729-001860,B4X2500-20260729-01751,B4X2500V-20260730-00137,B4X2500RDY-20260730-a3ae65555b5d6f341d01,B4X2500SRD-20260730-04e45e2aa56ed6290840,B4X2500SPQ-20260730-06e69d5858e4d8a5c013,span_extraction_lane_001,381,Tyrone,GA,budget_or_pay_plan,quantitative_compensation,rating_lane_004,3391,quarantine,persistent_transport_or_strict_schema_exact_quote_failure,live_rating,2,success,,quote_not_exact_span_substring,False,False,"bounded documentary span rating only; not ingested or codified; no wage normalization, wage-gap, regression, population-prevalence, treatment-effect, or final causal claim; global analysis readiness remains false"
