span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256,rating_id,rating_lane_id,rating_lane_sequence,rating_input_sha256
B4X2500SPAN-20260730-3a5d2fca0186366dc048a114,B4X2500LIVE-20260729-000210,B4X2500TXT-20260730-3910abffd5eca0523827,B4X2500SRD-20260730-5fc6509f563a5f3c6940,B4X2500LIVE-20260729-000210,B4X2500-20260729-00147,B4X2500V-20260730-04511,B4X2500RDY-20260730-d2ab82abad200be66a48,B4X2500SRD-20260730-5fc6509f563a5f3c6940,B4X2500SPQ-20260730-148de2cd4cbdcfd85dbc,span_extraction_lane_004,426,Pinckneyville,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"Minutes, Regular Meeting of the Pinckneyville City Council (Resolution No. R-2017-18 collective bargaining agreement; Resolution No. R-2017-19 addendum to collective bargaining agreement)",https://cms5.revize.com/revize/pinckneyvilleil/Document_Center/GOVERNMENT/AGENDAS%20%26%20CITY%20COUNCIL%20MINUTES/2017/Minutes%2C%206-12-2017.pdf,https://cms5.revize.com/revize/pinckneyvilleil/Document_Center/GOVERNMENT/AGENDAS%20%26%20CITY%20COUNCIL%20MINUTES/2017/Minutes%2C%206-12-2017.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-3910abffd5eca0523827.txt,66c0a8e2cdb5d37eef18a65eb42078c31e5515a8e741c6de7d0212033a573f53,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process," R-2017-18 COLLECTIVE BARGAINING AGREEMENT
","The passage references bargaining, impasse, factfinding, or arbitration context.",,RESOLUTION NO.,9318,9361,150,45,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:23Z,bounded_deterministic_rule_match_M002,M002,40a3073dde99b31876c6956b9ce34f5a5c5b6ef4598fefd79aea480ef6d87eb6,B4X2500-RATING-20260730-29ac67a2a3b3870c584d126c,rating_lane_002,1,abb19cee60323374df9e25957dcb973c216cddd10a45bde038024f1db0899599
B4X2500SPAN-20260730-506737a69b21d42a8d5012b5,B4X2500LIVE-20260729-007625,B4X2500TXT-20260730-b10a46a7e4c113609c5f,B4X2500SRD-20260730-0f6af7318aff20ef0249,B4X2500LIVE-20260729-007625,B4X2500-20260729-07627,B4X2500V-20260730-00192,B4X2500RDY-20260730-b239ab1363a250d19228,B4X2500SRD-20260730-0f6af7318aff20ef0249,B4X2500SPQ-20260730-9a4ef81df6a536f1926b,span_extraction_lane_004,567,Manteno,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Manteno Village Board Meeting Minutes — April 7, 2025 (Consent item: CBA with Illinois Fraternal Order of Police Labor Council; Patrol Officer & Sergeant; term May 1, 2025 through April 30, 2029)",https://villageofmanteno.com/wp-content/uploads/April-7-2025-corrected.pdf,https://villageofmanteno.com/wp-content/uploads/April-7-2025-corrected.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-b10a46a7e4c113609c5f.txt,5ac1025f83e3942ddd728975d24fdce19eb195c04443d380e84869f229d305a3,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"• Consideration Re: A Motion to approve a Collective
Bargaining Agreement between the Village of Manteno
","The passage references bargaining, impasse, factfinding, or arbitration context.",,C) COMMITTEE REPORTS:,1350,1455,70,13,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:28Z,bounded_deterministic_rule_match_M002,M002,e1583009a872f116fef6c0175b4b00c578ce269c2c78137ab4d8f11c4e82b2c6,B4X2500-RATING-20260730-c49b36acc6e1995f1ce68adb,rating_lane_002,2,134b7c51efdc6c9aef0c0d1c5181728105bd7b525494f5b939b244d08f29042f
B4X2500SPAN-20260730-9e439ac4e507d4df5e65effb,B4X2500LIVE-20260729-005075,B4X2500TXT-20260730-60ee36cd55c62fa2edc8,B4X2500SRD-20260730-d25dac2cac28437415e0,B4X2500LIVE-20260729-005075,B4X2500-20260729-05106,B4X2500V-20260730-01627,B4X2500RDY-20260730-0a42ebe8c913d39789f9,B4X2500SRD-20260730-d25dac2cac28437415e0,B4X2500SPQ-20260730-3c152f96f6bdac4ad79e,span_extraction_lane_003,126,Fairfield,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"City Council Minutes (IBEW Union Contract approval; term stated) — April 12, 2022",https://cityoffairfieldillinois.com/wp-content/uploads/2022/05/7-Min.-Apr.-12-2022.pdf,https://cityoffairfieldillinois.com/wp-content/uploads/2022/05/7-Min.-Apr.-12-2022.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-60ee36cd55c62fa2edc8.txt,c21b8e94a5f62e6089718aabf7f5b3336073b104c174b7ff52ee608c9d73d70f,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"Mayor’s Report – Mayor Dreith reported that negotiations with the FOP are scheduled to begin
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,9188,9281,151,23,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:16Z,bounded_deterministic_rule_match_M002,M002,0978686031344bd927fbf6f99e4a7420b0735ee4a01a2e96afa22c5af873660a,B4X2500-RATING-20260730-55882c2ed039e787a7f987bf,rating_lane_002,3,2e46b907af808c7ffa5a8e7b8ef71a2b13948bd0f812cf1d30b8898ca0b9d41a
B4X2500SPAN-20260730-ee84292859d25963abbcfcbf,B4X2500LIVE-20260729-007625,B4X2500TXT-20260730-b10a46a7e4c113609c5f,B4X2500SRD-20260730-0f6af7318aff20ef0249,B4X2500LIVE-20260729-007625,B4X2500-20260729-07627,B4X2500V-20260730-00192,B4X2500RDY-20260730-b239ab1363a250d19228,B4X2500SRD-20260730-0f6af7318aff20ef0249,B4X2500SPQ-20260730-9a4ef81df6a536f1926b,span_extraction_lane_004,567,Manteno,IL,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Manteno Village Board Meeting Minutes — April 7, 2025 (Consent item: CBA with Illinois Fraternal Order of Police Labor Council; Patrol Officer & Sergeant; term May 1, 2025 through April 30, 2029)",https://villageofmanteno.com/wp-content/uploads/April-7-2025-corrected.pdf,https://villageofmanteno.com/wp-content/uploads/April-7-2025-corrected.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-b10a46a7e4c113609c5f.txt,5ac1025f83e3942ddd728975d24fdce19eb195c04443d380e84869f229d305a3,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"• Consideration Re: A Motion to approve a Collective
Bargaining Agreement between the Village of Manteno
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,2952,3057,110,17,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:28Z,bounded_deterministic_rule_match_M002,M002,e1583009a872f116fef6c0175b4b00c578ce269c2c78137ab4d8f11c4e82b2c6,B4X2500-RATING-20260730-627ed95e6a66264b541cc196,rating_lane_002,4,e35c3b9834f7f4f29bfc8066575f7e023d9bc325ca7297c4f4851c88d42378d6
B4X2500SPAN-20260730-749d0365a13f51f9334fcda5,B4X2500LIVE-20260729-007708,B4X2500TXT-20260730-b2c34b498262525ae544,B4X2500SRD-20260730-c72e96178d9a9bf95762,B4X2500LIVE-20260729-007708,B4X2500-20260729-07694,B4X2500V-20260730-00286,B4X2500RDY-20260730-cdc69adb3bcb5343cffb,B4X2500SRD-20260730-c72e96178d9a9bf95762,B4X2500SPQ-20260730-a5ba5d803de0c6bb496f,span_extraction_lane_003,267,Green,IN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Minutes (Regular Meeting) — Resolution approving Collective Bargaining Agreement with Green Township Professional Firefighters Union Local 2927 IAFF (3-year term commencing Jan 1, 2018)",https://www.egovlink.com/public_documents300/greentwp/published_documents/Agendas%20and%20Minutes/Minutes/2017/06-12-17.pdf,https://egovlink.com/public_documents300/greentwp/published_documents/Agendas%20and%20Minutes/Minutes/2017/06-12-17.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b2c34b498262525ae544.txt,d2eb10f09acf44009eba3fad6d4b10f1a6a058e0fc8d9e42c0f816dd422b2ed8,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"Attorney Hyle stated that part of the negotiations with the Full-Time
","The passage references bargaining, impasse, factfinding, or arbitration context.",,RESOLUTION #17-0612-G,3824,3894,80,16,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:21Z,bounded_deterministic_rule_match_M002,M002,4a8fed8d88746b2a98cb4b0ebcea31593cd3e9145759c059d14c544259b3c19d,B4X2500-RATING-20260730-21eeea454726f4e112fee9d8,rating_lane_002,5,0731e4996991d1f9970938e6e18b8bdf7258fd5071cd4c7d2bc1e54bebee6acb
B4X2500SPAN-20260730-43ceb19f7e30401f93cf4d8f,B4X2500LIVE-20260729-002869,B4X2500TXT-20260730-1ca1d6f3c4b303fccd9e,B4X2500SRD-20260730-b33ce6c5ae3b4a96ee53,B4X2500LIVE-20260729-002869,B4X2500-20260729-02812,B4X2500V-20260730-03218,B4X2500RDY-20260730-794e7ee1900afc57456d,B4X2500SRD-20260730-b33ce6c5ae3b4a96ee53,B4X2500SPQ-20260730-6002a1d8320b2b0e4514,span_extraction_lane_002,624,Overbrook,KS,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,pdf,MINUTES - Regular Council Meeting (Personnel / Wage increases incl. Police Chief),https://overbrookks.com/documents/138/1986_Council_Minutes_BT.pdf,https://overbrookks.com/documents/138/1986_Council_Minutes_BT.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-1ca1d6f3c4b303fccd9e.txt,3ab53844e79a9e345ec998ae70754bb0cecf72d8b58617d8bf42e34222cf855c,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"put on a new roof at this time regardless of the outcome of negotiations with
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,62547,62625,1212,205,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:32:29Z,bounded_deterministic_rule_match_M002,M002,bcd89af6ac536d35dca3430e93f13d3c6261791c4043f88e64cfaa25e17cd8e3,B4X2500-RATING-20260730-4978ad86944ae8ed82bbb0da,rating_lane_002,6,f5db0c09fafc4f06ff759a19e5244bda7c35b409284e639eeac67f44c83b229e
B4X2500SPAN-20260730-932b8a51076780e48a117ac2,B4X2500LIVE-20260729-005405,B4X2500TXT-20260730-90aa8a60023aceb1e15f,B4X2500SRD-20260730-0a6daec64d89df48a587,B4X2500LIVE-20260729-005405,B4X2500-20260729-05376,B4X2500V-20260730-03414,B4X2500RDY-20260730-39e19484949759aee029,B4X2500SRD-20260730-0a6daec64d89df48a587,B4X2500SPQ-20260730-5bcb1ae97f774b4a1fb3,span_extraction_lane_004,373,Ithaca,MI,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"City Council Minutes (approved) — AFSCME Union Contract approval (Jan 1, 2024–Dec 31, 2026)",https://www.ithacami.com/download/9830/city-council-minutes-full-year-2024.pdf,https://ithacami.com/download/9830/city-council-minutes-full-year-2024.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-90aa8a60023aceb1e15f.txt,85f7c0f92c54aede557b0d5e15dc7ddc08f488cbb0a0588823b1bbfebbcee21d,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"Moved by Hubbard, second by Andrew to enter closed session for AFSCME Union contract negotiations.
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,5259,5358,120,34,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:48:22Z,bounded_deterministic_rule_match_M002,M002,af7e5378633fd1f2a20e9cb91f26b70d03219ca2b4ce37fbb8d18681468b983e,B4X2500-RATING-20260730-50ab2d0ae9149563d86d205b,rating_lane_002,7,f7de6d72b2c24c43be5931c3db6f6f1d14ed48dbaa8b2b8a24eb8eafd866081e
B4X2500SPAN-20260730-204d53988bc98d78be08e7e1,B4X2500LIVE-20260729-000496,B4X2500TXT-20260730-f358278163a47c0e4d68,B4X2500SRD-20260730-c7ec3e77fd228dc8eec2,B4X2500LIVE-20260729-000496,B4X2500-20260729-00428,B4X2500V-20260730-03474,B4X2500RDY-20260730-90f1bb6f100f3f347a3d,B4X2500SRD-20260730-c7ec3e77fd228dc8eec2,B4X2500SPQ-20260730-4123f12a27ce9ece833c,span_extraction_lane_003,48,Braham,MN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,pdf,"Braham City Council Meeting Minutes (Dec 5, 2023) - LELS Labor Agreement (signing referenced)",https://brahammn.gov/vertical/sites/%7B7EC913ED-A65B-4E08-A2EF-E535A7854808%7D/uploads/12_5_23_CC_Meeting_Minutes.pdf,https://brahammn.gov/vertical/sites/%7B7EC913ED-A65B-4E08-A2EF-E535A7854808%7D/uploads/12_5_23_CC_Meeting_Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-f358278163a47c0e4d68.txt,43258fbf7e30acd2faf3c44f4533ecf3d267a052fe69da22b06b5e33cb7e4c5d,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"Treichel said the Law Enforcement 2026 Collective Bargaining
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,2575,2636,78,25,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:13Z,bounded_deterministic_rule_match_M002,M002,12c34a06d507ba3cd2a001939e4541b54131590dabdbcd6922a010168fe37a30,B4X2500-RATING-20260730-712ed5581a1fe1cd299a517c,rating_lane_002,8,0bf7a85379aa65811dff92a38090797ae2ab2865ffbb2d744817091d35c665e0
B4X2500SPAN-20260730-5bc73fa869ff66ee39f86324,B4X2500LIVE-20260729-005542,B4X2500TXT-20260730-b5ff9920e18e61f0db4e,B4X2500SRD-20260730-46deed792cd06beeeb35,B4X2500LIVE-20260729-005542,B4X2500-20260729-05471,B4X2500V-20260730-04920,B4X2500RDY-20260730-0e54988e17d644459f0d,B4X2500SRD-20260730-46deed792cd06beeeb35,B4X2500SPQ-20260730-7c3bca696fbaa3397b13,span_extraction_lane_003,367,Mountain Lake,MN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Special City Council Meeting — Union Agreement Negotiations (AFSCME); includes General Wage Adjustment and Appendix A wage scale incorporation,https://cityofmountainlakemn.gov/wp-content/uploads/11-12-19_Special_City_Council_Minutes.pdf,https://cityofmountainlakemn.gov/wp-content/uploads/11-12-19_Special_City_Council_Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-b5ff9920e18e61f0db4e.txt,1db7a35ab0c7642ba73c2a999b7915952f2232ba825e8dec156751ca2f9242b2,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process,"Contract Negotiations – American Federation of State, County, and Municipal Employees
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,840,926,25,8,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:40:23Z,bounded_deterministic_rule_match_M002,M002,5d26c581202dc44bc37127b3bae288c0d73f6ab1af2efc0bfa3071b365936cf9,B4X2500-RATING-20260730-b8358481bf008476b82047e6,rating_lane_002,9,098a01e9c8b354518d20014446863e087196d0e60a86d88fa5d0deb2aa7999d0
B4X2500SPAN-20260730-b86d400323f682b44cd483f8,B4X2500LIVE-20260729-000486,B4X2500TXT-20260730-d1e28ffa90a6c970a568,B4X2500SRD-20260730-50b6af70be8f938d37dd,B4X2500LIVE-20260729-000486,B4X2500-20260729-00420,B4X2500V-20260730-02033,B4X2500RDY-20260730-5e236fc192960abc122a,B4X2500SRD-20260730-50b6af70be8f938d37dd,B4X2500SPQ-20260730-2e4cdad3a0328f453439,span_extraction_lane_001,518,Albany,MN,Midwest,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,pdf,Albany City Council Minutes (2026-01-07) — police officers join LELS union; negotiation committee discussion,https://ci.albany.mn.us/vertical/sites/%7BA3F99320-343E-475A-9648-8007C3CCDF40%7D/uploads/2026-01-07_Approved_Minutes.pdf,https://ci.albany.mn.us/vertical/sites/%7BA3F99320-343E-475A-9648-8007C3CCDF40%7D/uploads/2026-01-07_Approved_Minutes.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-d1e28ffa90a6c970a568.txt,a8a0faecb39e3b7a57892b6c66e37bebd43f9136b9bf4e1003f239d264f1c649,bargaining_or_arbitration_context,bargaining_power_signal,,collective_bargaining_process," Winkels noted he has not yet received dates for the start of contract negotiations but
","The passage references bargaining, impasse, factfinding, or arbitration context.",,,17734,17822,245,33,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:27Z,bounded_deterministic_rule_match_M002,M002,c3c70863d6865c5dcedb95d55643d26e9bb2604d438aad2c341466560707d0b4,B4X2500-RATING-20260730-ff73b8ce7956e900c439e85d,rating_lane_002,10,8463fb88783e1c1014f05b1d7ef698adc35da3c5e9dc018761e5f3cb2a7b25d7
