rating_queue_id,rating_lane_id,rating_lane_sequence,rating_input_sha256,rating_input_char_count,span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,evidence_family,mechanism_label,quantitative_label,span_status,span_text,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,rule_hit_terms,all_evidence_family_hits,all_mechanism_label_hits,all_quantitative_label_hits,all_extraction_rule_ids,bounded_context_before,bounded_context_after,context_total_char_count,duplicate_span_group_id,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes
CBRATQ-20260728-56ea0874be16914852f18013,rating_lane_002,1,9a31a2df67478a92916b5aa63fa54174df4b5d2d89b35caddc66f271caeedbd2,1289,CBSPAN-20260728-4638fb52db70140fa8497e0b,CBSPQ-20260728-0ec826bafef90b54a8a9,CBTXT-20260728-dd39a07a53592bd43e0b,CBTXT-20260728-dd39a07a53592bd43e0b,CBRDY-20260728-1d3765146bf428657cf4,CBSRD-20260728-e9b35e16079b6193fd93,CBCR-20260728-01427,B4XPAR-20260727-001538,BCV-20260728-06233,broad_4x1000_deduped,span_lane_001,828,MT,West,Whitehall,Jefferson County (30043; primary),Resolution No. 18-09 — Adopting and Approving a Wage Increase for Employees of the Town of Whitehall,https://www.townofwhitehallmt.com/documents/568/2008-2009-RESOLUTION.pdf,https://townofwhitehallmt.com/documents/568/2008-2009-RESOLUTION.pdf,townofwhitehallmt.com,other_local_government_pay_policy,ordinance_or_policy,high,2cfd55a9bfef259f19556f603b9a93acd2532a9bc1c14b33844b4d7502b84c1c,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-e9b35e16079b6193fd93.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dd39a07a53592bd43e0b.txt,100716,93ee428ca30bd1eeb293300cb6e915595018a77e34a493850823f8e0209d49f6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,effective_date,span_extracted,"delayed effective date of September 1, 2010.
",78591,78636,fe697f81bcb770f14455b96d1b3d470c7638dbd4c53026aef5e16e53720b7c6b,Q,Q011,"[""effective date of September""]","[""quantitative_compensation""]",[],"[""effective_date""]","[""Q011""]","e public benefit of the citizens of such Member Entity; and,

        NOW THEREFORE, BE IT RESOLVED THAT the City/Town of Whitehall, MT               hereby
approves and adopts this Revised and Restated Workers' Compensation Program Agreement with a
","
         Adopted this 1 3th          dayof     April                       2009.

                                             By~
                                              Its   Mayor




MMIA Revised and Restated Workers' Compensation Program ",500,CBDUP-4638fb52db70140fa849,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-fe4daa71a96cc3f54245e293,rating_lane_002,2,db6b212eec4bb060a5e91dd4750477e470bf8efffe8010f1b088fef52c338533,1367,CBSPAN-20260728-28e0e1eac2bde0c096f8f7f1,CBSPQ-20260728-bbb80d881ea9115b6972,CBTXT-20260728-dffa33b5bc61875f137c,CBTXT-20260728-dffa33b5bc61875f137c,CBRDY-20260728-2a4fef88b59d19a0d079,CBSRD-20260728-163acac5b41e1eb07e45,CBCR-20260728-04311,B4XPAR-20260727-004693,BCV-20260728-04797,broad_4x1000_deduped,span_lane_001,830,NC,South,Clemmons,Forsyth County (37067; primary),"Village of Clemmons Proposed/Approved Budget and Budget Message — Pay Classification Plan (Fiscal Year Ending June 30, 2026)",https://clemmons.org/ArchiveCenter/ViewFile/Item/509,https://clemmons.org/ArchiveCenter/ViewFile/Item/509,clemmons.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,25dea4c5508847d26e025cee925ae07280e3731493e1abc0e1a8da7e8debc0cc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-163acac5b41e1eb07e45.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dffa33b5bc61875f137c.txt,120919,f0b2e333f47b68ad339bd8953b45d2ae72a633d1a2fa226d39086c779f5e6034,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,classification_compensation_plan,span_extracted,"Pay Classification Plan                                                   42
",5170,5247,90be3b3eebe1847759fe75c5e1023ce58c270ba93808568c8199c9e1315c0b51,Q,Q014,"[""Classification Plan""]","[""quantitative_compensation""]",[],"[""classification_compensation_plan""]","[""Q014""]","            33

Stormwater Utility Fund                                                   34

Fee Schedule                                                              37

Trend Analysis & Fund Balance                                             41

","



                                                   -4-

                           APPROVED BUDGET FOR FISCAL YEAR ENDING JUNE 30, 2026

                                                                                         Estimated
          ",500,CBDUP-28e0e1eac2bde0c096f8,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-98bcf28395660dd5478d52f1,rating_lane_002,3,e2a779cadee03ee5d5a15d342c7759c0f6681d06971b2a6d53f2b379ca51032d,1359,CBSPAN-20260728-42439f6b94f09355377297fe,CBSPQ-20260728-bbb80d881ea9115b6972,CBTXT-20260728-dffa33b5bc61875f137c,CBTXT-20260728-dffa33b5bc61875f137c,CBRDY-20260728-2a4fef88b59d19a0d079,CBSRD-20260728-163acac5b41e1eb07e45,CBCR-20260728-04311,B4XPAR-20260727-004693,BCV-20260728-04797,broad_4x1000_deduped,span_lane_001,830,NC,South,Clemmons,Forsyth County (37067; primary),"Village of Clemmons Proposed/Approved Budget and Budget Message — Pay Classification Plan (Fiscal Year Ending June 30, 2026)",https://clemmons.org/ArchiveCenter/ViewFile/Item/509,https://clemmons.org/ArchiveCenter/ViewFile/Item/509,clemmons.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,25dea4c5508847d26e025cee925ae07280e3731493e1abc0e1a8da7e8debc0cc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-163acac5b41e1eb07e45.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dffa33b5bc61875f137c.txt,120919,f0b2e333f47b68ad339bd8953b45d2ae72a633d1a2fa226d39086c779f5e6034,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,percentage_raise,span_extracted,    •     Expenses have not stayed neutral at the minimum expect 5% increase of most items. ,22637,22729,3b793f8a0dfb50e8eac7769965112613605bb813477c8748871ee0ed2d37cf68,Q,Q007,"[""5% increase""]","[""quantitative_compensation""]",[],"[""percentage_raise""]","[""Q007""]","     287,296,575                312,630,242             99.8%          $ 468,005        $ 356,000
        Motor Vehicles
        Total                    $2,802,764,792           $3,953,741,949                            $5,918,750      $ 4,502 200

","Please note the 5% increase does not
          take into consideration the new tariffs. Revenue neutral rate plus 5% is .12

INTERGOVERNMENTAL REVENUES:

State or County Levied Taxes distributed to Clemmons.

    •     Utility Sales Tax based on NCLM",500,CBDUP-42439f6b94f093553772,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-8aa9b801b5b9afd8c6624a21,rating_lane_002,4,1b5ab72259781df91e26b87271550fcbd0a9d00d8a0fd09263544c9ec94753be,1305,CBSPAN-20260728-1c7f11bde90dd1c9afe70ca9,CBSPQ-20260728-bbb80d881ea9115b6972,CBTXT-20260728-dffa33b5bc61875f137c,CBTXT-20260728-dffa33b5bc61875f137c,CBRDY-20260728-2a4fef88b59d19a0d079,CBSRD-20260728-163acac5b41e1eb07e45,CBCR-20260728-04311,B4XPAR-20260727-004693,BCV-20260728-04797,broad_4x1000_deduped,span_lane_001,830,NC,South,Clemmons,Forsyth County (37067; primary),"Village of Clemmons Proposed/Approved Budget and Budget Message — Pay Classification Plan (Fiscal Year Ending June 30, 2026)",https://clemmons.org/ArchiveCenter/ViewFile/Item/509,https://clemmons.org/ArchiveCenter/ViewFile/Item/509,clemmons.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,25dea4c5508847d26e025cee925ae07280e3731493e1abc0e1a8da7e8debc0cc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-163acac5b41e1eb07e45.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dffa33b5bc61875f137c.txt,120919,f0b2e333f47b68ad339bd8953b45d2ae72a633d1a2fa226d39086c779f5e6034,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,percentage_raise,span_extracted," Please note the 5% increase does not
",22728,22766,b35f2f4aec1bacaa95037b678442f398dd444e69bce34cda2b406578b4dd3f3a,Q,Q007,"[""5% increase""]","[""quantitative_compensation""]",[],"[""percentage_raise""]","[""Q007""]","56,000
        Motor Vehicles
        Total                    $2,802,764,792           $3,953,741,949                            $5,918,750      $ 4,502 200

    •     Expenses have not stayed neutral at the minimum expect 5% increase of most items.","          take into consideration the new tariffs. Revenue neutral rate plus 5% is .12

INTERGOVERNMENTAL REVENUES:

State or County Levied Taxes distributed to Clemmons.

    •     Utility Sales Tax based on NCLM projections and estimated actual for",500,CBDUP-1c7f11bde90dd1c9afe7,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-0245df1740880e9202b86ca7,rating_lane_002,5,4d0d836e8817382a009d7284df6f79e91568723c99f805d275daa48dbbe1cc84,1307,CBSPAN-20260728-cab0ab6f6b527376628569ec,CBSPQ-20260728-bbb80d881ea9115b6972,CBTXT-20260728-dffa33b5bc61875f137c,CBTXT-20260728-dffa33b5bc61875f137c,CBRDY-20260728-2a4fef88b59d19a0d079,CBSRD-20260728-163acac5b41e1eb07e45,CBCR-20260728-04311,B4XPAR-20260727-004693,BCV-20260728-04797,broad_4x1000_deduped,span_lane_001,830,NC,South,Clemmons,Forsyth County (37067; primary),"Village of Clemmons Proposed/Approved Budget and Budget Message — Pay Classification Plan (Fiscal Year Ending June 30, 2026)",https://clemmons.org/ArchiveCenter/ViewFile/Item/509,https://clemmons.org/ArchiveCenter/ViewFile/Item/509,clemmons.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,25dea4c5508847d26e025cee925ae07280e3731493e1abc0e1a8da7e8debc0cc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-163acac5b41e1eb07e45.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dffa33b5bc61875f137c.txt,120919,f0b2e333f47b68ad339bd8953b45d2ae72a633d1a2fa226d39086c779f5e6034,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,hourly_rate,span_extracted," Message Board              $22.25 per hour
",104395,104439,ff515a2453ba1f0d1bbe8ed5f407c5b7824a4c4c4a8b7a3542cb7e5bfc47f8de,Q,Q002,"[""$22.25 per hour""]","[""quantitative_compensation""]",[],"[""hourly_rate""]","[""Q002""]","                                                        Per separate ordinance
 Parking Ticket                                                             Per separate ordinance

Code Enforcement Rates: There will be a minimum charge for one hour.


"," Backhoe                    $64.00 per hour
 Loader                     $115.00 per hour
 Tandem Dump Truck          $69.00 per hour
 Single Axle Dump Truck     $52.50 per hour
 Flatbed Truck              $52.50 per hour
 Pickup Truck               $",500,CBDUP-cab0ab6f6b5273766285,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-a5984a0a6251c57e3f593475,rating_lane_002,6,26ff7cd82a957ae1a8349ace827d7274d3de4d6adc4fe0319f3f69986c184b7f,1308,CBSPAN-20260728-b9002f7a7afb4151972f0c5b,CBSPQ-20260728-bbb80d881ea9115b6972,CBTXT-20260728-dffa33b5bc61875f137c,CBTXT-20260728-dffa33b5bc61875f137c,CBRDY-20260728-2a4fef88b59d19a0d079,CBSRD-20260728-163acac5b41e1eb07e45,CBCR-20260728-04311,B4XPAR-20260727-004693,BCV-20260728-04797,broad_4x1000_deduped,span_lane_001,830,NC,South,Clemmons,Forsyth County (37067; primary),"Village of Clemmons Proposed/Approved Budget and Budget Message — Pay Classification Plan (Fiscal Year Ending June 30, 2026)",https://clemmons.org/ArchiveCenter/ViewFile/Item/509,https://clemmons.org/ArchiveCenter/ViewFile/Item/509,clemmons.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,25dea4c5508847d26e025cee925ae07280e3731493e1abc0e1a8da7e8debc0cc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-163acac5b41e1eb07e45.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dffa33b5bc61875f137c.txt,120919,f0b2e333f47b68ad339bd8953b45d2ae72a633d1a2fa226d39086c779f5e6034,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,hourly_rate,span_extracted," Backhoe                    $64.00 per hour
",104439,104483,82fc6b60e881a8d299d6be3b7f1b5e0b8f4c73b2de4f30c3b98a0dff7b9b1f76,Q,Q002,"[""$64.00 per hour""]","[""quantitative_compensation""]",[],"[""hourly_rate""]","[""Q002""]","            Per separate ordinance
 Parking Ticket                                                             Per separate ordinance

Code Enforcement Rates: There will be a minimum charge for one hour.


 Message Board              $22.25 per hour
"," Loader                     $115.00 per hour
 Tandem Dump Truck          $69.00 per hour
 Single Axle Dump Truck     $52.50 per hour
 Flatbed Truck              $52.50 per hour
 Pickup Truck               $52.50 per hour
 Tub Grinder                $",500,CBDUP-b9002f7a7afb4151972f,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-0e9c06e6f36132e302a3698d,rating_lane_002,7,0ec97979e578744aa1eaddeea7b51deca488dd0e9a126ebb59c2dc22538eecde,1124,CBSPAN-20260728-0681bf0da002850c0c9cef22,CBSPQ-20260728-bbb80d881ea9115b6972,CBTXT-20260728-dffa33b5bc61875f137c,CBTXT-20260728-dffa33b5bc61875f137c,CBRDY-20260728-2a4fef88b59d19a0d079,CBSRD-20260728-163acac5b41e1eb07e45,CBCR-20260728-04311,B4XPAR-20260727-004693,BCV-20260728-04797,broad_4x1000_deduped,span_lane_001,830,NC,South,Clemmons,Forsyth County (37067; primary),"Village of Clemmons Proposed/Approved Budget and Budget Message — Pay Classification Plan (Fiscal Year Ending June 30, 2026)",https://clemmons.org/ArchiveCenter/ViewFile/Item/509,https://clemmons.org/ArchiveCenter/ViewFile/Item/509,clemmons.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,25dea4c5508847d26e025cee925ae07280e3731493e1abc0e1a8da7e8debc0cc,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-163acac5b41e1eb07e45.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dffa33b5bc61875f137c.txt,120919,f0b2e333f47b68ad339bd8953b45d2ae72a633d1a2fa226d39086c779f5e6034,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,cola_cpi,span_extracted,"        Ranges increased by 2.4% March CPI
",120273,120316,0122ff48aca60f8f83c3525f1946e55dd3ae198eda9b213a586464c7d984b17b,Q,Q009,"[""CPI""]","[""quantitative_compensation""]",[],"[""cola_cpi""]","[""Q009""]","              207,227
        Village Manager per Contract                                                                            1
        E = Exempt from Fair Labor Standards Act (FLSA)            N = Nonexempt from FLSA                     26
","

                                                                   - 42 -
",326,CBDUP-0681bf0da002850c0c9c,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-7e3a3a6f9a8d48f115510b0d,rating_lane_002,8,6f1a8ab95ed8c214cb2cb06004a028b75b3f4e6fd80da0c63a471f046ffd053c,1335,CBSPAN-20260728-5d7366332a956e5f55a6efb9,CBSPQ-20260728-2f070bf352f136bc0ea5,CBTXT-20260728-0ee2251a7f880a6d3fb1,CBTXT-20260728-0ee2251a7f880a6d3fb1,CBRDY-20260728-de36c5a1b239d5518b32,CBSRD-20260728-0771f8aac74d0c1e85a9,CBCR-20260728-05904,B4XPAR-20260727-006430,BCV-20260728-04956,broad_4x1000_deduped,span_lane_001,831,NC,South,Conover,Catawba County (37035; primary),Annual Comprehensive (includes Pay Plan and Position Classification Study description; references adoption of first pay plan since 1990 in April 2022),https://www.conovernc.gov/Archive/ViewFile/Item/50,https://conovernc.gov/Archive/ViewFile/Item/50,conovernc.gov,classification_study,wage_schedule_or_compensation_plan,high,2ecc7e3dba5e73bf16e1a938e74c89c99c9ee7e78979009d8598f33abc0dffc2,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-0771f8aac74d0c1e85a9.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-0ee2251a7f880a6d3fb1.txt,424992,170cf79b03e4d5b190570f7b5314e590cd22af7d0b9f522149d5c31f74d13174,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,pay_band_or_grade,span_extracted,classifications within each pay grade. ,27599,27638,b2f5329c3cdf7012202ebf4dc763242d68569aaf57a1000129144e4020c12d4d,Q,Q013,"[""pay grade""]","[""quantitative_compensation""]",[],"[""pay_band_or_grade""]","[""Q013""]"," workforce. Second, a customized market salary survey focusing on identified
benchmark positions in the workforce was conducted. The data was analyzed to create a
recommended pay plan structure, as well as recommendations for placement of individual
","In line with these recommendations, the City of
Conover adopted the first pay plan since 1990 in April of 2022.




                                                                                          vi


                              City of C",500,CBDUP-5d7366332a956e5f55a6,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-398b98f2680a0ce99937ce94,rating_lane_002,9,cdd56e3c104c77905ae79faf892da8a42bd33abff18a450ab1c249d6f24fc687,1431,CBSPAN-20260728-70564733d998c9dd57d65425,CBSPQ-20260728-2f070bf352f136bc0ea5,CBTXT-20260728-0ee2251a7f880a6d3fb1,CBTXT-20260728-0ee2251a7f880a6d3fb1,CBRDY-20260728-de36c5a1b239d5518b32,CBSRD-20260728-0771f8aac74d0c1e85a9,CBCR-20260728-05904,B4XPAR-20260727-006430,BCV-20260728-04956,broad_4x1000_deduped,span_lane_001,831,NC,South,Conover,Catawba County (37035; primary),Annual Comprehensive (includes Pay Plan and Position Classification Study description; references adoption of first pay plan since 1990 in April 2022),https://www.conovernc.gov/Archive/ViewFile/Item/50,https://conovernc.gov/Archive/ViewFile/Item/50,conovernc.gov,classification_study,wage_schedule_or_compensation_plan,high,2ecc7e3dba5e73bf16e1a938e74c89c99c9ee7e78979009d8598f33abc0dffc2,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-0771f8aac74d0c1e85a9.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-0ee2251a7f880a6d3fb1.txt,424992,170cf79b03e4d5b190570f7b5314e590cd22af7d0b9f522149d5c31f74d13174,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,percentage_raise,span_extracted,"  ●     Increases in Charges for Services of $407,187 due to customer growth and a 3.0% increase in both water and sewer rates on usage.
",64876,65013,e090073d05545ffec70063540f7fd7afeedae7cd9221e432acc8d2bb83a81a1d,Q,Q007,"[""3.0% increase""]","[""quantitative_compensation""]",[],"[""percentage_raise""]","[""Q007""]","rmed by Catawba County.
  ●     Sales and other taxes increased $301,696 from the previous fiscal year.

Business-type activities. Business-type activities increased the City’s net position by $934,788: The key element of this change is as
follows:

","  ●     Water and Sewer expenses were only $39,035 more than the previous year.

Financial Analysis of the City’s Funds

As noted earlier, the City of Conover uses fund accounting to ensure and demonstrate compliance with finance-related legal requir",500,CBDUP-70564733d998c9dd57d6,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-6d5836e5fa450eaace040d8e,rating_lane_002,10,e384470518da64fccbd41b2db29a0daae4ea3186a63d19df0b6c491997544bcd,1390,CBSPAN-20260728-6a28d5ad6a00b5e30f22e221,CBSPQ-20260728-2f070bf352f136bc0ea5,CBTXT-20260728-0ee2251a7f880a6d3fb1,CBTXT-20260728-0ee2251a7f880a6d3fb1,CBRDY-20260728-de36c5a1b239d5518b32,CBSRD-20260728-0771f8aac74d0c1e85a9,CBCR-20260728-05904,B4XPAR-20260727-006430,BCV-20260728-04956,broad_4x1000_deduped,span_lane_001,831,NC,South,Conover,Catawba County (37035; primary),Annual Comprehensive (includes Pay Plan and Position Classification Study description; references adoption of first pay plan since 1990 in April 2022),https://www.conovernc.gov/Archive/ViewFile/Item/50,https://conovernc.gov/Archive/ViewFile/Item/50,conovernc.gov,classification_study,wage_schedule_or_compensation_plan,high,2ecc7e3dba5e73bf16e1a938e74c89c99c9ee7e78979009d8598f33abc0dffc2,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-0771f8aac74d0c1e85a9.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-0ee2251a7f880a6d3fb1.txt,424992,170cf79b03e4d5b190570f7b5314e590cd22af7d0b9f522149d5c31f74d13174,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,effective_date,span_extracted,"license tax in North Carolina effective July 1, 2015 that had been a major revenue source to this fund. ",67330,67434,f7725e2b59fd28a8c998ffa1cdf0b8b0986af9628104d434491745dc4155f746,Q,Q011,"[""effective July""]","[""quantitative_compensation""]",[],"[""effective_date""]","[""Q011""]","l capital assets as well as transfers from the General Fund. At June 30, 2022, total fund balance was $ 1,782,559.
The General Fund will continue to make transfers to this fund to help make up for revenue that was lost due to the repeal of privilege
","This is an annually budgeted fund.

MSC Phase II Expansion Fund. The MSC Phase II Expansion Fund was created to account for the construction of a new building for
the Manufacturing Solutions Center (MSC) for the purpose of providing a PPE equipment a",500,CBDUP-6a28d5ad6a00b5e30f22,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
