span_extraction_id,rating_lane_id,stage,attempt,started_at,elapsed_seconds,status
CBSPAN-20260728-4638fb52db70140fa8497e0b,rating_lane_002,live,1,2026-07-29T01:59:48.620553+00:00,3.083050,success
CBSPAN-20260728-28e0e1eac2bde0c096f8f7f1,rating_lane_002,live,1,2026-07-29T01:59:48.832665+00:00,2.894650,success
CBSPAN-20260728-42439f6b94f09355377297fe,rating_lane_002,live,1,2026-07-29T01:59:48.832683+00:00,2.484950,success
CBSPAN-20260728-1c7f11bde90dd1c9afe70ca9,rating_lane_002,live,1,2026-07-29T01:59:48.832691+00:00,2.483389,success
CBSPAN-20260728-cab0ab6f6b527376628569ec,rating_lane_002,live,1,2026-07-29T01:59:48.832736+00:00,2.481647,success
CBSPAN-20260728-b9002f7a7afb4151972f0c5b,rating_lane_002,live,1,2026-07-29T01:59:48.832744+00:00,2.647869,success
CBSPAN-20260728-0681bf0da002850c0c9cef22,rating_lane_002,live,1,2026-07-29T01:59:48.832751+00:00,3.501534,success
CBSPAN-20260728-5d7366332a956e5f55a6efb9,rating_lane_002,live,1,2026-07-29T01:59:48.832759+00:00,2.696657,success
CBSPAN-20260728-70564733d998c9dd57d65425,rating_lane_002,live,1,2026-07-29T01:59:48.832773+00:00,5.369013,success
CBSPAN-20260728-6a28d5ad6a00b5e30f22e221,rating_lane_002,live,1,2026-07-29T01:59:48.832778+00:00,4.666136,success
CBSPAN-20260728-e77ae76892ac49ae9c454fab,rating_lane_002,live,1,2026-07-29T01:59:48.832780+00:00,5.656561,success
CBSPAN-20260728-0e3ece64f84849b7c0e0e5a1,rating_lane_002,live,1,2026-07-29T01:59:48.832781+00:00,5.070654,success
CBSPAN-20260728-9a779c2ca66708eab732ebd6,rating_lane_002,live,1,2026-07-29T01:59:48.832783+00:00,4.668592,success
CBSPAN-20260728-918766b6b6cf876718084217,rating_lane_002,live,1,2026-07-29T01:59:48.832784+00:00,8.237713,success
CBSPAN-20260728-1f25f0f6596ca5952f7548ae,rating_lane_002,live,1,2026-07-29T01:59:48.832786+00:00,5.919680,success
CBSPAN-20260728-838da29ff3a453a8ef63b8a7,rating_lane_002,live,1,2026-07-29T01:59:48.832787+00:00,5.790397,success
CBSPAN-20260728-2c2a8234eeec37b7fda9261f,rating_lane_002,live,1,2026-07-29T01:59:48.832789+00:00,6.891357,success
CBSPAN-20260728-8cea766b73e1d4c3e98f1ac5,rating_lane_002,live,1,2026-07-29T01:59:48.832790+00:00,6.941668,success
CBSPAN-20260728-29b71d010a78142947f131ef,rating_lane_002,live,1,2026-07-29T01:59:48.832793+00:00,7.680166,success
CBSPAN-20260728-af3f7a27706361a10a9dfda7,rating_lane_002,live,1,2026-07-29T01:59:48.832794+00:00,7.802355,success
CBSPAN-20260728-ca480deb9ec47d278666ba64,rating_lane_002,live,1,2026-07-29T01:59:48.832796+00:00,8.909423,success
CBSPAN-20260728-da34ec197030ea89ad4324d2,rating_lane_002,live,1,2026-07-29T01:59:48.832797+00:00,9.142160,success
CBSPAN-20260728-2eec5d7661ce52abbf105d93,rating_lane_002,live,1,2026-07-29T01:59:48.832799+00:00,8.237549,success
CBSPAN-20260728-ddd28f086d776169e11584d5,rating_lane_002,live,1,2026-07-29T01:59:48.832801+00:00,9.560903,success
CBSPAN-20260728-e8545ffedfe12b873237ec69,rating_lane_002,live,1,2026-07-29T01:59:48.832802+00:00,9.057902,success
CBSPAN-20260728-b29cabb5b5f9075d9c1648e0,rating_lane_002,live,1,2026-07-29T01:59:48.832803+00:00,9.983669,success
CBSPAN-20260728-0fa8e616b59a179f09e57120,rating_lane_002,live,1,2026-07-29T01:59:48.832805+00:00,10.916128,success
CBSPAN-20260728-d9f6b62a9b71cfa873fc26bd,rating_lane_002,live,1,2026-07-29T01:59:48.832806+00:00,10.613164,success
CBSPAN-20260728-2b8bbf3c36c8bec2f9ce82b1,rating_lane_002,live,1,2026-07-29T01:59:48.832807+00:00,10.745830,success
CBSPAN-20260728-5184ef1399ae2460107358a0,rating_lane_002,live,1,2026-07-29T01:59:48.832808+00:00,11.023213,success
CBSPAN-20260728-63752a0d3814e31ac367cecc,rating_lane_002,live,1,2026-07-29T01:59:48.832810+00:00,12.578902,success
CBSPAN-20260728-9360db266466dd228a33469e,rating_lane_002,live,1,2026-07-29T01:59:48.832811+00:00,11.507714,success
CBSPAN-20260728-b29cabb5b5f9075d9c1648e0,rating_lane_002,live,2,2026-07-29T02:00:01.420776+00:00,2.521599,success
CBSPAN-20260728-9b0137a22adc6089158881b3,rating_lane_002,live,1,2026-07-29T02:00:03.960281+00:00,3.015471,success
CBSPAN-20260728-c85cab2edb540a20d65a8e03,rating_lane_002,live,1,2026-07-29T02:00:03.960423+00:00,2.394451,success
CBSPAN-20260728-5df3d32ba2e0c44a947a7c17,rating_lane_002,live,1,2026-07-29T02:00:03.960441+00:00,3.805744,success
CBSPAN-20260728-f709a4569e389e057ba26a0a,rating_lane_002,live,1,2026-07-29T02:00:03.960453+00:00,2.391637,success
