span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256
B4X2500SPAN-20260730-03660e67a8e94c7900e66931,B4X2500LIVE-20260729-007483,B4X2500TXT-20260730-6ac23d3bfd8a27147b7d,B4X2500SRD-20260730-85b47187657ffb59e83b,B4X2500LIVE-20260729-007483,B4X2500-20260729-07533,B4X2500V-20260730-03059,B4X2500RDY-20260730-61c386cf76fccfac7100,B4X2500SRD-20260730-85b47187657ffb59e83b,B4X2500SPQ-20260730-f35c816478521be8a77d,span_extraction_lane_001,11,Fruitland,IA,Midwest,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,"Fruitland City Code of Ordinances (2020; Updated January 13, 2026) — Title 2, Chapter 4: Salaries of Municipal Officers (2-4-4 Other Officers)",https://fruitlandia.com/wp-content/uploads/2026/03/Fruitland-Code-of-Ordinances-2020_1-13-26-Update.pdf,https://fruitlandia.com/wp-content/uploads/2026/03/Fruitland-Code-of-Ordinances-2020_1-13-26-Update.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-6ac23d3bfd8a27147b7d.txt,15d6a911091670fdedf7ee2af4b8c9444b3719aecc0b79dcf087bd2d8ac54dc0,source_navigation_reference,,,,"(City of Muscatine City Code, Appendix A)

3-3-71 Failure to Pay Parking Citations.","The passage points to another pay schedule, appendix, exhibit, or source location.",,,211543,211626,4724,1151,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_R001,R001,8cfbabe8214a8fe6c4d210169b36189dadd1f6ab6819828c7db6c398c1081e44
B4X2500SPAN-20260730-a803c60f305bfe7f3043df32,B4X2500LIVE-20260729-008925,B4X2500TXT-20260730-00b3bd45e130215ff096,B4X2500SRD-20260730-91e2fb8c262b3d1f44bd,B4X2500LIVE-20260729-008925,B4X2500-20260729-08783,B4X2500V-20260730-05344,B4X2500RDY-20260730-f5e333a97738a334439b,B4X2500SRD-20260730-91e2fb8c262b3d1f44bd,B4X2500SPQ-20260730-4b126907a80eae3e9419,span_extraction_lane_001,44,Fallsburg,NY,Northeast,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,pdf,"Conciliation / Arbitration Award (Pursuant to Section 209 of the New York State Civil Service Law), Town of Fallsburg and Fallsburg Police Department, P.B.A. (Case No. CA-0134)",https://perb.ny.gov/town-fallsburg-and-fallsburg-police-department-police-benevolent-association,https://perb.ny.gov/system/files/documents/2024/03/ca-0134-award-9-20-77.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-00b3bd45e130215ff096.txt,680b979e75289af355fd39662827bdf51b6702b73cf0a519aee8569ec4b1bad8,source_navigation_reference,,,,"Fallsburg patrolmen, as shown by the Town Exhibit for all patrol­

men with the average salary for the three comparable cornnlunities
","The passage points to another pay schedule, appendix, exhibit, or source location.",,,5318,5452,233,93,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_R001,R001,96455959a9f2ddc043308ac63b3e6596a9971850b5f66e22611455031adcfab5
B4X2500SPAN-20260730-3b989530183aea961a10a7ba,B4X2500LIVE-20260729-005516,B4X2500TXT-20260730-330de90a228df51ed0fc,B4X2500SRD-20260730-de46e40a3d43bd543c63,B4X2500LIVE-20260729-005516,B4X2500-20260729-05454,B4X2500V-20260730-02046,B4X2500RDY-20260730-1f19d6fdf5515ecdafa5,B4X2500SRD-20260730-de46e40a3d43bd543c63,B4X2500SPQ-20260730-e86db19405aba4914c7c,span_extraction_lane_001,61,Grand Marais,MN,Midwest,cba,high_priority_verification_ready,cba_hint,non_safety_constraint_signal,pdf,Labor Agreement (City of Grand Marais and AFSCME Council 5) — 2023-2025,https://afscmemn.org/sites/default/files/local_66-cigrm_city_of_grand_marais_2023-2025_contract.pdf,https://afscmemn.org/sites/default/files/local_66-cigrm_city_of_grand_marais_2023-2025_contract.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-330de90a228df51ed0fc.txt,3e7f68e94d5699a5887a291fea88e06346e996a7572c5fb60bab34e00609a7a5,source_navigation_reference,,,,"Appendix A 2022 Pay Plan Hourly Rate/Step 23
","The passage points to another pay schedule, appendix, exhibit, or source location.",,Article 22 Scope of Agreement 22,941,986,69,34,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:12Z,bounded_deterministic_rule_match_R001,R001,7e976b6a5be792527e9c6f0087d4d0790dfed562e1935f391c6024a21259eb62
B4X2500SPAN-20260730-573e174b0dd649954affd55e,B4X2500LIVE-20260729-003350,B4X2500TXT-20260730-2f2403cdc09e48aa44b9,B4X2500SRD-20260730-52cd6b4f4ea917cadb10,B4X2500LIVE-20260729-003350,B4X2500-20260729-03330,B4X2500V-20260730-04024,B4X2500RDY-20260730-1a19fffd651c2dae2bfc,B4X2500SRD-20260730-52cd6b4f4ea917cadb10,B4X2500SPQ-20260730-b96b3eb40cf62b8310cd,span_extraction_lane_001,84,Walton Hills,OH,Midwest,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Regular Council Meeting 2023-09-19 (includes ORDINANCE NO. 2023-5 repealing and replacing Chapter 260.18; Exhibit A wage scales/pay rates),https://webgen1files1.revize.com/waltonhillsoh/Documents/Government/Village%20Council/2023/Packets/regular-council-meeting_2023-09-19_211349_combined.pdf,https://webgen1files1.revize.com/waltonhillsoh/Documents/Government/Village%20Council/2023/Packets/regular-council-meeting_2023-09-19_211349_combined.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-2f2403cdc09e48aa44b9.txt,77befc4c1ca8cd72cdbdb714b90a06d8f8d565d862c66b2190584b70e85b3f68,source_navigation_reference,,,,"Exhibit A
(a) Effective 2023, the Council hereby establishes the following position
classifications and pay rates:
","The passage points to another pay schedule, appendix, exhibit, or source location.",,"NICKOL SELL, FISCAL OFFICER",6119,6234,146,39,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:12Z,bounded_deterministic_rule_match_R001,R001,021796e48cdcfb634abffe31a9875548bf0b933d5fa3074b8aae8990ffd00dd3
B4X2500SPAN-20260730-658a831d9203df7bde11bc4e,B4X2500LIVE-20260729-007555,B4X2500TXT-20260730-71211e598ebf3300cb11,B4X2500SRD-20260730-f64211b07e5a620104ec,B4X2500LIVE-20260729-007555,B4X2500-20260729-07586,B4X2500V-20260730-04531,B4X2500RDY-20260730-0e216f9026a7799a9338,B4X2500SRD-20260730-f64211b07e5a620104ec,B4X2500SPQ-20260730-330dece2413b1f91d743,span_extraction_lane_001,86,Belvidere,IL,Midwest,cba,high_priority_verification_ready,cba_hint,,pdf,"Collective Bargaining Agreement Between Belvidere Fire Department Officers and City of Belvidere, Illinois (May 1, 2022 through April 30, 2026)",https://www.belvidereil.gov/wp-content/uploads/2023/09/The_Belvidere_Fire_Department_Officers_2022-_2026-1.pdf,https://belvidereil.gov/wp-content/uploads/2023/09/The_Belvidere_Fire_Department_Officers_2022-_2026-1.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-71211e598ebf3300cb11.txt,ffdab2375f495abf04409543952c5e03bea22a48674f2962cc985de59bc136cd,source_navigation_reference,,,,"Appendix B - WAGES

B- 1 Base Wages

OFFICERS' SALARY SCHEDULE
","The passage points to another pay schedule, appendix, exhibit, or source location.",,,132104,132167,2613,677,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:12Z,bounded_deterministic_rule_match_R001,R001,f6b7d6e73ce9be439aeb08c7ddc8f9d8b07cf607c9be8ecd52a4900adca33044
B4X2500SPAN-20260730-a1d90c1fef16b1cd3937eb5b,B4X2500LIVE-20260729-004675,B4X2500TXT-20260730-3b610a68e6a47bf74830,B4X2500SRD-20260730-58bb1aefbefb3062b1d9,B4X2500LIVE-20260729-004675,B4X2500-20260729-04728,B4X2500V-20260730-01277,B4X2500RDY-20260730-68b33665f03d42ade16a,B4X2500SRD-20260730-58bb1aefbefb3062b1d9,B4X2500SPQ-20260730-d848cd4bd99c126590fa,span_extraction_lane_001,116,Helotes,TX,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"Certification Pay Schedule (amendments to FYE 2022 Municipal Budget) — Ordinance No. 22-____ (Attachment A / Ordinance & Certification Pay Schedule, Exhibit A)",https://helotes-tx.gov/wp-content/uploads/2022/02/11-Certification-Pay-Budget.pdf,https://helotes-tx.gov/wp-content/uploads/2022/02/11-Certification-Pay-Budget.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-3b610a68e6a47bf74830.txt,da91d7e21d44c964e41e0e712cdd242f4fa792b1bb8650d93d6ebd36515d14e3,source_navigation_reference,,,,"Attachment A – Ordinance and subsection Certification Pay Schedule (red lined)
","The passage points to another pay schedule, appendix, exhibit, or source location.",,ATTACHMENTS:,1161,1240,36,11,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:13Z,bounded_deterministic_rule_match_R001,R001,d7afbe901d6f59b6fce3cc50dd7194f009b2aef561a2feb0254c996f7a86eea9
B4X2500SPAN-20260730-988d435497137dd2d599a8df,B4X2500LIVE-20260729-004675,B4X2500TXT-20260730-3b610a68e6a47bf74830,B4X2500SRD-20260730-58bb1aefbefb3062b1d9,B4X2500LIVE-20260729-004675,B4X2500-20260729-04728,B4X2500V-20260730-01277,B4X2500RDY-20260730-68b33665f03d42ade16a,B4X2500SRD-20260730-58bb1aefbefb3062b1d9,B4X2500SPQ-20260730-d848cd4bd99c126590fa,span_extraction_lane_001,116,Helotes,TX,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"Certification Pay Schedule (amendments to FYE 2022 Municipal Budget) — Ordinance No. 22-____ (Attachment A / Ordinance & Certification Pay Schedule, Exhibit A)",https://helotes-tx.gov/wp-content/uploads/2022/02/11-Certification-Pay-Budget.pdf,https://helotes-tx.gov/wp-content/uploads/2022/02/11-Certification-Pay-Budget.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-3b610a68e6a47bf74830.txt,da91d7e21d44c964e41e0e712cdd242f4fa792b1bb8650d93d6ebd36515d14e3,source_navigation_reference,,,,"Attachment A - Exhibit A

Certification Pay Schedule per Employee
","The passage points to another pay schedule, appendix, exhibit, or source location.",,AND HOLIDAY SCHEDULE,4588,4654,132,38,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:13Z,bounded_deterministic_rule_match_R001,R001,b1d480cd4d3d0af1c237b55d4837f64037140b67b18ee6e62d106e5c9e4ad559
B4X2500SPAN-20260730-955a1296416df8348b05d225,B4X2500LIVE-20260729-005811,B4X2500TXT-20260730-597823529e110ddc8c98,B4X2500SRD-20260730-ca59c43b681a8ecea943,B4X2500LIVE-20260729-005811,B4X2500-20260729-05823,B4X2500V-20260730-02547,B4X2500RDY-20260730-934c4e9a15edef5ac5e1,B4X2500SRD-20260730-ca59c43b681a8ecea943,B4X2500SPQ-20260730-5703ccb1f2567378b977,span_extraction_lane_001,123,Sugarcreek,OH,Midwest,cba,high_priority_verification_ready,cba_hint,,pdf,2020-2023 CBA Between Sugarcreek Township and Sugarcreek Township Police Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0024.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-597823529e110ddc8c98.txt,d6c4c3f5542c35a6ddf0320f485df85d6701253f29975705e4450bdcf4e1a115,source_navigation_reference,,,,"APPENDIX A WAGE CHART ....................................................................................................35
","The passage points to another pay schedule, appendix, exhibit, or source location.",,ARTICLE 41 SHIFT SELECTION ……………………………………………………………...32,5406,5531,114,55,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:14Z,bounded_deterministic_rule_match_R001,R001,9c0896f4337111f574d56ece4b39df48fedfd7941884dfa1bdbee4e9550a9d2c
B4X2500SPAN-20260730-c92ad6cc59f9020321a523b3,B4X2500LIVE-20260729-005371,B4X2500TXT-20260730-aca77e3281355263d037,B4X2500SRD-20260730-f772ced652e5399ae310,B4X2500LIVE-20260729-005371,B4X2500-20260729-05353,B4X2500V-20260730-04862,B4X2500RDY-20260730-990ac93eb08580015afd,B4X2500SRD-20260730-f772ced652e5399ae310,B4X2500SPQ-20260730-767679b9ca5afc4d9a7c,span_extraction_lane_001,145,Chesaning,MI,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,,pdf,Village Council Packet (04-04-2023),https://cms8.revize.com/revize/chesaning/Document%20Center/Village%20Council/Packets/2023/04-04-2023%20Council%20Packet.pdf,https://cms8.revize.com/revize/chesaning/Document%20Center/Village%20Council/Packets/2023/04-04-2023%20Council%20Packet.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-aca77e3281355263d037.txt,10d6ad7f259a2ffa73330f620dc7d470dd4d54cb8fb0dbc318c163f2aed5128a,source_navigation_reference,,,,"set forth in Appendix A to 2 C.F.R. Part 25 is hereby incorporated by reference.

Reporting Subaward and Executive Compensation Information, 2 C.F.R.","The passage points to another pay schedule, appendix, exhibit, or source location.",,,76604,76753,1511,343,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:14Z,bounded_deterministic_rule_match_R001,R001,7064afb9c7597eff6566dd1827f680faca1f9fef7ce6a28b9b8f2e8eed8c4247
B4X2500SPAN-20260730-3a2b603e7c1070e7100976df,B4X2500LIVE-20260729-004064,B4X2500TXT-20260730-b7fbe9ed9b36d7eb88ab,B4X2500SRD-20260730-4cb51eee31d76b980e6a,B4X2500LIVE-20260729-004064,B4X2500-20260729-03863,B4X2500V-20260730-04079,B4X2500RDY-20260730-6f89cb838ccb47035a71,B4X2500SRD-20260730-4cb51eee31d76b980e6a,B4X2500SPQ-20260730-ea2c84d6f31d5ded8299,span_extraction_lane_001,161,Cranberry,PA,Northeast,factfinding_report,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,pdf,"Fact-Finding Report (PERA-F-25-119-W) — Cranberry Township & Utility Workers Union of America, AFL-CIO, Local 540",https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/fact-finding/2025/pera-f-25-119-w-cranberry-township.pdf,https://pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/fact-finding/2025/pera-f-25-119-w-cranberry-township.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-b7fbe9ed9b36d7eb88ab.txt,1233de4018bc0b71491599298cc52bae4b0b61422f65f00a33f9f8779d5d75fc,source_navigation_reference,,,," Article XX, Compensation & Appendix B – There will be a 4% base wage increase
effective January 1, 2025; a 3.5% base wage increase effective January 1, 2026;","The passage points to another pay schedule, appendix, exhibit, or source location.",,,6235,6393,138,37,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:14Z,bounded_deterministic_rule_match_R001,R001,014ce929b3ff32c84ce2012ba9d932dde7ada67e8c1484bded95e2f58ae2510f
