readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,span_queue_id,span_lane_id,span_lane_sequence,span_queue_locked_at
B4X2500RDY-20260730-00380a14822f7ced1aee,readiness_lane_001,349,pdf,pdf,B4X2500SRD-20260730-b72f085c773d612456d1,B4X2500V-20260730-00685,B4X2500LIVE-20260729-001978,B4X2500-20260729-01938,NC,South,Boiling Springs,"POSITION CLASSIFICATION & PAY PLAN (Annual Budget FY20/21) — includes Police Officer I/II, Police Sergeant/Investigator, Police Lieutenant, Police Chief",https://www.boilingspringsnc.gov/ArchiveCenter/ViewFile/Item/96,https://boilingspringsnc.gov/ArchiveCenter/ViewFile/Item/96,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-b72f085c773d612456d1.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-b72f085c773d612456d1.pdf,sha256:de97d85000153bec095703869503119a5557c16536dcfeb34946dd2e86931420,locally_available,local_only_not_replicated,local_research_workspace,782902,de97d85000153bec095703869503119a5557c16536dcfeb34946dd2e86931420,782902,de97d85000153bec095703869503119a5557c16536dcfeb34946dd2e86931420,integrity_pass,application/pdf,26,false,false,true,3,1161,387.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:12Z,false,false,B4X2500TXT-20260730-c6604e0f4f2a333d424d,text_extraction_lane_004,543,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-b72f085c773d612456d1.pdf,2026-07-30T16:27:46Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T17:00:06Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-c6604e0f4f2a333d424d.txt,0c3a3f2b21589871df0b6030803907bacdc912216455eac4b87e9c7d467dff58,42747,42705,7596,910,26,26,,1642.5,,false,,,false,false,false,false,B4X2500SPQ-20260730-1ad5d726dd8336a770dc,span_extraction_lane_004,1,2026-07-30T17:24:01Z
B4X2500RDY-20260730-18860d094c2164591032,readiness_lane_004,431,html,html,B4X2500SRD-20260730-bcc8b754a6e4b82b9805,B4X2500V-20260730-05590,B4X2500LIVE-20260729-002233,B4X2500-20260729-02242,TX,South,Lake Worth,"City of Lake Worth Employee Pay Scale — PAY PLAN C (Sworn Fire Employees) (Effective April 21, 2025)",https://citybudgets.tarrantcounty.com/flipbook/CityBudgets/2026/Lake%20Worth/files/basic-html/page75.html,https://citybudgets.tarrantcounty.com/flipbook/CityBudgets/2026/Lake%20Worth/files/basic-html/page75.html,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-bcc8b754a6e4b82b9805.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-bcc8b754a6e4b82b9805.html,sha256:941883576ee6f0934efb3c693a660d01f29a9ec544ab53400d899980c53f60ee,locally_available,local_only_not_replicated,local_research_workspace,11037,941883576ee6f0934efb3c693a660d01f29a9ec544ab53400d899980c53f60ee,11037,941883576ee6f0934efb3c693a660d01f29a9ec544ab53400d899980c53f60ee,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,950,18,1,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-07-30T14:52:14Z,false,false,B4X2500TXT-20260730-b3f9648ecb5450abc818,text_extraction_lane_002,517,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-bcc8b754a6e4b82b9805.html,2026-07-30T16:27:49Z,extracted_ok,stdlib_htmlparser_visible_text_cleanup,2026-07-30T16:44:05Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-b3f9648ecb5450abc818.txt,ed9ec5e85dbbd686e827ba28082488cde6066c88d953a97abd1ef4d24c6cd2b1,1303,1271,264,57,,,,,,false,,,false,false,false,false,B4X2500SPQ-20260730-2c7fe46dd444a6db7141,span_extraction_lane_004,2,2026-07-30T17:24:01Z
B4X2500RDY-20260730-0b08ce05c4350bd9a1a8,readiness_lane_001,472,pdf,pdf,B4X2500SRD-20260730-3e602814ac015cafaa0b,B4X2500V-20260730-05085,B4X2500LIVE-20260729-003210,B4X2500-20260729-03176,NE,Midwest,Benkelman,CITY OF BENKELMAN — CC-September-16-2024-Minutes,https://benkelmanusa.com/wp-content/uploads/CC-September-16-2024-Minutes.pdf,https://benkelmanusa.com/wp-content/uploads/CC-September-16-2024-Minutes.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-3e602814ac015cafaa0b.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-3e602814ac015cafaa0b.pdf,sha256:a5469aced428805458f7a68b652a6e1b19780739053bce5b81a869ded95349ec,locally_available,local_only_not_replicated,local_research_workspace,68620,a5469aced428805458f7a68b652a6e1b19780739053bce5b81a869ded95349ec,68620,a5469aced428805458f7a68b652a6e1b19780739053bce5b81a869ded95349ec,integrity_pass,application/pdf,3,false,false,true,3,6714,2238.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:15Z,false,false,B4X2500TXT-20260730-51c49cb3c7ed2b486770,text_extraction_lane_001,631,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-3e602814ac015cafaa0b.pdf,2026-07-30T16:27:46Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:07Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-51c49cb3c7ed2b486770.txt,fd2c79ec3940d34ee6c1879095a30c3615236f6e92ac3b06253b369f5120799f,8406,8396,1318,173,3,3,,2798.67,,false,,,false,false,false,false,B4X2500SPQ-20260730-627b379e4891c3c69bc0,span_extraction_lane_004,3,2026-07-30T17:24:01Z
B4X2500RDY-20260730-b3b8d6e1dfb516df706c,readiness_lane_001,637,pdf,pdf,B4X2500SRD-20260730-197c4328daa3b0595f7c,B4X2500V-20260730-00946,B4X2500LIVE-20260729-001493,B4X2500-20260729-01309,NY,Northeast,Lowville,"Board of Trustees Meeting Minutes (May 19, 2021) — 'collective bargaining contract' mentioned in executive session",https://villageoflowville.gov/wp-content/uploads/sites/25/2025/01/2021-05-19%20Board%20of%20Trustees%20Minutes.pdf,https://villageoflowville.gov/wp-content/uploads/sites/25/2025/01/2021-05-19%20Board%20of%20Trustees%20Minutes.pdf,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-197c4328daa3b0595f7c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-197c4328daa3b0595f7c.pdf,sha256:f7f483829dc55218b446e48c89bc69fd16d8a40a248ecd57a5b24d1a702eb966,locally_available,local_only_not_replicated,local_research_workspace,827151,f7f483829dc55218b446e48c89bc69fd16d8a40a248ecd57a5b24d1a702eb966,827151,f7f483829dc55218b446e48c89bc69fd16d8a40a248ecd57a5b24d1a702eb966,integrity_pass,application/pdf,6,false,false,true,3,4360,1453.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:18Z,false,false,B4X2500TXT-20260730-103dbc144b9eebd928a7,text_extraction_lane_001,223,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-197c4328daa3b0595f7c.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:48Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-103dbc144b9eebd928a7.txt,a8701c0bce25755219ff26615299ce47e0afe7cbc99ead076b7c4bd6c44b2143,10079,9925,1617,261,6,6,,1654.17,,false,,,false,false,false,false,B4X2500SPQ-20260730-fa9541a2ce7d1c78c7b1,span_extraction_lane_004,4,2026-07-30T17:24:01Z
B4X2500RDY-20260730-8a2c5d1ee1217a62ff67,readiness_lane_003,669,pdf,pdf,B4X2500SRD-20260730-81169571107b68e296fd,B4X2500V-20260730-00330,B4X2500LIVE-20260729-002804,B4X2500-20260729-02760,KS,Midwest,Burden,"Burden City Council Meeting Minutes January 26, 2026",https://burdenks.gov/documents/676/City_Council_Meeting_Minutes_01-26-2026.pdf,https://burdenks.gov/documents/676/City_Council_Meeting_Minutes_01-26-2026.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-81169571107b68e296fd.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-81169571107b68e296fd.pdf,sha256:14db434608b4b49d859f512d25878e7c63905da954f5a84580e184d0fbbec798,locally_available,local_only_not_replicated,local_research_workspace,133069,14db434608b4b49d859f512d25878e7c63905da954f5a84580e184d0fbbec798,133069,14db434608b4b49d859f512d25878e7c63905da954f5a84580e184d0fbbec798,integrity_pass,application/pdf,5,false,false,true,3,6606,2202.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:19Z,false,false,B4X2500TXT-20260730-775cc30a5ab03b0b3af8,text_extraction_lane_002,409,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-81169571107b68e296fd.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:44:00Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-775cc30a5ab03b0b3af8.txt,84da493c62743c15f17a54b48e1323a490bcdd4845e3348509145161fa62fbac,12976,12941,2151,229,5,5,,2588.2,,false,,,false,false,false,false,B4X2500SPQ-20260730-123370e1465f7cf5521f,span_extraction_lane_004,5,2026-07-30T17:24:01Z
B4X2500RDY-20260730-58c19fb2a8909c5b3059,readiness_lane_003,783,pdf,pdf,B4X2500SRD-20260730-fb757907950f76854f75,B4X2500V-20260730-03575,B4X2500LIVE-20260729-001984,B4X2500-20260729-01945,NC,South,Coats,"Budget Ordinance for the Town of Coats, North Carolina — Fiscal Year 2025-2026 (includes Position Classification Plan; Rate and Fee Schedule)",https://www.coatsnc.org/FY26%20Adopted%20Budget.pdf?t=202512100916420,https://coatsnc.org/FY26%20Adopted%20Budget.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-fb757907950f76854f75.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-fb757907950f76854f75.pdf,sha256:20f2e81dace0f54814ecdf66051302f798fbb66504c6b605d6104e9b57a1b81a,locally_available,local_only_not_replicated,local_research_workspace,283863,20f2e81dace0f54814ecdf66051302f798fbb66504c6b605d6104e9b57a1b81a,283863,20f2e81dace0f54814ecdf66051302f798fbb66504c6b605d6104e9b57a1b81a,integrity_pass,application/pdf,8,false,false,true,3,3700,1233.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:22Z,false,false,B4X2500TXT-20260730-dd4405919fd50ebed49d,text_extraction_lane_003,268,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-fb757907950f76854f75.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:51:52Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-dd4405919fd50ebed49d.txt,a16afec3cfbe67262a647916456e59f7395f3249fb06a82d824f509c1e27ecbe,9748,9748,1612,352,8,8,,1218.5,,false,,,false,false,false,false,B4X2500SPQ-20260730-146c01171f18d1e0984a,span_extraction_lane_004,6,2026-07-30T17:24:01Z
B4X2500RDY-20260730-8b72da442d44f1985cca,readiness_lane_001,517,pdf,pdf,B4X2500SRD-20260730-a19fe619576755649488,B4X2500V-20260730-01704,B4X2500LIVE-20260729-000234,B4X2500-20260729-00165,IL,Midwest,Wheatland,Resolution #16-04-R — Compensation for Elected Officials (term commencement 2017; later effective dates for specific offices),https://wheatlandtownship.com/wp-content/uploads/2020/07/Resolution_16-04-R_Compensation_for_Elected_Officials_2017-_Signed__Sealed.pdf,https://wheatlandtownship.com/wp-content/uploads/2020/07/Resolution_16-04-R_Compensation_for_Elected_Officials_2017-_Signed__Sealed.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-a19fe619576755649488.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-a19fe619576755649488.pdf,sha256:457612209594b93d0f1c6d8690e9c07a472bb0117f0cc65836d611d4909c7401,locally_available,local_only_not_replicated,local_research_workspace,132561,457612209594b93d0f1c6d8690e9c07a472bb0117f0cc65836d611d4909c7401,132561,457612209594b93d0f1c6d8690e9c07a472bb0117f0cc65836d611d4909c7401,integrity_pass,application/pdf,3,false,false,true,3,3352,1117.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:15Z,false,false,B4X2500TXT-20260730-e6e83f426f3178310e6c,text_extraction_lane_004,502,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-a19fe619576755649488.pdf,2026-07-30T16:27:46Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T17:00:04Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-e6e83f426f3178310e6c.txt,7de3cadd5cfb54865f7b3db7a69c60d11a9f5882deb0a77d01cab515de8e72cd,4811,4811,956,129,3,3,,1603.67,,false,,,false,false,false,false,B4X2500SPQ-20260730-9851eafc6e3228992006,span_extraction_lane_004,7,2026-07-30T17:24:01Z
B4X2500RDY-20260730-0121866fa2b0772fdfd8,readiness_lane_002,175,pdf,pdf,B4X2500SRD-20260730-e18ee9fb4e438c6b5170,B4X2500V-20260730-00193,B4X2500LIVE-20260729-000125,B4X2500-20260729-00109,IL,Midwest,Flossmoor,Village of Flossmoor and FOP Interest Arbitration Award (S-MA-17-193),https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-17-193arbaward.pdf,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-17-193arbaward.pdf,arbitration_award,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-e18ee9fb4e438c6b5170.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-e18ee9fb4e438c6b5170.pdf,sha256:2aeec04e18289feb9ea75dc551754c4c5d97ac4b1c0c7dc2bee87b57d22e99ea,locally_available,local_only_not_replicated,local_research_workspace,817731,2aeec04e18289feb9ea75dc551754c4c5d97ac4b1c0c7dc2bee87b57d22e99ea,817731,2aeec04e18289feb9ea75dc551754c4c5d97ac4b1c0c7dc2bee87b57d22e99ea,integrity_pass,application/pdf,50,false,false,true,3,2629,876.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:09Z,false,false,B4X2500TXT-20260730-da0587e47e5c1472c922,text_extraction_lane_004,322,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-e18ee9fb4e438c6b5170.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:54Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-da0587e47e5c1472c922.txt,8951cf9e851c3aa176ef8d0fea5eaac5f367a388bb89c80543ac35967b637387,95597,94675,16330,2081,50,50,,1893.5,,false,,,false,false,false,false,B4X2500SPQ-20260730-1eba34a12b0463090baf,span_extraction_lane_004,8,2026-07-30T17:24:01Z
B4X2500RDY-20260730-1abbc2f524b7bbb3e544,readiness_lane_003,84,pdf,pdf,B4X2500SRD-20260730-854ba587677b03ae1942,B4X2500V-20260730-03848,B4X2500LIVE-20260729-006509,B4X2500-20260729-06344,NY,Northeast,Yorktown,Town of Yorktown and Yorktown Police Benevolent Association (PBA) — interest arbitration/award materials (PDF includes wage scale and letter of agreement extending agreement period),https://ecommons.cornell.edu/bitstreams/7824cb2d-39fe-4188-8a09-901f5021cef2/download,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/27/60/06/27600647796768798147136225997993390777,arbitration_award,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-854ba587677b03ae1942.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-854ba587677b03ae1942.pdf,sha256:3bb054be116464d822e03ab0d78a0b843f328a3cb4fada330fb4d4ad4afcd224,locally_available,local_only_not_replicated,local_research_workspace,1103103,3bb054be116464d822e03ab0d78a0b843f328a3cb4fada330fb4d4ad4afcd224,1103103,3bb054be116464d822e03ab0d78a0b843f328a3cb4fada330fb4d4ad4afcd224,integrity_pass,application/pdf,31,false,false,true,3,1502,500.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:07Z,false,false,B4X2500TXT-20260730-593563d29e255f83518b,text_extraction_lane_001,439,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-854ba587677b03ae1942.pdf,2026-07-30T16:27:48Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:58Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-593563d29e255f83518b.txt,f6945d495961c88d3a1921ac9db640591e5526e04de3115259040d3d0758bc0a,43068,43066,7411,1151,31,31,,1389.23,,false,,,false,false,false,false,B4X2500SPQ-20260730-3125fdf77ea37b840c37,span_extraction_lane_004,9,2026-07-30T17:24:01Z
B4X2500RDY-20260730-11516b6b54751a4163a7,readiness_lane_003,880,pdf,pdf,B4X2500SRD-20260730-ddd515db1e53ecc339d2,B4X2500V-20260730-01631,B4X2500LIVE-20260729-005119,B4X2500-20260729-05134,IL,Midwest,New Lenox,"Minutes of the Regular Meeting (May 19, 2025) — Resolution authorizing an agreement with International Union of Operating Engineers, Local 150 (Public Works employees) for a 4-year agreement",https://www.newlenox.net/AgendaCenter/ViewFile/Minutes/_05192025-543,https://newlenox.net/AgendaCenter/ViewFile/Minutes/_05192025-543,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ddd515db1e53ecc339d2.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ddd515db1e53ecc339d2.pdf,sha256:902bc4aa07151003c19a776fff9e265ffe64789906eb0e6def38f2839ef9a1cb,locally_available,local_only_not_replicated,local_research_workspace,230049,902bc4aa07151003c19a776fff9e265ffe64789906eb0e6def38f2839ef9a1cb,230049,902bc4aa07151003c19a776fff9e265ffe64789906eb0e6def38f2839ef9a1cb,integrity_pass,application/pdf,14,false,false,true,3,4873,1624.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:24Z,false,false,B4X2500TXT-20260730-ac992337c52bf73456e4,text_extraction_lane_004,142,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-ddd515db1e53ecc339d2.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:44Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-ac992337c52bf73456e4.txt,23a7e26997d998950cd6b6d0092449f990f3d983045d168f282fc0db7cbdcbc6,23753,23631,3943,661,14,14,,1687.93,,false,,,false,false,false,false,B4X2500SPQ-20260730-d3440a40e4422c27896e,span_extraction_lane_004,10,2026-07-30T17:24:01Z
