span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256
B4X2500SPAN-20260730-e6199c6cdb354542f6c232cb,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,qualitative_mechanism,,,council_or_board_approval,"hereby recommends to the City

Council that the Tax Increment

Financing District Number 1, City

of Canistota Tax Project Plan be

adopted and hereby submits its
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,,169286,169449,13739,6868,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,c969ce1e839242174a4d07e00cc4e015441d77f7f6bf8225855413b975575862
B4X2500SPAN-20260730-87ac81f97769d18fad1614aa,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,qualitative_mechanism,,,council_or_board_approval," The City Council of

the City of Canistota does hereby

adopt the Tax Incremental Plan
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,,184579,184667,14715,7356,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,b2684ba85324fd7d4585f208c0402be82fe20fa4f7d4adb3a46391bf1ed40299
B4X2500SPAN-20260730-fdc39b8a71ec28f8d62929db,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,qualitative_mechanism,,,staffing_shortage_or_operational_pressure,be presented at the next scheduled advisory board meeting in which a vacancy exists.,The passage describes a possible wage-setting or employment-rule mechanism for later review.,,§ 35.04 MEMBERSHIP.,114315,114399,2441,514,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M015,M015,dd5e56ea93d5df79b79dcff5a384b7e21672ab06c2ad30e241a19260eb2f69e5
B4X2500SPAN-20260730-532ba5849794e10b95bc0d0d,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,qualitative_mechanism,,,staffing_shortage_or_operational_pressure,"applications are presented than existing vacancies, the advisory board will conduct an open vote.",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,§ 35.04 MEMBERSHIP.,114408,114505,2442,514,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M015,M015,d592d4cc148466af91f78c3fb0c41997c819beaa8e5ac6f7d773eafae9b3e768
B4X2500SPAN-20260730-c0ba900ea4a5594d73aebcda,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,qualitative_mechanism,,,staffing_shortage_or_operational_pressure,"No applicant applying for a vacancy on an advisory board will serve in an official capacity until his or her
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,,114617,114726,2444,514,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M015,M015,0e7586953424e624778291a97dd141526e5bd83a37acc36923b6a205c0a07a54
B4X2500SPAN-20260730-ca370fa3e78ecd4ae54ab468,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,qualitative_mechanism,,,council_or_board_approval,"Governing Board.
c. All transfer between funds requires prior approved by the Governing Board in an amendment to the Budget
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,SECTION 13: BUDGET OFFICER AUTHORIZATION,135045,135169,2828,567,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,da39ceca62fbb77f43f71c8d44751525176db411516b1fe5cf2541af5aec10f9
B4X2500SPAN-20260730-7b4ab6b87c0f2e59ce19e12a,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,qualitative_mechanism,,,council_or_board_approval," Copies of this budget amendment shall be furnished to the Town Clerk, the Governing Board, the
Budget Officer, and the Finance Officer for their direction.
th
Adopted this 10 day of June, 2025 by an affirmative vote of _____ and a nay vote of _____.
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,Section 3.,143071,143322,3177,656,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,314c9c227aafbbf4b6c9c12dbe2b230ae7198e24eb2f7a5454ff049fa66fd9df
B4X2500SPAN-20260730-5b34161249dcca54e5bbeb3c,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,qualitative_mechanism,,,council_or_board_approval," Copies of this budget amendment shall be furnished to the Town Clerk, the Governing Board, the
Budget Officer, and the Finance Officer for their direction.
Adopted this 10th day of June, 2025 by an affirmative vote of _____ and a nay vote of _____.
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,Section 3.,144262,144512,3219,671,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,1edc3b8bcf64787feca00d21f4e4758d674fd72f7e2121dbfa3d167508261d52
B4X2500SPAN-20260730-b32dceedf24f32d2f5f36e7d,B4X2500LIVE-20260729-009267,B4X2500TXT-20260730-b04ed6ed079617a7264c,B4X2500SRD-20260730-51972c2956d739e99c83,B4X2500LIVE-20260729-009267,B4X2500-20260729-09154,B4X2500V-20260730-04433,B4X2500RDY-20260730-2e362c5790724ea14a01,B4X2500SRD-20260730-51972c2956d739e99c83,B4X2500SPQ-20260730-698e31bf73c3fa6a4f57,span_extraction_lane_001,5,Greenville,FL,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,,pdf,ORDINANCE NO. 2024-284 (signed) — Final Budget (includes Compensation Budget / salary schedule references),https://mygreenvillefl.com/wp-content/uploads/Ordinance-2024-284-signed.pdf,https://mygreenvillefl.com/wp-content/uploads/Ordinance-2024-284-signed.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b04ed6ed079617a7264c.txt,0f8004f47434841ec2f7fdc3f21df92ff1a3aace06d56ffb136357b139290fb7,qualitative_mechanism,,,council_or_board_approval,"AN ORDINANCE OF THE TOWN COUNCIL OF THE TOWN OF
GREENVILLE, FLORIDA; ADOPTING THE FINAL BUDGET FOR
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,ORDINANCE NO. 2024-284,24,123,3,2,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,20068ca984a5b01fb29e7a62cd7ad7b8e84a310bfab99af5e6bcec7329530942
B4X2500SPAN-20260730-cf1270e77144f6db8957fa88,B4X2500LIVE-20260729-009267,B4X2500TXT-20260730-b04ed6ed079617a7264c,B4X2500SRD-20260730-51972c2956d739e99c83,B4X2500LIVE-20260729-009267,B4X2500-20260729-09154,B4X2500V-20260730-04433,B4X2500RDY-20260730-2e362c5790724ea14a01,B4X2500SRD-20260730-51972c2956d739e99c83,B4X2500SPQ-20260730-698e31bf73c3fa6a4f57,span_extraction_lane_001,5,Greenville,FL,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,,pdf,ORDINANCE NO. 2024-284 (signed) — Final Budget (includes Compensation Budget / salary schedule references),https://mygreenvillefl.com/wp-content/uploads/Ordinance-2024-284-signed.pdf,https://mygreenvillefl.com/wp-content/uploads/Ordinance-2024-284-signed.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b04ed6ed079617a7264c.txt,0f8004f47434841ec2f7fdc3f21df92ff1a3aace06d56ffb136357b139290fb7,qualitative_mechanism,,,council_or_board_approval,"J_ASSED AND ADOPTED by the Town Council of the Town of Greenville, Florida, this
Z) day of 7c:-Fc-MC>c;:-iL- 2024.
APPROVED:
",The passage describes a possible wage-setting or employment-rule mechanism for later review.,,,1884,2009,48,15,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_M013,M013,1250dbe7a302d6654df2c862eb025a3ac07a029ee034a1b79629195488e08d9f
