readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag,span_queue_id,span_lane_id,span_lane_sequence,span_queue_locked_at
B4X2500RDY-20260730-0d4dafff8ff019e34895,readiness_lane_004,247,pdf,pdf,B4X2500SRD-20260730-5dc7c1c7d6ce36657717,B4X2500V-20260730-02438,B4X2500LIVE-20260729-003899,B4X2500-20260729-03765,NY,Northeast,Angola,"Collective Bargaining Agreement — Angola, Village of and Council 66, AFSCME, AFL-CIO, Village of Angola Department of Public Works Employees Local 1095-A (2005)",https://ecommons.cornell.edu/bitstreams/1666b8dc-7a68-461d-8925-793216ff9f40/download,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/70/80/00/70800033330719392228103528832104121952,cba,high_priority_verification_ready,cba_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-5dc7c1c7d6ce36657717.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-5dc7c1c7d6ce36657717.pdf,sha256:7086869149cee367f9f72a921e21bb8b554990a3147cce1023d48b7e4b745d64,locally_available,local_only_not_replicated,local_research_workspace,1348629,7086869149cee367f9f72a921e21bb8b554990a3147cce1023d48b7e4b745d64,1348629,7086869149cee367f9f72a921e21bb8b554990a3147cce1023d48b7e4b745d64,integrity_pass,application/pdf,56,false,false,true,3,1936,645.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:10Z,false,false,B4X2500TXT-20260730-112687299d31794e1c20,text_extraction_lane_003,514,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-5dc7c1c7d6ce36657717.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:52:03Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-112687299d31794e1c20.txt,097cc62d506ffb05424ce0786b9f8f967300cab4165e1c59f9852c5a74a2d814,66298,66296,11042,1692,56,56,,1183.86,,false,,,false,false,false,false,B4X2500SPQ-20260730-79fb20e7093c923aa2e0,span_extraction_lane_003,1,2026-07-30T17:24:01Z
B4X2500RDY-20260730-6c8dad502611635c7760,readiness_lane_004,425,pdf,pdf,B4X2500SRD-20260730-2b0e1f1fa859c8ab2014,B4X2500V-20260730-02181,B4X2500LIVE-20260729-001997,B4X2500-20260729-01955,NC,South,Fairview,Council Meeting Minutes 06_13_23,https://www.fairviewnc.gov/page/open/1307/48/Council_Meeting_Minutes_06_13_23.pdf,https://fairviewnc.gov/page/open/1307/48/Council_Meeting_Minutes_06_13_23.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-2b0e1f1fa859c8ab2014.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-2b0e1f1fa859c8ab2014.pdf,sha256:aaf1bc28db006aee60182f52168df68faceced3bc463a46a4e712d7a52644705,locally_available,local_only_not_replicated,local_research_workspace,137280,aaf1bc28db006aee60182f52168df68faceced3bc463a46a4e712d7a52644705,137280,aaf1bc28db006aee60182f52168df68faceced3bc463a46a4e712d7a52644705,integrity_pass,application/pdf,3,false,false,true,3,4252,1417.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:14Z,false,false,B4X2500TXT-20260730-b6d3db5b22206fd314dc,text_extraction_lane_001,241,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-2b0e1f1fa859c8ab2014.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:49Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b6d3db5b22206fd314dc.txt,83298a3f188eee9b398b03ffd008f8e2741e2286483470bc7cf3021d7721caeb,5380,5368,875,134,3,3,,1789.33,,false,,,false,false,false,false,B4X2500SPQ-20260730-e705abc4efddada3914d,span_extraction_lane_003,2,2026-07-30T17:24:01Z
B4X2500RDY-20260730-386626eb1eb64bf21872,readiness_lane_002,819,pdf,pdf,B4X2500SRD-20260730-11b8862cfea6e608437c,B4X2500V-20260730-01115,B4X2500LIVE-20260729-003342,B4X2500-20260729-03322,OH,Midwest,Springfield,Collective Bargaining Agreement / Memorandum of Understanding (Township) — Teamsters Local Union 377,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1388.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1388.pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-11b8862cfea6e608437c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-11b8862cfea6e608437c.pdf,sha256:af95d3d257be86c7074d46b4da367d6241d9a3f9e00e75d573eb781fb1a7542f,locally_available,local_only_not_replicated,local_research_workspace,3105584,af95d3d257be86c7074d46b4da367d6241d9a3f9e00e75d573eb781fb1a7542f,3105584,af95d3d257be86c7074d46b4da367d6241d9a3f9e00e75d573eb781fb1a7542f,integrity_pass,application/pdf,33,false,false,true,3,1245,415.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:24Z,false,false,B4X2500TXT-20260730-12a219916f0ff0355f07,text_extraction_lane_002,205,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-11b8862cfea6e608437c.pdf,2026-07-30T16:27:48Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:43:49Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-12a219916f0ff0355f07.txt,bf4ed1866fb367d92d705502b41685c440cf092c4330c62b2b3dcc207ec4cd3c,74383,74372,11461,1385,33,33,,2253.7,,false,,,false,false,false,false,B4X2500SPQ-20260730-cb2de7dadc36e486304a,span_extraction_lane_003,3,2026-07-30T17:24:01Z
B4X2500RDY-20260730-f46a468e2bb8337c2fae,readiness_lane_001,444,pdf,pdf,B4X2500SRD-20260730-f0c7628fe6328a3a9c06,B4X2500V-20260730-02624,B4X2500LIVE-20260729-004069,B4X2500-20260729-03868,PA,Northeast,Green Tree,"Ordinance #1896 (Council packet): Implementing and adopting terms/conditions/hourly rates & fringe benefits under CBA between Borough of Green Tree and General Teamsters, Chauffeurs, and Helpers Union No. 249 (PERA-R-91-54-W) for April 1, 2024 through March 31, 2028",https://cms2.revize.com/revize/greentree/Document%20Center/Agendas%20%26%20Minutes/Council/Agenda/040124A.pdf?t=202406271556170,https://cms2.revize.com/revize/greentree/Document%20Center/Agendas%20%26%20Minutes/Council/Agenda/040124A.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-f0c7628fe6328a3a9c06.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-f0c7628fe6328a3a9c06.pdf,sha256:26353194803bb40c9cd69395c0e98f6ac271c1b1159cac1b30af2b1bf18bfc25,locally_available,local_only_not_replicated,local_research_workspace,4923233,26353194803bb40c9cd69395c0e98f6ac271c1b1159cac1b30af2b1bf18bfc25,4923233,26353194803bb40c9cd69395c0e98f6ac271c1b1159cac1b30af2b1bf18bfc25,integrity_pass,application/pdf,66,false,false,true,3,2944,981.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:14Z,false,false,B4X2500TXT-20260730-6d651eff32c725b25071,text_extraction_lane_002,332,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-f0c7628fe6328a3a9c06.pdf,2026-07-30T16:27:46Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:43:56Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-6d651eff32c725b25071.txt,5dc1784e6b77f586a999a2b99bed979882bd39b5a404d81c38c9ca3a834ced16,116379,115893,19159,2887,66,66,,1755.95,,false,,,false,false,false,false,B4X2500SPQ-20260730-941135f092c84e4e3dff,span_extraction_lane_003,4,2026-07-30T17:24:01Z
B4X2500RDY-20260730-c0e58358b0d7d32e8199,readiness_lane_001,747,pdf,pdf,B4X2500SRD-20260730-c72866876f73e5b19800,B4X2500V-20260730-04838,B4X2500LIVE-20260729-003676,B4X2500-20260729-03633,ME,Northeast,Southwest Harbor,Notice of Agreement (Agreement on Appropriate Bargaining Unit): Southwest Harbor Police Unit,https://www.maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/Notice%20of%20Agreement%2C%20Southwest%20Harbor%20Police%20Unit.pdf,https://maine.gov/mlrb/sites/maine.gov.mlrb/files/inline-files/Notice%20of%20Agreement%2C%20Southwest%20Harbor%20Police%20Unit.pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-c72866876f73e5b19800.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-c72866876f73e5b19800.pdf,sha256:afb33b392654bcb921796767627c04a1f4e89c236fdcefe2ea1fc270c6107665,locally_available,local_only_not_replicated,local_research_workspace,11977,afb33b392654bcb921796767627c04a1f4e89c236fdcefe2ea1fc270c6107665,11977,afb33b392654bcb921796767627c04a1f4e89c236fdcefe2ea1fc270c6107665,integrity_pass,application/pdf,1,false,false,true,1,784,784.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:20Z,false,false,B4X2500TXT-20260730-3f8a474ed12b183eeaba,text_extraction_lane_004,107,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-c72866876f73e5b19800.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:59:42Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-3f8a474ed12b183eeaba.txt,851a70c50cfa5b39b873316c197873d6666d8377dad988711798ef6297ddd439,966,966,157,23,1,1,,966.0,,false,,,false,false,false,false,B4X2500SPQ-20260730-b4ac10d8ca9a7aec291f,span_extraction_lane_003,5,2026-07-30T17:24:01Z
B4X2500RDY-20260730-d558a1f44dbfc82d9183,readiness_lane_002,479,pdf,pdf,B4X2500SRD-20260730-759b7221fa0df8f90351,B4X2500V-20260730-04143,B4X2500LIVE-20260729-009756,B4X2500-20260729-09757,TX,South,Port Neches,2019-08-22 Minutes.pdf (Agenda Item 13: Approval of a Collective Bargaining Agreement with the Port Neches Police Association; term provided),https://cms8.revize.com/revize/portnechestx/2019-08-22%20Minutes.pdf,https://cms8.revize.com/revize/portnechestx/2019-08-22%20Minutes.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-759b7221fa0df8f90351.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-759b7221fa0df8f90351.pdf,sha256:6100bd53360d1f96e220cf63cf94434f0a7a8c529a3877c8efceecadd9f422d1,locally_available,local_only_not_replicated,local_research_workspace,124807,6100bd53360d1f96e220cf63cf94434f0a7a8c529a3877c8efceecadd9f422d1,124807,6100bd53360d1f96e220cf63cf94434f0a7a8c529a3877c8efceecadd9f422d1,integrity_pass,application/pdf,6,false,false,true,3,6316,2105.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:16Z,false,false,B4X2500TXT-20260730-cff689c2bcc315324989,text_extraction_lane_001,622,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-759b7221fa0df8f90351.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:07Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-cff689c2bcc315324989.txt,ab5b905a6a85b9099cb942995d12e11477924ddfdd3f8c2e98f485eca99dee70,12858,12818,2105,263,6,6,,2136.33,,false,,,false,false,false,false,B4X2500SPQ-20260730-eda39851ebe1b3bb9fc5,span_extraction_lane_003,6,2026-07-30T17:24:01Z
B4X2500RDY-20260730-35d3eba6f40bf545ad47,readiness_lane_002,308,pdf,pdf,B4X2500SRD-20260730-776ecf40f83be89b26a3,B4X2500V-20260730-03564,B4X2500LIVE-20260729-005633,B4X2500-20260729-05574,MO,Midwest,Sunrise Beach,Resolution 2024-06: Payscale System for the Village of Sunrise Beach Police Department (Exhibit A: Police Department Payscale System),https://www.sunrisebeachmo.gov/media/181,https://sunrisebeachmo.gov/media/181,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-776ecf40f83be89b26a3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-776ecf40f83be89b26a3.pdf,sha256:8e488807254df2975f1b3025852ef9ad2d05e4087caab8e41a998252711d0633,locally_available,local_only_not_replicated,local_research_workspace,3723270,8e488807254df2975f1b3025852ef9ad2d05e4087caab8e41a998252711d0633,3723270,8e488807254df2975f1b3025852ef9ad2d05e4087caab8e41a998252711d0633,integrity_pass,application/pdf,87,false,false,true,3,4125,1375.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:12Z,false,false,B4X2500TXT-20260730-fc9b3029631ce1f48da8,text_extraction_lane_001,271,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-776ecf40f83be89b26a3.pdf,2026-07-30T16:27:47Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:50Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-fc9b3029631ce1f48da8.txt,83aad8878d5a77b03d24c595c10a3b84ef0c74b916872468f31fec4ddea39732,174258,173552,28226,3454,87,87,,1994.85,,false,,,false,false,false,false,B4X2500SPQ-20260730-3eaa7babe135fda7cd94,span_extraction_lane_003,7,2026-07-30T17:24:01Z
B4X2500RDY-20260730-6602902c41650739bee0,readiness_lane_001,111,pdf,pdf,B4X2500SRD-20260730-eb0ae60af179dedacf2e,B4X2500V-20260730-02499,B4X2500LIVE-20260729-002089,B4X2500-20260729-02037,OK,South,Comanche,"CODE OF ORDINANCES 2026 (Adopted by Ordinance 588-26, January 13, 2026)",https://www.cityofcomanche.com/documents/187/2026_UPDATED_COPY_OF_ORDINANCE_BOOK.pdf,https://cityofcomanche.com/documents/187/2026_UPDATED_COPY_OF_ORDINANCE_BOOK.pdf,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint;non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-eb0ae60af179dedacf2e.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-eb0ae60af179dedacf2e.pdf,sha256:ebcf3d07b40bf7b712d505885c5c155e94a7c414cbdcd578ec732b5e392d53b5,locally_available,local_only_not_replicated,local_research_workspace,3285896,ebcf3d07b40bf7b712d505885c5c155e94a7c414cbdcd578ec732b5e392d53b5,3285896,ebcf3d07b40bf7b712d505885c5c155e94a7c414cbdcd578ec732b5e392d53b5,integrity_pass,application/pdf,480,false,false,true,3,2533,844.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:07Z,false,false,B4X2500TXT-20260730-ea8b25f0b63bb0793bb8,text_extraction_lane_003,77,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-eb0ae60af179dedacf2e.pdf,2026-07-30T16:27:46Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:51:42Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-ea8b25f0b63bb0793bb8.txt,917a68245dc250c5dfcc0346f0c84ffa65ee50309999bfab08c0a0a0441bf729,1154352,1152402,192675,20863,480,480,,2400.84,,false,,,false,false,false,false,B4X2500SPQ-20260730-f882e4ecfdc3700cc138,span_extraction_lane_003,8,2026-07-30T17:24:01Z
B4X2500RDY-20260730-faf9b85213b172f21ee8,readiness_lane_002,747,pdf,pdf,B4X2500SRD-20260730-162b00bbfa63f9ceab30,B4X2500V-20260730-04600,B4X2500LIVE-20260729-005080,B4X2500-20260729-05109,IL,Midwest,Germantown Hills,Personnel Total Compensation Package for FY 24-25 (Based on 2080 Hours),https://germantownhillsillinois.org/wp-content/uploads/2024/10/Public-Act-97-0609-FY-24-25.pdf,https://germantownhillsillinois.org/wp-content/uploads/2024/10/Public-Act-97-0609-FY-24-25.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-162b00bbfa63f9ceab30.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-162b00bbfa63f9ceab30.pdf,sha256:99ed93908de8198e031077865592687864892412c5a0b479d11af95e6f5f0df0,locally_available,local_only_not_replicated,local_research_workspace,125246,99ed93908de8198e031077865592687864892412c5a0b479d11af95e6f5f0df0,125246,99ed93908de8198e031077865592687864892412c5a0b479d11af95e6f5f0df0,integrity_pass,application/pdf,1,false,false,true,1,964,964.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:23Z,false,false,B4X2500TXT-20260730-7f16b63d49d73430bfbc,text_extraction_lane_003,5,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-162b00bbfa63f9ceab30.pdf,2026-07-30T16:27:48Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:51:38Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-7f16b63d49d73430bfbc.txt,4cf6eb05064e37d3cd29849233cb66b97003e54a0ff3fdcd8f76440d54108dc2,1211,1211,210,31,1,1,,1211.0,,false,,,false,false,false,false,B4X2500SPQ-20260730-01d04c6380fb6b51caf9,span_extraction_lane_003,9,2026-07-30T17:24:01Z
B4X2500RDY-20260730-0ad7270f0ea4dae8a191,readiness_lane_004,563,pdf,pdf,B4X2500SRD-20260730-096b44c0046c890a6bef,B4X2500V-20260730-04051,B4X2500LIVE-20260729-001579,B4X2500-20260729-01372,PA,Northeast,Jessup,"RESOLUTION # 17 OF 2024 approving a Collective Bargaining Agreement with Teamsters Local Union No. 229 (Agenda packet: Oct. 2, 2024)",https://www.jessupborough.com/app/download/769715028/Agenda-10.02.2024.pdf,https://jessupborough.com/app/download/769715028/Agenda-10.02.2024.pdf,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-096b44c0046c890a6bef.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-096b44c0046c890a6bef.pdf,sha256:d1ee8a80ae320de778b4a4cb4db0732d886dd559265edc76fd5c7406e4173114,locally_available,local_only_not_replicated,local_research_workspace,2777263,d1ee8a80ae320de778b4a4cb4db0732d886dd559265edc76fd5c7406e4173114,2777263,d1ee8a80ae320de778b4a4cb4db0732d886dd559265edc76fd5c7406e4173114,integrity_pass,application/pdf,26,false,false,true,3,3086,1028.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:17Z,false,false,B4X2500TXT-20260730-f9beb15dc6d88884ffcf,text_extraction_lane_003,177,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-096b44c0046c890a6bef.pdf,2026-07-30T16:27:49Z,extracted_ok,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:51:47Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-f9beb15dc6d88884ffcf.txt,17d6c248b04b268b4ad192f1bf5895ee6119b4d40fe8aba485893648373436bf,32396,32278,5123,877,26,26,,1241.46,,false,,,false,false,false,false,B4X2500SPQ-20260730-d607266569e54d87927e,span_extraction_lane_003,10,2026-07-30T17:24:01Z
