span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256
B4X2500SPAN-20260730-7011db2a7ed279d0d5055efb,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"CITY CLERK salary of $21,692.00 per year based on a minimum 37.5 hour work week and additional time which may be required by the Mayor or the Board of Aldermen with no overtime, plus $50.00 for each council meeting and KCDI meeting attended.
",The passage references a non-base compensation component for later review.,,CITY ASSISTANT,2502,2744,62,15,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N005,N005,fe2884a276c22e123610f0cd030bb820942afde770f47a76d20f63974316641b
B4X2500SPAN-20260730-61e40b2a8c1683fbb44da4b0,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"Board of Aldermen with no overtime, plus $50.00 for each council meeting and KCDI meeting attended.
",The passage references a non-base compensation component for later review.,,CITY ASSISTANT,3329,3429,66,16,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N005,N005,890d4ddde758b4b4014b58219c5ff59706ed3137627322004cd788cc65ba181d
B4X2500SPAN-20260730-cae6582ec186e3a12af9c229,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,," in addition to the compensation set out herein the part time Police Officers are further authorized additional compensation for uniform allowance to be fixed by the Police Board and Chief of Police.
",The passage references a non-base compensation component for later review.,,,4525,4725,74,16,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N006,N006,4ffe58c07e93bc1b1b134f3e3cce623a25810d017c74ce32e64e5d2c12b34c1d
B4X2500SPAN-20260730-ea73697cdf19647151a68858,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"In addition to the compensation set out herein the Chief of Police, Chief Deputy Police Chief and the full time Police Officer are further authorized vacation time, 4 hours per month sick leave, 457 retirement plan, medical and dental insurance coverage and uniform allowance.
",The passage references a non-base compensation component for later review.,,,4725,5002,75,16,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N006,N006,021de8cbf718940711569c47404044f6e251f997ddab20362a2e4af5081a6355
B4X2500SPAN-20260730-844231894ab7955063d18e9b,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,," The Mayor and Board of Alderman may authorize additional compensation in the form of overtime payments, vacation time, sick leave, 457 retirement plan, medical and dental insurance coverage for only employees of the City and not Officers of the City, which have not been specifically set out herein, from time to time.
",The passage references a non-base compensation component for later review.,,SECTION 2.,5012,5332,76,16,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N005,N005,b7adfc0c1eca3761f5ca367299f5181a3f11a0a3829c88a31bbe63ecfa0f9703
B4X2500SPAN-20260730-81ca4243914840e302fbf8ee,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"with an $80 a-day allowance while attending
",The passage references a non-base compensation component for later review.,,,54432,54476,2881,1439,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N006,N006,3cbf86cfac28e9d8afe707e7861402dd482a8199c78c30d2878f1a822fff9dc9
B4X2500SPAN-20260730-6b7728f293ee7341eb0bb632,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"Stipend, 30.00;",The passage references a non-base compensation component for later review.,,P:10,218745,218760,17101,8549,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N006,N006,4d2a66513a659251b883e4f1fdaca0c7a38b0ef6d989c7a7b223df54caebdc16
B4X2500SPAN-20260730-4dcd104726db9ebafc8f3486,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"Durfee, Umpire Stipend, 300.00;
",The passage references a non-base compensation component for later review.,,,219150,219182,17127,8562,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N006,N006,7dc673b40fe4ed24a06d1e6f9938c8c19483e3911f3491bdc287f397600dbebf
B4X2500SPAN-20260730-7c64dd00831d7ba547c03148,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,non_base_compensation,non_base_compensation_signal,stipend_or_allowance,,"10-510-2415 CAP RESERVE: SEPARATION ALLOWANCE 5,000.00
",The passage references a non-base compensation component for later review.,,CODE DEPARTMENT ITEM APPROPRIATIONS,132714,132769,2780,559,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N006,N006,17d415118713ec36b10cab33dab666dd900b94fa22da0b8923c5ce6b3e06b1ee
B4X2500SPAN-20260730-c948b99470831b7dcd6b1d87,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,non_base_compensation,non_base_compensation_signal,overtime_or_premium_reference,,"10 - 530 - 0230 Fire: Salaries Overtime $ 7,366
",The passage references a non-base compensation component for later review.,,Section 1. To amend the expenses for the General Fund as follows:,150940,150988,3434,745,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_N005,N005,09abb0c3a3f449b58d0de6d21a101419af251e75299292f0dd2f63a04690bbcb
