span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256
B4X2500SPAN-20260730-dabf99bdb4c96f792b53cc34,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,A 2.5% COLA for all employees shall begin on the first full pay period in the new fiscal year.,The passage combines a raw compensation term with possible wage-setting context for later review.,,SECTION 12: CLASSIFICATION AND PAY PLAN,134306,134400,2818,566,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q010,Q010,234889e78bc4bf871126d765f4038b17eb19de205b325e31940c02efef32da1c
B4X2500SPAN-20260730-c82fd1942425405f35e97de0,B4X2500LIVE-20260729-008962,B4X2500TXT-20260730-c1dc04598e53bc53e5d2,B4X2500SRD-20260730-0b8eb5f919b430297d78,B4X2500LIVE-20260729-008962,B4X2500-20260729-08804,B4X2500V-20260730-00985,B4X2500RDY-20260730-e3c8441e3b96c0a1afae,B4X2500SRD-20260730-0b8eb5f919b430297d78,B4X2500SPQ-20260730-cef2f40c65b9e3d20a0e,span_extraction_lane_001,19,Malta,NY,Northeast,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Schedule of 2026 Salaries (Town-wide wage/salary structure for non-union and personnel grades),https://www.townofmaltany.gov/Archive/ViewFile/Item/2831,https://townofmaltany.gov/Archive/ViewFile/Item/2831,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-c1dc04598e53bc53e5d2.txt,f61c5ef92db6e625938577fa4185a7d3179917fcb361d95557682ed0e87c769e,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"Revised 10/20/21 (Assumes COLA @ 0.0500%)
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,204619,204661,5114,793,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,0c46c406caa1cfa388d7a95dfec44b2d38fac83c9a41ea078878fb6b9ee49ea6
B4X2500SPAN-20260730-2e0b367921e2cb43c7bbd7e4,B4X2500LIVE-20260729-008962,B4X2500TXT-20260730-c1dc04598e53bc53e5d2,B4X2500SRD-20260730-0b8eb5f919b430297d78,B4X2500LIVE-20260729-008962,B4X2500-20260729-08804,B4X2500V-20260730-00985,B4X2500RDY-20260730-e3c8441e3b96c0a1afae,B4X2500SRD-20260730-0b8eb5f919b430297d78,B4X2500SPQ-20260730-cef2f40c65b9e3d20a0e,span_extraction_lane_001,19,Malta,NY,Northeast,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Schedule of 2026 Salaries (Town-wide wage/salary structure for non-union and personnel grades),https://www.townofmaltany.gov/Archive/ViewFile/Item/2831,https://townofmaltany.gov/Archive/ViewFile/Item/2831,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-c1dc04598e53bc53e5d2.txt,f61c5ef92db6e625938577fa4185a7d3179917fcb361d95557682ed0e87c769e,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"Revised 9/13/22 (Assumes COLA @ 0.0700%)
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,204661,204702,5115,793,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,b18f0a69f1657463221e5c7159746c277c307b6afbaad9e9c057ca972ee03ad6
B4X2500SPAN-20260730-765ed68dcce80b4b1da2efd2,B4X2500LIVE-20260729-008962,B4X2500TXT-20260730-c1dc04598e53bc53e5d2,B4X2500SRD-20260730-0b8eb5f919b430297d78,B4X2500LIVE-20260729-008962,B4X2500-20260729-08804,B4X2500V-20260730-00985,B4X2500RDY-20260730-e3c8441e3b96c0a1afae,B4X2500SRD-20260730-0b8eb5f919b430297d78,B4X2500SPQ-20260730-cef2f40c65b9e3d20a0e,span_extraction_lane_001,19,Malta,NY,Northeast,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Schedule of 2026 Salaries (Town-wide wage/salary structure for non-union and personnel grades),https://www.townofmaltany.gov/Archive/ViewFile/Item/2831,https://townofmaltany.gov/Archive/ViewFile/Item/2831,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-c1dc04598e53bc53e5d2.txt,f61c5ef92db6e625938577fa4185a7d3179917fcb361d95557682ed0e87c769e,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"Revised 8/3/23 (Assumes COLA @3%) + 2% Salary ADJ
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,204702,204752,5116,793,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,44dc1ec83b9c03894653b56e0808392d9251e0d2bbec7b17f2d55145889b3301
B4X2500SPAN-20260730-724ef05fd6b1a433e2d39491,B4X2500LIVE-20260729-004927,B4X2500TXT-20260730-bdaea3e6a3efe35c72ec,B4X2500SRD-20260730-b3433cd4f08e9c788787,B4X2500LIVE-20260729-004927,B4X2500-20260729-04992,B4X2500V-20260730-02805,B4X2500RDY-20260730-97e00aa9d0f11dd62780,B4X2500SRD-20260730-b3433cd4f08e9c788787,B4X2500SPQ-20260730-a67e46195bc727520494,span_extraction_lane_001,22,Roy,WA,West,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,FY2025 Final Budget (Adopted 12/9/2024) — Wage Scale,https://cityofroywa.us/wp-content/uploads/2025/08/FY2025FINALBudgetAdopted12-9-24.pdf,https://cityofroywa.us/wp-content/uploads/2025/08/FY2025FINALBudgetAdopted12-9-24.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-bdaea3e6a3efe35c72ec.txt,8c378f3cd6f64c9938fd6b17d5a849e95ddfc798c6cbed3e508aec67d16a67fe,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"o Cost of living (COLA) adjustments: 0% for all positions.
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,14715,14774,311,93,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,ed09b6b86e514bec5a90dcc941b1a34a33f2011a93e0b6b95f5b092753932405
B4X2500SPAN-20260730-e1b7eb15a05346351b9dfee6,B4X2500LIVE-20260729-008850,B4X2500TXT-20260730-35097fafc2c4a25dae35,B4X2500SRD-20260730-6230f5c4c2bf8231a1e4,B4X2500LIVE-20260729-008850,B4X2500-20260729-08742,B4X2500V-20260730-00925,B4X2500RDY-20260730-167448f9bcb7b1bc06b9,B4X2500SRD-20260730-6230f5c4c2bf8231a1e4,B4X2500SPQ-20260730-61ff5dfe8a82c8f060ce,span_extraction_lane_001,31,Readington,NJ,Northeast,salary_ordinance,medium_priority_verification_ready,non_cba_or_other_hint,,pdf,"Readington Township Committee Meeting Minutes (Feb 18, 2025) — contains introduction of Ordinance #05-2025 salary ordinance and references public hearing date",https://readington.gov/government/agendas-minutes/documents/mayor-council-meeting/2025-mayor-council-meeting-documents/2025-minutes-mayor-council/414-02-18-2025-township-committee-meeting-minutes/file,https://readington.gov/government/agendas-minutes/documents/mayor-council-meeting/2025-mayor-council-meeting-documents/2025-minutes-mayor-council/414-02-18-2025-township-committee-meeting-minutes/file,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-35097fafc2c4a25dae35.txt,d0859d98c2a6e7b773661214cf2e3db6899575d81bfd75bb325ab7e542239f5f,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"to provide a Consumer Price Index (CPI) adjustment from time to time wherein the LOSAP contribution
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,22449,22549,594,196,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,9d7c0bc4d32d93d912d714bc080b509220af8520c605f3cc6b8139d28b652d30
B4X2500SPAN-20260730-0f0022892365e1e435493c25,B4X2500LIVE-20260729-008850,B4X2500TXT-20260730-35097fafc2c4a25dae35,B4X2500SRD-20260730-6230f5c4c2bf8231a1e4,B4X2500LIVE-20260729-008850,B4X2500-20260729-08742,B4X2500V-20260730-00925,B4X2500RDY-20260730-167448f9bcb7b1bc06b9,B4X2500SRD-20260730-6230f5c4c2bf8231a1e4,B4X2500SPQ-20260730-61ff5dfe8a82c8f060ce,span_extraction_lane_001,31,Readington,NJ,Northeast,salary_ordinance,medium_priority_verification_ready,non_cba_or_other_hint,,pdf,"Readington Township Committee Meeting Minutes (Feb 18, 2025) — contains introduction of Ordinance #05-2025 salary ordinance and references public hearing date",https://readington.gov/government/agendas-minutes/documents/mayor-council-meeting/2025-mayor-council-meeting-documents/2025-minutes-mayor-council/414-02-18-2025-township-committee-meeting-minutes/file,https://readington.gov/government/agendas-minutes/documents/mayor-council-meeting/2025-mayor-council-meeting-documents/2025-minutes-mayor-council/414-02-18-2025-township-committee-meeting-minutes/file,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-35097fafc2c4a25dae35.txt,d0859d98c2a6e7b773661214cf2e3db6899575d81bfd75bb325ab7e542239f5f,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"WHEREAS, the CPI adjusted contribution is $2,091 per person for 2024;",The passage combines a raw compensation term with possible wage-setting context for later review.,,,22664,22733,598,197,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,92c733098a9dbfd5f84c6cf2136d0689b5745d39a66a58b6780de9b6d7ddcaf2
B4X2500SPAN-20260730-e0e71d4d0ad843845c0ad760,B4X2500LIVE-20260729-005349,B4X2500TXT-20260730-b7ccb94aa6f3f48cdbaf,B4X2500SRD-20260730-680c842c7f808e29cc23,B4X2500LIVE-20260729-005349,B4X2500-20260729-05339,B4X2500V-20260730-00565,B4X2500RDY-20260730-283fcc9e89669b15f971,B4X2500SRD-20260730-680c842c7f808e29cc23,B4X2500SPQ-20260730-9d880d4155e6b3facb1d,span_extraction_lane_001,33,Belleville,MI,Midwest,factfinding_report,high_priority_verification_ready,non_cba_or_other_hint,,pdf,STATE OF MICHIGAN — Michigan Employment Relations Commission decision (Findings of Fact) involving City of Belleville and Police Officers Association of Michigan / Belleville Police Officers Association,https://www.michigan.gov/-/media/Project/Websites/leo/Documents/BER10/c09g115.pdf?rev=aaaee6b490774f01b626e90bff74709e,https://michigan.gov/-/media/Project/Websites/leo/Documents/BER10/c09g115.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-b7ccb94aa6f3f48cdbaf.txt,44d8f0a4165b9de0ad81da095df4e01c6b3baba47dd2be600403f1cf98e6a3a0,mixed_quantitative_qualitative,implementation_or_retroactivity_advantage,retroactive_payment,retroactivity_or_implementation_timing,"the document were a series of wage increases, including a $300.00 signing bonus, retroactive
pay, a health care reopener in 2009, the addition of “Good Friday” as a holiday for unit members
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,13054,13244,230,48,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q012,Q012,3d12cd7f97ac7f0d99667da7cd9b1a78c37f7c42da00036af94643d965be5bbf
B4X2500SPAN-20260730-f1a2c307c891c67378fec5c0,B4X2500LIVE-20260729-005349,B4X2500TXT-20260730-b7ccb94aa6f3f48cdbaf,B4X2500SRD-20260730-680c842c7f808e29cc23,B4X2500LIVE-20260729-005349,B4X2500-20260729-05339,B4X2500V-20260730-00565,B4X2500RDY-20260730-283fcc9e89669b15f971,B4X2500SRD-20260730-680c842c7f808e29cc23,B4X2500SPQ-20260730-9d880d4155e6b3facb1d,span_extraction_lane_001,33,Belleville,MI,Midwest,factfinding_report,high_priority_verification_ready,non_cba_or_other_hint,,pdf,STATE OF MICHIGAN — Michigan Employment Relations Commission decision (Findings of Fact) involving City of Belleville and Police Officers Association of Michigan / Belleville Police Officers Association,https://www.michigan.gov/-/media/Project/Websites/leo/Documents/BER10/c09g115.pdf?rev=aaaee6b490774f01b626e90bff74709e,https://michigan.gov/-/media/Project/Websites/leo/Documents/BER10/c09g115.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-b7ccb94aa6f3f48cdbaf.txt,44d8f0a4165b9de0ad81da095df4e01c6b3baba47dd2be600403f1cf98e6a3a0,mixed_quantitative_qualitative,implementation_or_retroactivity_advantage,retroactive_payment,retroactivity_or_implementation_timing,"bargaining unit members received checks for retroactive pay and a $300 signing bonus as
",The passage combines a raw compensation term with possible wage-setting context for later review.,,,14281,14369,246,50,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q012,Q012,171b12f394d2a38b96da1ade18211ca9a67a018fa02d3855d4702df777c25fdb
B4X2500SPAN-20260730-3cf5e28eab12817a7dc46cd3,B4X2500LIVE-20260729-008925,B4X2500TXT-20260730-00b3bd45e130215ff096,B4X2500SRD-20260730-91e2fb8c262b3d1f44bd,B4X2500LIVE-20260729-008925,B4X2500-20260729-08783,B4X2500V-20260730-05344,B4X2500RDY-20260730-f5e333a97738a334439b,B4X2500SRD-20260730-91e2fb8c262b3d1f44bd,B4X2500SPQ-20260730-4b126907a80eae3e9419,span_extraction_lane_001,44,Fallsburg,NY,Northeast,civil_service_or_hr_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,strike_or_no_strike_constraint,pdf,"Conciliation / Arbitration Award (Pursuant to Section 209 of the New York State Civil Service Law), Town of Fallsburg and Fallsburg Police Department, P.B.A. (Case No. CA-0134)",https://perb.ny.gov/town-fallsburg-and-fallsburg-police-department-police-benevolent-association,https://perb.ny.gov/system/files/documents/2024/03/ca-0134-award-9-20-77.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-00b3bd45e130215ff096.txt,680b979e75289af355fd39662827bdf51b6702b73cf0a519aee8569ec4b1bad8,mixed_quantitative_qualitative,automatic_raise_mechanism,COLA_or_CPI_adjustment,automatic_CPI_COLA_or_indexing,"the 1977 increase in the Consumer Price
Index above 4%;",The passage combines a raw compensation term with possible wage-setting context for later review.,,,2728,2783,124,50,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:11Z,bounded_deterministic_rule_match_Q010,Q010,5d73a0acf1d66ff09e80f8f3f9970808a6ea952c216b9888f9a8866641f59f96
