span_id,source_id,extraction_id,retained_source_id,candidate_id,scout_target_id,verification_row_id,readiness_id,source_review_download_id,span_queue_id,span_lane_id,span_lane_sequence,municipality,state,region,source_family,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_type,source_title,original_locator,final_locator,extracted_text_artifact_path,extracted_text_artifact_hash,evidence_category,mechanism_attributes,quant_span_types,qualitative_mechanism_span_types,exact_span_text,short_paraphrase,page_number,section_heading,character_start_offset,character_end_offset,line_offset,paragraph_offset,location_metadata_status,confidence_quality_flag,source_level_span_status,extraction_timestamp,reason_code,rule_ids,span_sha256
B4X2500SPAN-20260730-f5fe3268c566071b19401d62,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,quantitative_compensation,base_wage_direct_value,hourly_rate,,"Dog Catcher $6.65 per hour plus an extra $5.00 per animal capture
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,ANIMAL CONTROL,1271,1337,41,15,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q002,Q002,31e9ba42a80f108fa042aea7fb2692df3a7df744917638e8bfe461536fda7c0c
B4X2500SPAN-20260730-ed3bf63054e91784d6b502c4,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,quantitative_compensation,base_wage_direct_value,hourly_rate,,"Manager $3,800.00 per season Assistant Pool Manager $6.65 per hour WSI $6.65 per hour Certified Lifeguards $6.65 per hour
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,CITY POOL,1347,1469,43,15,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q002,Q002,dd34c1e55f8427776dbfdbcb8c456ddbd91cf6e6a3688e0fde50114ece5b501c
B4X2500SPAN-20260730-8c9899581ea897c0f71e3804,B4X2500LIVE-20260729-003122,B4X2500TXT-20260730-919746300775a0f0aaa8,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500LIVE-20260729-003122,B4X2500-20260729-03038,B4X2500V-20260730-00668,B4X2500RDY-20260730-628ee08fa933ef44c233,B4X2500SRD-20260730-a340a11b9a464c60167e,B4X2500SPQ-20260730-ea8a86af5414e4116315,span_extraction_lane_001,1,Kahoka,MO,Midwest,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,fiscal_constraint_signal,html,"Kahoka City Wage Ordinance (fiscal year beginning April 1, 2008; ending March 31, 2009)",https://www.kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance/,https://kahokamedia.com/2008/04/15/kahoka-city-wage-ordinance,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-919746300775a0f0aaa8.txt,c34cd455e0c37a029f81c259a2cbfbae11540f4b2e7add0bd8c6288752073397,quantitative_compensation,implementation_or_retroactivity_advantage,effective_date,," The City Clerk has tendered her resignation which has been accepted by the Board of Aldermen effective June 30, 2008 at which time the interim city clerk will assume the full duties of the City Clerk at the salary fixed for the interim city clerk.
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,CITY ASSISTANT,2932,3181,63,15,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q013,Q013,d354398453b312a4a64ab16596826b3e2c866de91e6bd042fd17f612a66379a1
B4X2500SPAN-20260730-2b0ed5edfaa7e0d0a6efd45a,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,quantitative_compensation,implementation_or_retroactivity_advantage,effective_date,,"of Jennifer Craig effective July 31,
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,196555,196592,15583,7790,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q013,Q013,57868b9b1fffbf1e20849e8cb0c815cc70f81c0703eb06ffe6d00b1fd0f53af2
B4X2500SPAN-20260730-7f61c134b1eb8036a6d217d8,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,quantitative_compensation,rank_or_specialization_premium,step_schedule,,"Grade A Excavation, Pay Request

#2 - $79,395.06 for work to date
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,222775,222841,17359,8678,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q006,Q006,6c6101de329f73cc2d95df43b5a5942c152bc31ae9590ad6642cc142f470ae0f
B4X2500SPAN-20260730-c0f5349d436ffc1a87cf3cc7,B4X2500LIVE-20260729-000880,B4X2500TXT-20260730-79365159daf076f30604,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500LIVE-20260729-000880,B4X2500-20260729-00855,B4X2500V-20260730-05528,B4X2500RDY-20260730-6c0f1bbaf23f6f58a262,B4X2500SRD-20260730-47a9e2eef9feabe2f9e4,B4X2500SPQ-20260730-5f855a7d4c8e43bf8b6a,span_extraction_lane_001,2,Farmer,SD,Midwest,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,html,PUBLIC NOTICE — TOWN OF FARMER — Minutes from August 2025 Meeting,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25/,https://fliphtml5.com/xbrzz/hkcg/Special_8.14.25,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-79365159daf076f30604.txt,1a1eb4391bc6bfb2754b05f1c767a5c734effe68f31ad3abf5e6d94831d671b6,quantitative_compensation,implementation_or_retroactivity_advantage,effective_date,,"Fire Department roster effective

7/21/2025.
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,227404,227449,17661,8829,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q013,Q013,7e95dfaaa54cd6b30aab5659f2bcd8fd57530af804a089fdca72ff08e656c561
B4X2500SPAN-20260730-0068a3752fa20b4d3edab807,B4X2500LIVE-20260729-009607,B4X2500TXT-20260730-f7acd5b14cfe57e8d23e,B4X2500SRD-20260730-50a6e08a17124b0be9c9,B4X2500LIVE-20260729-009607,B4X2500-20260729-09581,B4X2500V-20260730-02585,B4X2500RDY-20260730-6466471957afda287a6f,B4X2500SRD-20260730-50a6e08a17124b0be9c9,B4X2500SPQ-20260730-b5666182ba1cd64d0b55,span_extraction_lane_001,3,Pond Creek,OK,South,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Pond Creek City Council Regular Meeting Minutes (Pay rate for swimming pool manager/assistant manager/lifeguards; one-time pay adjustment),https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/67cf39095723fb38d3a89cf7/1741633801662/MEETING%2BMINUTES%2BGEN%2B2-13-25.pdf,https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/67cf39095723fb38d3a89cf7/1741633801662/MEETING%2BMINUTES%2BGEN%2B2-13-25.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-f7acd5b14cfe57e8d23e.txt,7e980af551c36ef8c8b16b673736954a76c11055c3caf6d6de0e47b247b62968,quantitative_compensation,base_wage_direct_value,hourly_rate,,"Swimming Pool Manager $10.00 per hour with a one-time pay adjustment of $500.00 on the first
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,2534,2627,40,8,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q002,Q002,54409ca483b4649d1c9c078875943bd4f8fcc375d6d6202e87f624d0981c784e
B4X2500SPAN-20260730-4a848eceb56b2652856bbcc2,B4X2500LIVE-20260729-009607,B4X2500TXT-20260730-f7acd5b14cfe57e8d23e,B4X2500SRD-20260730-50a6e08a17124b0be9c9,B4X2500LIVE-20260729-009607,B4X2500-20260729-09581,B4X2500V-20260730-02585,B4X2500RDY-20260730-6466471957afda287a6f,B4X2500SRD-20260730-50a6e08a17124b0be9c9,B4X2500SPQ-20260730-b5666182ba1cd64d0b55,span_extraction_lane_001,3,Pond Creek,OK,South,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Pond Creek City Council Regular Meeting Minutes (Pay rate for swimming pool manager/assistant manager/lifeguards; one-time pay adjustment),https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/67cf39095723fb38d3a89cf7/1741633801662/MEETING%2BMINUTES%2BGEN%2B2-13-25.pdf,https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/67cf39095723fb38d3a89cf7/1741633801662/MEETING%2BMINUTES%2BGEN%2B2-13-25.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-f7acd5b14cfe57e8d23e.txt,7e980af551c36ef8c8b16b673736954a76c11055c3caf6d6de0e47b247b62968,quantitative_compensation,base_wage_direct_value,hourly_rate,,"payroll of the season, the Assistant Manager $9.50 per hour, the 3rd year, working for the City of
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,2627,2726,41,8,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q002,Q002,28bb6895dafcb1b6e831d1e7628dca3d12c8d3f061811c595761caf173fe7336
B4X2500SPAN-20260730-5c69e1ce980209ee77c54a29,B4X2500LIVE-20260729-009607,B4X2500TXT-20260730-f7acd5b14cfe57e8d23e,B4X2500SRD-20260730-50a6e08a17124b0be9c9,B4X2500LIVE-20260729-009607,B4X2500-20260729-09581,B4X2500V-20260730-02585,B4X2500RDY-20260730-6466471957afda287a6f,B4X2500SRD-20260730-50a6e08a17124b0be9c9,B4X2500SPQ-20260730-b5666182ba1cd64d0b55,span_extraction_lane_001,3,Pond Creek,OK,South,agenda_packet_or_minutes,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,pdf,Pond Creek City Council Regular Meeting Minutes (Pay rate for swimming pool manager/assistant manager/lifeguards; one-time pay adjustment),https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/67cf39095723fb38d3a89cf7/1741633801662/MEETING%2BMINUTES%2BGEN%2B2-13-25.pdf,https://static1.squarespace.com/static/62ec2be6c69284302a7c78df/t/67cf39095723fb38d3a89cf7/1741633801662/MEETING%2BMINUTES%2BGEN%2B2-13-25.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_004/B4X2500TXT-20260730-f7acd5b14cfe57e8d23e.txt,7e980af551c36ef8c8b16b673736954a76c11055c3caf6d6de0e47b247b62968,quantitative_compensation,base_wage_direct_value,hourly_rate,,"Pond Creek, Lifeguards $9.00 per hour, the 2nd year, working for the City of Pond Creek, Lifeguards
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,2726,2826,42,8,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q002,Q002,1eedf28bf19871b0fdf8b770988a7b544fe8cb7e4b9e5c3fcfba10c06d4a07a5
B4X2500SPAN-20260730-50e085f891612aa2733fbe64,B4X2500LIVE-20260729-004536,B4X2500TXT-20260730-87de5695b75c9fd9f62a,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500LIVE-20260729-004536,B4X2500-20260729-04513,B4X2500V-20260730-02169,B4X2500RDY-20260730-150171fa4c37e8c49835,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,B4X2500SPQ-20260730-2c1c4f3811d9263edc3d,span_extraction_lane_001,4,White Lake,NC,South,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,pdf,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-87de5695b75c9fd9f62a.txt,a00282a193ca512f8d2d8136be6d6bd6992f39cbbcea023cce8818898562c09f,quantitative_compensation,,contract_year_or_fiscal_year,,"PROPOSED FISCAL YEAR 2025-26 BUDGET PRESENTATION
","The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,,16483,16532,377,87,character_line_paragraph_available_page_unavailable_after_prior_normalization,deterministic_candidate_unrated,positive_spans_found,2026-07-30T17:24:10Z,bounded_deterministic_rule_match_Q014,Q014,47dce15c3a33d428645a71151f3b27647b25efda26ebf50963ec821cbcb52b73
