span_rating_id,span_extraction_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,extraction_id,readiness_id,extracted_text_id,rating_lane_id,rating_lane_sequence,state,region,municipality,county,source_title,source_family_hint,document_type_hint,retained_file_sha256,extracted_text_sha256,span_sha256,evidence_family_input,evidence_family_rated,mechanism_label_input,mechanism_label_rated,quantitative_label_input,quantitative_label_rated,documentary_mechanism_support,direct_text_support,quantitative_compensation_support,source_navigation_support,provisional_causal_candidate_support,direction_of_pressure,evidence_strength,claim_relevance,quote_used,quote_exact_substring,reason_code,claim_boundary,no_wage_gap_claim,no_final_causal_claim,global_analysis_readiness,rating_status,quarantine_reason,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,ingestion_status,codification_status,causal_status,notes
CBRATING-20260728-496d285963f961a71d5105cf,CBSPAN-20260728-481ae1b2457427401d87ba77,CBSRD-20260728-15aa5c8d716745d26632,CBCR-20260728-02896,B4XPAR-20260727-003142,BCV-20260728-07094,CBTXT-20260728-cce48cca0cfea426aee8,CBRDY-20260728-a0ed61cd6d3ea865d1d2,CBTXT-20260728-cce48cca0cfea426aee8,rating_lane_001,3,AK,West,Anaktuvuk Pass,North Slope Borough (02185; primary),City of Anaktuvuk Pass Code of Ordinances (Chapter 2.04.060 and 2.08.060 Council Compensation; plus employment/HR-related chapters),cba,ordinance_or_policy,686df24325d7b0ae248f5898453d52029c10664eccfee50c132c3b47e15c55ee,14745ec5de7367b405d4a103d7c9ebb875d38a7daec7a5525954dd235a26a20e,e46e998de48d17a44ef5e35965f3d369a4ae5c88624b5e76ee5fdfacbee64cac,quantitative_compensation,non_base_compensation,unknown_or_needs_rating,non_base_compensation_signal,hourly_rate,hourly_rate,not_applicable,strong,strong,not_applicable,not_applicable,not_applicable,strong,quantitative_compensation_claim,"$5.00 per hour.
",true,community_service_value_hourly_rate_in_lieu_of_fine,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0bf1577492f26b34006a695c92b7108196993d6afdc23f123b,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-51647b61ef98f96ea0a04e9f,CBSPAN-20260728-284d90c482ced0f472fae806,CBSRD-20260728-15aa5c8d716745d26632,CBCR-20260728-02896,B4XPAR-20260727-003142,BCV-20260728-07094,CBTXT-20260728-cce48cca0cfea426aee8,CBRDY-20260728-a0ed61cd6d3ea865d1d2,CBTXT-20260728-cce48cca0cfea426aee8,rating_lane_001,4,AK,West,Anaktuvuk Pass,North Slope Borough (02185; primary),City of Anaktuvuk Pass Code of Ordinances (Chapter 2.04.060 and 2.08.060 Council Compensation; plus employment/HR-related chapters),cba,ordinance_or_policy,686df24325d7b0ae248f5898453d52029c10664eccfee50c132c3b47e15c55ee,14745ec5de7367b405d4a103d7c9ebb875d38a7daec7a5525954dd235a26a20e,a7104aef128cd3fca4ff64914857d43910d262c906edf3c7c6ac67aab39fae88,quantitative_compensation,quantitative_compensation,unknown_or_needs_rating,base_wage_direct_value,hourly_rate,hourly_rate,not_applicable,strong,strong,not_applicable,not_applicable,not_applicable,strong,quantitative_compensation_claim,$5.00 per hour,true,direct_hourly_value_for_fine_credit,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_015d508df97f9430006a695c92b9848194862acef2e5779221,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-b3b66bd65affbcc8e8f9052f,CBSPAN-20260728-87061bb8cc3938d999e0b6f7,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBTXT-20260728-2441fe84cbb3ef0e09e5,rating_lane_001,5,AK,West,Atqasuk,North Slope Borough (02185; primary),City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),budget_or_pay_plan,ordinance_or_policy,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,5c118a6b2dffc604563fedb314d08478e028cc234ef8890e53a7750c7c86a314,quantitative_compensation,quantitative_compensation,unknown_or_needs_rating,base_wage_direct_value,hourly_rate,hourly_rate,strong,strong,strong,not_applicable,not_applicable,not_applicable,strong,direct_text_claim,twenty-eight and 00/100 dollars ($28.00),true,explicit_hourly_rate_compensation_for_mayor,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_099ab704c6e036ed006a695c92b5388193a5b645572c73efe5,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-eeb3960a6f680fda0e36c085,CBSPAN-20260728-4e63d727ac1e330f43b103c9,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBTXT-20260728-2441fe84cbb3ef0e09e5,rating_lane_001,6,AK,West,Atqasuk,North Slope Borough (02185; primary),City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),budget_or_pay_plan,ordinance_or_policy,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,9b88aa2d5c0173228466ce3f81d2858b9eecd2991c91a938ba074580c3f905f8,quantitative_compensation,quantitative_compensation,unknown_or_needs_rating,base_wage_direct_value,hourly_rate,hourly_rate,not_applicable,strong,strong,not_applicable,not_applicable,not_applicable,strong,direct_text_claim,"compensated at the rate of twenty-
eight and 00/100 dollars ($28.00) per hour",true,direct_hourly_rate_for_mayor_compensation_from_ordinance_text,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_07e5e86c127fe0ff006a695c92c09c8197bf97f839586fc7c3,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-48badad8f783b57e0b2e66db,CBSPAN-20260728-7093419ef33217a5092a351c,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBTXT-20260728-2441fe84cbb3ef0e09e5,rating_lane_001,13,AK,West,Atqasuk,North Slope Borough (02185; primary),City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),budget_or_pay_plan,ordinance_or_policy,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,dd2eadafbc0b67ae560bec3817fa0f3c8a5f033f37d66347ef665c30fd862c7f,quantitative_compensation,non_base_compensation,unknown_or_needs_rating,non_base_compensation_signal,hourly_rate,hourly_rate,not_applicable,strong,strong,not_applicable,not_applicable,not_applicable,strong,quantitative_compensation_claim,$5.00 per hour,true,exact_span_contains_direct_hourly_valuation_for_community_work_alternative,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0822c7b63bee20be006a695c95127c8193b230973779d9b7e6,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-c45338944891127bd01c558a,CBSPAN-20260728-56fa8ea7a22deeb973f402de,CBSRD-20260728-20d3f3646924027aac77,CBCR-20260728-06115,B4XPAR-20260727-006664,BCV-20260728-00663,CBTXT-20260728-16ea414db5e15fa613d2,CBRDY-20260728-80a6d9b2560a71a932ba,CBTXT-20260728-16ea414db5e15fa613d2,rating_lane_001,37,AK,West,False Pass,Aleutians East Borough (02013; primary),"City of False Pass Municipal Code (2013 Code of Ordinances) — Title 9, Chapter 75 Personnel Policies (Classification, compensation, salary schedules; pay based on city-adopted schedules)",budget_or_pay_plan,ordinance_or_policy,c7ddddcd718a34af8deb2e75a5e85a309ff7eb783b2dc3d0c6dd29a498e3b6cd,50dbdf38676867f28c26271bba16e2be6b532f2cceb8ad7739fd9f7e8c09b1bc,cda7d77c776c9f6aaac4037b048cab11cbcd596941806c5d0496afdb922ce425,quantitative_compensation,non_base_compensation,unknown_or_needs_rating,non_base_compensation_signal,hourly_rate,hourly_rate,weak,strong,strong,not_applicable,not_applicable,not_applicable,moderate,quantitative_compensation_claim,"at its discretion, require community service at the equivalent rate of $5 per hour. ",true,community_service_equivalent_rate_specifies_hourly_dollar_amount,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_06fbd43da644d893006a695c9f60a08190899e6ea1979abab2,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-f9d05356cf6090af57ffc6df,CBSPAN-20260728-487820d90cf3bb83c7ef42ca,CBSRD-20260728-20d3f3646924027aac77,CBCR-20260728-06115,B4XPAR-20260727-006664,BCV-20260728-00663,CBTXT-20260728-16ea414db5e15fa613d2,CBRDY-20260728-80a6d9b2560a71a932ba,CBTXT-20260728-16ea414db5e15fa613d2,rating_lane_001,41,AK,West,False Pass,Aleutians East Borough (02013; primary),"City of False Pass Municipal Code (2013 Code of Ordinances) — Title 9, Chapter 75 Personnel Policies (Classification, compensation, salary schedules; pay based on city-adopted schedules)",budget_or_pay_plan,ordinance_or_policy,c7ddddcd718a34af8deb2e75a5e85a309ff7eb783b2dc3d0c6dd29a498e3b6cd,50dbdf38676867f28c26271bba16e2be6b532f2cceb8ad7739fd9f7e8c09b1bc,acb7f839ea5cc7be477e89b9b9b8ffcb80295bccf8294c58743a075eaff59031,quantitative_compensation,weak_or_not_compensation_relevant,unknown_or_needs_rating,not_applicable,hourly_rate,hourly_rate,not_applicable,not_supported,weak,not_applicable,not_applicable,not_applicable,weak,context_only,pumping $50/hour plus materials; ,true,span_is_service_fee_not_personnel_pay,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_08966cccf62fd50a006a695ca1a2fc819697837023134c2a80,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-e2a1f4896b9d14f331a9bbb9,CBSPAN-20260728-3007e7913af7645d220ad058,CBSRD-20260728-24ee60cf560706a2c9f2,CBCR-20260728-02899,B4XPAR-20260727-003145,BCV-20260728-02808,CBTXT-20260728-02803e696a48759999b8,CBRDY-20260728-4f89f5ae7ec040dbbdec,CBTXT-20260728-02803e696a48759999b8,rating_lane_001,46,AK,West,Fort Yukon,Yukon-Koyukuk Census Area (02290; primary),Fort Yukon Municipal Code of Ordinances (2013 codification) — personnel/compensation framework (may set salaries by separate ordinances; chief of police/fire appointment provisions),other_local_government_pay_policy,ordinance_or_policy,fae4c3dc32b6e3cef8849cb1ab7e70bc631f51c5e8b25d35d16fb9f45e2d1a07,ae2b881043e7071e06418906eb50d3021bea72e7bf2feb65637024350d2b888f,58a2ddd3a1bba50d5cad192d604cc2db002ed883475e3afdd23ab7abe32b5cbf,quantitative_compensation,quantitative_compensation,unknown_or_needs_rating,base_wage_direct_value,hourly_rate,hourly_rate,not_applicable,strong,strong,not_applicable,not_supported,not_applicable,strong,quantitative_compensation_claim,work in lieu of a fine is $5.00 per hour. ,true,explicit_hourly_rate_for_fine_community_work,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0d05e4472d4e403c006a695ca218288190a2a4bfcf2be8db62,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-3be6c5fdf99b4064fbcd6827,CBSPAN-20260728-a42cff33032be876dc9c110e,CBSRD-20260728-24ee60cf560706a2c9f2,CBCR-20260728-02899,B4XPAR-20260727-003145,BCV-20260728-02808,CBTXT-20260728-02803e696a48759999b8,CBRDY-20260728-4f89f5ae7ec040dbbdec,CBTXT-20260728-02803e696a48759999b8,rating_lane_001,48,AK,West,Fort Yukon,Yukon-Koyukuk Census Area (02290; primary),Fort Yukon Municipal Code of Ordinances (2013 codification) — personnel/compensation framework (may set salaries by separate ordinances; chief of police/fire appointment provisions),other_local_government_pay_policy,ordinance_or_policy,fae4c3dc32b6e3cef8849cb1ab7e70bc631f51c5e8b25d35d16fb9f45e2d1a07,ae2b881043e7071e06418906eb50d3021bea72e7bf2feb65637024350d2b888f,c474384bb84eb28ec661503b3f4a9b97ce50735eb35d61768e6431136784c1cd,quantitative_compensation,quantitative_compensation,unknown_or_needs_rating,base_wage_direct_value,hourly_rate,hourly_rate,not_applicable,strong,strong,not_applicable,not_applicable,not_applicable,strong,quantitative_compensation_claim,paid at the rate of $50.00,true,direct_hourly_rate_compensation_statement_no_mechanism_or_causality,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_04e30fccb7b0b5c0006a695ca2b74881979dc05922a877784a,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
CBRATING-20260728-737e76787fbd2d43792fad80,CBSPAN-20260728-36c6c29abb9d1fb3d5f2b133,CBSRD-20260728-d9ef08f23426860da2bd,CBCR-20260728-02900,B4XPAR-20260727-003146,BCV-20260728-04953,CBTXT-20260728-622774dd2b41cdd1318b,CBRDY-20260728-8e6eb6becafc78818a49,CBTXT-20260728-622774dd2b41cdd1318b,rating_lane_001,51,AK,West,Gambell,Nome Census Area (02180; primary),City of Gambell Code 2018 (personnel policies: work week/pay/overtime/classification; pay-days; payroll deductions; termination pay),wage_schedule,ordinance_or_policy,219841f1e53a9b55048bc800f6202473c8398bf5f34c814a94b191b3d1045572,acc4ee84ed0f3ba5581f2613327c5d6f08b37c8dd8a40199e109f36f3b2cbf7b,18287905e25d78c502949613e54509f723292543b3a2fe77a78dfe80f808171c,quantitative_compensation,quantitative_compensation,unknown_or_needs_rating,base_wage_direct_value,hourly_rate,hourly_rate,not_applicable,weak,strong,not_applicable,not_applicable,not_applicable,moderate,quantitative_compensation_claim,$15.00 per hour,true,explicit_hourly_rate_omits_role_context,candidate exact-span rating only; not ingested; not codified; not causal; no wage-gap or national-prevalence claim; global analysis readiness remains false,true,true,false,valid_rating,,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_028dacc6147f87b4006a695ca4d7f88195a4b88d65f365d9b7,1,not_ingested,not_codified,not_causal_evidence,"Bounded live exact-span rating; not a wage-gap estimate, causal result, or globally analysis-ready record."
