span_rating_id,source_rating_id,span_id,retained_source_id,candidate_id,municipality,state,region,source_family,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,side_relevance_rating,comparison_potential_rating,page_number,span_sha256,bounded_snippet_reference,source_locator_lineage
BRMGRT-20260802-f7b0b98e7b9a3e6deffce61f,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-280acfe352455ce4eea7763d,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,cba,qual_market_recruitment_retention_pressure,qualitative_mechanism,local_context_only,local_context_candidate,unclear,none,,2d3db1e2a63e5efa0f15f1b3b7c373259ada4e02c1c826865a3f8d05253f4df0,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-280acfe352455ce4eea7763d,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-778f5b72eedbe4d4933a1fa7,BRMGRS-20260802-8df62993d1b37a56b60c498e,BRMSPAN-20260802-15e092d0aeb5e169b2fb684a,RMSRD-20260802-3024f170ebbb67b6eb1f,BRM5C-BRM5-20260731-14053-01,Saukville,WI,Midwest,wage_schedule,qual_non_base_compensation_mechanism,qualitative_mechanism,local_context_only,local_context_candidate,unclear,none,,603113ee406a0b6fbcd1f6a82540b671e56f31f9558b6c74df4821b28dfd9f37,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-15e092d0aeb5e169b2fb684a,"{""candidate_id"": ""BRM5C-BRM5-20260731-14053-01"", ""final"": ""https://ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""original"": ""https://www.ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""scout_target_id"": ""BRM5-20260731-14053""}"
BRMGRT-20260802-5990631ed815316510dbaa5d,BRMGRS-20260802-8df62993d1b37a56b60c498e,BRMSPAN-20260802-6d831a9d84cfef16ba020dba,RMSRD-20260802-3024f170ebbb67b6eb1f,BRM5C-BRM5-20260731-14053-01,Saukville,WI,Midwest,wage_schedule,qual_market_recruitment_retention_pressure,qualitative_mechanism,local_context_only,local_context_candidate,unclear,none,,f4fb9650219d5988144b3d599e1eab38653337d719f058b215f22ecdffabe7d8,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-6d831a9d84cfef16ba020dba,"{""candidate_id"": ""BRM5C-BRM5-20260731-14053-01"", ""final"": ""https://ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""original"": ""https://www.ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""scout_target_id"": ""BRM5-20260731-14053""}"
BRMGRT-20260802-a6a189feeca9e7fa45b3eceb,BRMGRS-20260802-8df62993d1b37a56b60c498e,BRMSPAN-20260802-73bb2271d56a2d49289b734d,RMSRD-20260802-3024f170ebbb67b6eb1f,BRM5C-BRM5-20260731-14053-01,Saukville,WI,Midwest,wage_schedule,qual_collective_bargaining,qualitative_mechanism,local_context_only,manual_review_candidate,unclear,none,,cbae28150f5e8f56d7b9c4b15673e78a65193a122c117f5dcd21b0f728ce8fea,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-73bb2271d56a2d49289b734d,"{""candidate_id"": ""BRM5C-BRM5-20260731-14053-01"", ""final"": ""https://ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""original"": ""https://www.ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""scout_target_id"": ""BRM5-20260731-14053""}"
BRMGRT-20260802-9bf67441832d7ea3e5bbb0b3,BRMGRS-20260802-8df62993d1b37a56b60c498e,BRMSPAN-20260802-762385ef1f2eaf6eedc5ef3c,RMSRD-20260802-3024f170ebbb67b6eb1f,BRM5C-BRM5-20260731-14053-01,Saukville,WI,Midwest,wage_schedule,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism,local_context_only,local_context_candidate,unclear,none,,baae41e2e7e7a31f5023140c823633db8493cfeb5c502a05de3accfac632883f,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-762385ef1f2eaf6eedc5ef3c,"{""candidate_id"": ""BRM5C-BRM5-20260731-14053-01"", ""final"": ""https://ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""original"": ""https://www.ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""scout_target_id"": ""BRM5-20260731-14053""}"
BRMGRT-20260802-ac7b3b80a7a39e63f47a52ec,BRMGRS-20260802-8df62993d1b37a56b60c498e,BRMSPAN-20260802-8ea91ac104befacb72775032,RMSRD-20260802-3024f170ebbb67b6eb1f,BRM5C-BRM5-20260731-14053-01,Saukville,WI,Midwest,wage_schedule,quant_overtime_or_holiday_rate,quantitative_compensation,local_context_only,local_context_candidate,unclear,none,,603113ee406a0b6fbcd1f6a82540b671e56f31f9558b6c74df4821b28dfd9f37,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-8ea91ac104befacb72775032,"{""candidate_id"": ""BRM5C-BRM5-20260731-14053-01"", ""final"": ""https://ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""original"": ""https://www.ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/425"", ""scout_target_id"": ""BRM5-20260731-14053""}"
BRMGRT-20260802-9caaab11a32bdb74aef765c5,BRMGRS-20260802-cadbfa31d8123e0415ca44eb,BRMSPAN-20260802-3cff185ce49d468e6a4fe12d,RMSRD-20260802-1729290abad86f0d41aa,BRM5C-BRM5-20260731-17388-04,Springfield,OH,Midwest,cba,quant_overtime_or_holiday_rate,quantitative_compensation,local_context_only,local_context_candidate,unclear,none,,de79db0b6d3541352032c8931b7534d5409b049fd44a83660589854506bffaaa,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-3cff185ce49d468e6a4fe12d,"{""candidate_id"": ""BRM5C-BRM5-20260731-17388-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""scout_target_id"": ""BRM5-20260731-17388""}"
BRMGRT-20260802-da7ffa96984e1e6e074580a3,BRMGRS-20260802-cadbfa31d8123e0415ca44eb,BRMSPAN-20260802-678528e4f136807d502e060b,RMSRD-20260802-1729290abad86f0d41aa,BRM5C-BRM5-20260731-17388-04,Springfield,OH,Midwest,cba,quant_other_compensation_value,quantitative_compensation,local_context_only,local_context_candidate,unclear,none,,7e8113717cce6667011577883b1182e07495a6ced223247746d5e61b36ab4d68,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-678528e4f136807d502e060b,"{""candidate_id"": ""BRM5C-BRM5-20260731-17388-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""scout_target_id"": ""BRM5-20260731-17388""}"
BRMGRT-20260802-2c8894e59ebc378b42dcdd47,BRMGRS-20260802-cadbfa31d8123e0415ca44eb,BRMSPAN-20260802-86ef56c06dd5093dfe4c085e,RMSRD-20260802-1729290abad86f0d41aa,BRM5C-BRM5-20260731-17388-04,Springfield,OH,Midwest,cba,quant_other_compensation_value,quantitative_compensation,local_context_only,local_context_candidate,unclear,none,,4620fea700720835c0d803c9101678dc49da40b6120790269991f76fdaf8f6ef,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-86ef56c06dd5093dfe4c085e,"{""candidate_id"": ""BRM5C-BRM5-20260731-17388-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""scout_target_id"": ""BRM5-20260731-17388""}"
BRMGRT-20260802-2eeb257038838c818448e46c,BRMGRS-20260802-cadbfa31d8123e0415ca44eb,BRMSPAN-20260802-8bab803fa9dcf3126316ffee,RMSRD-20260802-1729290abad86f0d41aa,BRM5C-BRM5-20260731-17388-04,Springfield,OH,Midwest,cba,qual_retroactivity_or_implementation_timing,qualitative_mechanism,local_context_only,local_context_candidate,not_applicable,none,,2226479433781502d26a4c53f9c27db5097045524b82f2ec2966c7a18bc09dd1,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-8bab803fa9dcf3126316ffee,"{""candidate_id"": ""BRM5C-BRM5-20260731-17388-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-03-0185.pdf"", ""scout_target_id"": ""BRM5-20260731-17388""}"
