span_rating_id,source_rating_id,span_id,retained_source_id,candidate_id,municipality,state,region,source_family,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,side_relevance_rating,comparison_potential_rating,page_number,span_sha256,bounded_snippet_reference,source_locator_lineage
BRMGRT-20260802-50484d9cc71644e693922588,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-699c77463eef68b551964471,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,cba,qual_strike_no_strike_or_labor_dispute_process,qualitative_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,unclear,none,,ee4460e2cef92765b727c3688dba9f4cb296640d64dcb205ceda6148f73f900d,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-699c77463eef68b551964471,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-da4082b7ed480f71c21b629a,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-866e24d465e8e3f0ccb0e6bc,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,cba,qual_position_classification_or_civil_service_structure,qualitative_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,police_direct,none,,6f74f4a4fa1156a346cdf85d0e54010bf48b1eb33b82f426c9bf6e9aa06a584e,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-866e24d465e8e3f0ccb0e6bc,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-cd405cd7eeae768d8ce51a17,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-ae4115f2c58f14fba63a2cd1,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,cba,quant_overtime_or_holiday_rate,quantitative_compensation,qualitative_mechanism_claim_ready,mechanism_summary_candidate,unclear,none,,a81a29aa20d06c3d91a82a524996e0bc783004cf7dd695915e5785ac6c5e43ae,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-ae4115f2c58f14fba63a2cd1,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-4210009f842923788b559938,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-bd956e95ab5937685acf180a,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,cba,qual_non_base_compensation_mechanism,qualitative_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,unclear,none,,a81a29aa20d06c3d91a82a524996e0bc783004cf7dd695915e5785ac6c5e43ae,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-bd956e95ab5937685acf180a,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-d15a97bba99cb82a676f8ac9,BRMGRS-20260802-79baa8d2a35fd2ba8f7086ee,BRMSPAN-20260802-c8656b818553f8e826845472,RMSRD-20260802-b410aa1534004d474cc3,BRM5C-BRM5-20260731-16228-01,Warren,MI,Midwest,cba,qual_position_classification_or_civil_service_structure,qualitative_mechanism,qualitative_mechanism_claim_ready,mechanism_summary_candidate,unclear,none,,0e57483f7083a80f7a96de7ae51a7d5c8aea2ac639892e6c3bdb2fe79cbf8450,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-c8656b818553f8e826845472,"{""candidate_id"": ""BRM5C-BRM5-20260731-16228-01"", ""final"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""original"": ""https://archive.lib.msu.edu/LIR/contracts/c8902.pdf"", ""scout_target_id"": ""BRM5-20260731-16228""}"
BRMGRT-20260802-1d4b9746c52aa9106a6ba4af,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-25571ff861769275c9e0ba2b,RMSRD-20260802-a77398525eee16bdd7e0,BRM5C-BRM5-20260731-14215-01,Kinderhook,NY,Northeast,factfinding_report,qual_non_base_compensation_mechanism,qualitative_mechanism,qualitative_mechanism_claim_ready,supporting_example_candidate,unclear,none,,491cca2c7cd0dc44de50903ce4b3a442f61ff1371d4a71ce5f8cc8fef4e175af,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-25571ff861769275c9e0ba2b,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-16d2ecffb189abd1113fe4cc,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-45433a2a9fcc700e8c295edd,RMSRD-20260802-a77398525eee16bdd7e0,BRM5C-BRM5-20260731-14215-01,Kinderhook,NY,Northeast,factfinding_report,quant_longevity_or_service_pay,quantitative_compensation,qualitative_mechanism_claim_ready,supporting_example_candidate,unclear,none,,f2b3cf2973aa955aeb7ded03dd645a018c03d9a2043957e80e130e625ef310e3,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-45433a2a9fcc700e8c295edd,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-d3ca6f841e5431ca5a2add7e,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-5f591893c1a38d3a4620a9fa,RMSRD-20260802-a77398525eee16bdd7e0,BRM5C-BRM5-20260731-14215-01,Kinderhook,NY,Northeast,factfinding_report,qual_non_base_compensation_mechanism,qualitative_mechanism,qualitative_mechanism_claim_ready,supporting_example_candidate,unclear,none,,f2b3cf2973aa955aeb7ded03dd645a018c03d9a2043957e80e130e625ef310e3,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-5f591893c1a38d3a4620a9fa,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-f052df90dd07387a04802e7a,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-6c2263dd18da1a66bc1487c3,RMSRD-20260802-a77398525eee16bdd7e0,BRM5C-BRM5-20260731-14215-01,Kinderhook,NY,Northeast,factfinding_report,quant_overtime_or_holiday_rate,quantitative_compensation,qualitative_mechanism_claim_ready,supporting_example_candidate,unclear,none,,491cca2c7cd0dc44de50903ce4b3a442f61ff1371d4a71ce5f8cc8fef4e175af,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-6c2263dd18da1a66bc1487c3,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMGRT-20260802-39434c93060022e15eadef65,BRMGRS-20260802-826ffacd36837db576eecc01,BRMSPAN-20260802-82cf25fa40f0103b81d2c936,RMSRD-20260802-a77398525eee16bdd7e0,BRM5C-BRM5-20260731-14215-01,Kinderhook,NY,Northeast,factfinding_report,qual_non_base_compensation_mechanism,qualitative_mechanism,qualitative_mechanism_claim_ready,supporting_example_candidate,unclear,none,,96547f29e0941210d9db47666607bda779a5635871d48e3deaf48e66dc21c048,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-82cf25fa40f0103b81d2c936,"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
