verification_row_id,verification_lane_id,verification_lane_sequence,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,canonical_review_locator,canonical_locator_before_verification,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,candidate_quality_tier,discovery_run_id,lane_completed_at,review_score,review_score_reasons,primary_bucket,priority_bucket,prior_duplicate_source,cba_non_cba_hint,review_method,verification_status,http_status_code,final_url_or_locator,final_canonical_locator,redirect_count,content_type,content_length_header,verification_method,verification_attempt_count,verification_started_at,verification_completed_at,error_class,error_message_redacted,pre_duplicate_verification_status,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,review_candidate_id,target_id,municipality_id,original_locator_or_url,source_family_query_family,mechanism_source_family_hints,review_rationale,review_confidence,duplicate_suppression_status,candidate_review_lane_id,live_scout_lane_id,lineage,verification_timestamp,duplicate_of_verification_id
RMV-20260801-00001,verification_lane_001,1,BRM5C-BRM5-20260731-00001-01,BRM5C-BRM5-20260731-00001-01,BRM5-20260731-00001,scout_lane_001,,,IA,Midwest,Alleman,Polk County (19153; primary),unclear,unclear,,unclear,"March 2026 Council Agenda (includes Motion to Consider Resolution 2026-009: ""A Resolution Approving Wages for City Employees"")",https://www.allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,allemaniowa.org,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,Potential pointer to an Alleman-issued wage-setting resolution relevant to ordinary municipal/non-safety employee compensation cycles (but not a confirmed CBA).,cba_agreement,,,,low_candidate,,,3.62,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,cba_arbitration_factfinding_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,https://allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,0,application/pdf,77411,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0001,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-00001-01,BRM5-20260731-00001,cog_2025_193321,https://www.allemaniowa.org/_files/ugd/bb36e8_dea22f74a0884011a834e0c7a8cba091.pdf,cba_agreement,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00001,2026-08-01T21:34:45Z,
RMV-20260801-00002,verification_lane_001,2,BRM5C-BRM5-20260731-07280-01,BRM5C-BRM5-20260731-07280-01,BRM5-20260731-07280,scout_lane_002,,,GA,South,Argyle,Clinch County (13065; primary),unclear,unclear,,unclear,"Meeting Agendas & Minutes (City of Argyle, GA)",https://argylega.com/meeting-agendas-and-minutes,argylega.com,https://argylega.com/meeting-agendas-and-minutes,https://argylega.com/meeting-agendas-and-minutes,https://argylega.com/meeting-agendas-and-minutes,agenda_packet_or_minutes,agenda_cover_sheet,high,,Municipal wage-setting or executed labor settlements are often reflected in council agenda/minutes attachments; this page is the city’s primary repository entry point.,mou_memorandum_settlement,,,,medium_candidate,,,3.15,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://argylega.com/meeting-agendas-and-minutes,https://argylega.com/meeting-agendas-and-minutes,0,text/html,not_reported,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0002,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-07280-01,BRM5-20260731-07280,cog_2025_102176,https://argylega.com/meeting-agendas-and-minutes,mou_memorandum_settlement,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_001,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-07280,2026-08-01T21:34:45Z,
RMV-20260801-00003,verification_lane_001,3,BRM5C-BRM5-20260731-03752-01,BRM5C-BRM5-20260731-03752-01,BRM5-20260731-03752,scout_lane_002,,,IA,Midwest,Bertram,Linn County (19113; primary),non_safety,non_safety,,unclear,"Bertram City Council minutes (Resolution R-07-2023) — ""Increase wage for cleaning"" ($55 per month)",https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,bertramia.com,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,Provides an official City action setting/altering civilian compensation (wage/rate) via city council resolution wording for non-safety work.,mou_memorandum_settlement,,,,medium_candidate,,,3.85,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,0,application/pdf,131353,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0003,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-03752-01,BRM5-20260731-03752,cog_2025_126657,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,mou_memorandum_settlement,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_005,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03752,2026-08-01T21:34:45Z,
RMV-20260801-00004,verification_lane_001,4,BRM5C-BRM5-20260731-07532-01,BRM5C-BRM5-20260731-07532-01,BRM5-20260731-07532,scout_lane_003,,,IA,Midwest,Lohrville,Calhoun County (19025; primary),non_safety,non_safety,,unclear,City of Lohrville 2024 Employee Wage Report (published in Calhoun County Phoenix; includes city council minutes context),https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,agenda_packet_or_minutes,context_only,high,non_safety_constraint_signal,"May help locate the city’s salary/wage-setting actions via minutes/notices, but not sufficient as a municipal labor-source for police/fire/non-safety civil-service pay classification by itself.",civil_service_hr,,,,medium_candidate,,,3.35,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,unavailable,404,https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,0,text/html,71118,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0004,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-07532-01,BRM5-20260731-07532,cog_2025_138197,https://iaarchives.newzgroup.com/IALegals/2025/45492-2025-01-23_1002.pdf,civil_service_hr,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_003,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07532,2026-08-01T21:34:45Z,
RMV-20260801-00005,verification_lane_001,5,BRM5C-BRM5-20260731-03793-01,BRM5C-BRM5-20260731-03793-01,BRM5-20260731-03793,scout_lane_002,,,IA,Midwest,Luxemburg,Dubuque County (19061; primary),non_safety,non_safety,,unclear,City of Luxemburg council meeting minutes (includes RESOLUTION #2025-09 wage increase for named city personnel),https://www.luxemburgiowa.com/copy-of-24,luxemburgiowa.com,https://luxemburgiowa.com/copy-of-24,https://luxemburgiowa.com/copy-of-24,https://luxemburgiowa.com/copy-of-24,agenda_packet_or_minutes,context_only,high,non_safety_constraint_signal,"Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",personnel_policy,,,,low_candidate,,,3.15,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://luxemburgiowa.com/copy-of-24,https://luxemburgiowa.com/copy-of-24,0,text/html,not_reported,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0005,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-03793-01,BRM5-20260731-03793,cog_2025_164386,https://www.luxemburgiowa.com/copy-of-24,personnel_policy,non_safety_constraint_signal,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_001,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03793,2026-08-01T21:34:45Z,
RMV-20260801-00006,verification_lane_001,6,BRM5C-BRM5-20260731-11261-01,BRM5C-BRM5-20260731-11261-01,BRM5-20260731-11261,scout_lane_004,,,IA,Midwest,Lawler,Chickasaw County (19037; primary),non_safety,non_safety,,unclear,City Council Minutes (July 2026) — Resolution NO. 2026-07062026-2 wage amount for city employees,https://lawleriowa.us/,lawleriowa.us,https://lawleriowa.us,https://lawleriowa.us/,https://lawleriowa.us,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"Could indicate ordinary (non-safety) municipal wage setting/adjustment approved by the city council (potentially matching the anchor need for retroactive wage implementation effective date), but binding wage terms are not confirmed from the inspected content.",broad_pay_employee_compensation_index,,,,low_candidate,,,3.42,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://lawleriowa.us,https://lawleriowa.us,0,text/html,not_reported,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0006,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-11261-01,BRM5-20260731-11261,cog_2025_164338,https://lawleriowa.us/,broad_pay_employee_compensation_index,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_001,scout_lane_004,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11261,2026-08-01T21:34:45Z,
RMV-20260801-00007,verification_lane_001,7,BRM5C-BRM5-20260731-00079-01,BRM5C-BRM5-20260731-00079-01,BRM5-20260731-00079,scout_lane_001,,,IA,Midwest,Salix,Woodbury County (19193; primary),non_safety,non_safety,,unclear (wage amounts referenced for 2025; operative text appears to be via Resolution 2026-1 but the standalone resolution PDF not identified),Council Meeting Minutes 2026 (includes Resolution 2026-1 approving 2025 employee wages; list of 2025 wages),https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,salixiowa.com,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,agenda_packet_or_minutes,meeting_minutes,high,strike_or_no_strike_constraint;non_safety_constraint_signal,Provides municipal employee wage-setting information for ordinary (non-sworn) employees; may support a non-safety wage comparator if the underlying wage resolution is retrieved.,personnel_policy,,,,medium_candidate,,,3.62,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,0,application/pdf,not_reported,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,,,,verification_lane_001-0007,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-00079-01,BRM5-20260731-00079,cog_2025_208076,https://salixiowa.com/documents/500/2026_Meeting_Minutes.pdf,personnel_policy,strike_or_no_strike_constraint;non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00079,2026-08-01T21:34:45Z,
RMV-20260801-00008,verification_lane_001,8,BRM5C-BRM5-20260731-03897-02,BRM5C-BRM5-20260731-03897-02,BRM5-20260731-03897,scout_lane_002,,,IL,Midwest,Centralia,Marion County (17121; primary),unclear,unclear,,unclear,"Centralia, Illinois — Document/Media page (searchable municipal document repository entry)",https://www.cityofcentralia.org/media/9371,cityofcentralia.org,https://cityofcentralia.org/media/9371,https://cityofcentralia.org/media/9371,https://cityofcentralia.org/media/9371,agenda_packet_or_minutes,context_only,high,,"City council minutes/pages sometimes link to/attach wage MOAs, CBAs, or wage ordinance exhibits.",wage_salary_schedule,,,,low_candidate,,,2.92,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,blocked_or_forbidden,403,https://cityofcentralia.org/media/9371,https://cityofcentralia.org/media/9371,0,text/html,not_reported,HEAD,1,2026-08-01T21:34:45Z,2026-08-01T21:34:45Z,head_http_403,head_http_403,,verification_lane_001-0008,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-03897-02,BRM5-20260731-03897,cog_2025_103046,https://www.cityofcentralia.org/media/9371,wage_salary_schedule,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_002,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03897,2026-08-01T21:34:45Z,
RMV-20260801-00009,verification_lane_001,9,BRM5C-BRM5-20260731-11392-01,BRM5C-BRM5-20260731-11392-01,BRM5-20260731-11392,scout_lane_004,,,IL,Midwest,Clifton,Iroquois County (17075; primary),police,police,,unclear,Village of Clifton Board of Trustees Meeting Minutes — Police Department pay increase (Police and Public Safety Committee motion),https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,agenda_packet_or_minutes,meeting_minutes,high,,"Provides municipal labor compensation decision context for police pay (informative for wage setting/review, but not a qualifying contract document).",local_pay_policy_payroll,,,,medium_candidate,,,3.77,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,0,application/pdf,74171,HEAD,1,2026-08-01T21:34:51Z,2026-08-01T21:34:51Z,,,,verification_lane_001-0009,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-11392-01,BRM5-20260731-11392,cog_2025_102700,https://9ade2ebc-2116-496a-9e8d-3140c93ebf31.usrfiles.com/ugd/9ade2e_4f8bb0ee97f74f8f958cde8d69b5644b.pdf,local_pay_policy_payroll,,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_003,scout_lane_004,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11392,2026-08-01T21:34:51Z,
RMV-20260801-00010,verification_lane_001,10,BRM5C-BRM5-20260731-07686-02,BRM5C-BRM5-20260731-07686-02,BRM5-20260731-07686,scout_lane_003,,,IL,Midwest,Elkhart,Logan County (17107; primary),unknown,unknown,,unclear,"The Village of Elkhart, Illinois — Meeting Minutes (landing page)",https://www.elkhartillinois.com/meeting-minutes,elkhartillinois.com,https://elkhartillinois.com/meeting-minutes,https://elkhartillinois.com/meeting-minutes,https://elkhartillinois.com/meeting-minutes,agenda_packet_or_minutes,meeting_minutes,high,,"Minutes may record approvals/updates to personnel compensation, pay grades, or wage-related ordinances/policies.",compensation_classification_plan,,,,medium_candidate,,,3.12,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://elkhartillinois.com/meeting-minutes,https://elkhartillinois.com/meeting-minutes,0,text/html,not_reported,HEAD,1,2026-08-01T21:34:51Z,2026-08-01T21:34:51Z,,,,verification_lane_001-0010,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-07686-02,BRM5-20260731-07686,cog_2025_162465,https://www.elkhartillinois.com/meeting-minutes,compensation_classification_plan,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_005,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07686,2026-08-01T21:34:51Z,
