verification_row_id,verification_lane_id,verification_lane_sequence,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,worker_id,state,region,municipality,county,unit_type_hint,occupation_group_hint,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,normalized_locator,canonical_review_locator,canonical_locator_before_verification,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,sanitized_snippet,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_safety_non_safety_opportunity_flag,candidate_quality_tier,discovery_run_id,lane_completed_at,review_score,review_score_reasons,primary_bucket,priority_bucket,prior_duplicate_source,cba_non_cba_hint,review_method,verification_status,http_status_code,final_url_or_locator,final_canonical_locator,redirect_count,content_type,content_length_header,verification_method,verification_attempt_count,verification_started_at,verification_completed_at,error_class,error_message_redacted,pre_duplicate_verification_status,checkpoint_id,download_status,source_review_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes,review_candidate_id,target_id,municipality_id,original_locator_or_url,source_family_query_family,mechanism_source_family_hints,review_rationale,review_confidence,duplicate_suppression_status,candidate_review_lane_id,live_scout_lane_id,lineage,verification_timestamp,duplicate_of_verification_id
RMV-20260801-00782,verification_lane_002,1,BRM5C-BRM5-20260731-14971-02,BRM5C-BRM5-20260731-14971-02,BRM5-20260731-14971,scout_lane_005,,,IA,Midwest,Bennett,Cedar County (19031; primary),non_safety,non_safety,,unclear,"PROCEEDINGS OF BENNETT CITY COUNCIL – REGULAR MEETING (TUESDAY SEPTEMBER 3, 2024) (Approval of Resolution 2024-07; FY25 Wages)",https://www.bennettiowa.com/SEPT2024.pdf,bennettiowa.com,https://bennettiowa.com/SEPT2024.pdf,https://bennettiowa.com/SEPT2024.pdf,https://bennettiowa.com/SEPT2024.pdf,agenda_packet_or_minutes,meeting_minutes,high,,Provides a city-official record that FY25 wage setting occurred via a referenced resolution; the wage amounts are not contained here.,agenda_minutes_packet,,,,medium_candidate,,,3.38,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://bennettiowa.com/SEPT2024.pdf,https://bennettiowa.com/SEPT2024.pdf,0,application/pdf,91907,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0001,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-14971-02,BRM5-20260731-14971,cog_2025_138199,https://www.bennettiowa.com/SEPT2024.pdf,agenda_minutes_packet,,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_005,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-14971,2026-08-01T21:42:45Z,
RMV-20260801-00783,verification_lane_002,2,BRM5C-BRM5-20260731-00049-02,BRM5C-BRM5-20260731-00049-02,BRM5-20260731-00049,scout_lane_001,,,IA,Midwest,Lester,Lyon County (19119; primary),unclear,unclear,,unclear,"City of Lester — January 6, 2025 Regular Meeting (minutes PDF; includes 'Wages' expense line)",https://www.lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,lesteriowa.com,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,agenda_packet_or_minutes,meeting_minutes,high,,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",cba_agreement,,,,low_candidate,,,3.15,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,cba_arbitration_factfinding_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,0,application/pdf,2016936,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0002,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-00049-02,BRM5-20260731-00049,cog_2025_104432,https://www.lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,cba_agreement,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_001,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00049,2026-08-01T21:42:45Z,
RMV-20260801-00784,verification_lane_002,3,BRM5C-BRM5-20260731-03833-01,BRM5C-BRM5-20260731-03833-01,BRM5-20260731-03833,scout_lane_002,,,IA,Midwest,West Okoboji,Dickinson County (19059; primary),non_safety,non_safety,,unclear,"CITY OF WEST OKOBOJI COUNCIL AGENDA (Dec 9, 2024) — Resolution 2024-35 Setting City Employees Wages Starting Jan 1, 2025",https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,cityofwestokoboji.org,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,Potential city-issued non-safety wage-setting mechanism (municipal civilian employee wages) with an operative effective date for the wage update cycle.,local_pay_policy_payroll,,,,low_candidate,,,3.54,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,0,application/pdf,119282,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0003,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-03833-01,BRM5-20260731-03833,cog_2025_164378,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,local_pay_policy_payroll,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_005,scout_lane_002,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03833,2026-08-01T21:42:45Z,
RMV-20260801-00785,verification_lane_002,4,BRM5C-BRM5-20260731-07532-02,BRM5C-BRM5-20260731-07532-02,BRM5-20260731-07532,scout_lane_003,,,IA,Midwest,Lohrville,Calhoun County (19025; primary),non_safety,non_safety,,unclear,City of Lohrville 2025 City Employee Wages (published in Calhoun County Phoenix; includes city council minutes context and a library wage-setting resolution effective 1/5/2026),https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,agenda_packet_or_minutes,context_only,high,non_safety_constraint_signal,"Possible breadcrumb to wage-setting for non-safety/ordinary municipal employees (e.g., library employees), but not a qualifying municipal civil-service HR wage classification source by itself.",civil_service_hr,,,,medium_candidate,,,3.35,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,unavailable,404,https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,0,text/html,71118,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0004,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-07532-02,BRM5-20260731-07532,cog_2025_138197,https://iaarchives.newzgroup.com/IALegals/2026/45492-2026-01-22_1001.pdf,civil_service_hr,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_002,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07532,2026-08-01T21:42:45Z,
RMV-20260801-00786,verification_lane_002,5,BRM5C-BRM5-20260731-11478-02,BRM5C-BRM5-20260731-11478-02,BRM5-20260731-11478,scout_lane_004,,,IL,Midwest,Harrisburg,Saline County (17165; primary),police,police,unknown (not stated on minutes page),unclear,"City Council Minutes (approval of ""FOP contract"" referenced as discussed/presented after executive session)",https://www.harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,harrisburgillinois.com,https://harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,https://harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,https://harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,agenda_packet_or_minutes,meeting_minutes,high,,"Provides corroborating context that a police union contract exists/was presented, but not the labor agreement document itself.",cba_agreement,,,,low_candidate,,,3.12,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,cba_arbitration_factfinding_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,https://harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,0,text/html,not_reported,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0005,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-11478-02,BRM5-20260731-11478,cog_2025_193243,https://www.harrisburgillinois.com/council-agenda-minutes/council-minute-01-16-25,cba_agreement,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_002,scout_lane_004,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11478,2026-08-01T21:42:45Z,
RMV-20260801-00787,verification_lane_002,6,BRM5C-BRM5-20260731-15053-01,BRM5C-BRM5-20260731-15053-01,BRM5-20260731-15053,scout_lane_005,,,IA,Midwest,Westgate,Fayette County (19065; primary),non_safety,non_safety,,unclear,"Westgate City Council Proceedings — Regular Council Meeting (February 13, 2023)",https://www.westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,westgate.lib.ia.us,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"City council proceedings are a plausible place to adopt/modify non-safety employee wage policy or COLA mechanisms, but this specific document did not surface such operative text in the accessible excerpt.",personnel_policy,,,,low_candidate,,,3.35,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,0,application/pdf,298521,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0006,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-15053-01,BRM5-20260731-15053,cog_2025_126618,https://www.westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,personnel_policy,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_004,scout_lane_005,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15053,2026-08-01T21:42:45Z,
RMV-20260801-00788,verification_lane_002,7,BRM5C-BRM5-20260731-07921-03,BRM5C-BRM5-20260731-07921-03,BRM5-20260731-07921,scout_lane_003,,,IL,Midwest,Rushville,Schuyler County (17169; primary),non_safety,non_safety,International Union of Operating Engineers Local 965,unclear,"Rushville City Council Minutes (Resolution authorizing a modification to the collective bargaining agreement between the City of Rushville and International Union of Operating Engineers Local 965) — August 19, 2024",https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,rushvilleillinois.us,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,agenda_packet_or_minutes,meeting_minutes,high,non_safety_constraint_signal,"Indicates a municipal CBA exists for non-safety city employees via I.U.O.E. Local 965 and suggests wage/compensation-related modification, which may be where COLA/CPI-related wage mechanics are found, but it is not the underlying binding text.",cba_agreement,,,,low_candidate,,,4.0,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,cba_arbitration_factfinding_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,0,application/pdf,90605,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:44Z,,,,verification_lane_002-0007,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-07921-03,BRM5-20260731-07921,cog_2025_137911,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,cba_agreement,non_safety_constraint_signal,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_004,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07921,2026-08-01T21:42:44Z,
RMV-20260801-00789,verification_lane_002,8,BRM5C-BRM5-20260731-07658-01,BRM5C-BRM5-20260731-07658-01,BRM5-20260731-07658,scout_lane_003,,,IL,Midwest,Colchester,McDonough County (17109; primary),unknown,unknown,,unclear,"City of Colchester Public Documents (Agendas/Minutes, Ordinances, Resolutions, Public Records)",https://cityofcolchesteril.gov/public-documents,cityofcolchesteril.gov,https://cityofcolchesteril.gov/public-documents,https://cityofcolchesteril.gov/public-documents,https://cityofcolchesteril.gov/public-documents,agenda_packet_or_minutes,context_only,high,,"Official municipal document repository that may contain labor-related agendas/resolutions, attachments, or executed MOUs/settlements.",mou_memorandum_settlement,,,,medium_candidate,,,2.92,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://cityofcolchesteril.gov/public-documents,https://cityofcolchesteril.gov/public-documents,0,text/html,not_reported,HEAD,1,2026-08-01T21:42:44Z,2026-08-01T21:42:45Z,,,,verification_lane_002-0008,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-07658-01,BRM5-20260731-07658,cog_2025_201640,https://cityofcolchesteril.gov/public-documents,mou_memorandum_settlement,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_003,scout_lane_003,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07658,2026-08-01T21:42:45Z,
RMV-20260801-00790,verification_lane_002,9,BRM5C-BRM5-20260731-00156-02,BRM5C-BRM5-20260731-00156-02,BRM5-20260731-00156,scout_lane_001,,,IL,Midwest,Camargo,Douglas County (17041; primary),police,police,,unclear,Minutes June 2025 (Village of Camargo) - discussion of part-time police officer,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,camargoinfo.com,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,agenda_packet_or_minutes,meeting_minutes,high,,Could help locate subsequent binding wage documents or confirm whether Camargo police compensation is handled via a separate agreement/wage resolution.,broad_pay_employee_compensation_index,,,,low_candidate,,,3.38,direct_municipal_compensation_or_labor_document_signal,high_priority_verification_ready,high_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,0,application/pdf,129936,HEAD,1,2026-08-01T21:42:51Z,2026-08-01T21:42:51Z,,,,verification_lane_002-0009,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-00156-02,BRM5-20260731-00156,cog_2025_193220,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,broad_pay_employee_compensation_index,,Direct municipal compensation or labor document signal.,4,unique_for_review,candidate_review_lane_005,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00156,2026-08-01T21:42:51Z,
RMV-20260801-00791,verification_lane_002,10,BRM5C-BRM5-20260731-00228-01,BRM5C-BRM5-20260731-00228-01,BRM5-20260731-00228,scout_lane_001,,,IL,Midwest,Fisher,Champaign County (17019; primary),unclear,unclear,,unclear,05.14.26 Village Board Minutes (includes FY 2025-2026 salary increases; part-time police officers referenced),https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,fisher.il.us,https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,agenda_packet_or_minutes,meeting_minutes,high,,Shows village wage adjustment action and effective date within the relevant employer (Village of Fisher).,broad_pay_employee_compensation_index,,,,medium_candidate,,,3.31,plausible_municipal_compensation_source_with_moderate_specificity,medium_priority_verification_ready,medium_priority_verification_ready,,non_cba_or_unresolved_hint,local_metadata_title_locator_snippet_hints_only,reachable,200,https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,0,application/pdf,196236,HEAD,1,2026-08-01T21:42:51Z,2026-08-01T21:42:51Z,,,,verification_lane_002-0010,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,,BRM5C-BRM5-20260731-00228-01,BRM5-20260731-00228,cog_2025_124870,https://fisher.il.us/file/669/05.14.26%20Village%20Board%20Minutes.pdf,broad_pay_employee_compensation_index,,Plausible municipal compensation source with moderate specificity.,4,unique_for_review,candidate_review_lane_003,scout_lane_001,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00228,2026-08-01T21:42:51Z,
