weighting_method,scope,year,mechanism,unit_type,mean_growth_percent,median_growth_percent,standard_deviation,min_growth_percent,max_growth_percent,count_records,count_municipalities,count_cycles,computed_route_count,source_reported_route_count,tier_scope,display_status,caveat
municipality_cycle_weighted_average,overall,all,COLA_CPI,all_safety,3.253846,3.0,1.181006,1.5,5.25,13,12,13,0,13,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,COLA_CPI,fire,2.75,2.75,0.353553,2.5,3.0,2,2,2,0,2,source-reported plus computed tiers 1+2,insufficient_observations,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,COLA_CPI,non_safety,3.2,3.2,0.0,3.2,3.2,1,1,1,0,1,source-reported plus computed tiers 1+2,insufficient_observations,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,COLA_CPI,police,3.345455,3.0,1.265396,1.5,5.25,11,10,11,0,11,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,COLA_CPI,unclear,4.026471,3.0,2.07124,1.0,8.7,17,17,17,0,17,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,across_the_board_percentage_raise,all_safety,4.654255,3.0,5.982121,1.0,40.0,47,34,46,0,47,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,across_the_board_percentage_raise,fire,6.315385,3.0,10.393776,1.75,40.0,13,9,13,0,13,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,across_the_board_percentage_raise,non_safety,6.3125,3.0,6.474883,2.0,17.0,8,7,8,0,8,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,across_the_board_percentage_raise,police,4.019118,3.0,3.016075,1.0,13.0,34,27,34,0,34,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
municipality_cycle_weighted_average,overall,all,across_the_board_percentage_raise,unclear,4.045,4.0,1.642882,1.0,8.0,25,25,25,0,25,source-reported plus computed tiers 1+2,displayable,Processed normalized corpus only; not population weighted or nationally representative.
