span_queue_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,source_extraction_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes
CBSPQ-20260728-72b3a79a92e2fb3a7dc3,CBTXT-20260728-0812510db2cd100d703f,CBRDY-20260728-7a48681452b7ee00fe22,CBSRD-20260728-5dc56fa4bf89ea50921a,CBCR-20260728-01158,B4XPAR-20260727-001244,BCV-20260728-03587,broad_4x1000_deduped,span_lane_004,1,extraction_lane_003,TN,South,McKenzie,Carroll County (47017; primary); Henry County (47079); Weakley County (47183),McKenzie Municipal Code (MTAS-hosted PDF) — Personnel system / pay plan provisions,https://www.mtas.tennessee.edu/system/files/codes/combined/McKenzie-code.pdf,https://mtas.tennessee.edu/system/files/codes/combined/McKenzie-code.pdf,mtas.tennessee.edu,budget_or_pay_plan,context_only,medium,da0caa386f4c71ad35edf9f823acc0ee085b2fbeb2f9b18f3771a23e11f7639f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-5dc56fa4bf89ea50921a.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-0812510db2cd100d703f.txt,520562,c2cb4544fa81d16affbaa4eea46797cd585d9bb8504a2d98475c391b7a158d80,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-a9437cc6f4053c31c3b3,CBTXT-20260728-09baee1ae6cac5d0b9d0,CBRDY-20260728-8a510a98dac6edd1b9d4,CBSRD-20260728-0a22cc1e11264dcae3d6,CBCR-20260728-05995,B4XPAR-20260727-006531,BCV-20260728-06965,broad_4x1000_deduped,span_lane_004,2,extraction_lane_003,TN,South,McMinnville,Warren County (47177; primary),"Agenda Packet - Regular Session (includes Compensation Policy text: pay grades/steps, pay structure, adjustments)",https://cms2.revize.com/revize/mcminnville/Agenda%202%2028%202023%20with%20documents%20-%20Copy.pdf,https://cms2.revize.com/revize/mcminnville/Agenda%202%2028%202023%20with%20documents%20-%20Copy.pdf,cms2.revize.com,agenda_packet_or_minutes,agenda_cover_sheet,medium,96617e27274e1fdc71eaf7cb7191354f326e52c33b515ecdca62fbcd54e72eeb,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-0a22cc1e11264dcae3d6.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-09baee1ae6cac5d0b9d0.txt,278580,e2153c87579b06be54fdc8e30f8abc2865b82fce06ba983746963aa6e1efd2ba,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-181d98f0954d3f1f476f,CBTXT-20260728-a778e2c08823dddcd163,CBRDY-20260728-e1fad7d8c8e130b5725d,CBSRD-20260728-48794f517987a40ebfe6,CBCR-20260728-05996,B4XPAR-20260727-006532,BCV-20260728-00536,broad_4x1000_deduped,span_lane_004,3,extraction_lane_003,TN,South,McMinnville,Warren County (47177; primary),Agenda Packet - Board of Mayor & Aldermen (contains multiple attachments including resolution language; wage-setting labor terms not confirmed),https://cms2.revize.com/revize/mcminnville/BOMA%20Packet.pdf?t=202601131719490,https://cms2.revize.com/revize/mcminnville/BOMA%20Packet.pdf,cms2.revize.com,agenda_packet_or_minutes,index_page,medium,4b8d84439bf56e70dd36e6558c618125200ee285ac78676948836583591fb773,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-48794f517987a40ebfe6.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-a778e2c08823dddcd163.txt,15677,ed162dccc2b465ac230df1ec8eb27afa178e9c1331d09af6231c304d2eb3eaa1,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-0e3a601fe0e30c5ddd71,CBTXT-20260728-ce84bbde8da88ca5a798,CBRDY-20260728-a05a7c2fe452be1a0df6,CBSRD-20260728-99a7598b4fafd9d145d4,CBCR-20260728-05997,B4XPAR-20260727-006533,BCV-20260728-02551,broad_4x1000_deduped,span_lane_004,4,extraction_lane_003,TN,South,Medina,Gibson County (47053; primary),Mayor and Board of Aldermen — Public Hearing Minutes (includes motions to set Police Chief and Assistant Police Chief pay rates; ordinance referenced),https://cityofmedinatn.org/images/uploads/content_files/boardmeeting04032023.pdf,https://cityofmedinatn.org/images/uploads/content_files/boardmeeting04032023.pdf,cityofmedinatn.org,agenda_packet_or_minutes,meeting_minutes,medium,d16158d2d18d4125d2a6b4900897f7bebccd0a5511b1856354d0c8b31a53936c,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-99a7598b4fafd9d145d4.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-ce84bbde8da88ca5a798.txt,10014,03cede7510007cea84f2a6ecc5e0ae624e78777e8b3fc225e0b6cae2f59ddd99,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-e6558a3fc1b2000e8412,CBTXT-20260728-28af63f0efcadc5de7ea,CBRDY-20260728-7194ef95b9958eff1fa6,CBSRD-20260728-8f04a8a712839a7556f8,CBCR-20260728-05998,B4XPAR-20260727-006534,BCV-20260728-06837,broad_4x1000_deduped,span_lane_004,5,extraction_lane_003,TN,South,Medina,Gibson County (47053; primary),Mayor and Board of Aldermen — Regularly Scheduled Board Meeting Minutes (budget discussion includes Fire Chief pay raise calculation),https://cityofmedinatn.org/images/uploads/content_files/boardmeeting04012024.pdf,https://cityofmedinatn.org/images/uploads/content_files/boardmeeting04012024.pdf,cityofmedinatn.org,budget_or_pay_plan,meeting_minutes,medium,996be5f4bc0ec44562dd43346c428d81ce165692c85d6e1572fbed09c5a15d88,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-8f04a8a712839a7556f8.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-28af63f0efcadc5de7ea.txt,4335,401515ebd968ce1cc07a12cce501c0596c8a7584f02c038e8be6647a130fb0fd,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-16043740204119904e93,CBTXT-20260728-729d9e6de971beb94603,CBRDY-20260728-4817f995ce5bc4a91561,CBSRD-20260728-1afc139e1c31efa31361,CBCR-20260728-06000,B4XPAR-20260727-006538,BCV-20260728-08254,broad_4x1000_deduped,span_lane_004,6,extraction_lane_003,TN,South,Munford,Tipton County (47167; primary),Ordinance 2023-02-01 (amends City of Munford Personnel Handbook: changes sick and vacation accrual rates for firefighters),https://storage.googleapis.com/proudcity/munfordtn/uploads/2023/01/Board-Packet-03-27-2023-2.pdf,https://storage.googleapis.com/proudcity/munfordtn/uploads/2023/01/Board-Packet-03-27-2023-2.pdf,storage.googleapis.com,budget_or_pay_plan,ordinance_or_policy,medium,b6718598139a93d052099b649deb3ab02795dd9857411b63b43a142f49f13b9e,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-1afc139e1c31efa31361.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-729d9e6de971beb94603.txt,127218,c4d385e47e4d67d6cd1db5ac9e5f756c6b3ec64bb9769dd17793988ae356fc2d,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-223ff940eb6e5cb14ce7,CBTXT-20260728-b1f40fa15b9c9dc20942,CBRDY-20260728-654c5c69439e3eaa3033,CBSRD-20260728-1228dcad3f9949ee7a31,CBCR-20260728-05999,B4XPAR-20260727-006535,BCV-20260728-01824,broad_4x1000_deduped,span_lane_004,7,extraction_lane_003,TN,South,Munford,Tipton County (47167; primary),"Job Classification Schedule (includes Police Officer/Sergeant/Lt/Det/Insp/Capt/Chief pay ranges) — Revised April 24, 2023 (public version)",https://storage.googleapis.com/proudcity/munfordtn/uploads/2023/05/Job-Classification-Schedule-2022-2023-Public.pdf,https://storage.googleapis.com/proudcity/munfordtn/uploads/2023/05/Job-Classification-Schedule-2022-2023-Public.pdf,storage.googleapis.com,wage_schedule,wage_schedule_or_compensation_plan,medium,3b8c6e947ee46306a09182c268f328de83308e1abf828a020f0c1c6bfcefa9a4,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-1228dcad3f9949ee7a31.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-b1f40fa15b9c9dc20942.txt,4641,46506b14385e8ad0819547d053b2ac71d1714fabbf148046c74a87e4ee696648,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-c0090f784fad3bb504ca,CBTXT-20260728-30960530615ae51d4801,CBRDY-20260728-eb2f80acacafbffa3330,CBSRD-20260728-5f31ae84e46e5ac56e9d,CBCR-20260728-01161,B4XPAR-20260727-001249,BCV-20260728-00421,broad_4x1000_deduped,span_lane_004,8,extraction_lane_003,TN,South,Newport,Cocke County (47029; primary),Title 4 Municipal Personnel (includes Schedule of Pay Plan / classification-compensation plan language),https://www.cityofnewport-tn.com/vertical/sites/%7B5CCD030D-F437-42B1-9CE3-8F386564C565%7D/uploads/Title_4_Municipal_Personnel.pdf,https://cityofnewport-tn.com/vertical/sites/%7B5CCD030D-F437-42B1-9CE3-8F386564C565%7D/uploads/Title_4_Municipal_Personnel.pdf,cityofnewport-tn.com,budget_or_pay_plan,wage_schedule_or_compensation_plan,medium,f2502ba4f73a1f7704536efc7db6f0ce7444fd8e3ff009606435c3fddf781b90,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-5f31ae84e46e5ac56e9d.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-30960530615ae51d4801.txt,385144,a056e591ab2d53952d8a75c44b04386425c9776a16c3a12b1c09151853a8184f,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-ae9b4e7a69380b2ece83,CBTXT-20260728-edbf602b3054aa8bfaaf,CBRDY-20260728-90ae8bcc848aaa67549e,CBSRD-20260728-a37552a2aa21bd155e63,CBCR-20260728-01162,B4XPAR-20260727-001250,BCV-20260728-03771,broad_4x1000_deduped,span_lane_004,9,extraction_lane_003,TN,South,Nolensville,Williamson County (47187; primary),Resolution #20-43: Adopt Salary Ranges for Municipal Police Chief,https://play.champds.com/ATT/nolensvilletn/2020-08/7389ef06b4f43bd8678903dff478a840741dbce0.pdf,https://play.champds.com/ATT/nolensvilletn/2020-08/7389ef06b4f43bd8678903dff478a840741dbce0.pdf,play.champds.com,budget_or_pay_plan,ordinance_or_policy,medium,fda92df094ea29e4f0c416823f591989a57b854b05e154fa3889e57a5d0438ce,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-a37552a2aa21bd155e63.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-edbf602b3054aa8bfaaf.txt,2511,54330668aa3bb99075f46164a75f7112086109bda8c5b3a28b6a9c26021ebe33,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
CBSPQ-20260728-7435109d8513bddde529,CBTXT-20260728-d701843cdd3011c30c47,CBRDY-20260728-259a1147f66c89ae5a5f,CBSRD-20260728-927ce3595e6ba6b5da55,CBCR-20260728-02780,B4XPAR-20260727-003016,BCV-20260728-03492,broad_4x1000_deduped,span_lane_004,10,extraction_lane_003,TN,South,Oak Hill,Davidson County (47037; primary),City of Oak Hill — City Council Meeting Packet (includes “EMP SALARY & WAGES - POL DEPT” line items),https://mccmeetings.blob.core.usgovcloudapi.net/oakhill-pubu/MEET-Packet-afeb6b2160984a8ea3dc1e8554cda6e7.pdf,https://mccmeetings.blob.core.usgovcloudapi.net/oakhill-pubu/MEET-Packet-afeb6b2160984a8ea3dc1e8554cda6e7.pdf,mccmeetings.blob.core.usgovcloudapi.net,budget_or_pay_plan,agenda_cover_sheet,medium,522eeb97f9cd6f6f9ccd433a7231fb0cb9fa2d6d368d0ed1c88decba0833238d,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-927ce3595e6ba6b5da55.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-d701843cdd3011c30c47.txt,253740,fa531cc11cd1fb32f03a704501444e7b0ed43c4604b0d45d173c9da64cb91728,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.
