span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-ba197319dc1d570d14048444,CBSPQ-20260728-d2fcf5dc4a87fbb32fff,CBTXT-20260728-d96999aeeaf5bbcc56eb,CBTXT-20260728-d96999aeeaf5bbcc56eb,CBRDY-20260728-4c2637a0fc567c4147ac,CBSRD-20260728-882d31671f3f7501b9d2,CBCR-20260728-06455,BSSC-20260727-00018,BCV-20260728-00042,span_lane_001,20,AK,West,Seward,"Bargaining Agreement (SPEA Collective Bargaining Agreement) — City of Seward & Alaska Public Employees Association (SPEA Local 6585), 2026–2028",budget_or_pay_plan,3d1c4020f52ba4ae34d240e4c71bb3bbf30f70db0b58b27f6c33e79880d98797,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-d96999aeeaf5bbcc56eb.txt,bf3ca5fa9364101f4a69a3af0fd7758c5efb45d265a8bf78bb66e669331dc910,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,105932,106019,1e2e7d8eb54319c1b497691780fc8c98c08b637850997cbe9afaa3c4c34277cb,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-c30f1785ac68bc6c6aaa3f8c,CBSPQ-20260728-617465192371b5dae59e,CBTXT-20260728-76fca8dbe890597bc0bd,CBTXT-20260728-76fca8dbe890597bc0bd,CBRDY-20260728-13c3932de44fda41699e,CBSRD-20260728-9cda7fe8ea708e9f9cae,CBCR-20260728-06158,B4XPAR-20260727-006708,BCV-20260728-06352,span_lane_001,103,AZ,West,Wellton,"Archived Agenda: June 2, 2026 (Resolution adopting FY27 budget; wage increase assumptions)",budget_or_pay_plan,17a49e85475977a5180e265d9f19546b0b03991cfe48efe4fd1fb32d223b1dac,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-76fca8dbe890597bc0bd.txt,00a023f9e9acf30b0777977238a2a9cd4b31c49eca569fa0389d51ccd1eaa3b2,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,95717,95778,64101f66674dd3655962b15be2f15c370de264ab884d2b0934e4410d0b816fcb,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-54c0787236c69e147c64e787,CBSPQ-20260728-617465192371b5dae59e,CBTXT-20260728-76fca8dbe890597bc0bd,CBTXT-20260728-76fca8dbe890597bc0bd,CBRDY-20260728-13c3932de44fda41699e,CBSRD-20260728-9cda7fe8ea708e9f9cae,CBCR-20260728-06158,B4XPAR-20260727-006708,BCV-20260728-06352,span_lane_001,103,AZ,West,Wellton,"Archived Agenda: June 2, 2026 (Resolution adopting FY27 budget; wage increase assumptions)",budget_or_pay_plan,17a49e85475977a5180e265d9f19546b0b03991cfe48efe4fd1fb32d223b1dac,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-76fca8dbe890597bc0bd.txt,00a023f9e9acf30b0777977238a2a9cd4b31c49eca569fa0389d51ccd1eaa3b2,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,95935,95977,e8281a74ecb9f0e0d225c4cf04b9570b681ae2be95adcfe0b0c55640f288e20e,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-6959659ac1b53a4b416a8da8,CBSPQ-20260728-d4110b2161bdb0b8d618,CBTXT-20260728-abb08bf8b829aab3fbc7,CBTXT-20260728-abb08bf8b829aab3fbc7,CBRDY-20260728-19d105dfa00826dfd2ab,CBSRD-20260728-6bcb251db5599d19017b,CBCR-20260728-07930,TS4L-3498cda16b9d109f6c49,BCV-20260728-04974,span_lane_001,119,CA,West,Covina,"Police Association of Covina MOU — July 1, 2024 to June 30, 2028 (includes side letters)",collective_bargaining_agreement_or_moa_or_wage_schedule,96e038ab675b8733eeb8ca682fcdf88514ef1684b033e6ce1c00b541cde43de4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-abb08bf8b829aab3fbc7.txt,32c55ff3d3c76ac27b588b2e322a8721040c6c72b296d02c2ae1add597e0e66f,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,56772,56955,e6e49aad3b66707839e683f6114580937f767718f40c51796fcdb2a4e0b1691c,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-41e9ed2c4b81c2746709c443,CBSPQ-20260728-e490028594601fa81402,CBTXT-20260728-2b4366c878ddc251ccee,CBTXT-20260728-2b4366c878ddc251ccee,CBRDY-20260728-c62796486842f0ede8db,CBSRD-20260728-66460bdc16dfd57eb45d,CBCR-20260728-06173,B4XPAR-20260727-006726,BCV-20260728-05250,span_lane_001,122,CA,West,Firebaugh,Resolution No. 25-27 (Police Officers Association MOU) - Exhibit A: Memorandum of Understanding between the City of Firebaugh and the Firebaugh Police Officers Association,wage_schedule,d1f5ff48e306e5b7c269196c7cb702f8a67dc08f8cd54e6cc2d0685c032f1757,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-2b4366c878ddc251ccee.txt,6976e8dce6ad5258b6e8256140888e41bc2340bf2aaa8e493f19c9ea684cdc8a,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,31700,31803,1cd1670c5ffb181239d25297e5c29824a6cea87683310b17299de8a4bd789752,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-04ca3dcf8e4739fc5c89972b,CBSPQ-20260728-d386e60178e005bc8499,CBTXT-20260728-dc9b0a9f4a931cdbd3e0,CBTXT-20260728-dc9b0a9f4a931cdbd3e0,CBRDY-20260728-9e54d991fc465cef610b,CBSRD-20260728-090334b2206f313bf4f3,CBCR-20260728-01341,B4XPAR-20260727-001442,BCV-20260728-00429,span_lane_001,139,CA,West,Orland,"MEMORANDUM of UNDERSTANDING CITY of ORLAND - ORLAND General Unit (July 1, 2025 through June 30, 2026)",mou_or_memorandum,84805ef9bb262faa0f5d36511d0fa39b1fe51408f500d22fed0f89de29cf322f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-dc9b0a9f4a931cdbd3e0.txt,fb27fca2f2349e5b2aeb81318882e37ca92bc3baa09f30b88e1cf3357b2d89ac,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,25183,25275,4969eb1671453a85b399221c4750c64afa1296f4fa8d0eae915211d1f2531b34,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-20ef4a6797823d5621cb25a6,CBSPQ-20260728-53a670bc64f52131743f,CBTXT-20260728-18246f6a5b7d7ad333b3,CBTXT-20260728-18246f6a5b7d7ad333b3,CBRDY-20260728-d76f6c030524f0c17dc9,CBSRD-20260728-745fb47889e64b52918d,CBCR-20260728-01343,B4XPAR-20260727-001444,BCV-20260728-06859,span_lane_001,141,CA,West,Orland,"MEMORANDUM OF UNDERSTANDING - ORLAND POLICE OFFICERS ASSOCIATION & CITY OF ORLAND (July 1, 2025 - June 30, 2026)",wage_schedule,54f4f2d220eaa0a079afc2003a02ff488e3c76148394bc7584a03e55082d5a67,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-18246f6a5b7d7ad333b3.txt,1fff9c22645e7a9c9b5b60a398060f411146dde47fe998ffce3a26abff168ca8,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,14062,14150,ba64cbe620bbc62343de6647312d8598b67d5a0e197343f172945f4b7ac8f349,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-75d8fae80394e9ed247b34fe,CBSPQ-20260728-1ecd74950c65ee9efadf,CBTXT-20260728-86318b202ab02b4e8373,CBTXT-20260728-86318b202ab02b4e8373,CBRDY-20260728-43f0c0a066730e77849d,CBSRD-20260728-2c3b663d7d7cc7250081,CBCR-20260728-06207,B4XPAR-20260727-006760,BCV-20260728-02737,span_lane_001,154,CA,West,San Marino,"City of San Marino and San Marino Police Officers' Association - Memorandum of Understanding (MOU) (July 1, 2024 Through June 30, 2027)",wage_schedule,76d2df36ba4ed07e63512c0715cfb987612cfa528c9a0f501b925311e3b68843,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-86318b202ab02b4e8373.txt,fe30608538087ec3067a84c8ca572028e2ba91ec1189131a38def2f8e8899345,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,42776,42870,72c4028edd3557a6e8d0ac3e309f2f5deff67cd687e399666959e8f21611dbd4,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-752b43865b79935531c007e9,CBSPQ-20260728-663127ae96cabcb84522,CBTXT-20260728-508f4719965e44c3f02e,CBTXT-20260728-508f4719965e44c3f02e,CBRDY-20260728-dd8847c659c9faab5526,CBSRD-20260728-0ff06b4340d745976b16,CBCR-20260728-06208,B4XPAR-20260727-006761,BCV-20260728-00592,span_lane_001,155,CA,West,San Marino,"City of San Marino and San Marino City Employees' Association - Memorandum of Understanding (MOU) (July 1, 2024 Through June 30, 2027)",wage_schedule,f0723d00129e27d2d23116ea9db34a5c0cf04c812948e49a733e0eb3bfd0bbf9,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-508f4719965e44c3f02e.txt,a8f15f47f4585522b0a4dec26919140b426977e996ef2a9b39f03bfc4ce72f82,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,50208,50295,3ff4b4eed697a85dcfa5eaf57f1aea9927aa937aec9e079beeffa4b81bb07b6f,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-8c77e2fdbae8d2462838c22e,CBSPQ-20260728-7d1fe66563ac4a442805,CBTXT-20260728-c357ea3130dfa505d0f3,CBTXT-20260728-c357ea3130dfa505d0f3,CBRDY-20260728-268ed1b02343ed3ee365,CBSRD-20260728-2e4ef074a6a4b3b95c0a,CBCR-20260728-04598,B4XPAR-20260727-005012,BCV-20260728-08182,span_lane_001,162,CA,West,Sierra Madre,Memorandum of Understanding — Sierra Madre Classified Employees Association,budget_or_pay_plan,860583ab7fd0acbb84d6f728f07da11206d7c534af66d1d970e15c923c4d3434,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c357ea3130dfa505d0f3.txt,5987cb10f8f28cd92e466b64a0b8f3a4a8779777c290f73dba29121a3b570342,qualitative_mechanism,automatic_raise_mechanism,unknown_quantitative_compensation,span_extracted,26696,26801,9052bd0ec1a419e5279d8d3311c1986cba91dc6fcc8d1d1ced3fd775ec4601f0,M,M001,"[""M001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
