span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-192582654e89d5cfacb5c654,CBSPQ-20260728-213cf1b956a5b3424f7e,CBTXT-20260728-bbea33abcf9130451706,CBTXT-20260728-bbea33abcf9130451706,CBRDY-20260728-cc804fff8d57ee93860b,CBSRD-20260728-74d1b2c3b872fb346d35,CBCR-20260728-04504,B4XPAR-20260727-004910,BCV-20260728-07096,span_lane_001,1,AK,West,Akutan,City of Akutan Municipal Code (includes reference to Employee Handbook/Pers. policies),wage_schedule,3a368297b641debe207edbbcac2569313bed6a462aa4c643435cc38e4b978416,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-bbea33abcf9130451706.txt,f1ab3173a3cf09d13c789a0588958f22b43b720df8a16edc35047e3c2a4331a7,qualitative_mechanism,bargaining_power_signal,unknown_quantitative_compensation,span_extracted,133027,133121,07bfc3fc908e06d26c26e6a3057d74f2db19c4f0bb6a564c25cb53259d6c8f16,M,M002,"[""M002""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-70cec8375d4e79fcac32613f,CBSPQ-20260728-213cf1b956a5b3424f7e,CBTXT-20260728-bbea33abcf9130451706,CBTXT-20260728-bbea33abcf9130451706,CBRDY-20260728-cc804fff8d57ee93860b,CBSRD-20260728-74d1b2c3b872fb346d35,CBCR-20260728-04504,B4XPAR-20260727-004910,BCV-20260728-07096,span_lane_001,1,AK,West,Akutan,City of Akutan Municipal Code (includes reference to Employee Handbook/Pers. policies),wage_schedule,3a368297b641debe207edbbcac2569313bed6a462aa4c643435cc38e4b978416,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-bbea33abcf9130451706.txt,f1ab3173a3cf09d13c789a0588958f22b43b720df8a16edc35047e3c2a4331a7,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,168326,168374,4110800afdffb3b85eaf469234615cebef09e6c9f1a55b09dbdce7297af3637b,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-4665e43d4ac46226e07f25b0,CBSPQ-20260728-12486f4406102ac3311e,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,span_lane_001,3,AK,West,Atqasuk,City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),budget_or_pay_plan,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-2441fe84cbb3ef0e09e5.txt,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,quantitative_compensation,unknown_or_needs_rating,retroactive_pay,span_extracted,263496,263547,337b82ed645ab25221484af4a000696e382e0169fc785ed1ca84a07cdb1821e3,Q,Q010,"[""M005"", ""Q010""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-58463383b52679ae09111a28,CBSPQ-20260728-12486f4406102ac3311e,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,span_lane_001,3,AK,West,Atqasuk,City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),budget_or_pay_plan,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-2441fe84cbb3ef0e09e5.txt,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,qualitative_mechanism,bargaining_power_signal,unknown_quantitative_compensation,span_extracted,294571,294647,1efcef3eb58ef1d6a74b2e3cbb66279260aedca67904037c32c9e796cce2a2a6,M,M002,"[""M002""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-9f18afdb0b178030db2624fc,CBSPQ-20260728-12486f4406102ac3311e,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBTXT-20260728-2441fe84cbb3ef0e09e5,CBRDY-20260728-4f680a8ada05976ac18f,CBSRD-20260728-b8f26c9c257ba0c2703c,CBCR-20260728-06114,B4XPAR-20260727-006663,BCV-20260728-04949,span_lane_001,3,AK,West,Atqasuk,City of Atqasuk Code of Ordinances (Chapter 3: Personnel System; includes compensation/merit pay increase definitions and related personnel pay provisions),budget_or_pay_plan,02665344a9afeb6f10a98f052799cd31e64903a44ef5db4085506d296784fb6e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-2441fe84cbb3ef0e09e5.txt,f88d39be394582e9a849bf1e5a4a3956c8693a45ca79c9f6db0bc766458bd520,qualitative_mechanism,bargaining_power_signal,unknown_quantitative_compensation,span_extracted,295304,295378,f7ed10704b03c1647924d412222ba94628aed4c1568c40bd5c10e7894d74247a,M,M002,"[""M002""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-a16fcd79395210e0d1156369,CBSPQ-20260728-4a8ffab0b4c26c26b5fe,CBTXT-20260728-245c7cd3e3b60ae3f415,CBTXT-20260728-245c7cd3e3b60ae3f415,CBRDY-20260728-44fecf4dc7dde1f79423,CBSRD-20260728-bb27a58b1984f6fb461f,CBCR-20260728-02897,B4XPAR-20260727-003143,BCV-20260728-05040,span_lane_001,4,AK,West,Delta Junction,City of Delta Junction Employee Policy Plan (with Employee Salary Schedule / Pay Schedule attachments),wage_schedule,85a2f3129155fce9ea08d276ea9e4f517ac0dc3b5c2e62f2991773e38fff1700,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-245c7cd3e3b60ae3f415.txt,1bb32aada75d1930d66f0bce26a62f08ff102fdc03d0c9b481316c6f2c1d3462,quantitative_compensation,unknown_or_needs_rating,retroactive_pay,span_extracted,13024,13105,f0953f010c61bec5e762a1ecbd3d0ed11580a9622d5e7876b14e3382410aa63f,Q,Q010,"[""M005"", ""Q010""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-6293c7f06126ef0bdadb0922,CBSPQ-20260728-fda5d446da3d9a861264,CBTXT-20260728-9b715c13510450bc7eaf,CBTXT-20260728-9b715c13510450bc7eaf,CBRDY-20260728-4f5dacf386016568826b,CBSRD-20260728-e001077890bf66646130,CBCR-20260728-02898,B4XPAR-20260727-003144,BCV-20260728-00752,span_lane_001,5,AK,West,Delta Junction,Delta Junction City Council Minutes (includes discussion/actions related to Employee Salary Schedule step placement),wage_schedule,39ecd2dd5f532af4b25ce0fef9e7171959569d0e25e8b5f093e44af66314dcb4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9b715c13510450bc7eaf.txt,25939fe6ec8144d1391c3316e55123c38739b6b866973ddde5356df72340639f,quantitative_compensation,unknown_or_needs_rating,retroactive_pay,span_extracted,9397,9492,100650b6490e6cbac9c67083dcd933b89d459a9697d565427c79321a0ef7593a,Q,Q010,"[""M005"", ""Q010""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-6a646b50800c19c6b45bd97f,CBSPQ-20260728-d6d4b8590cb5cf770205,CBTXT-20260728-16ea414db5e15fa613d2,CBTXT-20260728-16ea414db5e15fa613d2,CBRDY-20260728-80a6d9b2560a71a932ba,CBSRD-20260728-20d3f3646924027aac77,CBCR-20260728-06115,B4XPAR-20260727-006664,BCV-20260728-00663,span_lane_001,7,AK,West,False Pass,"City of False Pass Municipal Code (2013 Code of Ordinances) — Title 9, Chapter 75 Personnel Policies (Classification, compensation, salary schedules; pay based on city-adopted schedules)",budget_or_pay_plan,c7ddddcd718a34af8deb2e75a5e85a309ff7eb783b2dc3d0c6dd29a498e3b6cd,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-16ea414db5e15fa613d2.txt,50dbdf38676867f28c26271bba16e2be6b532f2cceb8ad7739fd9f7e8c09b1bc,qualitative_mechanism,bargaining_power_signal,unknown_quantitative_compensation,span_extracted,47269,47357,94ad6da92dfde32358dab217e4828d12263dcf2f9c39a80e15de8b6b32c95cd6,M,M002,"[""M002""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-1b142964dab37155579dee84,CBSPQ-20260728-d6d4b8590cb5cf770205,CBTXT-20260728-16ea414db5e15fa613d2,CBTXT-20260728-16ea414db5e15fa613d2,CBRDY-20260728-80a6d9b2560a71a932ba,CBSRD-20260728-20d3f3646924027aac77,CBCR-20260728-06115,B4XPAR-20260727-006664,BCV-20260728-00663,span_lane_001,7,AK,West,False Pass,"City of False Pass Municipal Code (2013 Code of Ordinances) — Title 9, Chapter 75 Personnel Policies (Classification, compensation, salary schedules; pay based on city-adopted schedules)",budget_or_pay_plan,c7ddddcd718a34af8deb2e75a5e85a309ff7eb783b2dc3d0c6dd29a498e3b6cd,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-16ea414db5e15fa613d2.txt,50dbdf38676867f28c26271bba16e2be6b532f2cceb8ad7739fd9f7e8c09b1bc,qualitative_mechanism,bargaining_power_signal,unknown_quantitative_compensation,span_extracted,47357,47466,51f2e4dbfb5006f98c611aaceb7e0dad74cc0da72d5dd734acb45cb0aaa9f44f,M,M002,"[""M002""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-dc0292ec2ff8cc0f67e6973b,CBSPQ-20260728-0f4f565fc11be373bb38,CBTXT-20260728-02803e696a48759999b8,CBTXT-20260728-02803e696a48759999b8,CBRDY-20260728-4f89f5ae7ec040dbbdec,CBSRD-20260728-24ee60cf560706a2c9f2,CBCR-20260728-02899,B4XPAR-20260727-003145,BCV-20260728-02808,span_lane_001,9,AK,West,Fort Yukon,Fort Yukon Municipal Code of Ordinances (2013 codification) — personnel/compensation framework (may set salaries by separate ordinances; chief of police/fire appointment provisions),other_local_government_pay_policy,fae4c3dc32b6e3cef8849cb1ab7e70bc631f51c5e8b25d35d16fb9f45e2d1a07,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-02803e696a48759999b8.txt,ae2b881043e7071e06418906eb50d3021bea72e7bf2feb65637024350d2b888f,qualitative_mechanism,safety_advantage_signal,unknown_quantitative_compensation,span_extracted,324317,324411,9e24841051316793bc5546b760e76e2d99e78ef97f959a6c11739b21188ec3b9,M,M009,"[""M009""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
