span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-f2416423aa663a310cfbfbf4,CBSPQ-20260728-36e2a3f771c621c47aff,CBTXT-20260728-3466362f0d875c35f7e2,CBTXT-20260728-3466362f0d875c35f7e2,CBRDY-20260728-f89e172eea1b77bf642a,CBSRD-20260728-6c11ac3e14b3133c9a04,CBCR-20260728-06452,BSSC-20260727-00015,BCV-20260728-01350,span_lane_001,15,AK,West,Nome,"Collective Bargaining Agreement between City of Nome and City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) — “City of Nome Final Contract 2022”",cba,0300d6d501a2eeb0ebd5e99bee36a30e5a6fedb3fdf840e71b554f64b4c23c6b,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-3466362f0d875c35f7e2.txt,3da6dadd6985d139ad6ebb48b8de9eb198dc410762c17f8319c46d548c353651,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,55285,55400,9601d9bd9a6d16dae67c6723aeff4d6e961595988ba0d96c1a6f166c810fe931,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-d0fbb017c44d94e3265841db,CBSPQ-20260728-adeed298709985564f80,CBTXT-20260728-d41fa7a943dde921cd12,CBTXT-20260728-d41fa7a943dde921cd12,CBRDY-20260728-e2b90e94491527c3a883,CBSRD-20260728-d1ab4bde2cc2f6436bfa,CBCR-20260728-06453,BSSC-20260727-00016,BCV-20260728-07781,span_lane_001,16,AK,West,Nome,"Collective Bargaining Agreement between City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) and the City of Nome — “JANUARY 1, 2025 - December 31, 2026”",cba,451c0b63aef1bc7e057245ae4ebdd96080669a54e7d7add7b71797dff772bc0a,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-d41fa7a943dde921cd12.txt,7366d98a9e45ac88882ee208297e87d878ea92157ca938a501eaa7356febbe70,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,54082,54197,9601d9bd9a6d16dae67c6723aeff4d6e961595988ba0d96c1a6f166c810fe931,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-8caf9b8fa3ee5e096893d2da,CBSPQ-20260728-5960a306ef7ca1b299ee,CBTXT-20260728-a9ea86dcfc762f21a359,CBTXT-20260728-a9ea86dcfc762f21a359,CBRDY-20260728-46ea3355cfb029de4c68,CBSRD-20260728-888bf4bcc1a2d7b33641,CBCR-20260728-02910,B4XPAR-20260727-003157,BCV-20260728-03312,span_lane_001,25,AK,West,Whittier,"Public Safety Employees Association, AFSCME Local 803, AFL-CIO v. City of Whittier, ALRA Case No. 17-1708-RC; Decision and Order No. 314 (May 7, 2018)",unknown_or_needs_review,94a20716b703ad7977feaba3b3bd9c62d0d5c1d25d1e3309e944e2930502a43e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-a9ea86dcfc762f21a359.txt,76bb8b8e7911271fe4d746e9fbb69bc9c24dd2b19e6398f9016cefffe49816a4,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,34407,34555,49fb96fbef11335b5f73b6911ac58638ed4c49ab3e35347996b692176a3856c6,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-8d37170b865356bb7c104a19,CBSPQ-20260728-d8e9e252a16bc3201cb9,CBTXT-20260728-437f9f6eaa9c0bf9329e,CBTXT-20260728-437f9f6eaa9c0bf9329e,CBRDY-20260728-e8324b4ac39ba1577aa5,CBSRD-20260728-5274f8613bae83866a6b,CBCR-20260728-04071,B4XPAR-20260727-004428,BCV-20260728-02179,span_lane_001,26,AL,South,Andalusia,Resolution No. 2007-25 (amending Personnel Policies & Procedures to reflect changes in the Pay Plan) — includes Classification and Pay Plan tables,budget_or_pay_plan,7715d1c94fb0c7f5747e96746c6e08898b2fa23257664159ecba345423860b4b,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-437f9f6eaa9c0bf9329e.txt,c9c515614cf1a363f48b03ff44399b3cac6299548f0e67ff94c347d5f32e55d1,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,18638,18712,49aa73d08e22eb0600d9a5637586cff9de3460dba42f2b91b778aff95be05e80,R,R003,"[""R003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-1c7edbde688cef7b999c69b8,CBSPQ-20260728-30888e9ad4e77380affe,CBTXT-20260728-253678c02e466394e663,CBTXT-20260728-253678c02e466394e663,CBRDY-20260728-72058cccdf7ae5e04fea,CBSRD-20260728-74e2e6887ef825a9d106,CBCR-20260728-06479,BSSC-20260727-00042,BCV-20260728-04631,span_lane_001,31,AL,South,Gadsden,RESOLUTION NO. R-192-21 — Amending Section 1 of Resolution R-403-04 (as amended) Regarding Steps in Pay Plan,budget_or_pay_plan,4be37adadfc68059228884e212f1b648b16d5e73b81e009eb2d2f1f28c683fbb,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-253678c02e466394e663.txt,8e41d78985e59c5bd8c1291fce336e102f746efb5bb118264632312a97680351,quantitative_compensation,unknown_or_needs_rating,salary_schedule,span_extracted,495,594,0b436e9d167f8ada82f9732e0f31b4f80d15775126e7bd5514ffb6d1524ac438,Q,Q004,"[""Q004"", ""R001"", ""R003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-9eeb3aaf65da3a967004cb6b,CBSPQ-20260728-30888e9ad4e77380affe,CBTXT-20260728-253678c02e466394e663,CBTXT-20260728-253678c02e466394e663,CBRDY-20260728-72058cccdf7ae5e04fea,CBSRD-20260728-74e2e6887ef825a9d106,CBCR-20260728-06479,BSSC-20260727-00042,BCV-20260728-04631,span_lane_001,31,AL,South,Gadsden,RESOLUTION NO. R-192-21 — Amending Section 1 of Resolution R-403-04 (as amended) Regarding Steps in Pay Plan,budget_or_pay_plan,4be37adadfc68059228884e212f1b648b16d5e73b81e009eb2d2f1f28c683fbb,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-253678c02e466394e663.txt,8e41d78985e59c5bd8c1291fce336e102f746efb5bb118264632312a97680351,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,594,761,2f3e4295f905e63a23c6a9e9661b9dd1348f50bcb7f238d1c23bf922a0f62086,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-51b0b809e6c06e0746bc749f,CBSPQ-20260728-a7ee9daa8bfc82229762,CBTXT-20260728-267b1447325cc2e5fba3,CBTXT-20260728-267b1447325cc2e5fba3,CBRDY-20260728-c33314a86b0fa11b0cc2,CBSRD-20260728-82702d1f993de4707391,CBCR-20260728-05701,B4XPAR-20260727-006203,BCV-20260728-01693,span_lane_001,44,AL,South,Robertsdale,"City Council Minutes (December 6, 2021) — Resolution 013-2021 Retrospective/Prospective Premium Pay (single hazard/premium payment)",agenda_packet_or_minutes,9783050823515810f0ac1e256638eb73f03fba8e43ce4170acbc774897de7dc9,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-267b1447325cc2e5fba3.txt,5a84e31f03801eca3e05f53cedec7451950969c3e9297d41349ae70aeb06b7d2,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,33716,33959,22ba03eef2411378015643f34eed444959e9bb832ad9f8c530fee3a8f721ddf5,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-f732362104c7aa396fcf500a,CBSPQ-20260728-41eb22c59949498f3dfd,CBTXT-20260728-86ac99a43b7354e707e1,CBTXT-20260728-86ac99a43b7354e707e1,CBRDY-20260728-bfff7ff749d851cbc0cd,CBSRD-20260728-70b95c8c6b246e751ee2,CBCR-20260728-06492,BSSC-20260727-00059,BCV-20260728-07328,span_lane_001,56,AR,South,El Dorado,City of El Dorado 2014 Budget (Appendix: Pay Plan Classification and Salary Schedule),budget_or_pay_plan,09e53da56044e8d434e0dc0bf0f233260aa0aac7fdbf13986e26dc6289d87bd4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-86ac99a43b7354e707e1.txt,2997d100dde187de1c781d895cfcaefcbb7026144d237a2caaff8531389811dc,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,857193,857333,b29c866454d94b184069ee65d3f6325590358d3fce28c5c2884c75a26036954c,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-dd2e26820ca27b794bdcf13c,CBSPQ-20260728-41eb22c59949498f3dfd,CBTXT-20260728-86ac99a43b7354e707e1,CBTXT-20260728-86ac99a43b7354e707e1,CBRDY-20260728-bfff7ff749d851cbc0cd,CBSRD-20260728-70b95c8c6b246e751ee2,CBCR-20260728-06492,BSSC-20260727-00059,BCV-20260728-07328,span_lane_001,56,AR,South,El Dorado,City of El Dorado 2014 Budget (Appendix: Pay Plan Classification and Salary Schedule),budget_or_pay_plan,09e53da56044e8d434e0dc0bf0f233260aa0aac7fdbf13986e26dc6289d87bd4,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-86ac99a43b7354e707e1.txt,2997d100dde187de1c781d895cfcaefcbb7026144d237a2caaff8531389811dc,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,864214,864347,229c7c0f4d1067abb83ac9021e0b4e6a34f4bb814ba6eccfcf5c1bcc8b4b28b3,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-5a31a82bca1904884f2c7b18,CBSPQ-20260728-3ed33bbba149da3e676f,CBTXT-20260728-95a435d0e38dea6eaac8,CBTXT-20260728-95a435d0e38dea6eaac8,CBRDY-20260728-3800611489d1820e6bbe,CBSRD-20260728-dcf720e2e9bd3bd6669d,CBCR-20260728-06493,BSSC-20260727-00060,BCV-20260728-03042,span_lane_001,57,AR,South,El Dorado,City of El Dorado 2015 Budget (Appendix: Pay Plan Classification and Salary Schedule),budget_or_pay_plan,771e96e8c30cf1d107896fbe9e29343ad14959cf8832aeb182a8fde587257f76,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-95a435d0e38dea6eaac8.txt,488288852d75d3b66d8bfe3dcf3a307b5c4b7e81334227fc36c9dce264f99c99,source_navigation_reference,unknown_or_needs_rating,unknown_quantitative_compensation,span_extracted,886984,887122,fd81291d87cc7c5105e850b36f661a9ed5f8e76bd8e98fc9a79faae377f36876,R,R001,"[""R001""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
