span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-bcfb3917039eec6caf5279a4,CBSPQ-20260728-5665fd0210053fae022d,CBTXT-20260728-9a24f82cee0b974188a2,CBTXT-20260728-9a24f82cee0b974188a2,CBRDY-20260728-f847c2ea0d7d46689344,CBSRD-20260728-866b972ed8584fcb8c46,CBCR-20260728-06519,BSSC-20260727-00091,BCV-20260728-08086,span_lane_001,81,AZ,West,El Mirage,Exhibit A: R25-04-03 Police MOU (Memorandum of Understanding) — El Mirage Police Employees Association,mou_or_memorandum,a3c28d6a5ead079b899398ac4c3d7c5c79a214ae95ba74497abb435dce48367f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9a24f82cee0b974188a2.txt,0161dc2c727587bb1a68a7c495137605493ea6c93b83d0c2c542bec833d21f25,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,37566,37754,72e49f08a2de4fb2a716f3d067e068497d20cb1da6e63109b201026530f99df7,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-d6357f92cb5109d703df483f,CBSPQ-20260728-1eebae85ab490dfe5fbf,CBTXT-20260728-6895a23992c9fe0c2e29,CBTXT-20260728-6895a23992c9fe0c2e29,CBRDY-20260728-f663c8db66ee89b70b6a,CBSRD-20260728-6622cdb083385095b33e,CBCR-20260728-02936,B4XPAR-20260727-003186,BCV-20260728-03758,span_lane_001,96,AZ,West,Phoenix,"Ordinance S-51144 (Pay Ordinance): Classification Plan, Pay Rates and Compensation (as amended) - PDF",salary_ordinance,b326f98c924dc6c6a1dc2932c4551006edb5fd2616a3222a1c32d9f17dcfc1e5,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-6895a23992c9fe0c2e29.txt,7664f8668c7d3bcd0d297eb150243e48f52046136081fac656b53905a36ba7a1,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,52402,52471,d86f86d185dc6dabe9729f59b607164d80ecf9b2d410f7fdceef081311d718a8,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-563e9bcea249f34bb5c801aa,CBSPQ-20260728-c61cd0dba980363dbac2,CBTXT-20260728-62ad2a04ab5bb6c48eb1,CBTXT-20260728-62ad2a04ab5bb6c48eb1,CBRDY-20260728-954bf1bd309723b76f74,CBSRD-20260728-c3de0798866c3553da71,CBCR-20260728-04542,B4XPAR-20260727-004951,BCV-20260728-06663,span_lane_001,105,CA,West,Anderson,CITY COUNCIL AGENDA (Anderson) — Executive Summary of MOU Amendments: City of Anderson & Anderson Police Officers Association,mou_or_memorandum,f4d95febd275ac0d8c2a38e998d311683b5675ac51eb410c8007d36db20382d2,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-62ad2a04ab5bb6c48eb1.txt,1dbaefb5fc3cde7dd853607b756f82a5ce05866be09c3e0a183580b510b34bbd,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,287908,287973,1126036f20e25032fa12db23887b8b138bb9b77db0cf573e795130382a652651,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-a09b9029486bc6aeb594f3a8,CBSPQ-20260728-c61cd0dba980363dbac2,CBTXT-20260728-62ad2a04ab5bb6c48eb1,CBTXT-20260728-62ad2a04ab5bb6c48eb1,CBRDY-20260728-954bf1bd309723b76f74,CBSRD-20260728-c3de0798866c3553da71,CBCR-20260728-04542,B4XPAR-20260727-004951,BCV-20260728-06663,span_lane_001,105,CA,West,Anderson,CITY COUNCIL AGENDA (Anderson) — Executive Summary of MOU Amendments: City of Anderson & Anderson Police Officers Association,mou_or_memorandum,f4d95febd275ac0d8c2a38e998d311683b5675ac51eb410c8007d36db20382d2,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-62ad2a04ab5bb6c48eb1.txt,1dbaefb5fc3cde7dd853607b756f82a5ce05866be09c3e0a183580b510b34bbd,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,290494,290560,a7b79d0f668fad31c3b621c7a345424fb08da7f3f2372f8fe45be41525b3cb40,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-1af903e7fe21ce507c2c2db0,CBSPQ-20260728-b284dc0a76e226fc53c1,CBTXT-20260728-1bf9bff64a1bb656bce2,CBTXT-20260728-1bf9bff64a1bb656bce2,CBRDY-20260728-8d89d86ad6aa362b3268,CBSRD-20260728-0b50e36398191fd3e36f,CBCR-20260728-01315,B4XPAR-20260727-001413,BCV-20260728-04966,span_lane_001,114,CA,West,Coronado,Personnel Authorization and Compensation Plan (PACP) Fiscal Year 2025-2026,budget_or_pay_plan,837c7885226bd936dfe8e9ce1f4787df3e48d483620f208936a8cf2d596b621f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-1bf9bff64a1bb656bce2.txt,9684f3ad3292ec1f8cd38ac2f3387db7245804fc4d4cbea8536608467bd89961,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,94762,94939,33ab778b7bad379f2f2ab654e37a17002f853c079cd9c7972ff91bb37b563dc7,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-5e86a3ad970917dc5ebc33d2,CBSPQ-20260728-b284dc0a76e226fc53c1,CBTXT-20260728-1bf9bff64a1bb656bce2,CBTXT-20260728-1bf9bff64a1bb656bce2,CBRDY-20260728-8d89d86ad6aa362b3268,CBSRD-20260728-0b50e36398191fd3e36f,CBCR-20260728-01315,B4XPAR-20260727-001413,BCV-20260728-04966,span_lane_001,114,CA,West,Coronado,Personnel Authorization and Compensation Plan (PACP) Fiscal Year 2025-2026,budget_or_pay_plan,837c7885226bd936dfe8e9ce1f4787df3e48d483620f208936a8cf2d596b621f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-1bf9bff64a1bb656bce2.txt,9684f3ad3292ec1f8cd38ac2f3387db7245804fc4d4cbea8536608467bd89961,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,95389,95501,a38cfe52fe1a0f14af80fd0a0ebf1f5d341ce2df6c8b3834f79040cdb3f7cfea,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-d21f2c090654ddc6597d0f17,CBSPQ-20260728-7bf4b822c48628877295,CBTXT-20260728-ae4c06f782fe6184a1f0,CBTXT-20260728-ae4c06f782fe6184a1f0,CBRDY-20260728-afa8f63fe18ec19527b9,CBSRD-20260728-6c9312fb42cb36ca934d,CBCR-20260728-02988,B4XPAR-20260727-003244,BCV-20260728-06824,span_lane_001,132,CA,West,Los Alamitos,"City Council Agenda packet (Feb 7, 2022) — Resolution No. 2022-04 adopting MOU with Los Alamitos Police Officers Association (POA) effective July 1, 2021 through June 30, 2024 (Exhibit B salary schedule attachment)",wage_schedule,12f74890f45d5b540071ce2b46a66a856738b147b1d6db1b3adc6ac38a36c3a3,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-ae4c06f782fe6184a1f0.txt,97e1200ac703f3b4c29e2d899061715fb5048b5d3fb95def29de2eeaf7d66ae7,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,79877,79994,6866e5cdc933de95efe12d42a65f58b1f8ac4d04c68a4d1a8f2f9fb58343ab3f,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-906ddc8e6f78baba543f571c,CBSPQ-20260728-7bf4b822c48628877295,CBTXT-20260728-ae4c06f782fe6184a1f0,CBTXT-20260728-ae4c06f782fe6184a1f0,CBRDY-20260728-afa8f63fe18ec19527b9,CBSRD-20260728-6c9312fb42cb36ca934d,CBCR-20260728-02988,B4XPAR-20260727-003244,BCV-20260728-06824,span_lane_001,132,CA,West,Los Alamitos,"City Council Agenda packet (Feb 7, 2022) — Resolution No. 2022-04 adopting MOU with Los Alamitos Police Officers Association (POA) effective July 1, 2021 through June 30, 2024 (Exhibit B salary schedule attachment)",wage_schedule,12f74890f45d5b540071ce2b46a66a856738b147b1d6db1b3adc6ac38a36c3a3,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-ae4c06f782fe6184a1f0.txt,97e1200ac703f3b4c29e2d899061715fb5048b5d3fb95def29de2eeaf7d66ae7,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,159154,159271,6866e5cdc933de95efe12d42a65f58b1f8ac4d04c68a4d1a8f2f9fb58343ab3f,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-dca8b67cac2ea3f45b909482,CBSPQ-20260728-96d392b849a11a0a0ad7,CBTXT-20260728-670873bf80578377840f,CBTXT-20260728-670873bf80578377840f,CBRDY-20260728-8c318ddb1592f8987553,CBSRD-20260728-9305330b3c07764e9e78,CBCR-20260728-06201,B4XPAR-20260727-006754,BCV-20260728-02592,span_lane_001,151,CA,West,Redding,Redding Peace Officers Association (RPOA) MOU With Exhibits 23-26,mou_or_memorandum,ec86da72b3148ffba385d1d361cd9610b78230bf370f191312540dea1a2bc4df,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-670873bf80578377840f.txt,620f580eb173cba2ae4e33803a92a215daa31801280a97081a222062452e2a35,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,92824,92912,129e1927f94b8af11e8f738a19ebda47466ede7c34b781ef90f53d3231c06f3e,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-156be5ded6e072501b670f8b,CBSPQ-20260728-84b77dc1155bc0170fa6,CBTXT-20260728-40eb930505f5688a1772,CBTXT-20260728-40eb930505f5688a1772,CBRDY-20260728-4379fda712fc92a1705f,CBSRD-20260728-a2c443119a30892b31b9,CBCR-20260728-06603,BSSC-20260727-00178,BCV-20260728-05220,span_lane_001,204,CT,Northeast,Fairfield,"Fairfield Fire Fighters Collective Bargaining Agreement (Local 1426, International Association of Fire Fighters) — ARTICLE XL DURATION (extends through June 30, 2021)",cba,119d7f2f9cf7be6b930e9c0b7832255235552cfa72da937b159c9c3c416a6001,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-40eb930505f5688a1772.txt,0092454054b9e9ef11290847208dcc24fe3c715ccf4eea1dc55241f84b863c20,quantitative_compensation,unknown_or_needs_rating,annual_salary,span_extracted,100323,100415,d4e4fb083d831b2e3b7d6366dad437fc163ca39129f8fa798888094b6596b2d1,Q,Q003,"[""Q003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
