span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-70cec8375d4e79fcac32613f,CBSPQ-20260728-213cf1b956a5b3424f7e,CBTXT-20260728-bbea33abcf9130451706,CBTXT-20260728-bbea33abcf9130451706,CBRDY-20260728-cc804fff8d57ee93860b,CBSRD-20260728-74d1b2c3b872fb346d35,CBCR-20260728-04504,B4XPAR-20260727-004910,BCV-20260728-07096,span_lane_001,1,AK,West,Akutan,City of Akutan Municipal Code (includes reference to Employee Handbook/Pers. policies),wage_schedule,3a368297b641debe207edbbcac2569313bed6a462aa4c643435cc38e4b978416,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-bbea33abcf9130451706.txt,f1ab3173a3cf09d13c789a0588958f22b43b720df8a16edc35047e3c2a4331a7,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,168326,168374,4110800afdffb3b85eaf469234615cebef09e6c9f1a55b09dbdce7297af3637b,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-e9f0593b832f898cb7bfb755,CBSPQ-20260728-f2e02807093b65ef38a7,CBTXT-20260728-8e65a20ae13351432ac6,CBTXT-20260728-8e65a20ae13351432ac6,CBRDY-20260728-785b90a1e0c75507665f,CBSRD-20260728-930bc424e6795ecb5652,CBCR-20260728-02901,B4XPAR-20260727-003148,BCV-20260728-04951,span_lane_001,11,AK,West,Kachemak,City of Kachemak Code (Updated 2024) — 2.05.05 Wage Review for City Clerk and Employees (Ordinance 2015-02 Adopted 3/11/15),other_local_government_pay_policy,0aef4032fc957ea721d946168b82da03a439a5621aca142cad2b550713b1965e,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-8e65a20ae13351432ac6.txt,10c3bbab7a6db8b03b489b2742f6a964af8fd0bea477899013d329685b7dacc5,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,64684,64773,5d824f395bcca6d6a1d54ac74fb4308635bfb2873ca8b1b1bbee29159de7b427,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-59dd4c003cf681a579068a41,CBSPQ-20260728-30f9e6f2a30f09b624ed,CBTXT-20260728-c45548875d5cf3c454aa,CBTXT-20260728-c45548875d5cf3c454aa,CBRDY-20260728-9b8b8ee42ccde1711eec,CBSRD-20260728-fb5c190d564db0086a57,CBCR-20260728-01304,B4XPAR-20260727-001402,BCV-20260728-04565,span_lane_001,106,CA,West,Avenal,Temporary Memorandum of Understanding (MOU) between City of Avenal and the Avenal Police Officers Association (APOA) — FY 2025 (amends current MOU FY 2023–2025),mou_or_memorandum,1626d8b176c8078af0d8d643c5157c1fbba45fbaad3d97c55ad979ba04dd29f8,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c45548875d5cf3c454aa.txt,5de541029d76cab5e9f0bb1af68d17c21f0c987f37069bc341b48772d5024ee5,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,21911,21949,fd73188e9bf5ab8bedaa58855628ae674b7f8906f09433bec5b85ee213326e92,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-ebc6097bfa186dcf84e1727f,CBSPQ-20260728-6bfdb1176eae44df2851,CBTXT-20260728-04563925ec4c4f313650,CBTXT-20260728-04563925ec4c4f313650,CBRDY-20260728-3e755955e8f4fbc69f48,CBSRD-20260728-b93f935ce4779b12f80c,CBCR-20260728-04566,B4XPAR-20260727-004976,BCV-20260728-02502,span_lane_001,126,CA,West,Guadalupe,Guadalupe Personnel Rules (policy manual; salaries and salary increases section present),other_local_government_pay_policy,f47bc726373945baf8a7c809299fc03f7318004f460d369cac0d24c7e59dc5ee,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-04563925ec4c4f313650.txt,75051b587599fcaa5cdb510121e10843ad34db58f6c2d79d4d26966b682c193e,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,192041,192067,ed45db606dabbe4674438eda1ed7e66e255d959b8e7e1edc3b547296b5dea541,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-5bad0e0e98e30063702e53bc,CBSPQ-20260728-7d1fe66563ac4a442805,CBTXT-20260728-c357ea3130dfa505d0f3,CBTXT-20260728-c357ea3130dfa505d0f3,CBRDY-20260728-268ed1b02343ed3ee365,CBSRD-20260728-2e4ef074a6a4b3b95c0a,CBCR-20260728-04598,B4XPAR-20260727-005012,BCV-20260728-08182,span_lane_001,162,CA,West,Sierra Madre,Memorandum of Understanding — Sierra Madre Classified Employees Association,budget_or_pay_plan,860583ab7fd0acbb84d6f728f07da11206d7c534af66d1d970e15c923c4d3434,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c357ea3130dfa505d0f3.txt,5987cb10f8f28cd92e466b64a0b8f3a4a8779777c290f73dba29121a3b570342,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,36420,36526,669afe3903ef58fa5877afc9b9d0c3000938aae3e71521d8fec9ce03ee125cfb,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-dc72fea15a5329036986d0ae,CBSPQ-20260728-9497b0538e8cba37ba55,CBTXT-20260728-aa26a69d7f08235b9242,CBTXT-20260728-aa26a69d7f08235b9242,CBRDY-20260728-c06232ddb9d42dbda063,CBSRD-20260728-0bab3e04d6544591a5e9,CBCR-20260728-03003,B4XPAR-20260727-003261,BCV-20260728-06970,span_lane_001,168,CA,West,Stockton,Official Salary Schedule 6.6.2025 (City of Stockton),wage_schedule,bd381ebee6bea87e02d22ae464c02d09296c23b76258e535a1e4438d7f3786aa,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-aa26a69d7f08235b9242.txt,00ca6671cdbffcc8d67a3deb97590f607d6e60c0bed2c378707b03b000796d1a,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,2526,2632,25c976419a33f5573c8b252674f3ce65c58f07b57a713e3e960115694a28ce54,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-8b619fb101dfa23e20259173,CBSPQ-20260728-9497b0538e8cba37ba55,CBTXT-20260728-aa26a69d7f08235b9242,CBTXT-20260728-aa26a69d7f08235b9242,CBRDY-20260728-c06232ddb9d42dbda063,CBSRD-20260728-0bab3e04d6544591a5e9,CBCR-20260728-03003,B4XPAR-20260727-003261,BCV-20260728-06970,span_lane_001,168,CA,West,Stockton,Official Salary Schedule 6.6.2025 (City of Stockton),wage_schedule,bd381ebee6bea87e02d22ae464c02d09296c23b76258e535a1e4438d7f3786aa,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-aa26a69d7f08235b9242.txt,00ca6671cdbffcc8d67a3deb97590f607d6e60c0bed2c378707b03b000796d1a,quantitative_compensation,unknown_or_needs_rating,cola_cpi,span_extracted,7565,7669,1d23646b94299e5f4c807369656ec16bd15f96032a27658a9a3684dcf755b5f6,Q,Q009,"[""M003"", ""Q009""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-9d5330995d20753c239acab7,CBSPQ-20260728-0587cd9ac482033c98d3,CBTXT-20260728-fe93d498c69d6ce6e6ca,CBTXT-20260728-fe93d498c69d6ce6e6ca,CBRDY-20260728-eb9bc4d665e5c85f8bff,CBSRD-20260728-873e74b6758b7e887178,CBCR-20260728-06576,BSSC-20260727-00150,BCV-20260728-05204,span_lane_001,174,CO,West,Englewood,"Collective Bargaining Agreement (EPBA) — City of Englewood, Colorado and the Englewood Police Benefit Association",cba,493c6e618cd77657519f1f000881312fc02ea0cb8832fe3bbd5b3a3ab899ff6f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-fe93d498c69d6ce6e6ca.txt,5dbd6c831ad9b4f26bc58b47e99ca4aabb9082164988b4f3d9a6183ccbda9371,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,30133,30219,61bf3b11e5c99d853bc26b44ff6a7e4e31fd4dcb624b4eed19ffbf105cfa9006,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-e35f8e214383e4c1645dc73b,CBSPQ-20260728-c6789b4e9a62a1f5b438,CBTXT-20260728-ea634ca694290c18c23c,CBTXT-20260728-ea634ca694290c18c23c,CBRDY-20260728-1ba0bafe0b99080908ad,CBSRD-20260728-fe3947270da134702e18,CBCR-20260728-06232,B4XPAR-20260727-006785,BCV-20260728-06195,span_lane_001,181,CO,West,Granby,"BO T 6 - Police Salary Step Plan (includes 2025 proposed step plan for sworn, non-exempt police)",wage_schedule,bfb21a3c439e1296eb76fd230796e0efc62befb61aad536782ab3d1b105fc235,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-ea634ca694290c18c23c.txt,782e27c72d9dbff3d137a177096daeee76bdc1081264b7b3d5d23372d99417dd,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,94776,94904,8b4ffb50ac47f6463330989f27748988c48acff209bf4de0995f68610e17ad3b,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-3ea97a66b1a35378c0e14879,CBSPQ-20260728-e39417f9e1036e00c21c,CBTXT-20260728-6ce133a1ab075e21e298,CBTXT-20260728-6ce133a1ab075e21e298,CBRDY-20260728-ff6d45f4d954e799a6af,CBSRD-20260728-647e7e36414127759836,CBCR-20260728-04622,B4XPAR-20260727-005039,BCV-20260728-04065,span_lane_001,183,CO,West,Limon,"The Municipal Code of the Town of Limon, Colorado (2018) - full code PDF (includes references to salary/pay policies; not a CBA/MOU)",wage_schedule,2651131a58f66142676fa0de5652d2c389041873245473cc40d0058ae8eb8a6f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-6ce133a1ab075e21e298.txt,6786a31acfc5491d992dc6402192e6d3e5d19115a0ff83fa57214fd597515327,qualitative_mechanism,market_or_comparability_pressure,unknown_quantitative_compensation,span_extracted,260630,260754,4e2574fa5e350bc690ba18770e608e5fbded661e33a23c9ff22358e3286d6981,M,M003,"[""M003""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
