span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,lane_id,lane_sequence,state,region,municipality,source_title,source_family_hint,retained_file_sha256,extracted_text_artifact_path,extracted_text_sha256,evidence_family,mechanism_label,quantitative_label,span_status,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,all_extraction_rule_ids,rating_status,global_analysis_readiness,claim_boundary
CBSPAN-20260728-386f9b68fe4632fdb9cb44d0,CBSPQ-20260728-36e2a3f771c621c47aff,CBTXT-20260728-3466362f0d875c35f7e2,CBTXT-20260728-3466362f0d875c35f7e2,CBRDY-20260728-f89e172eea1b77bf642a,CBSRD-20260728-6c11ac3e14b3133c9a04,CBCR-20260728-06452,BSSC-20260727-00015,BCV-20260728-01350,span_lane_001,15,AK,West,Nome,"Collective Bargaining Agreement between City of Nome and City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) — “City of Nome Final Contract 2022”",cba,0300d6d501a2eeb0ebd5e99bee36a30e5a6fedb3fdf840e71b554f64b4c23c6b,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-3466362f0d875c35f7e2.txt,3da6dadd6985d139ad6ebb48b8de9eb198dc410762c17f8319c46d548c353651,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,41072,41139,d6aa4261b94ac68ee797b0f4eb080319168df9f00f4de527b07d6898e7110256,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-1643173740e964a44402e62b,CBSPQ-20260728-36e2a3f771c621c47aff,CBTXT-20260728-3466362f0d875c35f7e2,CBTXT-20260728-3466362f0d875c35f7e2,CBRDY-20260728-f89e172eea1b77bf642a,CBSRD-20260728-6c11ac3e14b3133c9a04,CBCR-20260728-06452,BSSC-20260727-00015,BCV-20260728-01350,span_lane_001,15,AK,West,Nome,"Collective Bargaining Agreement between City of Nome and City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) — “City of Nome Final Contract 2022”",cba,0300d6d501a2eeb0ebd5e99bee36a30e5a6fedb3fdf840e71b554f64b4c23c6b,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-3466362f0d875c35f7e2.txt,3da6dadd6985d139ad6ebb48b8de9eb198dc410762c17f8319c46d548c353651,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,41381,41484,b4a61e3f015c9fe2e480693b45fb4cdadf1ee0215674dcdca2dbb77ac6324022,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-3f3f3b28d906e58c8c9909a9,CBSPQ-20260728-adeed298709985564f80,CBTXT-20260728-d41fa7a943dde921cd12,CBTXT-20260728-d41fa7a943dde921cd12,CBRDY-20260728-e2b90e94491527c3a883,CBSRD-20260728-d1ab4bde2cc2f6436bfa,CBCR-20260728-06453,BSSC-20260727-00016,BCV-20260728-07781,span_lane_001,16,AK,West,Nome,"Collective Bargaining Agreement between City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) and the City of Nome — “JANUARY 1, 2025 - December 31, 2026”",cba,451c0b63aef1bc7e057245ae4ebdd96080669a54e7d7add7b71797dff772bc0a,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-d41fa7a943dde921cd12.txt,7366d98a9e45ac88882ee208297e87d878ea92157ca938a501eaa7356febbe70,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,40274,40342,ee1aaf34a53f77d595ae00ad7b346ef004e8aee1ac8fc1c9857f9861f50ba5f3,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-998b66d4e3412d5a40b17228,CBSPQ-20260728-adeed298709985564f80,CBTXT-20260728-d41fa7a943dde921cd12,CBTXT-20260728-d41fa7a943dde921cd12,CBRDY-20260728-e2b90e94491527c3a883,CBSRD-20260728-d1ab4bde2cc2f6436bfa,CBCR-20260728-06453,BSSC-20260727-00016,BCV-20260728-07781,span_lane_001,16,AK,West,Nome,"Collective Bargaining Agreement between City of Nome Employees Association, Local #6141 (APEA/AFT (AFL-CIO)) and the City of Nome — “JANUARY 1, 2025 - December 31, 2026”",cba,451c0b63aef1bc7e057245ae4ebdd96080669a54e7d7add7b71797dff772bc0a,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-d41fa7a943dde921cd12.txt,7366d98a9e45ac88882ee208297e87d878ea92157ca938a501eaa7356febbe70,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,40548,40651,b4a61e3f015c9fe2e480693b45fb4cdadf1ee0215674dcdca2dbb77ac6324022,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-29deabd0f55f1c7e43c3ec2a,CBSPQ-20260728-685bdc9ae38e140d34c5,CBTXT-20260728-f0dc1e4145849d2a8079,CBTXT-20260728-f0dc1e4145849d2a8079,CBRDY-20260728-9cbdd51e00f6ce91b63d,CBSRD-20260728-d211b438e01fafa24135,CBCR-20260728-02480,B4XPAR-20260727-002680,BCV-20260728-03401,span_lane_001,64,AR,South,Little Rock,"Statement of Agreement (United Labor Unions, Local 100) — City of Little Rock",wage_schedule,96b4fa757bdc1758af8c64b1e2929bb59eb51ecfe967caa73e94ab89b84152c0,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-f0dc1e4145849d2a8079.txt,05787db1c0bca73f500e39d8d98fe75b85f44ba400c411f5280c080c2995f1b7,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,7157,7247,63e2f9236ed9b9a5e43f11de392b5f63d50246f6514c6da4e876159130aab9bf,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-8a9faf1c302429999c9d9e07,CBSPQ-20260728-58157d4f773324e4ef8a,CBTXT-20260728-403fcc533203df7a2b20,CBTXT-20260728-403fcc533203df7a2b20,CBRDY-20260728-0d5d131a42bda9d32d84,CBSRD-20260728-88e0257771598993019a,CBCR-20260728-06518,BSSC-20260727-00090,,span_lane_001,76,AZ,West,Bullhead City,Memorandum of Understanding (MOU) between the City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association (FOPOA) (Executed Agreement) — Police Unit,mou_or_memorandum,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-403fcc533203df7a2b20.txt,4c2370d4956285b68933a8bebab3df3201b106ab14d87840eead7868d05237c1,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,5499,5610,0f0af6a9fb467f3ef77d6fd44e1e23f8f139c3787aa10affc337eff92137ac2a,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-05d1f2edc99286a146c3d8b2,CBSPQ-20260728-58157d4f773324e4ef8a,CBTXT-20260728-403fcc533203df7a2b20,CBTXT-20260728-403fcc533203df7a2b20,CBRDY-20260728-0d5d131a42bda9d32d84,CBSRD-20260728-88e0257771598993019a,CBCR-20260728-06518,BSSC-20260727-00090,,span_lane_001,76,AZ,West,Bullhead City,Memorandum of Understanding (MOU) between the City of Bullhead City and Bullhead City Fraternal Order of Police Officers Association (FOPOA) (Executed Agreement) — Police Unit,mou_or_memorandum,c11c42e17b2c7eda0c8b1793ad82f453b8f0208bf1168a130d058654d30645ec,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-403fcc533203df7a2b20.txt,4c2370d4956285b68933a8bebab3df3201b106ab14d87840eead7868d05237c1,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,66172,66202,f654c6d1c8e2d4889652633091ee066f0322a19e4d92662aa8d0c0de36f19c9b,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-678cd18cef5d3a8437c0bf2f,CBSPQ-20260728-5665fd0210053fae022d,CBTXT-20260728-9a24f82cee0b974188a2,CBTXT-20260728-9a24f82cee0b974188a2,CBRDY-20260728-f847c2ea0d7d46689344,CBSRD-20260728-866b972ed8584fcb8c46,CBCR-20260728-06519,BSSC-20260727-00091,BCV-20260728-08086,span_lane_001,81,AZ,West,El Mirage,Exhibit A: R25-04-03 Police MOU (Memorandum of Understanding) — El Mirage Police Employees Association,mou_or_memorandum,a3c28d6a5ead079b899398ac4c3d7c5c79a214ae95ba74497abb435dce48367f,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9a24f82cee0b974188a2.txt,0161dc2c727587bb1a68a7c495137605493ea6c93b83d0c2c542bec833d21f25,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,60691,60787,3e3bff148fbc93c8f222dcd54c278cb9d9ef97d3148791a406a396971d086a2f,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-efc0b1852b1484e5a8e33fd7,CBSPQ-20260728-c61cd0dba980363dbac2,CBTXT-20260728-62ad2a04ab5bb6c48eb1,CBTXT-20260728-62ad2a04ab5bb6c48eb1,CBRDY-20260728-954bf1bd309723b76f74,CBSRD-20260728-c3de0798866c3553da71,CBCR-20260728-04542,B4XPAR-20260727-004951,BCV-20260728-06663,span_lane_001,105,CA,West,Anderson,CITY COUNCIL AGENDA (Anderson) — Executive Summary of MOU Amendments: City of Anderson & Anderson Police Officers Association,mou_or_memorandum,f4d95febd275ac0d8c2a38e998d311683b5675ac51eb410c8007d36db20382d2,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-62ad2a04ab5bb6c48eb1.txt,1dbaefb5fc3cde7dd853607b756f82a5ce05866be09c3e0a183580b510b34bbd,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,193415,193504,4c64252979b6d97e4d03dd7d7dc11947dfcfb5e2022ca9ec87be60dd5bb66512,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
CBSPAN-20260728-011f84ad9013254a5121aed6,CBSPQ-20260728-0c477f51f434ac8f0883,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBTXT-20260728-a5c23ce8ff2d67f9b5f6,CBRDY-20260728-e1caa34160e66b8ed89a,CBSRD-20260728-bdcb43be529877e4de0b,CBCR-20260728-02963,B4XPAR-20260727-003213,BCV-20260728-03879,span_lane_001,118,CA,West,Corte Madera,Memorandum of Understanding (SEIU Local 1021) — Town of Corte Madera,wage_schedule,a3253fe9413e0b9b46bb6a45982e6b012fee146b0d7295ac958e2c060e962636,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-a5c23ce8ff2d67f9b5f6.txt,15342c913334044d7e5433197bfd648f6a3e878813d37eb79e30cd49c30b5d68,qualitative_mechanism,strike_or_no_strike_constraint,unknown_quantitative_compensation,span_extracted,73118,73129,13b7ad39de62be140ac8e6e23ff52f1fc7a74d85d1bbbd4b4d95508352daaa9b,M,M012,"[""M012""]",not_rated,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready
