span_queue_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,source_extraction_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes,span_status,positive_span_count,ambiguous_span_count,quantitative_span_count,qualitative_span_count,source_navigation_span_count,non_base_span_count,raw_rule_hit_count,deduplicated_rule_hit_count,no_span_or_weak_reason,span_extraction_error_type,span_extraction_reason
CBSPQ-20260728-99bba88fba6495a158b7,CBTXT-20260728-110ccc627d6adb742d91,CBRDY-20260728-3395a15a1243aa2b59b0,CBSRD-20260728-bcc52cc6cc42455cd0ac,CBCR-20260728-03883,B4XPAR-20260727-004224,BCV-20260728-03832,broad_4x1000_deduped,span_lane_002,1,extraction_lane_001,NH,Northeast,Rindge,Cheshire County (33005; primary),2024 Annual Report - Town of Rindge (mentions hourly wage plan / revised wage scale used for 2025 budget),https://www.rindgenh.gov/Documents/How%20Do%20I/Town%20Reports/2024%20Annual%20Report-Town%20of%20Rindge-Final%20Print.pdf?t=202512180739200,https://rindgenh.gov/Documents/How%20Do%20I/Town%20Reports/2024%20Annual%20Report-Town%20of%20Rindge-Final%20Print.pdf,rindgenh.gov,budget_or_pay_plan,context_only,high,39646d7aa67615abe2c633a392b31d97ac2f9a26a9b9f5058b5304664ca3ba4d,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-bcc52cc6cc42455cd0ac.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-110ccc627d6adb742d91.txt,897305,b4270d8641862e8e1b8fa06c8dd61545d76e78bb54bfac65381baed079fdf48c,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,4,0,2,0,0,2,4,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-e6d7e35c2ac21ccc66ab,CBTXT-20260728-4e50a2c30ccf6c4579d2,CBRDY-20260728-d0fde9b694d9da2ee89f,CBSRD-20260728-b809782b662da6be1353,CBCR-20260728-03886,B4XPAR-20260727-004227,BCV-20260728-01687,broad_4x1000_deduped,span_lane_002,2,extraction_lane_001,NH,Northeast,Rindge,Cheshire County (33005; primary),Budget Expenditure and Summary (shows wages-and-benefits line items by year),https://www.rindgenh.gov/Documents/Departments/Town%20Clerk/Elections/Local%20Elections/2026/24%202025%20Budget%20Expenditure%20and%20Summary.pdf?t=202602191333300,https://rindgenh.gov/Documents/Departments/Town%20Clerk/Elections/Local%20Elections/2026/24%202025%20Budget%20Expenditure%20and%20Summary.pdf,rindgenh.gov,budget_or_pay_plan,insufficient_source,high,94fa33aa0e6d0dd55df441cbcccb0ce5a20ac5e71cb615d7cda29791ceeaf66b,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-b809782b662da6be1353.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-4e50a2c30ccf6c4579d2.txt,62710,a3bc049094e2e003d432228d96d84cae3572dc4c64ed3197e7bf18d53bf5e8b3,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,2,0,0,0,0,2,2,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-14414fdcdc0d5d6ba871,CBTXT-20260728-fc36870501bae1f86b57,CBRDY-20260728-996a9a8541bc47972e42,CBSRD-20260728-d94463306504e6644cf0,CBCR-20260728-02225,B4XPAR-20260727-002406,BCV-20260728-06133,broad_4x1000_deduped,span_lane_002,3,extraction_lane_001,NH,Northeast,Tamworth,Carroll County (33003; primary),Town of Tamworth Select Board Minutes (wage increases / COLA discussion for Police Department staff),https://www.tamworthnh.gov/AgendaCenter/ViewFile/Minutes/_01282025-33,https://tamworthnh.gov/AgendaCenter/ViewFile/Minutes/_01282025-33,tamworthnh.gov,wage_schedule,meeting_minutes,high,a2c1a51c185580a1f5b101621b115f4d2f750de6a3b919a35adab6327387575b,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-d94463306504e6644cf0.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-fc36870501bae1f86b57.txt,12899,c2987f7efaaceb5884a82dc52f673df172dce1d8bc0993516f27ffc836484adb,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,4,0,4,0,0,0,4,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-92fa42f00e5985a3c1c4,CBTXT-20260728-f2d273ef1bc085ecff21,CBRDY-20260728-87842b27b4302f919690,CBSRD-20260728-8a50567b28a6466e7f7d,CBCR-20260728-02227,B4XPAR-20260727-002408,BCV-20260728-03990,broad_4x1000_deduped,span_lane_002,4,extraction_lane_001,NH,Northeast,Tamworth,Carroll County (33003; primary),Cook Memorial Library - Board of Trustees Meeting Minutes (New Grade/Step wage schedule for 2026; pay grade scale references),https://www.tamworthnh.gov/AgendaCenter/ViewFile/Minutes/_11102025-156,https://tamworthnh.gov/AgendaCenter/ViewFile/Minutes/_11102025-156,tamworthnh.gov,wage_schedule,meeting_minutes,high,fd97ba9a12e885f52e4f8f456ee5e5be50c10b0ecae1b20a471593c38917b65a,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8a50567b28a6466e7f7d.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-f2d273ef1bc085ecff21.txt,11052,19a3e192af0cc4acc675af91bca05054486c0a8589a66355c8dc311036aa2933,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,2,0,2,0,0,0,2,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-9ea7efa0bf71f86d611c,CBTXT-20260728-1845fa7a0889d9e8a544,CBRDY-20260728-e617cb8c74d677eda619,CBSRD-20260728-ef5714de2754ddf67671,CBCR-20260728-02228,B4XPAR-20260727-002409,BCV-20260728-07609,broad_4x1000_deduped,span_lane_002,5,extraction_lane_001,NH,Northeast,Tilton,Belknap County (33001; primary),Town of Tilton Annual Report 2023 (excerpt referencing Tilton Police Union NEPBA Local #29 CBA cost items / effective dates),https://lakesrpc.nh.gov/wp-content/uploads/2025/08/Tilton-Annual-Town-Report-2023.pdf,https://lakesrpc.nh.gov/wp-content/uploads/2025/08/Tilton-Annual-Town-Report-2023.pdf,lakesrpc.nh.gov,wage_schedule,agenda_cover_sheet,high,9f53f121ea226c45ea0797d4656ebaf9e77a4a4fd070e46cd743506f7f410b62,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-ef5714de2754ddf67671.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-1845fa7a0889d9e8a544.txt,423102,8557e4a26a4bf3caaf12e04c7b51d17c7b8f2343903df9158feb225a5f0edacd,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,10,0,7,1,0,2,11,1,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-4302eb2d0d52cb5f1aa4,CBTXT-20260728-83e37b3030d63752539c,CBRDY-20260728-42da26323072757685d0,CBSRD-20260728-7999f2f18932739063c3,CBCR-20260728-02229,B4XPAR-20260727-002410,BCV-20260728-08483,broad_4x1000_deduped,span_lane_002,6,extraction_lane_001,NH,Northeast,Weare,Hillsborough County (33011; primary),Town of Weare Board of Selectmen Minutes (mentions police collective bargaining agreement; police CBA discussed as approved/being put on file at PELRB),https://www.weare.nh.gov/sites/g/files/vyhlif5161/f/minutes/bos07-03-17_final.pdf,https://wearenh.gov/sites/g/files/vyhlif5161/f/minutes/bos07-03-17_final.pdf,weare.nh.gov,agenda_packet_or_minutes,meeting_minutes,high,3e509399627e4c1ff867346aacb1cd0adcfde57d696989bc87a6258d4384e124,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-7999f2f18932739063c3.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-83e37b3030d63752539c.txt,19150,ba093221d2b689242e5f8e3aabda604dc92e2a49ee683a12aa7a9175d209a030,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,1,0,0,1,0,0,1,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-5a7f0cde9fd66eacb216,CBTXT-20260728-9d7990e14978d2798df9,CBRDY-20260728-2144c03a3e98bf7b1c2c,CBSRD-20260728-3da7fb6798aeed8ccadf,CBCR-20260728-02232,B4XPAR-20260727-002413,BCV-20260728-06340,broad_4x1000_deduped,span_lane_002,7,extraction_lane_001,NH,Northeast,Weare,Hillsborough County (33011; primary),Weare NH Annual Town Report 2024 (mentions approval of a three-year collective bargaining agreement and references police department employee increases),https://www.weare.nh.gov/sites/g/files/vyhlif5161/f/news/2024_annual_town_report.pdf,https://wearenh.gov/sites/g/files/vyhlif5161/f/news/2024_annual_town_report.pdf,weare.nh.gov,cba,index_page,high,3047e6970308c1b649bf11c673f08b8a4c2716c3f21d77c958462dad710d5c63,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-3da7fb6798aeed8ccadf.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-9d7990e14978d2798df9.txt,479800,a86869ce1f77af100c9e3fa3b1a8e8fe737d1722e4b257cb6396f312b43c423d,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,12,0,8,2,0,2,12,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-2a0885bb0835ff4853bb,CBTXT-20260728-e12bff92093a2bf50532,CBRDY-20260728-b5d07b4bba7def9342a8,CBSRD-20260728-c0a4bf85f7a114060035,CBCR-20260728-02231,B4XPAR-20260727-002412,BCV-20260728-04198,broad_4x1000_deduped,span_lane_002,8,extraction_lane_001,NH,Northeast,Weare,Hillsborough County (33011; primary),Town of Weare Board of Selectmen Minutes (mentions police collective bargaining agreement and pay-related line items; includes collective bargaining agreement discussion),https://www.weare.nh.gov/sites/g/files/vyhlif5161/f/minutes/bos_11-13-23_final.pdf,https://wearenh.gov/sites/g/files/vyhlif5161/f/minutes/bos_11-13-23_final.pdf,weare.nh.gov,mou_or_memorandum,meeting_minutes,high,716bedfdc1b3aca04f146011a550cce730ab5248efa4e95304310f9bd346f186,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-c0a4bf85f7a114060035.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-e12bff92093a2bf50532.txt,30485,91d173d8f078d291f4d9757012f662eb8e59a9e84c20e53059c6f42c7d6eb8e5,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,5,0,2,2,0,1,5,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-545d315837b8c9111465,CBTXT-20260728-c0549178ef7275c5e400,CBRDY-20260728-9ed659a3bb22906746be,CBSRD-20260728-b2f31102f01b144f9db0,CBCR-20260728-05477,B4XPAR-20260727-005970,BCV-20260728-08109,broad_4x1000_deduped,span_lane_002,9,extraction_lane_001,NJ,Northeast,Audubon,Camden County (34007; primary),"ORDINANCE # 2024-08 — AN ORDINANCE ESTABLISHING THE SALARIES OF CERTAIN OFFICERS AND EMPLOYEES OF THE BOROUGH OF AUDUBON (effective January 1, 2024) [includes general employee pay scales and laborer/DPW hourly rates]",https://resources.finalsite.net/images/v1735851601/audubonschoolsorg/aqk2hzxb59bozg0lfi1t/2024-08_Salary_Ordinance.pdf,https://resources.finalsite.net/images/v1735851601/audubonschoolsorg/aqk2hzxb59bozg0lfi1t/2024-08_Salary_Ordinance.pdf,resources.finalsite.net,other_local_government_pay_policy,ordinance_or_policy,high,6e26526a66a925755d7feba1099efc86ba33cb2afeb2cf20c26329848d28f3ac,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-b2f31102f01b144f9db0.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-c0549178ef7275c5e400.txt,13256,1898974e0489476ea6d2a16441a40087fd7e9c27eefb187c5f8fc6facbf6ac46,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,5,0,2,1,0,2,5,0,,,one or more deterministic exact candidate spans found
CBSPQ-20260728-81091e67a7acf743e651,CBTXT-20260728-438d6e5908c010ea8a12,CBRDY-20260728-28c9a8107c1f5a2dca5b,CBSRD-20260728-d92a78aaa017b0939ff3,CBCR-20260728-00643,B4XPAR-20260727-000701,BCV-20260728-02225,broad_4x1000_deduped,span_lane_002,10,extraction_lane_001,NJ,Northeast,Barrington,Camden County (34007; primary),Ordinance No. 1179 — Fixing the 2024 Compensation of Certain Officers and Employees of the Borough of Barrington,https://barringtonboro.com/wp-content/uploads/2024/03/Ord.-1179-Salary-Ordinance.pdf,https://barringtonboro.com/wp-content/uploads/2024/03/Ord.-1179-Salary-Ordinance.pdf,barringtonboro.com,other_local_government_pay_policy,ordinance_or_policy,high,186dfd264e9a8ac101adc9b47a50959992022a21357c62534b96431cc8e0e3c7,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-d92a78aaa017b0939ff3.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_001/CBTXT-20260728-438d6e5908c010ea8a12.txt,8545,f37cfedd00ccf1dcfcdf25a33bb6274fcb2f5c9b23fe38d1edca9b74b7823b76,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,span_extracted,5,0,3,1,1,0,5,0,,,one or more deterministic exact candidate spans found
