span_queue_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,source_extraction_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes,span_status,positive_span_count,ambiguous_span_count,quantitative_span_count,qualitative_span_count,source_navigation_span_count,non_base_span_count,raw_rule_hit_count,deduplicated_rule_hit_count,no_span_or_weak_reason,span_extraction_error_type,span_extraction_reason
CBSPQ-20260728-002e30880545fdd622fc,CBTXT-20260728-e7e6f5e4ae2e0ce75f81,CBRDY-20260728-284fc7bfdbc49f0002b6,CBSRD-20260728-2891b3fc6921d5d99d10,CBCR-20260728-03094,B4XPAR-20260727-003356,BCV-20260728-01387,broad_4x1000_deduped,span_lane_002,83,extraction_lane_002,NM,West,Mesilla,Doña Ana County (35013; primary),2.18.2020 Public Input on HR Ordinance (Town of Mesilla) - possible wage/classification/pay-policy source,https://www.mesillanm.gov/wp-content/uploads/2020/05/2.18.2020-public-input-synopsis-1.pdf,https://mesillanm.gov/wp-content/uploads/2020/05/2.18.2020-public-input-synopsis-1.pdf,mesillanm.gov,civil_service_or_hr_pay_plan,agenda_cover_sheet,high,18fb9971e90e941b577aafdc7fa2c4edacb15f73b02ac86f9a9fd4ae59522642,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-2891b3fc6921d5d99d10.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-e7e6f5e4ae2e0ce75f81.txt,11655,5229ae5ee38a66c0b9939196079b90763fc997b5490236f0f9519249f9222167,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-473df6e6fd9f3c0ec565,CBTXT-20260728-15463c2c1783ef57a9b8,CBRDY-20260728-948767f87c81c88b9616,CBSRD-20260728-8595411df43002e5e53d,CBCR-20260728-05606,B4XPAR-20260727-006105,BCV-20260728-05687,broad_4x1000_deduped,span_lane_002,373,extraction_lane_002,PA,Northeast,Millersville,Lancaster County (42071; primary),"Civil Service Commission Minutes (MOU signed Feb 20, 2023 re: $5,000 hiring bonus for newly hired full-time police officers; remain employed for three years)",https://millersvilleborough.org/document/civil-service-commission-minutes-february-21st-2023/,https://millersvilleborough.org/document/civil-service-commission-minutes-february-21st-2023,millersvilleborough.org,civil_service_or_hr_pay_plan,memorandum_or_settlement,high,fbfd75bdb5095014c7f805a6cd4a369cb8049ce7338723f49738bdbd64472b60,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-8595411df43002e5e53d.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-15463c2c1783ef57a9b8.txt,4604,ccd749828ef5b19d0e63816aff95ab3a700b8d37e03b6296f3fcf215d211d8e7,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-74caf5d515a49059fd69,CBTXT-20260728-dc16f34c05cb21eec0e3,CBRDY-20260728-e6c53f1880f1204db7a2,CBSRD-20260728-33493645dfb8f270a387,CBCR-20260728-01123,B4XPAR-20260727-001208,BCV-20260728-08316,broad_4x1000_deduped,span_lane_002,417,extraction_lane_002,SC,South,Allendale,Allendale County (45005; primary),Allendale Town Council Meeting agenda (template) — example of council agenda packet format referencing possible personnel/contractual matters (context only),https://townofallendale.sc.gov/sites/townofallendale/files/Documents/Agenda.template.9.6.19.pdf,https://townofallendale.sc.gov/sites/townofallendale/files/Documents/Agenda.template.9.6.19.pdf,townofallendale.sc.gov,agenda_packet_or_minutes,agenda_cover_sheet,high,1ca3f4725227551d6f45d5a933b4ba475a94e6d8b12eb8d155e51780c2e20059,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-33493645dfb8f270a387.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-dc16f34c05cb21eec0e3.txt,718,925e692cee8d9e8ab916bd77031677d4cb1df78b12ef970cf6be772dfea4c332,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-0ddf97fb5ae5346feaca,CBTXT-20260728-a90b0430fb4ba3dea6db,CBRDY-20260728-80cabfd28853e55fd0ef,CBSRD-20260728-31a0cf1ac69402664e43,CBCR-20260728-02755,B4XPAR-20260727-002989,BCV-20260728-01325,broad_4x1000_deduped,span_lane_002,428,extraction_lane_002,SC,South,Marion,Marion County (45067; primary),"Marion City Council Agenda (Regular Meeting) — March 11, 2025",https://marionsc.gov/wp-content/uploads/2025/03/March-11-2025-Marion-City-Council-Agenda.docx.pdf,https://marionsc.gov/wp-content/uploads/2025/03/March-11-2025-Marion-City-Council-Agenda.docx.pdf,marionsc.gov,agenda_packet_or_minutes,agenda_cover_sheet,high,4736bdcebe83a27477f3201f6910b89e476690221035d929abc7f8339e10e175,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-31a0cf1ac69402664e43.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-a90b0430fb4ba3dea6db.txt,1601,23b9513ae83d30bd845cc532ed761421c77088b7c6671f5ff81dff0e60b9ea6b,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-5ebf562c72293662c91c,CBTXT-20260728-41d8c5f1cf9da46da366,CBRDY-20260728-27320f80a4e822270708,CBSRD-20260728-db8deb5f1eed96197582,CBCR-20260728-04468,B4XPAR-20260727-004868,BCV-20260728-04053,broad_4x1000_deduped,span_lane_002,565,extraction_lane_002,VA,South,Gretna,Pittsylvania County (51143; primary),"Regular Council Meeting Minutes (February 18, 2025) - Town of Gretna",https://townofgretna.org/files/MeetingMinutes/Regular%20Council%20Meeting%20February%2018%202025.pdf,https://townofgretna.org/files/MeetingMinutes/Regular%20Council%20Meeting%20February%2018%202025.pdf,townofgretna.org,agenda_packet_or_minutes,meeting_minutes,high,f3548af3fa46c5cd0d7bf9688a96454ab6f392d137885d337b15f06d04da7bae,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-db8deb5f1eed96197582.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-41d8c5f1cf9da46da366.txt,13051,1f85787ab2a2eebcade35525cefb31bfe68838e5755ff53d62855f324f57d448,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-b8ea7bd4aefe74274d3e,CBTXT-20260728-5f9fa6c3191759b432df,CBRDY-20260728-5686638ecedc82e73c60,CBSRD-20260728-7ffdcbfdf3bb4793ea5f,CBCR-20260728-01979,B4XPAR-20260727-002142,BCV-20260728-00099,broad_4x1000_deduped,span_lane_002,682,extraction_lane_002,WI,Midwest,Belleville,Dane County (55025; primary); Green County (55045),2025 Pay Grades - Belleville (PDF),https://www.bellevillewi.gov/sites/g/files/vyhlif15896/files/media/human-resources/file/9431/2025%20Pay%20Grades%20-%20Belleville.pdf,https://bellevillewi.gov/sites/g/files/vyhlif15896/files/media/human-resources/file/9431/2025%20Pay%20Grades%20-%20Belleville.pdf,bellevillewi.gov,wage_schedule,wage_schedule_or_compensation_plan,high,59fe5c835c706eae0b977707328d2618e486564f6174cd280099b76771b35999,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-7ffdcbfdf3bb4793ea5f.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-5f9fa6c3191759b432df.txt,8604,3e09bf8f396915aba5e99e1067fbd8aff9f3535ca4d81ed5862f3c421e32ee7e,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-ca72217f95093636faf2,CBTXT-20260728-b333a3383248aa031c54,CBRDY-20260728-12a5904a4b9a141079b6,CBSRD-20260728-2d884256938264fdde89,CBCR-20260728-04488,B4XPAR-20260727-004892,BCV-20260728-05301,broad_4x1000_deduped,span_lane_002,778,extraction_lane_002,WV,South,Glen Dale,Marshall County (54051; primary),"Nov 10, 2025 Glen Dale City Council Meeting — Agenda (includes “Seasonal Clothing Allowances”)",https://glendalewv.gov/wp-content/uploads/2025/11/Nov-10-2025-agenda.pdf,https://glendalewv.gov/wp-content/uploads/2025/11/Nov-10-2025-agenda.pdf,glendalewv.gov,agenda_packet_or_minutes,agenda_cover_sheet,high,fc455d12b40391521ecffb28e70dbe8cfd891e9b95dc794058ef6294b69d5f1a,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-2d884256938264fdde89.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-b333a3383248aa031c54.txt,2072,b42cb65ee9d13c9a89c51842b305cd01daa4bb264fdb8a942fcc5a21837aba7b,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-ab9fbff8a1c0dd86592e,CBTXT-20260728-ac3984fe664a9a8e133e,CBRDY-20260728-2bb87a96f8cfdd848837,CBSRD-20260728-9c668c6083262936bcee,CBCR-20260728-04498,B4XPAR-20260727-004904,BCV-20260728-04722,broad_4x1000_deduped,span_lane_002,782,extraction_lane_002,WV,South,Parsons,Tucker County (54093; primary),"Notice of Regular City Council Meeting + attached agenda (February 15, 2022)",https://cityofparsonswv.com/wp-content/uploads/2022/02/Notice-of-Regular-City-Council-Meeting-February-15-2022.pdf,https://cityofparsonswv.com/wp-content/uploads/2022/02/Notice-of-Regular-City-Council-Meeting-February-15-2022.pdf,cityofparsonswv.com,agenda_packet_or_minutes,agenda_cover_sheet,high,bd09942beebc14c68a6098a05bed23e023637cc1ae469705e4d88ba25271fd65,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-9c668c6083262936bcee.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-ac3984fe664a9a8e133e.txt,1275,81b725a00f529444b0f496a5a4ce912fa2cc0af9d77ebadb28ee491960a0b553,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-9692877b07fc91ab042a,CBTXT-20260728-d89e00c30bb2bd4c2d42,CBRDY-20260728-436479b55430090dee54,CBSRD-20260728-cd6544dfc593538802d0,CBCR-20260728-04820,B4XPAR-20260727-005249,BCV-20260728-04012,broad_4x1000_deduped,span_lane_002,794,extraction_lane_002,WY,West,Guernsey,Platte County (56031; primary),2026 Budget / Ordinance 2026-001 (appropriation ordinance; expenditures by department),https://www.togwy.us/wp-content/uploads/2025/11/2026-BUDGET-Final-.pdf,https://togwy.us/wp-content/uploads/2025/11/2026-BUDGET-Final-.pdf,togwy.us,budget_or_pay_plan,ordinance_or_policy,high,175423ff9b2db314b484dda46cf3d0727e97a91e90aa578bc0d9a2ee51ca5c77,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-cd6544dfc593538802d0.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-d89e00c30bb2bd4c2d42.txt,12598,a8bc8619cf18189e6cda36fc6b44f8939a2728f121ad2a7b806dc57efec4cb5f,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-09a50fec4bbe473974a7,CBTXT-20260728-2b6d5bcb9df5355eb90e,CBRDY-20260728-1db443866b8d3e74178d,CBSRD-20260728-5aa638ed1b5d172e503d,CBCR-20260728-03216,B4XPAR-20260727-003492,BCV-20260728-04076,broad_4x1000_deduped,span_lane_002,797,extraction_lane_002,WY,West,Rock River,Albany County (56001; primary),"Town of Rock River Council Meeting Agenda — Regular Meeting of December 4, 2023",https://www.townofrockriver.org/_files/ugd/e5b4db_0ac7c36e549f43eb9e6d86938788d935.pdf,https://townofrockriver.org/_files/ugd/e5b4db_0ac7c36e549f43eb9e6d86938788d935.pdf,townofrockriver.org,agenda_packet_or_minutes,agenda_cover_sheet,high,c9969e70a68d915d381e93e72317b46928918264be786e059f10a846c3626045,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_003/CBSRD-20260728-5aa638ed1b5d172e503d.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-2b6d5bcb9df5355eb90e.txt,1411,073ffb48340f4a62f82996bc7528f120792ad663ffe33aa0d2f7aa835fa4ed85,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
