post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,population_percentile,population_log_scale,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_adjustment,total_priority_score,national_priority_rank,priority_tier,priority_confidence,priority_reason_summary,state_successful_scout_count,state_candidate_positive_rate,state_candidate_rows_per_covered,state_parseable_empty_rate,state_failure_rate,state_score_confidence,scout_coverage_status,candidate_positive_flag,candidate_row_count,later_verification_row_count,failure_only_flag,retry_flag,retry_priority,prior_failure_run_ids,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,score_version,score_stage_disclaimer,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
151,468,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,1,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_185927,185927,MI,Wyandotte,CITY OF WYANDOTTE,municipal,place,24057,2023,1,no,Wayne County (26163; primary),0.939699,0.633416,22.678,10.000,16.291,11.702,8.338,5.000,0.000,0.000,74.008,958,Tier 1,low,population percentile 94.0; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,11,0.909091,2.454545,0.090909,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WYANDOTTE"" MI official website","""CITY OF WYANDOTTE"" MI collective bargaining agreement","""CITY OF WYANDOTTE"" MI police union contract","""CITY OF WYANDOTTE"" MI fire union contract","""CITY OF WYANDOTTE"" MI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WYANDOTTE (Census government ID 185927; locked municipality ID cog_2025_185927). County context: Wayne County (26163; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
152,469,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,2,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_172399,172399,OH,Washington Court House,CITY OF WASHINGTON COURT HOUSE,municipal,place,14412,2023,1,no,Fayette County (39047; primary),0.905389,0.601247,21.687,10.000,16.670,11.977,8.673,5.000,0.000,0.000,74.008,959,Tier 1,low,population percentile 90.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,8,1.000000,3.125000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WASHINGTON COURT HOUSE"" OH official website","""CITY OF WASHINGTON COURT HOUSE"" OH collective bargaining agreement","""CITY OF WASHINGTON COURT HOUSE"" OH police union contract","""CITY OF WASHINGTON COURT HOUSE"" OH fire union contract","""CITY OF WASHINGTON COURT HOUSE"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WASHINGTON COURT HOUSE (Census government ID 172399; locked municipality ID cog_2025_172399). County context: Fayette County (39047; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
153,470,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,3,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_184096,184096,WI,River Falls,CITY OF RIVER FALLS,municipal,place,16935,2023,2,yes,Pierce County (55093; primary); St. Croix County (55109),0.917528,0.611376,22.015,10.000,16.348,10.879,9.754,5.000,0.000,0.000,73.996,961,Tier 1,low,population percentile 91.8; municipal/place; state evidence low; smoothed yield component 16.3/20; 3 county relationship(s); unscouted,6,1.000000,2.833333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF RIVER FALLS"" WI official website","""CITY OF RIVER FALLS"" WI collective bargaining agreement","""CITY OF RIVER FALLS"" WI police union contract","""CITY OF RIVER FALLS"" WI fire union contract","""CITY OF RIVER FALLS"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RIVER FALLS (Census government ID 184096; locked municipality ID cog_2025_184096). County context: Pierce County (55093; primary); St. Croix County (55109). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
154,471,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,4,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_209722,209722,WA,East Wenatchee,CITY OF EAST WENATCHEE,municipal,place,14102,2023,1,no,Douglas County (53017; primary),0.904027,0.599882,21.646,10.000,16.923,12.131,8.293,5.000,0.000,0.000,73.994,962,Tier 1,medium,population percentile 90.4; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,15,0.933333,3.133333,0.066667,0.062500,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF EAST WENATCHEE"" WA official website","""CITY OF EAST WENATCHEE"" WA collective bargaining agreement","""CITY OF EAST WENATCHEE"" WA police union contract","""CITY OF EAST WENATCHEE"" WA fire union contract","""CITY OF EAST WENATCHEE"" WA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EAST WENATCHEE (Census government ID 209722; locked municipality ID cog_2025_209722). County context: Douglas County (53017; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
155,472,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,5,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_115125,115125,WI,Menasha,CITY OF MENASHA,municipal,place,18069,2023,2,yes,Winnebago County (55139; primary); Calumet County (55015),0.922333,0.615445,22.146,10.000,16.348,10.879,9.610,5.000,0.000,0.000,73.984,964,Tier 1,low,population percentile 92.2; municipal/place; state evidence low; smoothed yield component 16.3/20; 3 county relationship(s); unscouted,6,1.000000,2.833333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MENASHA"" WI official website","""CITY OF MENASHA"" WI collective bargaining agreement","""CITY OF MENASHA"" WI police union contract","""CITY OF MENASHA"" WI fire union contract","""CITY OF MENASHA"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MENASHA (Census government ID 115125; locked municipality ID cog_2025_115125). County context: Winnebago County (55139; primary); Calumet County (55015). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
156,473,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,6,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_128311,128311,MI,Marquette,CITY OF MARQUETTE,municipal,place,21079,2023,1,no,Marquette County (26103; primary),0.932604,0.625119,22.443,10.000,16.291,11.702,8.548,5.000,0.000,0.000,73.983,965,Tier 1,low,population percentile 93.3; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,11,0.909091,2.454545,0.090909,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MARQUETTE"" MI official website","""CITY OF MARQUETTE"" MI collective bargaining agreement","""CITY OF MARQUETTE"" MI police union contract","""CITY OF MARQUETTE"" MI fire union contract","""CITY OF MARQUETTE"" MI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MARQUETTE (Census government ID 128311; locked municipality ID cog_2025_128311). County context: Marquette County (26103; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
157,474,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,7,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_207674,207674,FL,Stuart,CITY OF STUART,municipal,place,19430,2023,1,no,Martin County (12085; primary),0.927335,0.620005,22.288,10.000,17.089,11.950,7.654,5.000,0.000,0.000,73.981,966,Tier 1,medium,population percentile 92.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,30,0.933333,2.566667,0.066667,0.032258,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF STUART"" FL official website","""CITY OF STUART"" FL collective bargaining agreement","""CITY OF STUART"" FL police union contract","""CITY OF STUART"" FL fire union contract","""CITY OF STUART"" FL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF STUART (Census government ID 207674; locked municipality ID cog_2025_207674). County context: Martin County (12085; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
158,475,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,8,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_194033,194033,RI,East Providence,CITY OF EAST PROVIDENCE,municipal,place,46900,2023,1,no,Providence County (44007; primary),0.970749,0.675331,23.805,10.000,15.710,10.741,8.721,5.000,0.000,0.000,73.977,967,Tier 1,low,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,1,1.000000,3.000000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF EAST PROVIDENCE"" RI official website","""CITY OF EAST PROVIDENCE"" RI collective bargaining agreement","""CITY OF EAST PROVIDENCE"" RI police union contract","""CITY OF EAST PROVIDENCE"" RI fire union contract","""CITY OF EAST PROVIDENCE"" RI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EAST PROVIDENCE (Census government ID 194033; locked municipality ID cog_2025_194033). County context: Providence County (44007; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
159,476,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,9,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_137734,137734,FL,Panama City Beach,CITY OF PANAMA CITY BEACH,municipal,place,19393,2023,1,no,Bay County (12005; primary),0.927152,0.619885,22.284,10.000,17.089,11.950,7.654,5.000,0.000,0.000,73.977,968,Tier 1,medium,population percentile 92.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,30,0.933333,2.566667,0.066667,0.032258,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PANAMA CITY BEACH"" FL official website","""CITY OF PANAMA CITY BEACH"" FL collective bargaining agreement","""CITY OF PANAMA CITY BEACH"" FL police union contract","""CITY OF PANAMA CITY BEACH"" FL fire union contract","""CITY OF PANAMA CITY BEACH"" FL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PANAMA CITY BEACH (Census government ID 137734; locked municipality ID cog_2025_137734). County context: Bay County (12005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
160,477,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_2,10,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE2,cog_2025_190101,190101,IN,Columbus,CITY OF COLUMBUS,municipal,place,51522,2023,1,no,Bartholomew County (18005; primary),0.973839,0.681232,23.948,10.000,15.734,10.457,8.835,5.000,0.000,0.000,73.975,970,Tier 1,low,population percentile 97.4; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,4,1.000000,2.000000,0.000000,0.333333,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF COLUMBUS"" IN official website","""CITY OF COLUMBUS"" IN collective bargaining agreement","""CITY OF COLUMBUS"" IN police union contract","""CITY OF COLUMBUS"" IN fire union contract","""CITY OF COLUMBUS"" IN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF COLUMBUS (Census government ID 190101; locked municipality ID cog_2025_190101). County context: Bartholomew County (18005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
