post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,population_percentile,population_log_scale,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_adjustment,total_priority_score,national_priority_rank,priority_tier,priority_confidence,priority_reason_summary,state_successful_scout_count,state_candidate_positive_rate,state_candidate_rows_per_covered,state_parseable_empty_rate,state_failure_rate,state_score_confidence,scout_coverage_status,candidate_positive_flag,candidate_row_count,later_verification_row_count,failure_only_flag,retry_flag,retry_priority,prior_failure_run_ids,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,score_version,score_stage_disclaimer,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
1,317,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,1,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_177181,177181,WI,Wausau,CITY OF WAUSAU,municipal,place,39968,2023,1,no,Marathon County (55073; primary),0.965101,0.665289,23.556,10.000,16.348,10.879,8.754,5.000,0.000,0.000,74.537,791,Tier 1,low,population percentile 96.5; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,6,1.000000,2.833333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WAUSAU"" WI official website","""CITY OF WAUSAU"" WI collective bargaining agreement","""CITY OF WAUSAU"" WI police union contract","""CITY OF WAUSAU"" WI fire union contract","""CITY OF WAUSAU"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WAUSAU (Census government ID 177181; locked municipality ID cog_2025_177181). County context: Marathon County (55073; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
2,318,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,2,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_132388,132388,OH,Ashland,CITY OF ASHLAND,municipal,place,18718,2023,1,no,Ashland County (39005; primary),0.924862,0.617661,22.216,10.000,16.670,11.977,8.673,5.000,0.000,0.000,74.537,792,Tier 1,low,population percentile 92.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,8,1.000000,3.125000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ASHLAND"" OH official website","""CITY OF ASHLAND"" OH collective bargaining agreement","""CITY OF ASHLAND"" OH police union contract","""CITY OF ASHLAND"" OH fire union contract","""CITY OF ASHLAND"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ASHLAND (Census government ID 132388; locked municipality ID cog_2025_132388). County context: Ashland County (39005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
3,319,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,3,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_101979,101979,FL,Winter Park,CITY OF WINTER PARK,municipal,place,29894,2023,1,no,Orange County (12095; primary),0.952062,0.647055,23.072,10.000,17.089,11.950,7.423,5.000,0.000,0.000,74.534,793,Tier 1,medium,population percentile 95.2; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,30,0.933333,2.566667,0.066667,0.032258,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WINTER PARK"" FL official website","""CITY OF WINTER PARK"" FL collective bargaining agreement","""CITY OF WINTER PARK"" FL police union contract","""CITY OF WINTER PARK"" FL fire union contract","""CITY OF WINTER PARK"" FL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WINTER PARK (Census government ID 101979; locked municipality ID cog_2025_101979). County context: Orange County (12095; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
4,320,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,4,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_115121,115121,WI,Brookfield,CITY OF BROOKFIELD,municipal,place,41884,2023,1,no,Waukesha County (55133; primary),0.966871,0.668229,23.631,10.000,16.348,10.879,8.675,5.000,0.000,0.000,74.533,794,Tier 1,low,population percentile 96.7; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,6,1.000000,2.833333,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BROOKFIELD"" WI official website","""CITY OF BROOKFIELD"" WI collective bargaining agreement","""CITY OF BROOKFIELD"" WI police union contract","""CITY OF BROOKFIELD"" WI fire union contract","""CITY OF BROOKFIELD"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BROOKFIELD (Census government ID 115121; locked municipality ID cog_2025_115121). County context: Waukesha County (55133; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
5,321,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,5,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_194844,194844,OH,Salem,CITY OF SALEM,municipal,place,11715,2023,2,yes,Columbiana County (39029; primary); Mahoning County (39099),0.889485,0.588239,21.262,10.000,16.670,11.977,9.619,5.000,0.000,0.000,74.529,795,Tier 1,low,population percentile 88.9; municipal/place; state evidence low; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,8,1.000000,3.125000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SALEM"" OH official website","""CITY OF SALEM"" OH collective bargaining agreement","""CITY OF SALEM"" OH police union contract","""CITY OF SALEM"" OH fire union contract","""CITY OF SALEM"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SALEM (Census government ID 194844; locked municipality ID cog_2025_194844). County context: Columbiana County (39029; primary); Mahoning County (39099). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
6,322,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,6,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_176874,176874,WA,Mountlake Terrace,CITY OF MOUNTLAKE TERRACE,municipal,place,21516,2023,1,no,Snohomish County (53061; primary),0.933686,0.626407,22.480,10.000,16.923,12.131,7.993,5.000,0.000,0.000,74.527,796,Tier 1,medium,population percentile 93.4; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,15,0.933333,3.133333,0.066667,0.062500,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MOUNTLAKE TERRACE"" WA official website","""CITY OF MOUNTLAKE TERRACE"" WA collective bargaining agreement","""CITY OF MOUNTLAKE TERRACE"" WA police union contract","""CITY OF MOUNTLAKE TERRACE"" WA fire union contract","""CITY OF MOUNTLAKE TERRACE"" WA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MOUNTLAKE TERRACE (Census government ID 176874; locked municipality ID cog_2025_176874). County context: Snohomish County (53061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
7,323,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,7,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_166792,166792,MI,Port Huron,CITY OF PORT HURON,municipal,place,28383,2023,1,no,St. Clair County (26147; primary),0.949786,0.643798,22.986,10.000,16.291,11.702,8.548,5.000,0.000,0.000,74.526,797,Tier 1,low,population percentile 95.0; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,11,0.909091,2.454545,0.090909,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PORT HURON"" MI official website","""CITY OF PORT HURON"" MI collective bargaining agreement","""CITY OF PORT HURON"" MI police union contract","""CITY OF PORT HURON"" MI fire union contract","""CITY OF PORT HURON"" MI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PORT HURON (Census government ID 166792; locked municipality ID cog_2025_166792). County context: St. Clair County (26147; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
8,324,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,8,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_166764,166764,MI,Oak Park,CITY OF OAK PARK,municipal,place,29023,2023,1,no,Oakland County (26125; primary),0.950714,0.645198,23.022,10.000,16.291,11.702,8.499,5.000,0.000,0.000,74.513,798,Tier 1,low,population percentile 95.1; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,11,0.909091,2.454545,0.090909,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF OAK PARK"" MI official website","""CITY OF OAK PARK"" MI collective bargaining agreement","""CITY OF OAK PARK"" MI police union contract","""CITY OF OAK PARK"" MI fire union contract","""CITY OF OAK PARK"" MI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF OAK PARK (Census government ID 166764; locked municipality ID cog_2025_166764). County context: Oakland County (26125; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
9,325,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,9,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_194843,194843,OH,Twinsburg,CITY OF TWINSBURG,municipal,place,19439,2023,1,no,Summit County (39153; primary),0.927363,0.620034,22.289,10.000,16.670,11.977,8.576,5.000,0.000,0.000,74.513,799,Tier 1,low,population percentile 92.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,8,1.000000,3.125000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TWINSBURG"" OH official website","""CITY OF TWINSBURG"" OH collective bargaining agreement","""CITY OF TWINSBURG"" OH police union contract","""CITY OF TWINSBURG"" OH fire union contract","""CITY OF TWINSBURG"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TWINSBURG (Census government ID 194843; locked municipality ID cog_2025_194843). County context: Summit County (39153; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
10,326,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23,parallel_lane_1,10,POST-PI-PARALLEL-ROUND2-3X150-2026-07-23-LANE1,cog_2025_132445,132445,OH,Norwood,CITY OF NORWOOD,municipal,place,19046,2023,1,no,Hamilton County (39061; primary),0.925944,0.618751,22.249,10.000,16.670,11.977,8.613,5.000,0.000,0.000,74.510,800,Tier 1,low,population percentile 92.6; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,8,1.000000,3.125000,0.000000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF NORWOOD"" OH official website","""CITY OF NORWOOD"" OH collective bargaining agreement","""CITY OF NORWOOD"" OH police union contract","""CITY OF NORWOOD"" OH fire union contract","""CITY OF NORWOOD"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NORWOOD (Census government ID 132445; locked municipality ID cog_2025_132445). County context: Hamilton County (39061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round2-3x150-2026-07-23_lane_1,lane_1,CROSS_STATE_PARALLEL_SCOUT_ROUND,1,150,rank_ordered_disjoint_parallel_lane
