verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-81bf9c12eb17956737b50b8f,https://cityofclarendontx.com/application-process,EXTCAND-629e0e38e725a31d87907606,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8001
EXTLOC-a96a26d7d0df05e654fe59d8,https://cityofclarendontx.com/benefits,EXTCAND-8e50d800f29a096816da7913,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8002
EXTLOC-ed314aa785c7048b5461e2c2,https://cityofclarendontx.com/city-secretary,EXTCAND-5ce9d6162b387c75ab44eda9,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8003
EXTLOC-c3ad56f3859b9c7db7990677,https://cityofclarendontx.com/council,RESCAND-6e8adc6e013e6e6f9b4dee6b,1,low,implementation_confirmation,ordinance_or_resolution,false,cityofclarendontx.com,0,verification_lane_004,8004
EXTLOC-aa3f62182a524ef2282652f0,https://cityofclarendontx.com/documents/451/2021.2022_Proposed_Budget_OCR_compressed.pdf,RESCAND-ca3fecc60238eeefa9a29b44,1,low,payroll_and_earnings,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8005
EXTLOC-264f8a261f0094c94aca83bc,https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf,RESCAND-59b1ef7b305da6aa4e626e15,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8006
EXTLOC-245dcbf3b103983a0a92813c,https://cityofclarendontx.com/documents/451/9.12.24_rotated_OCR_2_.pdf,RESCAND-ac845e881ed65f5d00794aad,1,low,payroll_and_earnings,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8007
EXTLOC-783576f697ad0c6af3f29d3c,https://cityofclarendontx.com/documents/451/City_Clarendon_2014_OCR_2.pdf,RESCAND-c6b413e01ff52103b65cc1b6,1,low,payroll_and_earnings,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8008
EXTLOC-f6c01b9b664eeef501db2dc6,https://cityofclarendontx.com/documents/451/City_Clarendon_9.30.19__002__revised_OCR.pdf,EXTCAND-8c83bda80305a1957c1a5e8f,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8009
EXTLOC-274e63f004815c85d77d20d6,https://cityofclarendontx.com/documents/451/City_of_Clarendon_2012_OCR_2.pdf,RESCAND-dff3846914092af48240ae7c,1,low,payroll_and_earnings,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8010
EXTLOC-3cf0d5e3334db7a7367d71da,https://cityofclarendontx.com/documents/451/City_of_Clarendon_9.30.18_OCR.pdf,EXTCAND-ef184d54a7b37ba2e8881a78,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8011
EXTLOC-13148df094e73c4e27d3fbca,https://cityofclarendontx.com/documents/451/City_of_Clarendon_9.30.22.pdf,EXTCAND-6d15da69b25a34c98404088a,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8012
EXTLOC-4573568edb01582555967659,https://cityofclarendontx.com/documents/451/Employee_Handbook_5.21.2026_OCR.pdf,EXTCAND-b9456284c6dc098bef1b375c,1,low,multi_family_administrative_source,payroll_roster,false,cityofclarendontx.com,0,verification_lane_004,8013
