verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence,verification_status,pre_final_dedup_verification_status,http_status,final_locator,final_canonical_locator,canonical_final_locator_id,verified_content_type,response_content_type,content_length,content_disposition,etag,last_modified,redirect_count,request_count,retry_count,head_request_count,get_metadata_request_count,metadata_body_bytes_inspected,full_body_retained,source_downloaded,source_reviewed,verified_at,terminal_request_id,verification_error_class,source_review_routing
EXTLOC-e0e50b2dd57e1ced46a3ded7,https://www.cheltenhamtownship.org/docview.aspx?docid=13041&doctype=agendaDoc,RESCAND-1d2e58f6dfa7d4ee53bd5ab5,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10980,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/BoardofCommissionersAgenda12-17-25115704121625AM1706.pdf,https://www.cheltenhamtownship.org/files/documents/BoardofCommissionersAgenda12-17-25115704121625AM1706.pdf,EXTFINALLOC-83f071e78d610959631d9d2e,pdf,application/pdf,1787951,,"""da266f1ad6edc1:0""","Tue, 16 Dec 2025 16:57:04 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:40:45.655932+00:00,EXTREQ-6f0cc60251c42e6ab046df4a,,source_review_ready_direct_document
EXTLOC-8f321230981921bed0f4dd80,https://www.cheltenhamtownship.org/docview.aspx?docid=29076,RESCAND-2c2bb3165e2e9ca7fc1100a3,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10981,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/20200819ResolutionNo25-20AdoptingStrategicManagementPlan1680031518090120PM.pdf,https://www.cheltenhamtownship.org/files/documents/20200819ResolutionNo25-20AdoptingStrategicManagementPlan1680031518090120PM.pdf,EXTFINALLOC-cf6f39117c4b89a0f40f45a9,pdf,application/pdf,1073588,,"""2ce8243b9480d61:0""","Tue, 01 Sep 2020 19:15:18 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:41:36.600282+00:00,EXTREQ-733dff06b11d177819fd29e6,,source_review_ready_direct_document
EXTLOC-259fd0800ff42113306bd2e9,https://www.cheltenhamtownship.org/docview.aspx?docid=29352,RESCAND-75d336bd502b29ea35c09888,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10982,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/PresidentsBudgetMessagefor20221680104447110321PM.pdf,https://www.cheltenhamtownship.org/files/documents/PresidentsBudgetMessagefor20221680104447110321PM.pdf,EXTFINALLOC-9be052fffdbc573c95fb6407,pdf,application/pdf,35752,,"""ac8580ee25d1d71:0""","Thu, 04 Nov 2021 02:44:47 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:41:48.210982+00:00,EXTREQ-1ec8defe4a28f205ce8a0c9f,,source_review_ready_direct_document
EXTLOC-7fb587eac520ec07bf26adfe,https://www.cheltenhamtownship.org/docview.aspx?docid=29359,RESCAND-3864610ee2ce34b9d4b06206,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,10983,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/notfound.aspx?aspxerrorpath=29359,https://www.cheltenhamtownship.org/notfound.aspx?aspxerrorpath=29359,EXTFINALLOC-4b433049024a9b4e3a524e4a,html,text/html; charset=utf-8,,,,,1,1,0,1,0,0,false,false,false,2026-08-05T15:41:58.749095+00:00,EXTREQ-e5c9c8fa01103988e359468e,,source_review_ready_html
EXTLOC-f91e286aaf92606999b1bb30,https://www.cheltenhamtownship.org/docview.aspx?docid=50358,RESCAND-9b5a11dd90cad1c2aef91648,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10985,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/202211092023PresidentsBudgetMessage1680083744112122AM.pdf,https://www.cheltenhamtownship.org/files/documents/202211092023PresidentsBudgetMessage1680083744112122AM.pdf,EXTFINALLOC-d8599d54ac116a00c8f67c2b,pdf,application/pdf,84479,,"""3b1816faefdd81:0""","Mon, 21 Nov 2022 13:37:44 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:42:59.526107+00:00,EXTREQ-1c6beb3976705fcc699535f2,,source_review_ready_direct_document
EXTLOC-50620e79448a6d520d703529,https://www.cheltenhamtownship.org/docview.aspx?docid=50367,RESCAND-0b29b2c23f3344292f883b3f,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,10986,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/notfound.aspx?aspxerrorpath=50367,https://www.cheltenhamtownship.org/notfound.aspx?aspxerrorpath=50367,EXTFINALLOC-bbb32394a82f31d6627416ff,html,text/html; charset=utf-8,,,,,1,1,0,1,0,0,false,false,false,2026-08-05T15:43:06.316567+00:00,EXTREQ-a5486a1241c8df6d5e90548b,,source_review_ready_html
EXTLOC-baafffa2403ce27eef3abd51,https://www.cheltenhamtownship.org/docview.aspx?docid=50405,RESCAND-1662094cf6ac7255db9a889b,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,10987,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/2023OperatingBudget1740030809020123PM.pdf,https://www.cheltenhamtownship.org/files/documents/2023OperatingBudget1740030809020123PM.pdf,EXTFINALLOC-7a98527d3620406a2a31ea35,pdf,application/pdf,1318817,,"""c6bed2e77836d91:0""","Wed, 01 Feb 2023 20:08:09 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:43:12.502851+00:00,EXTREQ-aeb6ea72e083979d6265e30f,,source_review_ready_direct_document
EXTLOC-bbf36e82680b99925ae3154c,https://www.cheltenhamtownship.org/docview.aspx?docid=50604,RESCAND-d118ba0f73fdc8939e3b43be,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10988,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/OrdinanceNo2464-232024OperatingBudget1740024934010824PM.pdf,https://www.cheltenhamtownship.org/files/documents/OrdinanceNo2464-232024OperatingBudget1740024934010824PM.pdf,EXTFINALLOC-fb0c60a8d817ae1319b7cb83,pdf,application/pdf,127384,,"""d4de1cce6b42da1:0""","Mon, 08 Jan 2024 19:49:34 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:43:13.718510+00:00,EXTREQ-ef14e62d8ab00373712b9ebb,,source_review_ready_direct_document
EXTLOC-863f3168749213f979f20791,https://www.cheltenhamtownship.org/docview.aspx?docid=50669,RESCAND-db4fe87d8c018c6089418443,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10989,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/Resolution07-24RecordsDisposition1706040610040424PM.pdf,https://www.cheltenhamtownship.org/files/documents/Resolution07-24RecordsDisposition1706040610040424PM.pdf,EXTFINALLOC-fb02ce1fa69778fbab5fe362,pdf,application/pdf,365265,,"""8ab2b989cb86da1:0""","Thu, 04 Apr 2024 20:06:10 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:43:24.088209+00:00,EXTREQ-744df6aae61dc5578930ca5a,,source_review_ready_direct_document
EXTLOC-d389412f96c5f7212cdab90f,https://www.cheltenhamtownship.org/docview.aspx?docid=50887,EXTCAND-10c938c0b515d3c933ad3355,1,low,multi_family_administrative_source,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10990,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/20241218OrdinanceNo2478-242025OmnibusBudgetOrdinance1740125016040825PM.pdf,https://www.cheltenhamtownship.org/files/documents/20241218OrdinanceNo2478-242025OmnibusBudgetOrdinance1740125016040825PM.pdf,EXTFINALLOC-d2a7a285decaa2df6b0b3662,pdf,application/pdf,343049,,"""cc39de4da6a8db1:0""","Tue, 08 Apr 2025 16:50:16 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:43:25.283005+00:00,EXTREQ-8dd8b98f122d6748e960d915,,source_review_ready_direct_document
EXTLOC-23fea199c838f40b295b1996,https://www.cheltenhamtownship.org/files/documents/2022FinalOperatingBudget1740040728012522PM.pdf,RESCAND-1edd757633a7b4ea14dc809e,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10991,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/2022FinalOperatingBudget1740040728012522PM.pdf,https://www.cheltenhamtownship.org/files/documents/2022FinalOperatingBudget1740040728012522PM.pdf,EXTFINALLOC-23fea199c838f40b295b1996,pdf,application/pdf,806090,,"""83b76b8f2f12d81:0""","Tue, 25 Jan 2022 21:07:28 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:43:28.855593+00:00,EXTREQ-3e60f2539980e659eed31ff7,,source_review_ready_direct_document
EXTLOC-2a77ede86413a226cb5c533c,https://www.cheltenhamtownship.org/files/documents/Resolution12-25DispositionofRecords1706105751032125AM.pdf,RESCAND-767bc1337d537c303c871001,1,low,multi_family_administrative_source,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10993,reachable_direct_document,,200,https://www.cheltenhamtownship.org/files/documents/Resolution12-25DispositionofRecords1706105751032125AM.pdf,https://www.cheltenhamtownship.org/files/documents/Resolution12-25DispositionofRecords1706105751032125AM.pdf,EXTFINALLOC-2a77ede86413a226cb5c533c,pdf,application/pdf,653054,,"""5552b9e719adb1:0""","Fri, 21 Mar 2025 14:57:51 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:43:54.178295+00:00,EXTREQ-1f5bc64c7f04f60ff5364a9f,,source_review_ready_direct_document
EXTLOC-ffd9ba548852fd0278f1fa9f,https://www.cheltenhamtownship.org/forms.aspx?fid=695,RESCAND-35972eedd72c53c7a3e2e1c4,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,10994,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/forms.aspx?fid=695,https://www.cheltenhamtownship.org/forms.aspx?fid=695,EXTFINALLOC-ffd9ba548852fd0278f1fa9f,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:43:55.668786+00:00,EXTREQ-c6f3607ed46e27ea72fdb42d,,source_review_ready_html
EXTLOC-8301882746e3a7a3b2894d6f,https://www.cheltenhamtownship.org/newsview.aspx?nid=6391,RESCAND-8ad0c45bee66e6809d30d5b6,1,low,payroll_and_earnings,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,10997,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/newsview.aspx?nid=6391,https://www.cheltenhamtownship.org/newsview.aspx?nid=6391,EXTFINALLOC-8301882746e3a7a3b2894d6f,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:44:48.375838+00:00,EXTREQ-c388fcfce7925c85fa93bfbe,,source_review_ready_html
EXTLOC-0412f0113e4a616c1e0e0922,https://www.cheltenhamtownship.org/newsview.aspx?nid=6429,RESCAND-e91ef74971608371f2d265e7,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,10999,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/news.aspx,https://www.cheltenhamtownship.org/news.aspx,EXTFINALLOC-a63dc51ec89d4fd0f74ef3f4,html,text/html; charset=utf-8,,,,,1,1,0,1,0,0,false,false,false,2026-08-05T15:44:50.264252+00:00,EXTREQ-dfb6ef2c2093993fa29b12be,,source_review_ready_html
EXTLOC-5fffd8ee96dfb8d949b34b26,https://www.cheltenhamtownship.org/newsview.aspx?nid=6442,RESCAND-ef20bd709c1aeb2212b40186,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,11000,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/newsview.aspx?nid=6442,https://www.cheltenhamtownship.org/newsview.aspx?nid=6442,EXTFINALLOC-5fffd8ee96dfb8d949b34b26,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:45:14.899271+00:00,EXTREQ-399795f333a856ab6698a007,,source_review_ready_html
EXTLOC-10a147b2ad3967f1fd2ef13d,https://www.cheltenhamtownship.org/newsview.aspx?nid=6504,RESCAND-2e5a95909bd1cc45bbe7944b,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,11001,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/newsview.aspx?nid=6504,https://www.cheltenhamtownship.org/newsview.aspx?nid=6504,EXTFINALLOC-10a147b2ad3967f1fd2ef13d,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:45:15.623461+00:00,EXTREQ-4580c1979d95881eb42c4825,,source_review_ready_html
EXTLOC-0f284fab375b2fb717013305,https://www.cheltenhamtownship.org/newsview.aspx?nid=6633,RESCAND-4058f3e8e1ae5e6703b0e338,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,11003,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/newsview.aspx?nid=6633,https://www.cheltenhamtownship.org/newsview.aspx?nid=6633,EXTFINALLOC-0f284fab375b2fb717013305,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:45:22.411358+00:00,EXTREQ-aadbf8ae81bb9399936af3af,,source_review_ready_html
EXTLOC-4e5531ffc43adbe96965cba4,https://www.cheltenhamtownship.org/pView.aspx?id=5725,RESCAND-065afb5b546d83fee9da866c,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,11004,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/pView.aspx?id=5725,https://www.cheltenhamtownship.org/pView.aspx?id=5725,EXTFINALLOC-4e5531ffc43adbe96965cba4,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:45:22.893644+00:00,EXTREQ-b43c5291c1d735b3767ce18d,,source_review_ready_html
EXTLOC-1866b278457260a00c78025f,https://www.cheltenhamtownship.org/pview.aspx?catid=0&id=3023,RESCAND-1b9fea88356b9565b1421c0e,1,low,multi_family_administrative_source,payroll_roster,false,www.cheltenhamtownship.org,0,verification_lane_005,11005,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/news.aspx?id=3023&catid=0,https://www.cheltenhamtownship.org/news.aspx?catid=0&id=3023,EXTFINALLOC-a4aa27be08a0abaa22818e78,html,text/html; charset=utf-8,,,,,1,1,0,1,0,0,false,false,false,2026-08-05T15:45:23.694011+00:00,EXTREQ-761851bcdda64fe6f37d0398,,source_review_ready_html
EXTLOC-8d34a670cd27870e0c892f70,https://www.cheltenhamtownship.org/pview.aspx?catid=26&id=3143,RESCAND-32c3d0d256fb2a6a55cbc450,1,low,payroll_and_earnings,earnings_report,false,www.cheltenhamtownship.org,0,verification_lane_005,11006,reachable_html_shell_or_portal,,200,https://www.cheltenhamtownship.org/pview.aspx?catid=26&id=3143,https://www.cheltenhamtownship.org/pview.aspx?catid=26&id=3143,EXTFINALLOC-8d34a670cd27870e0c892f70,html,text/html; charset=utf-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:45:24.202005+00:00,EXTREQ-4d328ce1c7b8434601fc752f,,source_review_ready_html
