verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-96d8e364a8fd9c65baf0291b,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,RESCAND-4f5c53f7cec7a19f3bf9a60c,1,high,implementation_confirmation,budget,true,a836-pts-access.nyc.gov,0,verification_lane_004,1
EXTLOC-890e97b8ff33242d6f350c53,https://accountingfiles.delaware.gov/docs/2024acfr.pdf,EXTCAND-5efb51e14095a5939397dd26,1,high,multi_family_administrative_source,payroll_roster,true,accountingfiles.delaware.gov,0,verification_lane_004,2
EXTLOC-bfaac1d66e21416f813016f2,https://accountingfiles.delaware.gov/docs/Annual-Recovery-Plan-July-2025.pdf,EXTCAND-154768ad457a576bea4f89d9,1,high,multi_family_administrative_source,payroll_roster,true,accountingfiles.delaware.gov,0,verification_lane_004,3
EXTLOC-3feb2544fe10ef2a9d54f0f9,https://acqdemo.hci.mil/docs/2024PayPoolFundingGuidance.pdf,EXTCAND-6bfac37838d444ff2a6673d3,1,high,multi_family_administrative_source,payroll_roster,true,acqdemo.hci.mil,0,verification_lane_004,4
EXTLOC-54e52571b0142abd8f1aa16c,https://admin.cdn.sos.ca.gov/reports/2022/bus-filing-processing-time-report-202206.pdf,RESCAND-f308cd356928684e0ae33796,1,high,multi_family_administrative_source,payroll_roster,true,admin.cdn.sos.ca.gov,0,verification_lane_004,5
EXTLOC-bf205a65326b697bf38eb375,https://admincode.legislature.state.al.us/administrative-code/356-X-3-.07,RESCAND-3de91c134c3d9bddbf1d0abd,1,high,payroll_and_earnings,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,6
EXTLOC-cafa51e2fb8e7355ec815576,https://admincode.legislature.state.al.us/administrative-code/560-X-60-.06,RESCAND-f26c463ee657e5ddf1c506bc,1,high,multi_family_administrative_source,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,7
EXTLOC-266662cafd11ff4f96514203,https://admincode.legislature.state.al.us/administrative-code/670-X-8-.03,EXTCAND-805b5ac2beae09d0f62fc54d,1,high,payroll_and_earnings,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,8
EXTLOC-bc0142d0f5e72d85b9f2aace,https://admincode.legislature.state.al.us/administrative-code/810-3-135-.05,RESCAND-cb5198bf9f96e69e913473a8,1,high,multi_family_administrative_source,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,9
EXTLOC-e58867b1d76756ee513361b1,https://admincode.legislature.state.al.us/administrative-code/810-3-15.3-.01,RESCAND-36e8ecf2b07028ad4defb109,1,high,multi_family_administrative_source,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,10
