attempt,body_prefix_bytes_inspected,body_prefix_hex,body_prefix_sha256,completed_at,content_disposition,content_length,content_type,error_class,error_message_redacted,etag,final_observed_url,full_body_retained,http_status,lane_id,last_modified,method,raw_headers_retained,redirect_count,request_id,request_type,requested_url,retry_after,server,started_at,verification_locator_id
1,0,,,2026-08-05T15:32:33.462231+00:00,,147496,text/html; charset=UTF-8,,,"""1785943952""",https://collections.shsmo.org/manuscripts/index?field_counties_target_id_op=or&field_decades_target_id_op=or&field_subjects_target_id_op=or&page=63,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:32:32 GMT",HEAD,false,0,EXTREQ-6846debfc26ed0154e09ca81,production_head,https://collections.shsmo.org/manuscripts/index?field_counties_target_id_op=or&field_decades_target_id_op=or&field_subjects_target_id_op=or&page=63,,,2026-08-05T15:32:29.186375+00:00,EXTLOC-0ec0a1c5eba0d4cb06512e08
1,0,,,2026-08-05T15:32:33.538040+00:00,,6049,text/html; charset=utf-8,,,,https://digitalarchives.wa.gov/Collections/TitleInfo/2979,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:32:33 GMT",HEAD,false,0,EXTREQ-3b51c203dfc319e3c55b37a6,production_head,https://digitalarchives.wa.gov/Collections/TitleInfo/2979,,,2026-08-05T15:32:32.780413+00:00,EXTLOC-3a0476d193780b817f14f7c1
1,0,,,2026-08-05T15:32:33.795186+00:00,,,text/html; charset=UTF-8,,,"W/""1785943953-gzip""",https://dew.sc.gov/node/4261,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:32:33 GMT",HEAD,false,0,EXTREQ-ea60652635217af613ec5b7c,production_head,https://dew.sc.gov/node/4261,,nginx,2026-08-05T15:32:32.695788+00:00,EXTLOC-7de8a142d95bffb8013ed677
1,0,,,2026-08-05T15:32:34.045544+00:00,,,text/html; charset=UTF-8,,,,https://dec.ny.gov/news/environmental-notice-bulletin/2020-08-05/town-of-annsville-collins-mobile-home-park,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:32:33 GMT",HEAD,false,0,EXTREQ-9ca7cd6939e7f64b337b5958,production_head,https://dec.ny.gov/news/environmental-notice-bulletin/2020-08-05/town-of-annsville-collins-mobile-home-park,,cloudflare,2026-08-05T15:32:32.316504+00:00,EXTLOC-6fdad1174f161da16febc477
1,0,,,2026-08-05T15:32:34.142095+00:00,,12652285,application/pdf,,,"""3dadba1fd037b3a8da1d51f9e4a93001""",https://documents.takomaparkmd.gov/government/finance/budgets-and-financial-documents/adopted-budget/FY24AdoptedBudget%20-%20Final09.22.23.pdf,false,200,verification_lane_005,"Tue, 26 Sep 2023 15:31:44 GMT",HEAD,false,0,EXTREQ-177d700872be8b681435131d,production_head,https://documents.takomaparkmd.gov/government/finance/budgets-and-financial-documents/adopted-budget/FY24AdoptedBudget%20-%20Final09.22.23.pdf,,AmazonS3,2026-08-05T15:32:33.003278+00:00,EXTLOC-c7f686b966b801cce5bd4b36
1,0,,,2026-08-05T15:32:34.162557+00:00,,20030641,application/pdf,,,"""04f83e3f040c61:0""",https://digitize.gp.lib.mi.us/history/newspapers/grossePointeNews/year_ranges/1980s/1988/pdf/1988-06-16.pdf,false,200,verification_lane_005,"Mon, 06 Mar 2006 07:37:58 GMT",HEAD,false,0,EXTREQ-8c0a5fea727c1d1678334db0,production_head,https://digitize.gp.lib.mi.us/history/newspapers/grossePointeNews/year_ranges/1980s/1988/pdf/1988-06-16.pdf,,Microsoft-IIS/10.0,2026-08-05T15:32:32.800621+00:00,EXTLOC-79b794731033a142b97ec5a4
1,0,,,2026-08-05T15:32:34.246209+00:00,,,text/html; charset=utf-8,,,,https://dakotaathome.sd.gov/search/5298c14b-d7e2-596f-89d2-6de8b5588b17,false,200,verification_lane_005,"Wed, 05 Aug 2026 15:32:34 GMT",HEAD,false,0,EXTREQ-63df909c644a7602ef07a231,production_head,https://dakotaathome.sd.gov/search/5298c14b-d7e2-596f-89d2-6de8b5588b17,,cloudflare,2026-08-05T15:32:31.714285+00:00,EXTLOC-9c92fe783f9b482f4c5eceb9
1,0,,,2026-08-05T15:32:34.254144+00:00,,,text/html; charset=utf-8,,,,https://dor.sd.gov/government/county-treasurers/contact-county-treasurers/,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-350fc1762c1d6c7ff63f7e39,production_head,https://dor.sd.gov/government/county-treasurers/contact-county-treasurers/,,,2026-08-05T15:32:33.013276+00:00,EXTLOC-747d14f59c5aa7bc8837f1e3
1,0,,,2026-08-05T15:32:34.318379+00:00,,,text/html; charset=UTF-8,,,,https://champaignil.gov/2019/10/08/human-resources-department-hosts-professional-development-event/,false,200,verification_lane_005,,HEAD,false,1,EXTREQ-aff5298b9513fe440660a920,production_head,https://champaignil.gov/department/human-resources-department/,,Apache,2026-08-05T15:32:26.710278+00:00,EXTLOC-2b9af9c3c7d07be88a1a8e64
1,0,,,2026-08-05T15:32:34.591280+00:00,,,text/html; charset=UTF-8,,,,https://cityofbutler.org/2016/02/january-28-2016/,false,200,verification_lane_005,,HEAD,false,0,EXTREQ-5e5fdfe523d972ec6e034890,production_head,https://cityofbutler.org/2016/02/january-28-2016/,,Apache,2026-08-05T15:32:26.837376+00:00,EXTLOC-095955ed83264368b1a42218
