verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Employee_Handbook.pdf,RESCAND-0e2a281f5d09e4760bb9fd89,1,,multi_family_administrative_source,payroll_roster,false,www.coldbayak.org,0,,
,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Title_5_City_Departments_Chapter_30_.pdf,RESCAND-000be95c46e88a02b41edb29,1,,multi_family_administrative_source,payroll_roster,false,www.coldbayak.org,0,,
,https://www.coldbayak.org/vertical/sites/%7BC66DA3E7-1956-493A-97C4-3E8CDB873D69%7D/uploads/Title_5_City_Departments_Chapter_31_.pdf,RESCAND-8c6eb92cc5cc77f7fcfd5597,1,,multi_family_administrative_source,payroll_roster,false,www.coldbayak.org,0,,
,https://www.coldspringny.gov/215/Boards-Committees,EXTCAND-86e3e89c3293263c06059662,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/218/Police-Department,RESCAND-299bcc9478e225038af2f475,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/225/Policies,RESCAND-6d4437105c577c430cfc0c8c,1,,payroll_and_earnings,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/261/Major-Reports,EXTCAND-58224e9e3a11a892c5ebf155,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/337/Government,EXTCAND-8a86720c97d5e3b283d2e6a1,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/AgendaCenter/ViewFile/Agenda/_01142026-94,RESCAND-e17add1328c7e0934fcf1241,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/AgendaCenter/ViewFile/Agenda/_05062026-118,RESCAND-309cbb34f6bd6e7330f297e4,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/AgendaCenter/ViewFile/Agenda/_05142025-47,RESCAND-976ae4504b315b442ec08bd7,1,,payroll_and_earnings,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/DocumentCenter/View/2207/Board-of-Trustee-Handbook-PDF,RESCAND-9a75a6e0871c39b31d4cb1ad,1,,payroll_and_earnings,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/DocumentCenter/View/2354/2022-23-Adopted-Budget---All-Funds,EXTCAND-958eacedff38b717d82be2b6,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/DocumentCenter/View/5557/VILLAGE-OF-COLD-SPRING-TENTATIVE-BUDGET-FOR-FISCAL-YEAR-20262027--BUDGET-OFFICERS-ADDRESS,EXTCAND-292da316c2081c2b411c78b8,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/agendacenter,EXTCAND-9c9f84287fe62d94ef7b7f8e,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/m/newsflash/Home/Detail/109,EXTCAND-223f1dd24a8d07b66ee78a92,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/m/newsflash?cat=7%2C8%2C6%2C9,EXTCAND-ec47c7464247c2fc090f59ee,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/sitemap,RESCAND-87e6076cbe63f4128ded3aec,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/sites/g/files/vyhlif416/f/agendas/12-4-2024_0.pdf,EXTCAND-7be9233ae3e890f5cba4c62f,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringny.gov/sites/g/files/vyhlif416/f/agendas/23-24_tentative_budget_4-12-23_schedules_1.pdf,RESCAND-3664cf1e9ea9cc7e286d163e,1,,multi_family_administrative_source,payroll_roster,true,www.coldspringny.gov,0,,
,https://www.coldspringschool.org/explore/employment2,EXTCAND-99722b74eeea174eb32ceefd,1,,multi_family_administrative_source,payroll_roster,false,www.coldspringschool.org,0,,
,https://www.coldwellbanker.com/mi/au-train/n10006-shore-dr/lid-P00800000H6woGeTMzEv7NbBewvvvMqy7FZg0Pvk,RESCAND-f0d05334d54a28a5566ff2f9,1,,multi_family_administrative_source,payroll_roster,false,www.coldwellbanker.com,0,,
,https://www.colerain.org/129/Agendas-Minutes,RESCAND-fa152b0aac72a1abd04df7fa,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/153/Administration,RESCAND-a3b6c325e116706f3a3da95d,1,,recruitment_and_retention,other,false,www.colerain.org,0,,
,https://www.colerain.org/169/Police,RESCAND-9b5c88a434a765a99f74e484,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/185/Zoning-Commission,EXTCAND-9a852857b2bd618b91ad2ec9,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/189/Crime-Statistics,RESCAND-fbcb37340d00ab62d4e6a3ae,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/199/Finance,RESCAND-046a73190f2f9112e25889c9,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/228/Greg-Insco,RESCAND-708d4a0299bb0ec540da193c,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/230/Jeff-Baker,RESCAND-c4568e6b6799d53a6150a7f7,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/379/225th-Anniversary,RESCAND-8aedd1a92bf0a7444ae2a7b4,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/380/Transparency,EXTCAND-c28bb050833a7bd8b217b775,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/385/Human-Resources,EXTCAND-45d0448c1870894591d92ac5,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/466/Code-Enforcement,RESCAND-a212969534407f64e3f75375,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/AgendaCenter,RESCAND-9cd83bf71e3ca4fdeb851d0e,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/AgendaCenter/ViewFile/Agenda/_12112018-335,RESCAND-41eb855d1d9e6b0734c8b3ec,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/Archive.aspx,EXTCAND-e1169a2c52bb425285012661,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/Archive.aspx?ADID=52,RESCAND-0d16abc8967612efa6eeda22,1,,recruitment_and_retention,other,false,www.colerain.org,0,,
,https://www.colerain.org/Calendar.aspx?EID=184,RESCAND-025215f4e6f9beb80a580018,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/Calendar.aspx?EID=185,RESCAND-ca4754dbf43ebb3b5d835358,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/Calendar.aspx?EID=188,RESCAND-db2b96477dedbdd7385e69e6,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/Directory.aspx,EXTCAND-8910748ced07652a480ed189,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/DocumentCenter,RESCAND-1f87e801583118da847adc56,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/DocumentCenter/View/1235,RESCAND-46679c9a5660adf568813e86,1,,recruitment_and_retention,other,false,www.colerain.org,0,,
,https://www.colerain.org/DocumentCenter/View/1235/2019-Strategic-Plan-and-Budget,RESCAND-60fd90625099b8989bdd6392,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/DocumentCenter/View/1236/Policy-Book,RESCAND-2a3d7306ab32962092b33ebe,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/DocumentCenter/View/1967/Appropriation-Ledger-2019_April,RESCAND-d3321e61127de88387d9caec,1,,payroll_and_earnings,payroll_roster,false,www.colerain.org,0,,
,https://www.colerain.org/DocumentCenter/View/2215,RESCAND-4ddc504306f10f877bd2ed6f,1,,multi_family_administrative_source,payroll_roster,false,www.colerain.org,0,,
