verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence,verification_status,pre_final_dedup_verification_status,http_status,final_locator,final_canonical_locator,canonical_final_locator_id,verified_content_type,response_content_type,content_length,content_disposition,etag,last_modified,redirect_count,request_count,retry_count,head_request_count,get_metadata_request_count,metadata_body_bytes_inspected,full_body_retained,source_downloaded,source_reviewed,verified_at,terminal_request_id,verification_error_class,source_review_routing
EXTLOC-96ce1fc17d8928ccc4176565,https://abp.assembly.ca.gov/system/files/2024-03/sunsetreport2023cslb.pdf,EXTCAND-5788cbec1226c60b33def930,1,high,multi_family_administrative_source,payroll_roster,true,abp.assembly.ca.gov,0,verification_lane_001,10,reachable_direct_document,,206,https://abp.assembly.ca.gov/system/files/2024-03/sunsetreport2023cslb.pdf,https://abp.assembly.ca.gov/system/files/2024-03/sunsetreport2023cslb.pdf,EXTFINALLOC-96ce1fc17d8928ccc4176565,pdf,application/pdf,2048,,,,0,2,0,1,1,2048,false,false,false,2026-08-05T15:10:48.169960+00:00,EXTREQ-152b37abab41f86d5770b4f5,,source_review_ready_direct_document
EXTLOC-ce3cdb7e10c760fac42169a4,https://acb.wa.gov/sites/default/files/2025-01/Board%20Packet%20-%20January%2031%202025.pdf,EXTCAND-3873a6af7bfaebb380057e32,1,high,multi_family_administrative_source,payroll_roster,true,acb.wa.gov,0,verification_lane_001,11,reachable_direct_document,,200,https://acb.wa.gov/sites/default/files/2025-01/Board%20Packet%20-%20January%2031%202025.pdf,https://acb.wa.gov/sites/default/files/2025-01/Board%20Packet%20-%20January%2031%202025.pdf,EXTFINALLOC-ce3cdb7e10c760fac42169a4,pdf,application/pdf,8591459,,"""67911bb7-831863""","Wed, 22 Jan 2025 16:24:23 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:41.918360+00:00,EXTREQ-b805970773285ce08401eef5,,source_review_ready_direct_document
EXTLOC-8bf64c2723969fc9b5cb255c,https://adamscountypa.gov/getmedia/9080ba12-c54f-426c-99e4-035ef471cf9e/A-2024-Budget-Document-Tentative.pdf,RESCAND-158007c7290761ab16a80b67,1,high,payroll_and_earnings,payroll_roster,true,adamscountypa.gov,0,verification_lane_001,15,reachable_direct_document,,200,https://adamscountypa.gov/getmedia/9080ba12-c54f-426c-99e4-035ef471cf9e/A-2024-Budget-Document-Tentative.pdf,https://adamscountypa.gov/getmedia/9080ba12-c54f-426c-99e4-035ef471cf9e/A-2024-Budget-Document-Tentative.pdf,EXTFINALLOC-8bf64c2723969fc9b5cb255c,pdf,application/pdf,4920254,inline; filename=A-2024-Budget-Document-Tentative.pdf,"""638356625205063805""","Wed, 15 Nov 2023 21:28:40 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:43.252123+00:00,EXTREQ-1c3008c43e0a0d7dd93d4b65,,source_review_ready_direct_document
EXTLOC-af7f6445d8f97d076b00feed,https://ag.ny.gov/sites/default/files/court-filings/maryland-et-al-v-corporation-for-national-and-community-service-jennifer-bastress-tahmasebi-complaint-2025.pdf,EXTCAND-a276775f374bbab1a3c19d6b,1,high,multi_family_administrative_source,payroll_roster,true,ag.ny.gov,0,verification_lane_001,29,reachable_direct_document,,200,https://ag.ny.gov/sites/default/files/court-filings/maryland-et-al-v-corporation-for-national-and-community-service-jennifer-bastress-tahmasebi-complaint-2025.pdf,https://ag.ny.gov/sites/default/files/court-filings/maryland-et-al-v-corporation-for-national-and-community-service-jennifer-bastress-tahmasebi-complaint-2025.pdf,EXTFINALLOC-af7f6445d8f97d076b00feed,pdf,application/pdf,4356765,,"""69cd6991-427a9d""","Wed, 01 Apr 2026 18:53:05 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:41.126979+00:00,EXTREQ-cac0b226d108ae3ec11cb6db,,source_review_ready_direct_document
EXTLOC-0ca4ec98289982fe46f6581c,https://ag.ny.gov/sites/default/files/enterprise_cleaners_-_aod_22-063_fully_executed_10.17.22_redacted.pdf,RESCAND-4195fe761cbf8b33fb3090a6,1,high,payroll_and_earnings,payroll_roster,true,ag.ny.gov,0,verification_lane_001,30,reachable_direct_document,,200,https://ag.ny.gov/sites/default/files/enterprise_cleaners_-_aod_22-063_fully_executed_10.17.22_redacted.pdf,https://ag.ny.gov/sites/default/files/enterprise_cleaners_-_aod_22-063_fully_executed_10.17.22_redacted.pdf,EXTFINALLOC-0ca4ec98289982fe46f6581c,pdf,application/pdf,643375,,"""6426fa2f-9d12f""","Fri, 31 Mar 2023 15:20:15 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:42.096020+00:00,EXTREQ-e8adb829fbff490d39732976,,source_review_ready_direct_document
EXTLOC-1bbfea31c26a5aba1381f11f,https://ag.ny.gov/sites/default/files/plyons-pef.pdf,EXTCAND-85a497c8855ea9e3791cb949,1,high,multi_family_administrative_source,payroll_roster,true,ag.ny.gov,0,verification_lane_001,31,reachable_direct_document,,200,https://ag.ny.gov/sites/default/files/plyons-pef.pdf,https://ag.ny.gov/sites/default/files/plyons-pef.pdf,EXTFINALLOC-1bbfea31c26a5aba1381f11f,pdf,application/pdf,381927,,"""6426fc30-5d3e7""","Fri, 31 Mar 2023 15:28:48 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:42.342762+00:00,EXTREQ-5716998ffe1d144582207ca5,,source_review_ready_direct_document
EXTLOC-614d66b5f500ac117a7f0ccf,https://agendadocs.downers.us/public/docs/agendas/2023/12-19-23/RES_2023-10148.pdf,RESCAND-f48fc970f55e73b872ee820a,1,high,payroll_and_earnings,payroll_roster,true,agendadocs.downers.us,0,verification_lane_001,34,reachable_direct_document,,200,https://agendadocs.downers.us/public/docs/agendas/2023/12-19-23/RES_2023-10148.pdf,https://agendadocs.downers.us/public/docs/agendas/2023/12-19-23/RES_2023-10148.pdf,EXTFINALLOC-614d66b5f500ac117a7f0ccf,pdf,application/pdf,5891776,,"""9b753e8981c5e9f541e8dd9105828880""","Mon, 22 Jan 2024 16:18:16 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:42.891790+00:00,EXTREQ-9a683967e663c40513e3de9f,,source_review_ready_direct_document
EXTLOC-16cb6aad3fcfa3822b035508,https://albionmaine.gov/images/Albion_Report_2024-25.pdf,RESCAND-3015251191af50bdf044d312,1,high,staffing_and_headcount,staffing_table,true,albionmaine.gov,0,verification_lane_001,47,reachable_direct_document,,200,https://albionmaine.gov/images/Albion_Report_2024-25.pdf,https://albionmaine.gov/images/Albion_Report_2024-25.pdf,EXTFINALLOC-16cb6aad3fcfa3822b035508,pdf,application/pdf,3272439,,,"Thu, 06 Mar 2025 13:24:30 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:42.116967+00:00,EXTREQ-9383c6903430d7976ab6ff8e,,source_review_ready_direct_document
EXTLOC-b8392844a5724c21184a8e5a,https://albionmaine.gov/media/attachments/2024/03/08/albion-annual-town-report-2023-24.pdf,RESCAND-d4177d4463937fb045f5ee9f,1,high,multi_family_administrative_source,payroll_roster,true,albionmaine.gov,0,verification_lane_001,48,reachable_direct_document,,200,https://albionmaine.gov/media/attachments/2024/03/08/albion-annual-town-report-2023-24.pdf,https://albionmaine.gov/media/attachments/2024/03/08/albion-annual-town-report-2023-24.pdf,EXTFINALLOC-b8392844a5724c21184a8e5a,pdf,application/pdf,1460267,,,"Fri, 08 Mar 2024 15:34:38 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:42.118427+00:00,EXTREQ-4f82f038375b2a98c11b923e,,source_review_ready_direct_document
EXTLOC-7cfa020474c71ca8803469f7,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2025RS/HB467-int.pdf,RESCAND-6dc628765b259294c1e34974,1,high,multi_family_administrative_source,payroll_roster,true,alison.legislature.state.al.us,0,verification_lane_001,50,reachable_direct_document,,200,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2025RS/HB467-int.pdf,https://alison.legislature.state.al.us/files/pdf/SearchableInstruments/2025RS/HB467-int.pdf,EXTFINALLOC-7cfa020474c71ca8803469f7,pdf,application/pdf,518148,,"W/""7e804-196939b08ac""","Sat, 03 May 2025 00:45:33 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:10:42.285053+00:00,EXTREQ-1389944ad4061de3e379ed94,,source_review_ready_direct_document
