verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence,verification_status,pre_final_dedup_verification_status,http_status,final_locator,final_canonical_locator,canonical_final_locator_id,verified_content_type,response_content_type,content_length,content_disposition,etag,last_modified,redirect_count,request_count,retry_count,head_request_count,get_metadata_request_count,metadata_body_bytes_inspected,full_body_retained,source_downloaded,source_reviewed,verified_at,terminal_request_id,verification_error_class,source_review_routing
EXTLOC-9be084d9a3c6cf5b51d8ca8b,https://swagit-attachments.granicus.com/uploads/video/agenda_file/354734/Regular_City_Commission_-_08_Sep_2025_-_Agenda_-_Pdf.pdf,EXTCAND-bf01a9263d18fd08804a52cb,1,low,multi_family_administrative_source,payroll_roster,false,swagit-attachments.granicus.com,0,verification_lane_003,10381,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/354734/Regular_City_Commission_-_08_Sep_2025_-_Agenda_-_Pdf.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/354734/Regular_City_Commission_-_08_Sep_2025_-_Agenda_-_Pdf.pdf,EXTFINALLOC-9be084d9a3c6cf5b51d8ca8b,pdf,application/pdf,3720190,,"""6ead0634a1467f0dc21bba6f74256ddf""","Fri, 17 Oct 2025 19:39:13 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:14.025667+00:00,EXTREQ-3d1f87d2eb5a76530ab20693,,source_review_ready_direct_document
EXTLOC-85b45143489e71628e280d32,https://swagit-attachments.granicus.com/uploads/video/agenda_file/356252/9-22_AtlanticBeachCC.pdf,RESCAND-464056f82b4cc80b531313cc,1,low,payroll_and_earnings,payroll_roster,false,swagit-attachments.granicus.com,0,verification_lane_003,10382,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/356252/9-22_AtlanticBeachCC.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/356252/9-22_AtlanticBeachCC.pdf,EXTFINALLOC-85b45143489e71628e280d32,pdf,application/pdf,6565442,,"""05df18cb9708b825004ec06901011a77""","Tue, 23 Sep 2025 02:03:38 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:14.168399+00:00,EXTREQ-be93301a607568ca0e9d5bf6,,source_review_ready_direct_document
EXTLOC-5379c7b7582450ba04993031,https://swagit-attachments.granicus.com/uploads/video/agenda_file/359663/11-3_AthensCC.pdf,RESCAND-f5d2b16236f29c2211542bc5,1,low,payroll_and_earnings,payroll_roster,false,swagit-attachments.granicus.com,0,verification_lane_003,10383,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/359663/11-3_AthensCC.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/359663/11-3_AthensCC.pdf,EXTFINALLOC-5379c7b7582450ba04993031,pdf,application/pdf,111891,,"""e81ef8b53a2f139cb5e68c8e82f35eed""","Tue, 04 Nov 2025 03:11:25 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:26.134730+00:00,EXTREQ-2c8a50c8c8a6080a42ab86bc,,source_review_ready_direct_document
EXTLOC-5d9dc725ed1f659f6629ae28,https://swagit-attachments.granicus.com/uploads/video/agenda_file/374513/2-9_AtlanticBeachCC.pdf,RESCAND-5facdfc6f480089af0423d97,1,low,multi_family_administrative_source,payroll_roster,false,swagit-attachments.granicus.com,0,verification_lane_003,10384,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/374513/2-9_AtlanticBeachCC.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/374513/2-9_AtlanticBeachCC.pdf,EXTFINALLOC-5d9dc725ed1f659f6629ae28,pdf,application/pdf,16385797,,"""5b65722f9ec1b2187e9d71f049bdfb9d""","Tue, 10 Feb 2026 01:33:00 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:26.568982+00:00,EXTREQ-ba093568a9a76050b8dcd78b,,source_review_ready_direct_document
EXTLOC-2f5cb48a389caadfa3ec12b2,https://swagit-attachments.granicus.com/uploads/video/agenda_file/375509/CC02-17-26.pdf,EXTCAND-7701ccf7f42adbd431fa87b4,1,low,multi_family_administrative_source,staffing_table,false,swagit-attachments.granicus.com,0,verification_lane_003,10385,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/375509/CC02-17-26.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/375509/CC02-17-26.pdf,EXTFINALLOC-2f5cb48a389caadfa3ec12b2,pdf,application/pdf,111344,,"""f78f68f3245596bb2f23ae8962903763""","Wed, 18 Feb 2026 15:21:26 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:27.025354+00:00,EXTREQ-f7827f84991769aa97e5f5a7,,source_review_ready_direct_document
EXTLOC-5397dabd368a221cecf3ff2e,https://swagit-attachments.granicus.com/uploads/video/agenda_file/376825/2-26_AtlanticBeachGE.pdf,RESCAND-88c4f1ea6408be6e941a0e18,1,low,payroll_and_earnings,payroll_roster,false,swagit-attachments.granicus.com,0,verification_lane_003,10386,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/376825/2-26_AtlanticBeachGE.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/376825/2-26_AtlanticBeachGE.pdf,EXTFINALLOC-5397dabd368a221cecf3ff2e,pdf,application/pdf,1842800,,"""14070a5d83f8dd90a3eba32099b53959""","Tue, 03 Mar 2026 07:10:17 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:27.353460+00:00,EXTREQ-eebf478b88657d5f647019cc,,source_review_ready_direct_document
EXTLOC-17ae98bdbf1b48f919c97bde,https://swagit-attachments.granicus.com/uploads/video/agenda_file/389211/Regular_City_Commission_-_26_May_2026_-_Agenda_-_Pdf.pdf,RESCAND-35b47ab907018d7b69a09031,1,low,multi_family_administrative_source,payroll_roster,false,swagit-attachments.granicus.com,0,verification_lane_003,10387,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/agenda_file/389211/Regular_City_Commission_-_26_May_2026_-_Agenda_-_Pdf.pdf,https://swagit-attachments.granicus.com/uploads/video/agenda_file/389211/Regular_City_Commission_-_26_May_2026_-_Agenda_-_Pdf.pdf,EXTFINALLOC-17ae98bdbf1b48f919c97bde,pdf,application/pdf,11723063,,"""e6c884f3e60c27a0f1df32be7551d585""","Wed, 27 May 2026 03:42:10 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:27.725325+00:00,EXTREQ-4640a9c2bc7c25fb64e0bb62,,source_review_ready_direct_document
EXTLOC-43f829be6588d72c9ca19a87,https://swagit-attachments.granicus.com/uploads/video/minutes_file/319823/11.12.24_Special_Meeting_-_Work_Session_Budget_Minutes.pdf,RESCAND-e7ecca6bf21c9a9d1b70c511,1,low,staffing_and_headcount,other,false,swagit-attachments.granicus.com,0,verification_lane_003,10388,reachable_direct_document,,200,https://swagit-attachments.granicus.com/uploads/video/minutes_file/319823/11.12.24_Special_Meeting_-_Work_Session_Budget_Minutes.pdf,https://swagit-attachments.granicus.com/uploads/video/minutes_file/319823/11.12.24_Special_Meeting_-_Work_Session_Budget_Minutes.pdf,EXTFINALLOC-43f829be6588d72c9ca19a87,pdf,application/pdf,1475229,,"""36153d71d50b4226836e095c893c1421""","Tue, 10 Dec 2024 17:56:38 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:38:37.693237+00:00,EXTREQ-2eb26d5e69b8d59224e972ec,,source_review_ready_direct_document
EXTLOC-30d7f7d02d53388f54eedb5b,https://teamster.org/wp-content/uploads/2023/06/6823RCaddendum20212024NTAFinalSignatures.pdf,RESCAND-4a8ab372d84a48aeae4fa468,1,low,payroll_and_earnings,payroll_roster,false,teamster.org,0,verification_lane_003,10399,reachable_direct_document,,200,https://teamster.org/wp-content/uploads/2023/06/6823RCaddendum20212024NTAFinalSignatures.pdf,https://teamster.org/wp-content/uploads/2023/06/6823RCaddendum20212024NTAFinalSignatures.pdf,EXTFINALLOC-30d7f7d02d53388f54eedb5b,pdf,application/pdf,609793,,"""6481ef25-94e01""","Thu, 08 Jun 2023 15:09:25 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:28:16.085191+00:00,EXTREQ-8321eb9eee4819f3b19c9092,,source_review_ready_direct_document
EXTLOC-0b9dbf7b9f0543720d0a89cf,https://townofaugusta.org/documents/2023_Augusta_Town_Budget.pdf,RESCAND-d9ae6e0a40e621448f3bb30a,1,low,payroll_and_earnings,payroll_roster,false,townofaugusta.org,0,verification_lane_003,10427,reachable_direct_document,,206,https://townofaugusta.org/documents/2023_Augusta_Town_Budget.pdf,https://townofaugusta.org/documents/2023_Augusta_Town_Budget.pdf,EXTFINALLOC-0b9dbf7b9f0543720d0a89cf,pdf,application/pdf,2048,,,"Fri, 24 Feb 2023 23:18:31 GMT",0,2,0,1,1,2048,false,false,false,2026-08-05T15:20:31.562705+00:00,EXTREQ-a44d8e03f908a8a4d4beb58a,,source_review_ready_direct_document
