verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-38f38cc0da08ac5832df9d0b,https://a.co.warren.oh.us/HumanServices/FactSheets/Default.aspx,EXTCAND-03fe54fa86663b5b78389459,1,high,multi_family_administrative_source,payroll_roster,true,a.co.warren.oh.us,0,verification_lane_002,1
EXTLOC-12f366701ae3c0b2876252e5,https://abgt.assembly.ca.gov/sites/abgt.assembly.ca.gov/files/June%2026%20Hearing%20Analyses%20Packet.pdf,RESCAND-c1bcd89742113231a8bfcf89,1,high,multi_family_administrative_source,payroll_roster,true,abgt.assembly.ca.gov,0,verification_lane_002,2
EXTLOC-f1a492a300327754357b4bc4,https://acf.gov/ocs/map/ced-map-current-grantee-locations-fy-2021,EXTCAND-b7e1754d01c07776d8ad94d4,1,high,multi_family_administrative_source,payroll_roster,true,acf.gov,0,verification_lane_002,3
EXTLOC-8a9b0fc4525bb9c026da67e4,https://acf.gov/sites/default/files/documents/ofvps/2024-Tribal-Grant-Awards.pdf,RESCAND-3eaba3d9e5b46e1330944a4b,1,high,multi_family_administrative_source,payroll_roster,true,acf.gov,0,verification_lane_002,4
EXTLOC-a0f8100af87aafea5c505992,https://acworth-ga.gov/human-resources/,EXTCAND-e8d8ab0116d58c6a84d1f0c4,1,high,multi_family_administrative_source,payroll_roster,true,acworth-ga.gov,0,verification_lane_002,5
EXTLOC-217baa32f0ec5745bb897d91,https://adamscountyco.gov/our-county/budget-finance/budget/,RESCAND-e22f2a84ab19abaa2828738f,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,6
EXTLOC-75b1248ed4f7e940be693576,https://adamscountyco.gov/sites/default/files/2022-Adopted-Budget-Book.pdf,RESCAND-5e5658fe5239271028dbcc7c,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,7
EXTLOC-6949f7051a33730603523c80,https://adamscountyco.gov/wp-content/uploads/2025/08/2017-Adams-County-Adopted-Budget.pdf,RESCAND-088b28dde7e3f98ba7eee958,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,8
EXTLOC-7482bf14ad16413f902f5d79,https://adamscountyco.gov/wp-content/uploads/2025/08/2023-Adams-County-Adopted-Budget.pdf,RESCAND-df4d879e45ecd0068ce24ff8,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,9
EXTLOC-5dc887b5c9c316698abf6356,https://adamscountyco.gov/wp-content/uploads/2025/08/2024-Adams-County-Adopted-Budget.pdf,RESCAND-bdc68525f23ff4562cd57993,1,high,payroll_and_earnings,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,10
EXTLOC-63a600468669a62de87bd9d0,https://adeq.state.ar.us/home/pdssql/p_facil_details.aspx?AFIN=3200009&AFINDash=32-00009,RESCAND-5f7f1997242475de42ac3b58,1,high,staffing_and_headcount,staffing_table,true,adeq.state.ar.us,0,verification_lane_002,11
EXTLOC-a4e38879adca82487805a85e,https://aeronav.faa.gov/afd/19MAR2026/se_88_19MAR2026.pdf,RESCAND-61e388bf6919acb078a41091,1,high,multi_family_administrative_source,payroll_roster,true,aeronav.faa.gov,0,verification_lane_002,12
EXTLOC-fb6f67521d38d2f86b26a453,https://aeronav.faa.gov/d-tpp/2602/10322R27.PDF,RESCAND-ba06ff9741d4c9a14751e602,1,high,multi_family_administrative_source,payroll_roster,true,aeronav.faa.gov,0,verification_lane_002,13
EXTLOC-3a9057d744cd94d4a0a9fc36,https://agenda.shelbycountytn.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/2024-06-03%20DA%20RESOLUTION%20-%20APPROVE%20RETROACTIVE%20PAY.DOCX.pdf?documentType=1&isAttachment=True&isSection=False&itemId=79681&meetingId=3355&publishId=219556,RESCAND-fefbc564b50a2aecf5b12cfc,1,high,payroll_and_earnings,payroll_roster,true,agenda.shelbycountytn.gov,0,verification_lane_002,14
EXTLOC-afc251c074c6ba97dbc984e7,https://agenda.shelbycountytn.gov/OnBaseAgendaOnline/Documents/ViewDocument/COMPENSATION%20POLICY%202022-2023%20WORKING%20COPY%20REV%209%20REVISED.PDF.pdf?documentType=Agenda&isSection=false&itemId=69834&meetingId=3019&publishId=174160,EXTCAND-e56ab997ad99a3baa3ce6247,1,high,multi_family_administrative_source,payroll_roster,true,agenda.shelbycountytn.gov,0,verification_lane_002,15
EXTLOC-b39da9dfffe078a210a05e85,https://agendalink.fortbendcountytx.gov/agenda_publish.cfm?1=1&dsp=ag&mt=ALL&seq=3400,EXTCAND-d3dc8fd37cf498103ceaf894,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,16
EXTLOC-5c42f953c2157d52c3594e7a,https://agendalink.fortbendcountytx.gov/agenda_publish.cfm?dsp=ag&mt=ALL&seq=3799&swagitPlayer=true,EXTCAND-c56138f14d2f667f39ac6efc,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,17
EXTLOC-455a45390c46165dd21c61da,https://agendalink.fortbendcountytx.gov/agenda_publish.cfm?dsp=ag&mt=ALL&seq=3828&swagitPlayer=true,EXTCAND-f507c67c6318a39131d08a15,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,18
EXTLOC-1125af3899552a82a091aca3,https://agendalink.fortbendcountytx.gov/agenda_publish.cfm?dsp=min&get_month=10&get_year=2024&id=0&mt=ALL&seq=3946,EXTCAND-9930c43592181f2527ce632d,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,19
EXTLOC-92573bdee099e58415fe168f,https://agendalink.fortbendcountytx.gov/mindocs/2024/CCTR/20240423_3887/minutes/3676_37_disbursements_2024.04.23_-2024.pdf,EXTCAND-a5498eb4f51ad61b59343406,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,20
EXTLOC-d530a86978a2d4381b4eaea9,https://agendalink.fortbendcountytx.gov/mindocs/2025/CCTR/20250826_4015/minutes/3802_38S_signed_amendment_(102_pgs).pdf,EXTCAND-b8369ea1795e0075e7a23336,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,21
EXTLOC-368e72a354227744867bb63f,https://agendalink.fortbendcountytx.gov/public/publish/print_minutes.cfm?CFID=9427368&CFTOKEN=b8f06647b5bdce88-DF8296D2-9973-A464-DB2DCD4464D5F0E5&id=0&mode=External&reloaded=true&seq=3687,EXTCAND-7912a074547fe39f0fa857e0,1,high,multi_family_administrative_source,payroll_roster,true,agendalink.fortbendcountytx.gov,0,verification_lane_002,22
EXTLOC-6e2bb39c1a232ac6662a340b,https://aging.waynecountypa.gov/978/2023-Recognition,EXTCAND-354f2a476afbd80428c03e53,1,high,staffing_and_headcount,salary_schedule,true,aging.waynecountypa.gov,0,verification_lane_002,23
EXTLOC-2c59429748a93ffad73cd547,https://aging.waynecountypa.gov/AgendaCenter/ViewFile/Minutes/_07032025-828,EXTCAND-b3be094fde7430362e7a5ee3,1,high,staffing_and_headcount,salary_schedule,true,aging.waynecountypa.gov,0,verification_lane_002,24
EXTLOC-a32e4616499a2cc4303841bf,https://aging.waynecountypa.gov/QuickLinks.aspx,EXTCAND-9ab6c384f6d159f7a4a7a2d9,1,high,staffing_and_headcount,salary_schedule,true,aging.waynecountypa.gov,0,verification_lane_002,25
EXTLOC-1cd05acbb48c1b4dba4909cc,https://akenergygateway.alaska.edu/explore/communities/chuathbaluk,RESCAND-05091e44aac41a872aba54ac,1,high,multi_family_administrative_source,payroll_roster,true,akenergygateway.alaska.edu,0,verification_lane_002,26
EXTLOC-79e1f51193da9a9d14e63b18,https://akenergygateway.alaska.edu/explore/communities/chuathbaluk/general,RESCAND-622b5f8de18ff449273bbaa4,1,high,multi_family_administrative_source,payroll_roster,true,akenergygateway.alaska.edu,0,verification_lane_002,27
