verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-675d78b29bb7d36d3123d76e,https://1950census.archives.gov/search/?county=Alcona&page=1&state=MI,RESCAND-7f9a155efc01727c019ab7c4,1,high,payroll_and_earnings,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,1
EXTLOC-ca917bc74cbf7172d277f040,https://1950census.archives.gov/search/?county=Antrim&page=1&state=MI,RESCAND-813d5484f0ae7b564d286cb4,1,high,payroll_and_earnings,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,2
EXTLOC-5b65b44e295882e9f7648ac6,https://1950census.archives.gov/search/?county=Blue+Earth&page=1&state=MN,RESCAND-6a9cd27fe2b7c25daf58098e,1,high,payroll_and_earnings,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,3
EXTLOC-7fcc93a12f7e48a6d8f2c590,https://1950census.archives.gov/search/?county=Chattahoochee&page=1&state=GA,RESCAND-fd8470ab5498bd64bfc8166a,1,high,multi_family_administrative_source,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,4
EXTLOC-1fa77c06001aaa3e61c37aae,https://1950census.archives.gov/search/?county=Chester&page=1&state=SC,RESCAND-88a3c314a59c20fb010ee555,1,high,payroll_and_earnings,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,5
EXTLOC-d523423033f945812258df91,https://1950census.archives.gov/search/?county=Clinton&page=1&state=IL,RESCAND-3432ca278f2477b30a2b9003,1,high,payroll_and_earnings,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,6
EXTLOC-b8b09b1acad5ff2c91af81e0,https://1950census.archives.gov/search/?county=Cuyahoga&page=1&state=OH,RESCAND-1545b5322154019abec50c8f,1,high,multi_family_administrative_source,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,7
EXTLOC-01bbecac5c67b226c9d11d0e,https://1950census.archives.gov/search/?county=Delaware&page=1&state=OH,RESCAND-1b970425540c0ffdc556fdcd,1,high,multi_family_administrative_source,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,8
EXTLOC-d5102498c783ec0bb38c4e01,https://1950census.archives.gov/search/?county=Hamilton&page=1&state=OH,RESCAND-f554aa3e87d57cb3e7a0a328,1,high,multi_family_administrative_source,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,9
EXTLOC-4c776bde02e1ae2d6fd27b74,https://1950census.archives.gov/search/?county=Price&page=1&state=WI,RESCAND-458622a1e22d13bf8a8e70c5,1,high,multi_family_administrative_source,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,10
EXTLOC-9e45b9e578655b95516bfe6a,https://1950census.archives.gov/search/?county=Somerset&page=1&state=NJ,RESCAND-7c0702344614524fe70894a7,1,high,multi_family_administrative_source,payroll_roster,true,1950census.archives.gov,0,verification_lane_005,11
EXTLOC-be1776741240d49903e42781,https://a856-cityrecord.nyc.gov/RequestDetail/20260122009,RESCAND-9d95f141f473744e140bf0f3,1,high,multi_family_administrative_source,payroll_roster,true,a856-cityrecord.nyc.gov,0,verification_lane_005,12
EXTLOC-ada4bba650d1285702fc5b47,https://a856-cityrecord.nyc.gov/Search/GetFile?documentId=41699&requestId=20250206029&requestStatus=Archived%C2%A7ionId%3D6,RESCAND-6ffcdef52457a897cf7bb7f8,1,high,payroll_and_earnings,payroll_roster,true,a856-cityrecord.nyc.gov,0,verification_lane_005,13
EXTLOC-05276fc80dddd038f44b8eb5,https://abc2.nc.gov/Districts/Board/154,EXTCAND-e4f774a682a8915c2f9db99e,1,high,multi_family_administrative_source,payroll_roster,true,abc2.nc.gov,0,verification_lane_005,14
EXTLOC-6fe474d0b6a9b6b89458768d,https://abo.ny.gov/,RESCAND-13255da068dae95d65849cbe,1,high,payroll_and_earnings,payroll_roster,true,abo.ny.gov,0,verification_lane_005,15
EXTLOC-cdd3f19fafa98cc98bf55cdf,https://abo.ny.gov/annualreports/PARISAnnualReports/FYE2021/IDA/ARAlbanyCityIndustrialDevelopmentAgency2021.pdf,EXTCAND-03b7ad33d033b4eee979ca24,1,high,multi_family_administrative_source,payroll_roster,true,abo.ny.gov,0,verification_lane_005,16
EXTLOC-4bd55cdeb787137a24d93c3b,https://abo.ny.gov/annualreports/PARISAuditReports/FYE2017/IDA/WestchesterCountyIndustrialDevelopmentAgency2017.pdf,RESCAND-7f5ebfca7b2c139db1491fcb,1,high,payroll_and_earnings,payroll_roster,true,abo.ny.gov,0,verification_lane_005,17
EXTLOC-bd317e2d411b754e2ba702f2,https://abo.ny.gov/calendar-reporting-dates,RESCAND-32ae16a39ff150c1b6568176,1,high,payroll_and_earnings,payroll_roster,true,abo.ny.gov,0,verification_lane_005,18
EXTLOC-b63230b2013cdaf817b2f66b,https://abo.ny.gov/frequently-asked-questions,EXTCAND-01d1c0236825e98ceecd76eb,1,high,multi_family_administrative_source,payroll_roster,true,abo.ny.gov,0,verification_lane_005,19
EXTLOC-ec7e155c2ba00d60ede34fba,https://abo.ny.gov/policy-guidance,RESCAND-cbd37fa77b0a142e328af8af,1,high,multi_family_administrative_source,payroll_roster,true,abo.ny.gov,0,verification_lane_005,20
EXTLOC-0c0c5c8749a1ee15df98d5ac,https://abo.ny.gov/salary-information,RESCAND-58d5592cf6afbef40e60b230,1,high,multi_family_administrative_source,payroll_roster,true,abo.ny.gov,0,verification_lane_005,21
EXTLOC-95ecc93d17a83b9459b0e5b3,https://abo.ny.gov/state-authorities,EXTCAND-f3dd84a96368dc5f8030896e,1,high,multi_family_administrative_source,payroll_roster,true,abo.ny.gov,0,verification_lane_005,22
EXTLOC-13aa24f6fef1e51b0f906ed7,https://abo.ny.gov/system/files/documents/2025/09/abo2025annualreport.pdf,RESCAND-c74adfe90ad9c10275a7f214,1,high,multi_family_administrative_source,payroll_roster,true,abo.ny.gov,0,verification_lane_005,23
EXTLOC-eb8a850cae1a3ce1976b53dd,https://academicworks.cuny.edu/jj_pubs/544/,RESCAND-2ba063b119563c3126840978,1,high,multi_family_administrative_source,payroll_roster,true,academicworks.cuny.edu,0,verification_lane_005,24
EXTLOC-7f180ae876aa4454f7fa0290,https://adams.extension.wisc.edu/files/2024/04/April-May-print.pdf,RESCAND-5edda7e72f9c837b21e31557,1,high,payroll_and_earnings,payroll_roster,true,adams.extension.wisc.edu,0,verification_lane_005,25
EXTLOC-4051e207f4952ae80fe7cad4,https://admin.danecounty.gov/budget/,RESCAND-904faba91d36d20a19a02dda,1,high,multi_family_administrative_source,payroll_roster,true,admin.danecounty.gov,0,verification_lane_005,26
EXTLOC-d5553860a4216b8758386153,https://admin.danecounty.gov/documents/emprel/pdf/2025-DC-EBH-EG-65-draft--11-15-24--Final.pdf,RESCAND-ffb5de25fc2de70fec81dd19,1,high,multi_family_administrative_source,payroll_roster,true,admin.danecounty.gov,0,verification_lane_005,27
EXTLOC-d17ac6915bed166eb22a8b16,https://admin.danecounty.gov/documents/emprel/pdf/WPPA-Deputy-Sheriffs-2023-Final-10-19-22-signed.pdf,RESCAND-895f987a31039837bcf20cf8,1,high,payroll_and_earnings,payroll_roster,true,admin.danecounty.gov,0,verification_lane_005,28
EXTLOC-b29d51f1e4ae1b0723fb4889,https://admin.danecounty.gov/documents/pdf/Budget/2024/Budget-By-Line-Item.pdf,RESCAND-8f0b4896db9ec51cdb8e17d0,1,high,payroll_and_earnings,payroll_roster,true,admin.danecounty.gov,0,verification_lane_005,29
EXTLOC-55b868f613a65826d6d3cc9d,https://admin.danecounty.gov/documents/pdf/Budget/2025/Budget-By-Line-Item.pdf,RESCAND-b92b6d271986b692e43a5c47,1,high,multi_family_administrative_source,payroll_roster,true,admin.danecounty.gov,0,verification_lane_005,30
