canonical_candidate_id,canonical_locator_id,duplicate_group_role,duplicate_group_basis
EXTCAND-3847072e65b1e20bc07a2701,EXTLOC-31196aee52c4d668be67d3b9,,
EXTCAND-061bf5314a92b36ad02b3e93,EXTLOC-444174d174b0869eb045fedf,,
EXTCAND-5b7709d20a1912a7734502ee,EXTLOC-d2a87665a0a0dfb8b55f4839,,
EXTCAND-944edb893d242e2ac2b96b39,EXTLOC-0f13e158e92941fc0c3303a4,,
EXTCAND-6da814449806470659063297,EXTLOC-73fcf64fc89688d7477b27b5,,
EXTCAND-9ce2343e778a6c0c04a85347,EXTLOC-b99411ab666007c47c8b5740,,
EXTCAND-e953d58cb95ede6e8e335e54,EXTLOC-bbaf6c5e750232ce534dd52e,,
RESCAND-65c97193de770f951d361bb6,EXTLOC-89ad79951e160edd6e56461c,,
RESCAND-1cc011ba94ee82a143c1ad88,EXTLOC-bafb60af712a10c72ef366ce,,
RESCAND-d5a0438a4ac404826679df17,EXTLOC-a4a9e6a6bad385bf81d96613,,
RESCAND-746f05bed274388c4fa9a854,EXTLOC-e7a57e5a690e85bbeb2a374f,,
RESCAND-986558c77be01a081403a370,EXTLOC-30be3f12390c2ea9daa05eb9,,
RESCAND-1f1fa87cf26c4467de86fdec,EXTLOC-f1b19880ae423e7f2130763e,,
RESCAND-e4148d73282eee8e3fa47849,EXTLOC-38b93e109159d57c28791c18,,
RESCAND-7e92f09f05745fa8d995357a,EXTLOC-3dde7f2f2f6a65341ace3a3a,,
EXTCAND-2d12c1fe86323c5d9fa935c0,EXTLOC-4bc7e75d4c97ca6fcaf4be4e,,
EXTCAND-adcbbac5c98b94e89ac50ce7,EXTLOC-22fc1e711477a51d670e5656,,
EXTCAND-b2cbc873f0ec279c8e1e6951,EXTLOC-fab09e0138dcf862b20ba588,,
EXTCAND-dbd8c40ae2b48eccaf0a2d30,EXTLOC-4ba8a3ce2ab1db9fcd5e9902,,
EXTCAND-b788819189a02903374d8547,EXTLOC-9e167b4306d411057d661005,,
EXTCAND-8a3a6fea8f643b9bc02e6516,EXTLOC-7dda023ba1f4010d867b372f,,
EXTCAND-edfa6f8a6626a05a1670e8fd,EXTLOC-d87579ee9399a1ff523b1349,,
RESCAND-26ce4e2ae5c6c66be40e75c5,EXTLOC-1df4426e2a07a46ee1550e52,,
RESCAND-aa64a61aba1acf5fcc7fd1d3,EXTLOC-5d10430e432e5e8c811e0067,,
RESCAND-a13471fcb3066feac1727077,EXTLOC-239f9a484dc5c9bbc8a2503c,,
EXTCAND-d24a4eb87e05ef8e375434c0,EXTLOC-30951982b1b80c2941fb2635,,
EXTCAND-1c88490bdc39d6ee41276886,EXTLOC-6ec9d3cf7d9ea062108b5756,,
EXTCAND-299b65c5cab5a66596a32c0f,EXTLOC-f8dce1ec823d3286c5bf9d47,,
EXTCAND-b290e9e12ec844f0f5398e9a,EXTLOC-ef7800c35dec3162978e95b7,,
EXTCAND-50d2fce2fadbcc4253582dc6,EXTLOC-ad69247460ee184088ee0036,,
EXTCAND-010458200df0f5cfbf518909,EXTLOC-6cc6e8d810840084c13e1ebe,,
EXTCAND-7e5e7962bb65972b5b2af94c,EXTLOC-c0aa3bab6b0851e093555c37,,
EXTCAND-3b506d4fe8df72608b55484b,EXTLOC-ca7543497e9918e1cffb776c,,
EXTCAND-3d15dc24a8d4e0718e5345a7,EXTLOC-a9a149550ea1792f9d9a7993,,
EXTCAND-c22d325bf9d26feb0560a285,EXTLOC-04b6d1dd971de345d5920177,,
