verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence,verification_status,pre_final_dedup_verification_status,http_status,final_locator,final_canonical_locator,canonical_final_locator_id,verified_content_type,response_content_type,content_length,content_disposition,etag,last_modified,redirect_count,request_count,retry_count,head_request_count,get_metadata_request_count,metadata_body_bytes_inspected,full_body_retained,source_downloaded,source_reviewed,verified_at,terminal_request_id,verification_error_class,source_review_routing
EXTLOC-96d8e364a8fd9c65baf0291b,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,RESCAND-4f5c53f7cec7a19f3bf9a60c,1,high,implementation_confirmation,budget,true,a836-pts-access.nyc.gov,0,verification_lane_004,1,reachable_html_shell_or_portal,,200,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,https://a836-pts-access.nyc.gov/care/datalets/datalet.aspx?jur=65&LMparent=20&mode=asmt_fin_2027&pin=1013610039&taxyr=2027&UseSearch=no,,html,text/html; charset=utf-8,20,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:18:14.352738+00:00,EXTREQ-9418178fecde56c2eee9ff2e,,
EXTLOC-890e97b8ff33242d6f350c53,https://accountingfiles.delaware.gov/docs/2024acfr.pdf,EXTCAND-5efb51e14095a5939397dd26,1,high,multi_family_administrative_source,payroll_roster,true,accountingfiles.delaware.gov,0,verification_lane_004,2,reachable_direct_document,,200,https://accountingfiles.delaware.gov/docs/2024acfr.pdf,https://accountingfiles.delaware.gov/docs/2024acfr.pdf,,pdf,application/pdf,1884588,,"""1cc1ac-630d917e230c0""","Fri, 21 Mar 2025 12:07:07 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:18:13.626466+00:00,EXTREQ-56593f00c9b22f3b1089e7e3,,
EXTLOC-bfaac1d66e21416f813016f2,https://accountingfiles.delaware.gov/docs/Annual-Recovery-Plan-July-2025.pdf,EXTCAND-154768ad457a576bea4f89d9,1,high,multi_family_administrative_source,payroll_roster,true,accountingfiles.delaware.gov,0,verification_lane_004,3,reachable_direct_document,,200,https://accountingfiles.delaware.gov/docs/Annual-Recovery-Plan-July-2025.pdf,https://accountingfiles.delaware.gov/docs/Annual-Recovery-Plan-July-2025.pdf,,pdf,application/pdf,51071740,,"""30b4afc-654624a385d40""","Tue, 16 Jun 2026 17:29:49 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:26:29.746040+00:00,EXTREQ-2adac5d47fa0e99ec8312cf0,,
EXTLOC-3feb2544fe10ef2a9d54f0f9,https://acqdemo.hci.mil/docs/2024PayPoolFundingGuidance.pdf,EXTCAND-6bfac37838d444ff2a6673d3,1,high,multi_family_administrative_source,payroll_roster,true,acqdemo.hci.mil,0,verification_lane_004,4,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:18:29.696285+00:00,EXTREQ-7837fbac0ba1e18a6cf2c60a,ConnectError,
EXTLOC-54e52571b0142abd8f1aa16c,https://admin.cdn.sos.ca.gov/reports/2022/bus-filing-processing-time-report-202206.pdf,RESCAND-f308cd356928684e0ae33796,1,high,multi_family_administrative_source,payroll_roster,true,admin.cdn.sos.ca.gov,0,verification_lane_004,5,reachable_direct_document,,200,https://admin.cdn.sos.ca.gov/reports/2022/bus-filing-processing-time-report-202206.pdf,https://admin.cdn.sos.ca.gov/reports/2022/bus-filing-processing-time-report-202206.pdf,,pdf,application/pdf,265275,,"""1d020b55509ab4480e4ebb7ad1952c84""","Wed, 29 Oct 2025 23:01:52 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:18:10.311870+00:00,EXTREQ-0c6c14827002864aba6d3387,,
EXTLOC-bf205a65326b697bf38eb375,https://admincode.legislature.state.al.us/administrative-code/356-X-3-.07,RESCAND-3de91c134c3d9bddbf1d0abd,1,high,payroll_and_earnings,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,6,timeout,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:18:33.129338+00:00,EXTREQ-bd1a50af2602c8432f955277,ConnectTimeout,
EXTLOC-cafa51e2fb8e7355ec815576,https://admincode.legislature.state.al.us/administrative-code/560-X-60-.06,RESCAND-f26c463ee657e5ddf1c506bc,1,high,multi_family_administrative_source,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,7,reachable_html_shell_or_portal,,200,https://admincode.legislature.state.al.us/administrative-code/560-X-60-.06,https://admincode.legislature.state.al.us/administrative-code/560-X-60-.06,,html,text/html,,,"W/""6a632aa1-73f""","Fri, 24 Jul 2026 09:04:33 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:26:31.079527+00:00,EXTREQ-32e7ab718334ef34f1bd871c,,
EXTLOC-266662cafd11ff4f96514203,https://admincode.legislature.state.al.us/administrative-code/670-X-8-.03,EXTCAND-805b5ac2beae09d0f62fc54d,1,high,payroll_and_earnings,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,8,reachable_html_shell_or_portal,,200,https://admincode.legislature.state.al.us/administrative-code/670-X-8-.03,https://admincode.legislature.state.al.us/administrative-code/670-X-8-.03,,html,text/html,,,"W/""6a632aa1-73f""","Fri, 24 Jul 2026 09:04:33 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:30:00.722614+00:00,EXTREQ-4283a9a66434b0be376fb4ad,,
EXTLOC-bc0142d0f5e72d85b9f2aace,https://admincode.legislature.state.al.us/administrative-code/810-3-135-.05,RESCAND-cb5198bf9f96e69e913473a8,1,high,multi_family_administrative_source,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,9,reachable_html_shell_or_portal,,200,https://admincode.legislature.state.al.us/administrative-code/810-3-135-.05,https://admincode.legislature.state.al.us/administrative-code/810-3-135-.05,,html,text/html,,,"W/""6a632aa1-73f""","Fri, 24 Jul 2026 09:04:33 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:32:40.717551+00:00,EXTREQ-7f835df8f6686af789428c4c,,
EXTLOC-e58867b1d76756ee513361b1,https://admincode.legislature.state.al.us/administrative-code/810-3-15.3-.01,RESCAND-36e8ecf2b07028ad4defb109,1,high,multi_family_administrative_source,payroll_roster,true,admincode.legislature.state.al.us,0,verification_lane_004,10,reachable_html_shell_or_portal,,200,https://admincode.legislature.state.al.us/administrative-code/810-3-15.3-.01,https://admincode.legislature.state.al.us/administrative-code/810-3-15.3-.01,,html,text/html,,,"W/""6a632aa1-73f""","Fri, 24 Jul 2026 09:04:33 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:34:49.227598+00:00,EXTREQ-490e0d25e86e9876f43145e6,,
