canonical_candidate_id,canonical_locator_id,duplicate_group_role,duplicate_group_basis
EXTCAND-fc03c976e4d540d0deaa9bf4,EXTLOC-fd15f8323842afce0cf3283c,,
RESCAND-28a69031909389a2074a5906,EXTLOC-8101b06624907221141922e8,,
EXTCAND-5b67da41c69db1590b7dd18f,EXTLOC-fdcb3e66c665f182a3530b80,,
RESCAND-26ff573c24da6bd360d61d95,EXTLOC-93feacd10d2bdacce2759a8b,,
RESCAND-9a827d338954623dfe5e19aa,EXTLOC-2edc3cdaabadc298e5d29f14,,
RESCAND-ace160833404831a26b01576,EXTLOC-b3ac6a1837ee5da4decc2bf0,,
EXTCAND-fbc52383ad114a595cabd995,EXTLOC-fa2f8ee5c1e138b15a978d70,,
EXTCAND-57959c1772d811dec4bbcc08,EXTLOC-ae2c4107abe986c02ac5548b,,
EXTCAND-60f9ba558273479be11e338b,EXTLOC-4f770017560154d3d8451d77,,
RESCAND-5b0c77edf65cd06c0d86794b,EXTLOC-9da350d893cccc2d0e28e03a,,
EXTCAND-e97347ce6b16ecc24defd882,EXTLOC-24ed674b012cdbec75e20ee8,,
RESCAND-0cd7ca8c477278dbdfa1ae46,EXTLOC-5af58849911dda5f3607c571,,
EXTCAND-a1973808181234b8b8581341,EXTLOC-08b94f6f5488ce6efdf683d0,,
RESCAND-af2d952209bab8eede2f4d35,EXTLOC-5800556d8e1a1463c2643984,,
RESCAND-4cbade0075d07cc997398c78,EXTLOC-e7634cbe5fe81890ab679b0d,,
RESCAND-b445b0658e5a6601c4a0cb43,EXTLOC-190224c48c24e6d980b81100,,
EXTCAND-48e0d804edcc2cff08c6c0ab,EXTLOC-567184ba65e59cfa1ef1ce7e,,
EXTCAND-be61b25212ddebadedcbe04c,EXTLOC-6ecc1b3c7ba04adb59c81f38,,
EXTCAND-c7d630514ee678d3ef5d888f,EXTLOC-12bfb2062904528fa6e0f570,,
RESCAND-48a53b696f0d6b876a1279dd,EXTLOC-457ce03fe7ff32ea4c41fd63,,
EXTCAND-b8963aa18121ac7610cd4f19,EXTLOC-db216b6436135c86b24e4162,,
RESCAND-77425b8e6bf9966833f66445,EXTLOC-e5f7fd52095ad37dea7ef6bf,,
EXTCAND-9ae5e2bb0e5852204ed1606d,EXTLOC-e5bf516a7952c793ffebbf50,,
EXTCAND-d02f8bb52eed041d0a36308b,EXTLOC-c2a390572f3c1a413b7f8ca0,,
RESCAND-987661e4e0e1812d57d8f374,EXTLOC-41b14341fa52631765e32bf9,,
RESCAND-f319c975fc038dd60f2c34f3,EXTLOC-286bea2b43377aaabf4d9571,,
RESCAND-96326d9b78a560347f795d0b,EXTLOC-ad9187cfbff88804d89cd59d,,
EXTCAND-2827c7f11aa8dac3f116bc64,EXTLOC-9ff400393ef1d58b83a3f257,,
EXTCAND-ec9c1337c3ace0f8310b111b,EXTLOC-669d6eac8c59eb94087ccfa2,,
RESCAND-ad797022809056b3f6545933,EXTLOC-be8536e05e5b9bded52af328,,
RESCAND-ef230866269b99cd74fdd95e,EXTLOC-4f96995e81f0cc23e9dedf21,,
RESCAND-b478dbd1e1f4ed82b48b9a50,EXTLOC-98e13f25190aef49701b9b76,,
RESCAND-92a6dfaa09d287cf5f1cf2a9,EXTLOC-b3c01b3498a93b1145d3b868,,
EXTCAND-5b392d1eeca7363bf304b1df,EXTLOC-8ba2592609cf76b347aeffd4,,
EXTCAND-9090b6707b59d95f7a6c57fb,EXTLOC-c7ccb91acede6d0698c9a5e4,,
RESCAND-ff4347d2878dddd6886a9081,EXTLOC-bd38aa5c9240d0e397bb7e2d,,
EXTCAND-4c2b8d2c2121a3e3ccc97580,EXTLOC-d9f33a8d38a9c4a344b4aa77,,
RESCAND-6ea85307e527452619d5f06e,EXTLOC-bf956e61a16a28a4b4961094,,
EXTCAND-7069b055e2a4747468e0d602,EXTLOC-864144e33f5cf6d6858ff86e,,
EXTCAND-a68b945977c812fb82c4a7f2,EXTLOC-99478164fbd8179622665a47,,
RESCAND-d82fc636c54cfe35124a63d8,EXTLOC-db112aee2496c80befad15ba,,
RESCAND-47bec4b5c6ff9a6f855c8647,EXTLOC-819504487a9b2893a42ebae6,,
RESCAND-29a8bdd61bf4b3dd4e1e123b,EXTLOC-31c72aa22b8f079ae0ac2016,,
EXTCAND-c1636e9356a9219b9f77e380,EXTLOC-4668df11fccd3a33dfcb24e7,,
EXTCAND-17fdcd599802434044198cbf,EXTLOC-979d82399d85244e6624e234,,
EXTCAND-6920caa497e2ee04cf4ea981,EXTLOC-7ced1f93577014a106d09d06,,
EXTCAND-ba58227aa50bbe3346b63819,EXTLOC-dc0064006b537c07a894bd7a,,
RESCAND-b390a635fecbb01562c607a2,EXTLOC-02950990745a8d2f879beda8,,
RESCAND-126d86c5686d6b3938c8b825,EXTLOC-85e243e55f42b85861e31633,,
RESCAND-9d990e8aefc85f7f033e00aa,EXTLOC-d358c9f9ead60f6df8320518,,
RESCAND-82c93276116def7b109ed69f,EXTLOC-acb7059aecfb65eff7ec17a6,,
EXTCAND-da74e860ab9519b1acaf4128,EXTLOC-73a584a8b85777f7a472b7e6,,
RESCAND-b18f01e783b00437f21f8195,EXTLOC-d8bd798a38145ec9ab854d40,,
EXTCAND-df74776e9eed5be383c80079,EXTLOC-0bb68ddd4a3811fdfbefc44a,,
EXTCAND-d68b0580ba9456313321aa4e,EXTLOC-f7dad82bada5260a345aaa2d,,
RESCAND-c1a6325ca15f068ec03e27fd,EXTLOC-6bd16642505b1fc8522eb4d7,,
RESCAND-870dd347ff8dea9da9315a95,EXTLOC-13cda23118ccc593b461fec2,,
RESCAND-73673be9f90c8d3fade63fd0,EXTLOC-c431b670952c610b40a4f091,,
RESCAND-95ce23e59863f26a67081047,EXTLOC-5fe98e32b99d07ec66c52e6b,,
RESCAND-32304eb193491b4fd07fded3,EXTLOC-e67bff0b265ee8214aa65c4a,,
RESCAND-dec484e735db437f89f0edb7,EXTLOC-1b1e8d12cecca8be23d7c161,,
RESCAND-9f0dda7b2410e2aa48374b38,EXTLOC-d03d45b6dd7258bf26b709ec,,
RESCAND-b61e6d3bfc41f3e43de5dc85,EXTLOC-bd158aad5484e0d09e77b772,,
RESCAND-3b77e4019b4c5ab5b6c43eb5,EXTLOC-5d712203b0adaf50c09d3b56,,
EXTCAND-b7da5d122383afe6991ba061,EXTLOC-7994be235daca9772cc36142,,
EXTCAND-0f666d744d3a51299adf42d8,EXTLOC-4c08b287ae4cd33a8161d7b7,,
EXTCAND-4d057caaaa79898351bcb6c6,EXTLOC-348a6df288f417413eb95c11,,
RESCAND-780ce3fc58959df265dfd757,EXTLOC-31e87eb1d7e7ccc9e72b589f,,
EXTCAND-9734fe63f8098c793740c30b,EXTLOC-35db4b1aa4ce4ff7fde8a18b,,
EXTCAND-8a29ddaa62cb2e99d991a15a,EXTLOC-f3ac6d5f4e54cf3d5d092275,,
RESCAND-a9ec20723217daeb0e848ea2,EXTLOC-6540f2c2e18aa1b03026db2f,,
EXTCAND-4e6c67160ab1f87f8bd56dba,EXTLOC-68357dc8033d7fb7564689e4,,
RESCAND-f0046e2c62ef3ccca4d78d27,EXTLOC-022e6de73e8afa413e5425e6,,
RESCAND-0fab1d4eae517def1f5dc379,EXTLOC-1e0ec14d8025fe83253c37c0,,
RESCAND-6ce5a275cf8e061255e31cd7,EXTLOC-713f25e869eacb21e72cf8ae,,
RESCAND-8794bb6aac7012854f4be0d8,EXTLOC-b2f969f21084dbd074959ee0,,
EXTCAND-946baadfd51f5a0e802ad224,EXTLOC-f9b816784b38238d1ae0711b,,
EXTCAND-f4a5302d1741cf67efdd188d,EXTLOC-7dd04cba46800a331104286a,,
RESCAND-5667b0be7c6b64e8b8cd1741,EXTLOC-19f04da82bfb77f8154af557,,
RESCAND-a101d8e9887c6bcb39321e38,EXTLOC-a9f711e30794cb56bb2ebd65,,
RESCAND-f552bbd2d526074e2bf53a19,EXTLOC-6ca240873caa232324619dd3,,
RESCAND-20f4e0d49d376ba0975f16ce,EXTLOC-65f8610885d2ae3727f7f239,,
EXTCAND-c33be251d2924a93c458dd07,EXTLOC-8a0fa61aa8d11cb6bc5ea442,,
EXTCAND-2b512f4c142373ac1fa46d22,EXTLOC-2aa25267ab5d2b5ffb7ae8a1,,
EXTCAND-ae8e0df1d6aa2d6b67d314a5,EXTLOC-0c417c0a6883ebeb7bd958a3,,
EXTCAND-852cfd5348253b17ece3cb61,EXTLOC-867e404960dc20f0311b4c78,,
EXTCAND-f34fb7d5809967494b8aa2af,EXTLOC-56ac2372cd59b61bda7e80af,,
EXTCAND-3210a94d1434d5a623ec06f9,EXTLOC-ec50d55f1686e9a50934720e,,
EXTCAND-1631baa6c3fdbf8327ee735b,EXTLOC-ff62d6cce8c7d5b2c330f4ec,,
