verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence,verification_status,pre_final_dedup_verification_status,http_status,final_locator,final_canonical_locator,canonical_final_locator_id,verified_content_type,response_content_type,content_length,content_disposition,etag,last_modified,redirect_count,request_count,retry_count,head_request_count,get_metadata_request_count,metadata_body_bytes_inspected,full_body_retained,source_downloaded,source_reviewed,verified_at,terminal_request_id,verification_error_class,source_review_routing
EXTLOC-1d155f4c1dc4923d0be14629,https://aem-prod.ok.gov/content/dam/ok/en/okdrs/documents/information/commission/2026-commission-documents/2026-4%20Agenda%20and%20Packet.pdf,EXTCAND-754ae66311858624b4a81efe,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,19,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:49.621151+00:00,EXTREQ-867edad75eb6191dc7db0c62,ConnectError,not_source_review_ready
EXTLOC-f974fc222184c08447e47eab,https://aem-prod.ok.gov/content/dam/ok/en/omes/documents/2024-compensation-report.pdf,EXTCAND-ff7ad233c452f11aa6bda96f,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,20,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:49.624880+00:00,EXTREQ-fa5bbf45db3c9cae05c3d30c,ConnectError,not_source_review_ready
EXTLOC-409961b60ad532d8d4ad5073,https://aem-prod.ok.gov/oids/employment.html,EXTCAND-9cc774bdb0ea98226718c9ee,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,21,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:49.619986+00:00,EXTREQ-4ae1f3e48cc78c2a0b89a816,ConnectError,not_source_review_ready
EXTLOC-90d252e2af43ab5435106ef1,https://aem-prod.ok.gov/omes/divisions/human-capital-management/human-resources/payroll/pay-schedules.html,EXTCAND-3be041fb7307453b5dd010e8,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,22,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:50.727990+00:00,EXTREQ-56229114a8fd2121dedd906c,ConnectError,not_source_review_ready
EXTLOC-800b70537084a082e84fd932,https://aem-prod.ok.gov/omes/divisions/human-capital-management/human-resources/rules-regulations-guidelines/guides-and-publications.html,EXTCAND-e1b6230aba17acd34fb1d684,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,23,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:50.875044+00:00,EXTREQ-eb59bb96c9192d7672c31e58,ConnectError,not_source_review_ready
EXTLOC-40b3031361c973177e2a67a5,https://aem-prod.ok.gov/omes/divisions/human-capital-management/human-resources/rules-regulations-guidelines/guides-and-publications/aaa-memos.html,EXTCAND-caa0b225a5347f45576cb7b9,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,24,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:50.873242+00:00,EXTREQ-f9f0999f3c438efb9710fd86,ConnectError,not_source_review_ready
EXTLOC-7c62c7a8eb003582da08c224,https://aem-prod.ok.gov/omes/divisions/human-capital-management/human-resources/rules-regulations-guidelines/rules-and-statutes.html,EXTCAND-d4c38e576da72d1e5df70679,1,high,multi_family_administrative_source,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,25,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:51.506793+00:00,EXTREQ-a3a10ceb03c8563a5f6ccc8e,ConnectError,not_source_review_ready
EXTLOC-260c9d759d64568cf1f835a0,https://aem-prod.ok.gov/omes/omes-careers/benefits.html,RESCAND-f51f84b53dc76f872c76afa4,1,high,payroll_and_earnings,payroll_roster,true,aem-prod.ok.gov,0,verification_lane_001,26,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:10:51.632293+00:00,EXTREQ-2dd3c9838d080d018f07dc84,ConnectError,not_source_review_ready
EXTLOC-fb9f66a260ced2efe6447f2e,https://ci.cedarburg.wi.us/sites/g/files/vyhlif4241/f/uploads/chapters-1-12-combined-12-18-18.pdf,RESCAND-70d74a2fbdf8efdd2eb110d7,1,high,payroll_and_earnings,payroll_roster,true,ci.cedarburg.wi.us,0,verification_lane_001,268,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:15.023810+00:00,EXTREQ-8fe8b641da21059874e9ce93,ConnectError,not_source_review_ready
EXTLOC-7d38fcbfd8b5953eaad3c74f,https://comptroller.aem.tn.extglb.tn.gov/content/dam/tn/finance/acfr/archive/ACFR%20-%20FY25.pdf,RESCAND-bddce721f3cf602ac6e5b6b3,1,high,payroll_and_earnings,payroll_roster,true,comptroller.aem.tn.extglb.tn.gov,0,verification_lane_001,364,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:16.423878+00:00,EXTREQ-4120b563a3a28f50605915df,ConnectError,not_source_review_ready
EXTLOC-af65ab74444ce7c5f7e42245,https://comptroller.aem.tn.extglb.tn.gov/content/dam/tn/finance/budget/documents/budget-archive/budget-documents/2027BudgetDocumentVol1.pdf,RESCAND-25ced9d6789de7a1ebac35a8,1,high,payroll_and_earnings,payroll_roster,true,comptroller.aem.tn.extglb.tn.gov,0,verification_lane_001,365,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:16.415068+00:00,EXTREQ-a0c61ca22a52b1822ca9666e,ConnectError,not_source_review_ready
EXTLOC-a0bc55a8ee7c804d4992d2c5,https://comptroller.aem.tn.extglb.tn.gov/sbe/about-us/executive-director.html,EXTCAND-4377ebba18029baedc08cfd8,1,high,multi_family_administrative_source,payroll_roster,true,comptroller.aem.tn.extglb.tn.gov,0,verification_lane_001,366,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:16.430944+00:00,EXTREQ-a04c11d07f0b1395c7f10e37,ConnectError,not_source_review_ready
EXTLOC-a3e5a74b6f56cb94c9163665,https://comptroller.aem.tn.extglb.tn.gov/sbe/about-us/state-board-approval-of-church-related-schools.html,EXTCAND-4849e4b4a83fb2dfe4de32fd,1,high,multi_family_administrative_source,payroll_roster,true,comptroller.aem.tn.extglb.tn.gov,0,verification_lane_001,367,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:17.383609+00:00,EXTREQ-7f9b4dd4224efa66a2f046ab,ConnectError,not_source_review_ready
EXTLOC-fe647fe1996a3dd7274aecf9,https://council.perry.in.datapitstop.us/DATA/MINUTES/FLD00004/00008573.PDF,EXTCAND-aa901a1da0b179e7cbf45d78,1,high,multi_family_administrative_source,payroll_roster,true,council.perry.in.datapitstop.us,0,verification_lane_001,380,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:16.897117+00:00,EXTREQ-6adaece1065e9c8112f284b1,ConnectError,not_source_review_ready
EXTLOC-c56892ec1a7d122f9aa706b0,https://da.ks.gov/ps/documents/00work.pdf,EXTCAND-64b204029bc2776becb6fddc,1,high,multi_family_administrative_source,payroll_roster,true,da.ks.gov,0,verification_lane_001,397,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:55.679030+00:00,EXTREQ-259cc4d1ca737866b029b861,ConnectError,not_source_review_ready
EXTLOC-852bb3c15c8160a3b733df3b,https://dauphincounty.gov/government/support-services/human-resources/labor-relations/docs/default-source/human-resources/labor-relations/human-services-staff-seiu-local-668/cba-january-1-2023-december-31-2026,EXTCAND-0102c90df3caf1af2ece2dcc,1,high,multi_family_administrative_source,payroll_roster,true,dauphincounty.gov,0,verification_lane_001,441,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:55.319155+00:00,EXTREQ-e8c00a9ceb2db6011267601c,ConnectError,not_source_review_ready
EXTLOC-02e29fadffd2ce189d57a018,https://discover.ar.gov/Publications/index,EXTCAND-f37dbeaf62d87960f2688c4a,1,high,multi_family_administrative_source,payroll_roster,true,discover.ar.gov,0,verification_lane_001,467,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:11:58.132941+00:00,EXTREQ-de3e9fb74f25528caa1d6abf,ConnectError,not_source_review_ready
EXTLOC-44de6f1771317595829a9af2,https://gov.la.gov/assets/Proclamations/2025/78-JML-2025-Proclamation.pdf,EXTCAND-b5dec3ca7d108c558e210442,1,high,payroll_and_earnings,payroll_roster,true,gov.la.gov,0,verification_lane_001,674,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:12:15.455900+00:00,EXTREQ-fc7a8a63601cc979a0092526,ConnectError,not_source_review_ready
EXTLOC-00d9383e1bebabf6abdc4531,https://house.legis.la.gov/H_Staff/pdf/Legislative%20Attorney-Analyst%20Job%20Posting.pdf,EXTCAND-9dea122cb4987cbbc20fc714,1,high,multi_family_administrative_source,payroll_roster,true,house.legis.la.gov,0,verification_lane_001,706,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:12:16.386472+00:00,EXTREQ-599d0fc9746f8ac2498f7dd2,ConnectError,not_source_review_ready
EXTLOC-19e755b44b8dfc94265773aa,https://house.legis.la.gov/housefiscal/DOCS_APP_BDGT_MEETINGS/DOCS_APPBudgetMeetings2014/DHH%20-%20Public%20Copy%20-%20Final.pdf,EXTCAND-947ebb674a6990cb6e2b5d3f,1,high,multi_family_administrative_source,payroll_roster,true,house.legis.la.gov,0,verification_lane_001,707,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:12:16.432981+00:00,EXTREQ-ca401a6e3c64ac034ce3711b,ConnectError,not_source_review_ready
EXTLOC-592365f238cf8e4fb95fd9d7,https://house.legis.la.gov/housefiscal/DOCS_APP_BDGT_MEETINGS/DOCS_APPBudgetMeetings2016/2016%20CRTPublicFinal.pdf,EXTCAND-fb1c03555974a34e788ccfb1,1,high,multi_family_administrative_source,payroll_roster,true,house.legis.la.gov,0,verification_lane_001,708,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:12:16.376087+00:00,EXTREQ-705b6e217275c4057323c9a3,ConnectError,not_source_review_ready
EXTLOC-b0c8b32faf47f3e723d0eb22,https://house.legis.la.gov/housefiscal/DOCS_APP_BDGT_MEETINGS/DOCS_APPBudgetMeetings2016/2016%20DOTD%20-%20Public.pdf,EXTCAND-ec21f15d6d911c7389bcb35d,1,high,multi_family_administrative_source,payroll_roster,true,house.legis.la.gov,0,verification_lane_001,709,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:12:17.486043+00:00,EXTREQ-3931fb8ae10f07dd8220d37b,ConnectError,not_source_review_ready
EXTLOC-5468512f1cae3945f35672bb,https://house.legis.la.gov/housefiscal/DOCS_APP_BDGT_MEETINGS/DOCS_APPBudgetMeetings2018/CRT%20-%20Public.pdf,EXTCAND-e4655c06dc17e3263a152e59,1,high,multi_family_administrative_source,payroll_roster,true,house.legis.la.gov,0,verification_lane_001,710,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:12:17.478467+00:00,EXTREQ-d02b7700a1edb4db7b0d2172,ConnectError,not_source_review_ready
EXTLOC-0c7eafda571b5fa015714fc6,https://limsqa2.minneapolismn.gov/MarkedAgenda/BHZ/5030,EXTCAND-3e154cea4351da895e981a59,1,high,payroll_and_earnings,payroll_roster,true,limsqa2.minneapolismn.gov,0,verification_lane_001,848,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:13:13.983897+00:00,EXTREQ-f90522151d690533c05cdc74,ConnectError,not_source_review_ready
EXTLOC-5190611506137e19a43c0509,https://lsc.ohio.gov/assets/organizations/legislative-service-commission/monthly-agency-reports/agency-reports/files/historicalretirement98-22.pdf,EXTCAND-19fcb7b2a90822e51dc4b36b,1,high,multi_family_administrative_source,payroll_roster,true,lsc.ohio.gov,0,verification_lane_001,866,dns_failure,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:13:10.325331+00:00,EXTREQ-dc5ea3f1315c020e66464a07,ConnectError,not_source_review_ready
