verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence
EXTLOC-78b10ee487b68b08db6f3459,https://2024mdmanual.msa.maryland.gov/msa/mdmanual/10dag/html/dag.html,EXTCAND-36a21920d0ffc973ddae1bd6,1,high,multi_family_administrative_source,payroll_roster,true,2024mdmanual.msa.maryland.gov,0,verification_lane_003,1
EXTLOC-38d2b2cf52d9eeed5b9c71fa,https://2024mdmanual.msa.maryland.gov/msa/mdmanual/20dllr/html/dllr.html,EXTCAND-458935312f30860ff44d20ed,1,high,multi_family_administrative_source,payroll_roster,true,2024mdmanual.msa.maryland.gov,0,verification_lane_003,2
EXTLOC-6d5f2d74d73fb628b19678f4,https://22gfp.sd.gov/lakeside-use-areas/,EXTCAND-7e7e758b34e75abbe140c449,1,high,multi_family_administrative_source,payroll_roster,true,22gfp.sd.gov,0,verification_lane_003,3
EXTLOC-6482cacacb7ae818600844c5,https://abbottstown.adamscountypa.gov/boroughpages/financial-records,EXTCAND-cff1ea4163035bfc9681a4dc,1,high,multi_family_administrative_source,payroll_roster,true,abbottstown.adamscountypa.gov,0,verification_lane_003,4
EXTLOC-826149cf3d250c37aff39b46,https://accounting.delaware.gov/state-employees/payroll-compliance-group/policies-procedures/,EXTCAND-ae6bfbc04e3e4533a092b5cf,1,high,multi_family_administrative_source,payroll_roster,true,accounting.delaware.gov,0,verification_lane_003,5
EXTLOC-f709095d328f7221b5be690d,https://agencyreports.ca.gov/report/49187,RESCAND-98c8e0da6fdf88d7fe8e5706,1,high,multi_family_administrative_source,payroll_roster,true,agencyreports.ca.gov,0,verification_lane_003,6
EXTLOC-2f40dfc6df888685c97d560f,https://agencyreports.ca.gov/search_public?authority=All&field_agencyreport_agency_target_id=All&order=field_agencyreport_agency&page=50&sort=asc,RESCAND-5956424fdefb73b2f6c7f1f4,1,high,payroll_and_earnings,payroll_roster,true,agencyreports.ca.gov,0,verification_lane_003,7
EXTLOC-32b517670a0386cdfbf97107,https://agendas.ci.walla-walla.wa.us/agenda_publish.cfm?ag=3785&dsp=agm&get_month=11&get_year=2025&ln=48896&mt=ALL&nrev=0&nseq=5790&rev=0&seq=5799,EXTCAND-08aae152577c5492de3c22e8,1,high,multi_family_administrative_source,payroll_roster,true,agendas.ci.walla-walla.wa.us,0,verification_lane_003,8
EXTLOC-2ca09771c36e858ad573c708,https://agendas.ci.walla-walla.wa.us/print_ag_memo.cfm?mode=External&reloaded=true&rev_num=0&seq=2161,RESCAND-b06bc94084432fc4509e5c79,1,high,multi_family_administrative_source,payroll_roster,true,agendas.ci.walla-walla.wa.us,0,verification_lane_003,9
EXTLOC-ec56d6a4c9678dc84ba8a518,https://agendas.ci.walla-walla.wa.us/print_all.cfm?id=0&reloaded=true&seq=4774,RESCAND-0c52077811117e38283b9729,1,high,payroll_and_earnings,payroll_roster,true,agendas.ci.walla-walla.wa.us,0,verification_lane_003,10
EXTLOC-bc13302d7ea8771a3cb15e6d,https://agendas.ci.walla-walla.wa.us/print_all.cfm?reloaded=true&seq=4776,RESCAND-f1758162e451e09662f065db,1,high,payroll_and_earnings,payroll_roster,true,agendas.ci.walla-walla.wa.us,0,verification_lane_003,11
EXTLOC-7bb27a37d44eda79ba96b6c3,https://agendas.monterey.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Council_Regular_Meeting_5792_Agenda_Packet_9_17_2024_4_00_00_PM.pdf?documentType=5&isAttachment=True&meetingId=5792,EXTCAND-a3e5237bf20a0b12bc32fb36,1,high,multi_family_administrative_source,payroll_roster,true,agendas.monterey.gov,0,verification_lane_003,12
EXTLOC-f1b5f7f1fa52588c5524a541,https://agendas.monterey.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Council_Special_Meeting_6296_Agenda_Packet_8_27_2025_4_00_00_PM.pdf?documentType=5&isAttachment=True&meetingId=6296,RESCAND-309a132bce5ba20023b15e23,1,high,multi_family_administrative_source,payroll_roster,true,agendas.monterey.gov,0,verification_lane_003,13
EXTLOC-3c94bca878e0413f2b13ae5b,https://alachuacounty.us/Depts/OMB/Budget%20Book/Section%208%20-%20Performance%20Management%20Departmental%20Summaries%20of%20Service.pdf,RESCAND-2debeb0d97e5980f6f860576,1,high,payroll_and_earnings,payroll_roster,true,alachuacounty.us,0,verification_lane_003,14
EXTLOC-1a44ba365e08d932f5e64c2a,https://alachuacounty.us/Employment/Pages/Employment.aspx,RESCAND-b93b32645f9b23a02e5e5bd8,1,high,payroll_and_earnings,payroll_roster,true,alachuacounty.us,0,verification_lane_003,15
EXTLOC-e0bf6dfb07812263593db00c,https://alexandrianj.gov/,RESCAND-3af51079b4e6f488a393d2dc,1,high,multi_family_administrative_source,payroll_roster,true,alexandrianj.gov,0,verification_lane_003,16
EXTLOC-5fbf05f647f3a7a2fcf0e348,https://alexandrianj.gov/agenda-library/mayor-council-meeting/2025-township-committee-meeting-documents/2025-minutes-township-committee/420-02-27-2025-township-committee-minutes/file,RESCAND-b8ca4237ddb574d46ea20955,1,high,payroll_and_earnings,payroll_roster,true,alexandrianj.gov,0,verification_lane_003,17
EXTLOC-658abd218c5819a086affd87,https://alexandrianj.gov/agenda-library/mayor-council-meeting/2026-township-committee-meeting-documents/2026-township-committee-agendas/524-01-22-2026-township-committee-meeting?format=html,RESCAND-b7ea1142a4c4243b8785fb09,1,high,multi_family_administrative_source,payroll_roster,true,alexandrianj.gov,0,verification_lane_003,18
EXTLOC-0aca141d0693ad027a9a49fc,https://alexandrianj.gov/government/bid-documents/2025-1/notice-of-request-for-qualification-for-professional-services-for-2026/491-rfq-for-bond-counsel-for-2026/file,RESCAND-1f31032e3d44c53fe9b262a5,1,high,multi_family_administrative_source,payroll_roster,true,alexandrianj.gov,0,verification_lane_003,19
EXTLOC-4305f18c416f07c31f229803,https://alexandrianj.gov/public-notices,EXTCAND-e27065c6bb17df83a405960e,1,high,multi_family_administrative_source,payroll_roster,true,alexandrianj.gov,0,verification_lane_003,20
EXTLOC-41d930834fbb69ed7785f1cc,https://alexandriava.gov/budget/budget-archives,RESCAND-0504270bbf460c6586b17e05,1,high,payroll_and_earnings,payroll_roster,true,alexandriava.gov,0,verification_lane_003,21
EXTLOC-ad1fdf86ee4542d4b2aa41be,https://alexandriava.gov/sites/default/files/2024-04/019_cost_of_retroactive_promotion.pdf,RESCAND-6d2ce4ab4d351a9673f2c5c0,1,high,payroll_and_earnings,payroll_roster,true,alexandriava.gov,0,verification_lane_003,22
