verification_locator_id,canonical_network_locator,canonical_candidate_id,candidate_row_count,priority_order,primary_external_data_families,administrative_source_types,official_source_flags,locator_host,repair_member_count,verification_lane_id,verification_lane_sequence,verification_status,pre_final_dedup_verification_status,http_status,final_locator,final_canonical_locator,canonical_final_locator_id,verified_content_type,response_content_type,content_length,content_disposition,etag,last_modified,redirect_count,request_count,retry_count,head_request_count,get_metadata_request_count,metadata_body_bytes_inspected,full_body_retained,source_downloaded,source_reviewed,verified_at,terminal_request_id,verification_error_class,source_review_routing
EXTLOC-38f38cc0da08ac5832df9d0b,https://a.co.warren.oh.us/HumanServices/FactSheets/Default.aspx,EXTCAND-03fe54fa86663b5b78389459,1,high,multi_family_administrative_source,payroll_roster,true,a.co.warren.oh.us,0,verification_lane_002,1,timeout,,,,,,unknown,,,,,,0,4,1,2,2,0,false,false,false,2026-08-05T15:14:31.326107+00:00,EXTREQ-52cab23dc3cee5df4872fd0a,ReadTimeout,
EXTLOC-12f366701ae3c0b2876252e5,https://abgt.assembly.ca.gov/sites/abgt.assembly.ca.gov/files/June%2026%20Hearing%20Analyses%20Packet.pdf,RESCAND-c1bcd89742113231a8bfcf89,1,high,multi_family_administrative_source,payroll_roster,true,abgt.assembly.ca.gov,0,verification_lane_002,2,reachable_direct_document,,200,https://abgt.assembly.ca.gov/sites/abgt.assembly.ca.gov/files/June%2026%20Hearing%20Analyses%20Packet.pdf,https://abgt.assembly.ca.gov/sites/abgt.assembly.ca.gov/files/June%2026%20Hearing%20Analyses%20Packet.pdf,,pdf,application/pdf,841779,,"""cd833-607e213bb20ec""","Tue, 17 Oct 2023 04:37:15 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:13:42.933317+00:00,EXTREQ-b5e51579bda578905c2e8835,,
EXTLOC-f1a492a300327754357b4bc4,https://acf.gov/ocs/map/ced-map-current-grantee-locations-fy-2021,EXTCAND-b7e1754d01c07776d8ad94d4,1,high,multi_family_administrative_source,payroll_roster,true,acf.gov,0,verification_lane_002,3,reachable_html_shell_or_portal,,202,https://acf.gov/ocs/map/ced-map-current-grantee-locations-fy-2021,https://acf.gov/ocs/map/ced-map-current-grantee-locations-fy-2021,,html,text/html; charset=UTF-8,0,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:13:40.596834+00:00,EXTREQ-7edc45e2079cafd6583e333f,,
EXTLOC-8a9b0fc4525bb9c026da67e4,https://acf.gov/sites/default/files/documents/ofvps/2024-Tribal-Grant-Awards.pdf,RESCAND-3eaba3d9e5b46e1330944a4b,1,high,multi_family_administrative_source,payroll_roster,true,acf.gov,0,verification_lane_002,4,reachable_direct_document,,202,https://acf.gov/sites/default/files/documents/ofvps/2024-Tribal-Grant-Awards.pdf,https://acf.gov/sites/default/files/documents/ofvps/2024-Tribal-Grant-Awards.pdf,,pdf,text/html; charset=UTF-8,0,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:13:40.588515+00:00,EXTREQ-d50aa06ec257a4907f4a2d2d,,
EXTLOC-a0f8100af87aafea5c505992,https://acworth-ga.gov/human-resources/,EXTCAND-e8d8ab0116d58c6a84d1f0c4,1,high,multi_family_administrative_source,payroll_roster,true,acworth-ga.gov,0,verification_lane_002,5,reachable_html_shell_or_portal,,200,https://acworth-ga.gov/human-resources/,https://acworth-ga.gov/human-resources/,,html,text/html; charset=UTF-8,,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:13:42.430298+00:00,EXTREQ-09187dd939a916af9fb7b072,,
EXTLOC-217baa32f0ec5745bb897d91,https://adamscountyco.gov/our-county/budget-finance/budget/,RESCAND-e22f2a84ab19abaa2828738f,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,6,reachable_html_shell_or_portal,,200,https://adamscountyco.gov/our-county/budget-finance/budget/,https://adamscountyco.gov/our-county/budget-finance/budget/,,html,text/html; charset=UTF-8,,,,"Wed, 01 Apr 2026 08:48:14 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:13:43.013676+00:00,EXTREQ-1887f5b1b4732fa2353ea463,,
EXTLOC-75b1248ed4f7e940be693576,https://adamscountyco.gov/sites/default/files/2022-Adopted-Budget-Book.pdf,RESCAND-5e5658fe5239271028dbcc7c,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,7,reachable_direct_document,,200,https://adamscountyco.gov/wp-content/uploads/2025/08/2022-Adams-County-Adopted-Budget.pdf,https://adamscountyco.gov/wp-content/uploads/2025/08/2022-Adams-County-Adopted-Budget.pdf,,pdf,application/pdf,8331681,,"""68a7893d-7f21a1""","Thu, 21 Aug 2025 21:01:49 GMT",1,1,0,1,0,0,false,false,false,2026-08-05T15:13:43.392754+00:00,EXTREQ-3f5d78a8b415174456bff8d3,,
EXTLOC-6949f7051a33730603523c80,https://adamscountyco.gov/wp-content/uploads/2025/08/2017-Adams-County-Adopted-Budget.pdf,RESCAND-088b28dde7e3f98ba7eee958,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,8,reachable_direct_document,,200,https://adamscountyco.gov/wp-content/uploads/2025/08/2017-Adams-County-Adopted-Budget.pdf,https://adamscountyco.gov/wp-content/uploads/2025/08/2017-Adams-County-Adopted-Budget.pdf,,pdf,application/pdf,6265811,,"""68a78917-5f9bd3""","Thu, 21 Aug 2025 21:01:11 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:13:41.602848+00:00,EXTREQ-079d055e4f80e6f4065249c8,,
EXTLOC-7482bf14ad16413f902f5d79,https://adamscountyco.gov/wp-content/uploads/2025/08/2023-Adams-County-Adopted-Budget.pdf,RESCAND-df4d879e45ecd0068ce24ff8,1,high,multi_family_administrative_source,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,9,reachable_direct_document,,200,https://adamscountyco.gov/wp-content/uploads/2025/08/2023-Adams-County-Adopted-Budget.pdf,https://adamscountyco.gov/wp-content/uploads/2025/08/2023-Adams-County-Adopted-Budget.pdf,,pdf,application/pdf,13822496,,"""68a78941-d2ea20""","Thu, 21 Aug 2025 21:01:53 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:13:43.217844+00:00,EXTREQ-acf06385ab5d28ceb1e1718b,,
EXTLOC-5dc887b5c9c316698abf6356,https://adamscountyco.gov/wp-content/uploads/2025/08/2024-Adams-County-Adopted-Budget.pdf,RESCAND-bdc68525f23ff4562cd57993,1,high,payroll_and_earnings,payroll_roster,true,adamscountyco.gov,0,verification_lane_002,10,reachable_direct_document,,200,https://adamscountyco.gov/wp-content/uploads/2025/08/2024-Adams-County-Adopted-Budget.pdf,https://adamscountyco.gov/wp-content/uploads/2025/08/2024-Adams-County-Adopted-Budget.pdf,,pdf,application/pdf,13552181,,"""68a78931-ceca35""","Thu, 21 Aug 2025 21:01:37 GMT",0,1,0,1,0,0,false,false,false,2026-08-05T15:13:43.324148+00:00,EXTREQ-c8e6594477a7a6228a83c34d,,
EXTLOC-63a600468669a62de87bd9d0,https://adeq.state.ar.us/home/pdssql/p_facil_details.aspx?AFIN=3200009&AFINDash=32-00009,RESCAND-5f7f1997242475de42ac3b58,1,high,staffing_and_headcount,staffing_table,true,adeq.state.ar.us,0,verification_lane_002,11,reachable_html_shell_or_portal,,200,https://adeq.state.ar.us/home/pdssql/p_facil_details.aspx?AFIN=3200009&AFINDash=32-00009,https://adeq.state.ar.us/home/pdssql/p_facil_details.aspx?AFIN=3200009&AFINDash=32-00009,,html,text/html; charset=utf-8,4828,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:13:43.997443+00:00,EXTREQ-f084622aa22594c2f09022f6,,
EXTLOC-a4e38879adca82487805a85e,https://aeronav.faa.gov/afd/19MAR2026/se_88_19MAR2026.pdf,RESCAND-61e388bf6919acb078a41091,1,high,multi_family_administrative_source,payroll_roster,true,aeronav.faa.gov,0,verification_lane_002,12,unavailable_404,,404,https://aeronav.faa.gov/afd/19MAR2026/se_88_19MAR2026.pdf,https://aeronav.faa.gov/afd/19MAR2026/se_88_19MAR2026.pdf,,pdf,text/html,1245,,,,0,1,0,1,0,0,false,false,false,2026-08-05T15:13:43.672304+00:00,EXTREQ-1b402894f859520d337a73ea,,
