canonical_candidate_id,canonical_locator_id,duplicate_group_role,duplicate_group_basis
RESCAND-d52285ee54cb46e82da34c1a,EXTLOC-ff5ef6fd28076e5b5d7cde74,,
RESCAND-fc667f8ffbf8013313a4f2b8,EXTLOC-d33c184de22bf2e7c5d45a23,,
EXTCAND-17efbe823010e6c911ef662c,EXTLOC-5106249a80f6fb9aadc762ab,,
RESCAND-533b8435698d4fe853145a25,EXTLOC-ececd4641438de62e9fa2d05,,
RESCAND-22dcca2026cd75a5d39a047f,EXTLOC-bfc79e0f007f4ab0cca8eaf7,,
EXTCAND-d41476e997c4d6f0bb9c2cfd,EXTLOC-34522246f09df921d2797a73,,
EXTCAND-f5aff7756e87bb1f58ede4ae,EXTLOC-56e44a73e33c8b4a49c613d2,,
RESCAND-2b46a99009ab5ceb440030de,EXTLOC-35d57c2e7c75ce64eb85615c,,
EXTCAND-00a31204751fb4727938ada1,EXTLOC-9f3789d86161b943ddab988b,,
RESCAND-ea9b7f4705b46b0e8f87c7b9,EXTLOC-6cf4ae835b9b256de81fadc1,,
EXTCAND-be37a9bb61520eed4f16b4bb,EXTLOC-008d0f500bbc9a4c5a5152b0,,
EXTCAND-c5d7365dbe9eeb72be14269f,EXTLOC-354cdceb2c953a0acbd4592e,,
RESCAND-5ba40c86aef518d7dd26561a,EXTLOC-cb7f40827affea3513648fd2,,
RESCAND-bd0342d111ed35148bdf868f,EXTLOC-d1e6d2ac7f72500dbf81d8cc,,
RESCAND-5f023887df43a80f9c997572,EXTLOC-657a461ca3de85a423548a58,,
RESCAND-73d53b26bb313d2a34c793c7,EXTLOC-1f38bf3395e643a3a44bfc47,,
RESCAND-71cacada469d7186193570e7,EXTLOC-910c70504fc97c59f02963d4,,
EXTCAND-1f9be4400ca420125b955804,EXTLOC-f40ebfd84d3f983f970d24e4,,
EXTCAND-ac8a9713cb4f6221e7203aec,EXTLOC-2890ecbc1ad7a861a90d19e8,,
RESCAND-35afb4f6500f659fd13cfc42,EXTLOC-276e55073c59ef5a91198b0c,,
EXTCAND-df32a35315a454f3fa195364,EXTLOC-f9b31e92d04896d3fa2da8f0,,
